0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceD_probs
The supply frequency usually employed for high frequency eddy current heating is,1 KHz.,5 KHz.,10 MHz.,10 KHz to 400 KHz.,D,True,0.08423351,0.22897041,0.20206568,0.48473036
In the toggle mode a JK flip-flop has,"J = 0, K = 0.","J = 1, K = 1.","J = 0, K = 1.","J = 1, K = 0.",B,True,0.24302451,0.40067968,0.16702813,0.18926768
Electric drive is becoming more and more popular because,all of below.,it provide smooth and easy control.,it is cheaper in cost.,it is simple and reliable.,A,False,0.30595216,0.34668922,0.07735682,0.27000183
A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,0.32.,0.67.,0.45.,0.27.,B,True,0.27192077,0.39564237,0.1455487,0.18688822
A Binary number system has how many digits.,0,1,2,10,C,False,0.1099857,0.16002825,0.097062044,0.632924
"Lowest critical frequency is due to pole and it may be present at the origin or nearer to the origin, then the type of network is",LC.,RL.,RC.,Any of the above.,C,False,0.3081768,0.24000832,0.21180661,0.24000832
Advantages of open loop control system is/are,simple and economical.,accurate.,reliable.,all of the above.,A,True,0.33201173,0.22818811,0.10778843,0.33201173
"The voltage induced in an inductor is represented as,",product of its inductance and current through it.,ratio of its inductance to current through it.,ratio of current through it to its inductance.,product of its inductance and rate of change of current through it.,D,False,0.24265438,0.40006945,0.11462182,0.24265438
"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",1,2,4,8,C,False,0.14658469,0.24167728,0.21327947,0.39845848
Induction heating takes place in,conducting but non-magnetic materials.,conducting materials which may be either magnetic or non-magentic materials.,insulating materials.,conducting and magnetic materials.,B,True,0.28843936,0.41967678,0.09364255,0.19824126
In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,100,50,1,A,False,0.25180578,0.25180578,0.17306341,0.323325
Magnetic flux has the unit of,Newton,Ampere turn,Weber,Tesla,C,False,0.10461008,0.32222173,0.32222173,0.25094652
"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",Reciprocity theorem,Thevinin's theorem,Norton's theorem,Compensation theorem,A,False,0.25180578,0.25180578,0.17306341,0.323325
A D-flip-flop is said to be transparent when,the output is LOW,the output is HIGH,the output follows clock,the output follow input,D,False,0.22140972,0.32214925,0.13429178,0.32214925
A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,500 Hz.,250 Hz.,400 Hz.,625 Hz.,B,True,0.27252734,0.34993201,0.16529618,0.2122445
Speed control by variation of field flux results in,constant power drive.,constant torque drive.,variable power drive.,none of the above.,A,False,0.29190114,0.3748085,0.17704698,0.15624341
Which of the following memories uses one transistor and one capacitor as basic memory unit,SRAM,DRAM,Both SRAM and DRAM,,B,False,0.13168195,0.21710682,0.19159609,0.45961514
"What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?",2,4,5,6,A,False,0.18515001,0.23773733,0.18515001,0.3919626
"The output of the system has an effect upon the input quantity, then the system is a",open loop control system.,closed loop control system.,either A or B.,none of the above.,B,False,0.44910848,0.30866745,0.11355241,0.12867174
"A sinusoidal signal is analog signal, because",it can have a number of values between the negative and positive peaks,it is negative for one half cycle,it is positive for one half cycle,it has positive as well as negative values,A,False,0.26503736,0.23389466,0.16075328,0.34031472
FM stands for,frequent modulation.,frequency modulation.,frequency moderator.,frequent moderator.,B,True,0.2865927,0.60671675,0.034228615,0.072461985
Stack is also known as,FIFO memory,Flash memory,LIFO memory,LILO memory,C,False,0.18333524,0.26675123,0.1617928,0.38812074
"In Ward-Leonard system, the lower limit of the speed imposed by",Field resistance.,Armature resistance.,Residual magnetism of the generator.,None of above.,C,False,0.23201755,0.38253227,0.18069544,0.20475478
Colpitts oscillator is also called as,Tank circuit oscillator,LC oscillator,Resonant circuit oscillator,All of the above,D,False,0.24026531,0.44887468,0.16513178,0.14572828
An SCR has half cycle surge current rating of 3000 A for 50 Hz supply. One cycle surge current will be,1500 A.,6000 A.,2121.32 A.,4242.64 A.,C,False,0.21101426,0.3070239,0.21101426,0.27094764
Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Decoders,Accumulators,Registers,C,False,0.15527378,0.3287146,0.22592203,0.2900896
Systematic errors are,environmental errors.,observational errors.,instrument errors.,all of the above.,D,True,0.22787347,0.25821447,0.13821225,0.37569985
Which of the following is/are the disadvantages of an open loop control system?,Inaccurate.,Unreliable.,both A and B.,none of the above.,C,False,0.2856304,0.32366166,0.10507756,0.2856304
A diode (p-n junction) when reverse biased act as,On Switch,Zener diode,Capacitor,Off Switch,D,False,0.42886487,0.20258142,0.10843402,0.2601197
Piezoelectric effect is carried out in,composite filter.,crystal filter.,m derived.,constant k prototype.,B,False,0.16218789,0.26740262,0.26740262,0.30300686
The resistivity of the conductor depends on,area of the conductor.,length of the conductor.,type of material.,none of these.,C,False,0.15035269,0.40870097,0.24788967,0.19305666
The smallest change in measured variable to which instrument will respond is,resolution.,accuracy.,precision.,sensitivity.,A,True,0.5976949,0.21987966,0.049061783,0.13336375
"In electronic communications, ""AM"" stands for",Amp Modification,Amplitude Method,Amplitude Modulation,Ampere Method,C,False,0.11351826,0.34966087,0.34966087,0.18715999
Which system is also known as automatic control system?,Open loop control system,Closed loop control system,Either A or B,Nether A nor B,B,True,0.07758033,0.64957213,0.14493914,0.12790833
A combinational PLD with a fixed AND array and a programmable OR array is called a,PLD,PROM,PAL,PLA,B,False,0.5109597,0.1463924,0.06915087,0.27349702
A null type instrument as compared to a deflected type instrument has,a lower sensitivity.,a faster response.,a higher accuracy.,all of the above.,C,False,0.29539207,0.23005158,0.17916435,0.29539207
"Length of the cable is doubled, its capacitance C will be",one-fourth.,one-half.,doubled.,unchanged.,C,False,0.20272683,0.2603064,0.20272683,0.33424002
Electrons in p-type material of a semi-conductor are called as,either minority carriers or majority carriers,minority carriers,majority carriers,valance carriers,B,False,0.41494238,0.25167528,0.081707,0.25167528
________ is the most detrimental impurity in the magnetic materials,Carbon.,Sulphur.,Oxygen.,Nitrogen.,A,False,0.13429178,0.32214925,0.22140972,0.32214925
Voltage controlled oscillators are used commonly in,Pulse Modulators Frequency Modulators Phase Clocked loops,Frequency Modulators,Phase Clocked loops,All the above,D,True,0.26503736,0.23389466,0.16075328,0.34031472
Low frequency supply is necessary for direct core type induction furnaces because,With normal frequeny supply the electromagnetic forces causes severe stirring action in the molten metal.,Magnetic coupling between the primary and secondary circuit is poor.,Both A and B.,None of the above.,C,False,0.478481,0.2902134,0.09421849,0.1370871
"The moving coil-meters, damping is provided by",the aluminium frame of the coil.,the coil spring attached to the moving.,eddy current disk.,damping vane in the airtight chamber.,A,False,0.060407214,0.30677313,0.23891516,0.3939045
Which of the following is the analogous quantity for mass element in force-voltage analogy?,Resistance.,Inductance.,Capacitance.,All of the above.,B,False,0.07096537,0.21858872,0.2476935,0.46275234
A latch is ________ sensitive,both level and edge,edge,level,,C,False,0.3704759,0.2546241,0.12027591,0.2546241
What is used to protect the SCR from over current ?,CB and fuse.,Heat sink.,Snubber circuit.,Voltage clamping device.,A,False,0.023121929,0.15077393,0.36168784,0.46441638
The errors mainly caused by human mistakes are,gross error.,instrumental error.,observational error.,systematic error.,A,False,0.22899327,0.25948337,0.17834014,0.33318323
Electrical analogous quantity for dash-pot in force-current analogy is,resistance.,conductance.,inductance.,capacitance.,B,True,0.23054817,0.3354456,0.20345806,0.23054817
Which lamp has the best Colour Rendering Index (CRI)?,LED,Fluorescent,Incandescent,High pressure sodium vapour,C,False,0.07623117,0.12568395,0.23480852,0.56327635
Power dissipation in ideal inductor is,Maximum,Minimum,Zero,A finite value,C,False,0.27792543,0.21644855,0.14876276,0.35686332
For intermittent work which of the following furnace is suitable?,Core less furnace.,Indirect arc furnace.,Either of above.,Nither of above.,B,True,0.19408917,0.3626063,0.19408917,0.24921542
In electrical resistance welding material of electrode should have,higher electrical conductivities.,higher thermal conductivities.,sufficient strength to sustain high pressure at elevated temperatures.,all of above.,D,False,0.17036821,0.19305246,0.3182897,0.3182897
Which of the following are the passive elements?,Resistor,Bulb,Both,None of these.,C,False,0.44039834,0.38865015,0.059601434,0.111350134
The main advantage of dielectric heating is that,heating occurs in the material itself.,heating occurs due to high frequency.,it can be used for drying the explosives.,None of the above.,A,False,0.24606852,0.4597165,0.10257662,0.19163835
Materials used in heat sink should have,high thermal conductivity.,large surface area.,high melting point.,All of these.,D,False,0.4219749,0.15523589,0.050397716,0.37239152
Conductor is static and the field is varying then emf will be induced. This principle is called,virtually induced emf.,dynamically induced emf.,static induced emf.,none of these,C,False,0.4242698,0.29159608,0.1072722,0.17686196
"Four identical alternators each are rated for 20 MVA, 11 KV having a subtransient reactance of 16% are working in parallel. The short circuit level at the busbar is",500 MVA,400 MVA,125 MVA,100 MVA,A,False,0.20767382,0.26665846,0.1832715,0.34239623
"According to the Bohr model, an electron gains or losses energy only by",moving faster or slower in an allowed orbit.,jumping from one allowed orbit to another.,being completely removed from an atom.,jumping from one atom to another atom.,B,False,0.34012115,0.34012115,0.08599609,0.23376162
A three-state buffer has the following output states,"1, 0, float","High, Low, Float",Both A and B,"Set, Reset, Halt",C,False,0.21637933,0.27783656,0.19095409,0.31483006
"By using which of the following elements, mechanical translational systems are obtained?",mass element,spring element,dash-pot,all of the above,D,False,0.10537092,0.41675007,0.15331379,0.3245653
"Four capacitors each of 40 µF are connected in parallel, the equivalent capacitance of the system will be",160 µF,10 µF,40 µF,5 µF,A,False,0.23054817,0.3354456,0.23054817,0.20345806
"The resistance of a conductor of diameter d and length l is R Ω. If the diameter of the conductor is halved and its length is doubled, the resistance will be",R Ω,2R Ω,4R Ω,8R Ω,C,False,0.1904708,0.4032267,0.1904708,0.21583171
A single phase full bridge inverter can operated in load commutation mode in case load consist of,RL.,RLC underdamped.,RLC overdamped.,RLC critically damped.,B,False,0.16075328,0.26503736,0.23389466,0.34031472
A microprocessor is ALU,and control unit on a single chip.,and memory on a single chip.,register unit and I/O device on a single chip.,register unit and control unit on a single chip.,D,False,0.2700561,0.30601364,0.18560666,0.23832366
"To obtain a high value of capacitance, the permittivity of dielectric medium should be",low,zero,high,unity,C,False,0.1686314,0.1488167,0.2780262,0.40452573
Deflection method direct measurements are most widely used as these are,least time consuming.,most simple.,most simple and least time consuming.,most accurate.,C,False,0.4032267,0.21583171,0.1904708,0.1904708
Purely mechanical instrument cannot be used for dynamic measurements because they have,high inertia.,higher response time.,large time constant.,all of the above.,D,True,0.219266,0.24846093,0.17076454,0.36150852
Advantages of higher transmission voltage is/are,Power transfer capability of the transmission line is increased,Transmission line losses are reduced,Area of cross section and volume of the conductor is reduced,all of the above,D,True,0.25061068,0.25061068,0.13414223,0.3646364
Under over voltage condition impedance offered by the voltage clamping device is,high.,low.,moderate.,infinity.,B,False,0.27783656,0.19095409,0.21637933,0.31483006
A long wire composed of a smooth round conductor runs above and parallel to the ground (assumed to be a large conducting plane). A high voltage exists between the conductor and the ground. The maximum electric stress occurs at,lower surface of the conductor.,upper surface of the conductor.,the ground surface.,midway between the conductor and ground.,A,False,0.21101423,0.27094764,0.21101423,0.30702388
In a dc machine 6 pole wave winding is used. The number of parallel paths are?,6,4,2,1,C,False,0.15527378,0.2900896,0.22592203,0.3287146
Which of the following is a digital device,Regulator of a fan,Microphone,Resistance of a material,Light switch,D,True,0.12782294,0.23880467,0.12782294,0.5055495
Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,square of instantaneous current.,square of the rate of change of current.,temperature of the inductor.,A,False,0.3258638,0.41841742,0.119878605,0.13584025
Which of the following is a variable displacement transducer?,tachometer,potentiometer,synchros,none of the above,B,False,0.09158974,0.24896674,0.24896674,0.41047674
"Five capacitors each of 5 µF are connected in series, the equivalent capacitance of the system will be",5 µF,25 µF,10 µF,1 µF,D,False,0.23499885,0.3017445,0.1615122,0.3017445
Susceptibility is negative for,non magnetic substances.,diamagnetic substances.,ferromagnetic substances.,none of above.,B,False,0.14459555,0.27014005,0.23839776,0.3468667
One of the following is the primary function of an oscillator,produces sinusoidal oscillations,generates non sinusoidal waveforms,generates sustained oscillations at a constant amplitude and specific frequency,none of the above,C,False,0.48534,0.17854661,0.17854661,0.15756683
The metal surfaces for electrical resistance welding must be,rough.,clean.,moistened,coloured,B,True,0.2582093,0.29258946,0.15661186,0.29258946
The latching current of SCR is 20 mA. Its holding current will be,23 mA.,40 mA.,10 mA.,60 mA.,C,False,0.22899328,0.33318326,0.17834015,0.2594834
"In force-current analogy, electrical analogous quantity for displacement (x) is",voltage.,inductance.,capacitance.,flux.,D,False,0.16609868,0.3103132,0.21327494,0.3103132
Feedback circuit in an oscillator can be accomplished by,Resistive coupling between input and output,Capacitive coupling between input and output,Inductive coupling between input and output,Any one or combinations of the above methods,D,True,0.111127704,0.20761387,0.18321861,0.4980398
"Lowest critical frequency is due to zero and it may be present at the origin or nearer to the origin, then the type of network is",LC circuit.,RC circuit.,RLC circuit.,RL Circuit.,D,False,0.44887468,0.24026531,0.16513178,0.14572828
What is the value of dielectric constant of air?,Less than 1,0.,1.,none of these.,C,False,0.09415528,0.32863423,0.15523581,0.4219747
Temperature variation is a/an,Digital quantity,Analog quantity,Either Digital or Analog quantity,,B,False,0.39564237,0.18688822,0.1455487,0.27192077
The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,30,140.,150.,200.,C,False,0.2594834,0.33318326,0.17834015,0.22899328
For a dc machine shunt resistance and armature resistance values are,high and high,high and low,low and low,low and high,B,False,0.20524755,0.26354307,0.23257595,0.29863343
The change of cross sectional area of conductor in magnetic field will affect,reluctance of conductor.,resistance of conductor.,(A) and (B) both in the same way.,none of above.,C,False,0.473316,0.2533478,0.11967303,0.1536632
Which of the following is used in SCR to protect from high dV / dt?,Snubber circuit.,Fuse.,Equalizing circuit.,Circuit breaker.,A,False,0.09158974,0.24896674,0.24896674,0.41047674
"What are the sets of commands in a program which are not translated into machine instructions during assembly process, called?",Mnemonics,Directives,Identifiers,Operands,B,False,0.22567952,0.17575939,0.120797545,0.47776356
Speed of data transmission in 4-G network of telecom is,386 kbps - 2 mbps.,2 mbps.,2 mbps – 1 gbps.,100 mbps - 1 gbps.,D,False,0.33086544,0.37491965,0.13792524,0.15628976
Which of the followings is/are active element?,Voltage source,Current source,Both,None of these.,C,False,0.31680247,0.35898423,0.13206293,0.19215041
Electrical analogous quantity for spring element (K) in force-voltage analogy is,L,R,1/C,C,C,False,0.16271265,0.12672074,0.2682678,0.44229883
A quartz crystal oscillator consists of,only series resonant frequency.,only parallel resonant frequency.,both series and parallel frequencies.,neither series nor parallel frequency.,C,False,0.1558982,0.2570327,0.2570327,0.3300365
Which of the following oscillators are used for low frequency (LF) applications,LC oscillators,RC oscillators,Both LC and RC Oscillators,,B,False,0.31712013,0.21795328,0.21795328,0.24697341
The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of diameter 1.2 m is,3 / 2.,1 / 3.,2 / 3.,2 / 5.,C,False,0.26982117,0.39258745,0.12745449,0.21013694
Relative error is same as,ratio of absolute error and true value.,absolute error.,true error.,none of the above.,A,True,0.33482352,0.29548073,0.1395752,0.23012061
If holding current of a thyristor is 2 mA then latching current should be,0.01 A.,0.002 A.,0.009 A.,0.004 A.,D,False,0.2977846,0.43327403,0.10954883,0.15939261
"In an intel 8085A, which is the first machine cycle of an instruction?",An op-code fetch cycle,A memory read cycle,A memory write cycle,An I/O read cycle,A,True,0.41450858,0.19579999,0.10480418,0.2848873
Which of the following are the disadvantages of a closed loop control system?,Reduces the overall gain.,Complex and costly.,Oscillatory response.,All of the above.,D,True,0.30517972,0.16335094,0.087435454,0.44403386
"Poles and zeros are arranged alternatively on negative real axis, then type of network is/are",LC network.,RC network.,RL network.,Both 2 and 3.,D,True,0.14706098,0.31132808,0.18883003,0.35278094
The magnetisation and applied field in ferromagnetic materials are related,sinusoidally.,non linearly.,linearly.,parabolically.,B,True,0.22446734,0.32659805,0.22446734,0.22446734
Thin laminations are used in a machine in order to reduce,Eddy current losses,Hysteresis losses,Both A and B,Copper losses,A,True,0.2963333,0.2963333,0.20366672,0.20366672
A metal surface with 1 meter radius and surface charge density of 20 coulombs / m2 is enclosed in a 10 m side cube. The total outward electric displacement normal to the surface of the cube is,40π coulombs.,80π coulombs.,10π coulombs.,none of these.,B,False,0.314282,0.2773529,0.13101223,0.2773529
In binary number system the first digit (bit) from right to left is called as,"LSB, Least Significant Bit","MSB, Most Significant Bit",First Bit,Last Bit,A,True,0.5667289,0.16237055,0.086910695,0.18398993
In two wattmeter method of power measurement if the total power is measured by one wattmeter only then power factor of the system is,0.,0.5.,1.,none of above.,B,False,0.1536632,0.2533478,0.11967303,0.473316
A 0 - 100 V voltmeter has a guaranteed accuracy of 2 % of full scale reading. The voltage measured by the voltmeter is 75 V. The limiting error is in percentage,3.33 %.,2.66 %.,2 %.,1 %.,B,True,0.32412055,0.3672767,0.13511355,0.17348923
Which of the following methods is/are used for reactive or voltage compensation,shunt capacitor,series capacitor,generation excitation control,all of the above,D,True,0.28563038,0.28563038,0.10507754,0.32366163
The ROM programmed during manufacturing process itself is called,MROM,PROM,EPROM,EEPROM,A,False,0.23500371,0.23500371,0.14253695,0.3874556
In 8085 name/names of the 16 bit registers is/are,stack pointer.,program counter.,both A and B.,none of these.,C,False,0.33201173,0.33201173,0.10778843,0.22818811
Stability of a transmission line can be increased by,shunt capacitor,series capacitor,shunt reactor,both A and B,D,True,0.23839775,0.27014002,0.14459553,0.34686667
Snubber circuit is used with SCR,in series.,in parallel.,either series or parallel.,anti parallel.,B,True,0.23439533,0.2656047,0.23439533,0.2656047
The number of rings in the Bohr model of any element is determined by what?,Column number on periodic table.,Atomic mass.,Row number on periodic table.,Atomic number.,C,False,0.08793336,0.23902765,0.09964155,0.5733975
Silicon and Germanium are ________ elements.,trivalant,pentavalant,hexavalant,tetravalant,D,True,0.19095409,0.27783656,0.21637933,0.31483006
The number of output pins in 8085 microprocessors are,27.,40.,21.,19.,A,False,0.22585997,0.37238014,0.17589992,0.22585997
If P is the power of a star connected system then what will be power of an equivalent delta connected system?,P,3P,P/3,None of the above,A,False,0.055680413,0.19434373,0.15135504,0.59862083
Which oscillators are easy to fabricate in a monolithic IC?,Crystal oscillator.,Hartley oscillator.,Wien bridge oscillator.,Relaxation oscillator.,D,True,0.1493358,0.24621314,0.24621314,0.35823798
"If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is",DC only,AC only,Either AC or DC,An Impulse,C,False,0.22585997,0.17589992,0.22585997,0.37238014
The feedback factor of a Wien bridge oscillator using Op-Amp is,1/3,1/4,1/2,1,C,False,0.33248794,0.17796798,0.15705618,0.33248794
"The length of bus cycle in 8086/8088 is four clock cycles, T1, T2, T3, T4 and an indeterminate number of wait state clock cycles denoted by Tw. The wait states are always inserted between",T1 & T2,T2 & T3,T3 & T4,T4 & T1,C,False,0.23054817,0.23054817,0.20345806,0.3354456
Which of the following is not a sinusoidal oscillator?,LC oscillator,RC phase shift oscillator,Relaxation oscillator,Crystal oscillator,C,False,0.08093168,0.21999511,0.17133236,0.52774084
A wire carrying current is bent in the form of a circular loop. Then the magnetic field around each portion of the wire will be,parallel to the plane of the wire.,perpendicular to the circumference of the wire.,parallel to half portion and perpendicular for the other half.,none of above.,A,False,0.19288741,0.52432233,0.13256945,0.15022087
