0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_correct,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_choiceA_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_choiceB_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_choiceC_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_choiceD_probs
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.33620113,0.2039163,0.123681486,0.33620113
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,False,0.30369252,0.2087246,0.14345418,0.3441287
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,True,0.35909978,0.14969505,0.13210543,0.35909978
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.5777518,0.14607854,0.08860111,0.18756855
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.42426318,0.22709173,0.121553436,0.22709173
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,True,0.44513234,0.26998642,0.09932245,0.18555877
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.5793346,0.2131253,0.061061416,0.14647873
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.4820193,0.121873565,0.13810085,0.25800636
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.33114946,0.12182309,0.12182309,0.42520434
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,True,0.52925634,0.17182438,0.104216754,0.19470254
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,True,0.51741874,0.19034772,0.101885796,0.19034772
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.3882259,0.30235064,0.12603849,0.18338493
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,False,0.49670464,0.26586685,0.07617213,0.16125639
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.6402259,0.16187446,0.08664515,0.11125458
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.37569985,0.25821447,0.13821225,0.22787347
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.45505422,0.27600434,0.101536326,0.1674051
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.43589458,0.23331757,0.124885894,0.20590201
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.41760075,0.22352558,0.10558601,0.25328767
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,False,0.4054419,0.21701743,0.13162771,0.24591295
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.44403386,0.16335094,0.087435454,0.30517972
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,True,0.2926662,0.2926662,0.12200142,0.2926662
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,False,0.44238636,0.23679237,0.11185279,0.20896852
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,False,0.36029124,0.21852769,0.10322517,0.3179559
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,True,0.32179603,0.19517916,0.11838214,0.36464268
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.51059085,0.18783589,0.088727385,0.21284594
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,False,0.6670184,0.10229059,0.06204238,0.16864866
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,False,0.4980398,0.20761387,0.111127704,0.18321861
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.35540646,0.21556492,0.11538358,0.3136451
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.44670215,0.23910244,0.12798232,0.18621315
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.5777518,0.14607854,0.08860111,0.18756855
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,True,0.43589458,0.23331757,0.124885894,0.20590201
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.28264958,0.11782587,0.13351421,0.46601036
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,True,0.40870097,0.19305666,0.15035269,0.24788967
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.64005965,0.11122569,0.040917642,0.20779695
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,False,0.37320176,0.12116087,0.17628802,0.3293494
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,True,0.5469986,0.20122956,0.095054105,0.15671773
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.3940555,0.23900674,0.12793109,0.23900674
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.44827807,0.23994596,0.10002436,0.21175157
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.35898423,0.19215041,0.13206293,0.31680247
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,False,0.37286422,0.29038695,0.13716908,0.19957983
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,False,0.45287284,0.16660261,0.16660261,0.21392198
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,False,0.45669493,0.2444512,0.1308453,0.16800869
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.4287649,0.2025342,0.13919958,0.22950132
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,True,0.3757868,0.25827426,0.10766473,0.25827426
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,False,0.45504752,0.21494922,0.11505403,0.21494922
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.48473036,0.20206568,0.08423351,0.22897041
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.35286197,0.27480918,0.12981066,0.24251826
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.1976217,0.15390794,0.17440055,0.47406983
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,False,0.31911525,0.24852721,0.15073937,0.2816182
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.29350346,0.12235044,0.15710108,0.427045
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,True,0.36464268,0.19517916,0.11838214,0.32179603
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.47935417,0.22643088,0.09439044,0.19982454
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.5469986,0.20122956,0.095054105,0.15671773
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.45504752,0.21494922,0.11505403,0.21494922
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.3427134,0.1428642,0.1260772,0.38834515
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,True,0.5633483,0.2348385,0.05937647,0.14243676
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.24244612,0.11452345,0.12977207,0.51325846
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.42886487,0.20258142,0.10843402,0.2601197
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.42426318,0.22709173,0.121553436,0.22709173
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.5229506,0.24702436,0.08019707,0.14982785
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,True,0.36891085,0.25354847,0.15378492,0.22375575
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.6453759,0.20952287,0.07707916,0.06802212
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.22787347,0.13821225,0.25821447,0.37569985
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.45352235,0.24275303,0.11466841,0.18905625
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.46128368,0.21789497,0.10292631,0.21789497
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,False,0.44238636,0.20896852,0.11185279,0.23679237
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,True,0.34966087,0.11351826,0.18715999,0.34966087
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.25488,0.17517631,0.09376512,0.47617856
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.40252653,0.2766522,0.13068123,0.19014007
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.29972407,0.23342535,0.23342535,0.23342535
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.24068832,0.068958364,0.44966498,0.24068832
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,True,0.47776356,0.22567952,0.120797545,0.17575939
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.42886487,0.2601197,0.10843402,0.20258142
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.46418503,0.15069881,0.10357368,0.28154245
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.38453156,0.20582493,0.11017014,0.29947346
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.5808696,0.18858075,0.100940004,0.12960954
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.35540646,0.11538358,0.21556492,0.3136451
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.48534,0.17854661,0.15756683,0.17854661
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.4981325,0.20765251,0.08656245,0.20765251
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,True,0.31375834,0.16794273,0.11542525,0.4028737
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.5878419,0.13116527,0.090148486,0.19084433
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.51049346,0.18780005,0.11390649,0.18780005
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.3940555,0.23900674,0.12793109,0.23900674
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.43932247,0.26646256,0.11107811,0.18313685
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.48280114,0.17761262,0.13832484,0.20126146
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.17572112,0.06464419,0.06464419,0.6949905
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.52934873,0.19473653,0.08117826,0.19473653
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.57257617,0.18588826,0.077489756,0.16404583
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.53902787,0.19829728,0.0643777,0.19829728
