0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptalpaca_choiceD_probs
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,True,0.6165999,0.29126117,0.05735273,0.034786187
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,False,0.39846432,0.114161946,0.39846432,0.08890941
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.3745737,0.3745737,0.094707064,0.15614554
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,False,0.13414225,0.36463642,0.2506107,0.2506107
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.33631596,0.38109592,0.12372373,0.15886441
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,False,0.22446732,0.22446732,0.22446732,0.32659802
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.074414164,0.8000276,0.051144052,0.074414164
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.76144737,0.14993788,0.033455662,0.055159066
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.36150852,0.219266,0.17076454,0.24846093
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.2773529,0.314282,0.2773529,0.13101223
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.46589234,0.24937421,0.1334804,0.1512531
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.25653246,0.29068938,0.22638911,0.22638911
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.28738207,0.3690059,0.22381338,0.11979867
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.4622655,0.31771013,0.103145376,0.116879016
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.33588034,0.55377305,0.07494503,0.035401527
What is the optimal span of control?,2,5,7,None of the above,D,False,0.13429178,0.32214925,0.32214925,0.22140972
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,True,0.26740262,0.26740262,0.16218789,0.30300686
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.21439138,0.24293727,0.18919975,0.35347164
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,False,0.29539207,0.29539207,0.17916435,0.23005158
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,False,0.45441312,0.3538973,0.13019153,0.061498128
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.066452004,0.10956083,0.10956083,0.71442634
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,False,0.4226698,0.3730048,0.08322862,0.12109693
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.63071907,0.12419595,0.2047645,0.04032052
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.33808565,0.557409,0.045754917,0.058750473
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.40945724,0.46397585,0.055414014,0.071153
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,False,0.33154318,0.42570987,0.06528473,0.17746228
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,True,0.25948337,0.22899327,0.17834014,0.33318323
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.24902599,0.2821834,0.24902599,0.21976466
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,False,0.3819337,0.3370553,0.14050555,0.14050555
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.5284272,0.24961132,0.10405348,0.117908046
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,False,0.568883,0.3909872,0.028323015,0.01180679
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.06548123,0.7039895,0.22855192,0.0019773615
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.16920485,0.1917342,0.048477996,0.5905829
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.24759413,0.59394747,0.103212595,0.055245724
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,True,0.38726023,0.30159858,0.2348852,0.07625606
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.26426667,0.26426667,0.4357021,0.035764605
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,False,0.7137916,0.07523308,0.15926844,0.05170689
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,True,0.25562704,0.25562704,0.19908254,0.28966337
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,True,0.7105482,0.20357548,0.05832535,0.027550943
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,False,0.22375575,0.25354847,0.36891085,0.15378492
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,False,0.17383946,0.2866128,0.2529349,0.2866128
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,True,0.23700887,0.39076155,0.3043254,0.067904174
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,False,0.2617501,0.17989805,0.2617501,0.29660174
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.22885488,0.25932658,0.4844858,0.027332818
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,False,0.41459706,0.25146583,0.32288852,0.011048637
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.14639232,0.27349687,0.12919077,0.45092008
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.503512,0.30539548,0.046833917,0.14425862
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,False,0.064502366,0.28907955,0.54007167,0.10634642
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.5859787,0.13074952,0.11538605,0.1678857
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.23839775,0.27014002,0.34686667,0.14459553
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,False,0.35428005,0.24349289,0.31265104,0.08957603
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.38023922,0.23062675,0.23062675,0.15850729
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.6171992,0.13771576,0.20037523,0.04470976
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.41829523,0.28748983,0.119843595,0.17437139
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.76244956,0.11692543,0.029563377,0.091061614
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.32116273,0.4123811,0.07166109,0.19479504
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,False,0.02457847,0.08578729,0.8139272,0.075707026
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,False,0.23395763,0.30040753,0.1252285,0.34040633
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,False,0.49651942,0.23453917,0.086282134,0.18265928
