0,1,2,3,4,5,alpacacode_llama2_chat_7B_correct,alpacacode_llama2_chat_7B_choiceA_probs,alpacacode_llama2_chat_7B_choiceB_probs,alpacacode_llama2_chat_7B_choiceC_probs,alpacacode_llama2_chat_7B_choiceD_probs
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.008526615,0.7675414,0.2199043,0.0040276875
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.15154903,0.46680385,0.3635472,0.018099949
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,True,0.015373154,0.74072003,0.24047658,0.0034302142
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.034853037,0.8988717,0.057462946,0.008812228
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.27286252,0.57764995,0.14605278,0.0034348322
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.013624425,0.6564616,0.31009048,0.019823423
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.029197177,0.8532666,0.10190816,0.015628124
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.018362764,0.8847676,0.09325381,0.003615843
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,False,0.28374797,0.680676,0.03388886,0.0016872272
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.80176574,0.13932599,0.05807972,0.00082846265
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,False,0.041741148,0.8383934,0.11346421,0.0064012124
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,True,0.20752908,0.72434765,0.06737483,0.0007484667
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,False,0.032450702,0.73857456,0.21160516,0.01736961
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,False,0.20206568,0.48473036,0.22897041,0.08423351
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.41300282,0.5303061,0.05589385,0.00079728296
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,True,0.1382095,0.057614297,0.008835438,0.7953408
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,True,0.21489196,0.7500466,0.03295475,0.0021067266
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.041086145,0.72826934,0.20865266,0.021991828
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.27325132,0.51050067,0.21280834,0.0034397265
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.66135263,0.31240085,0.025643423,0.00060307555
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.40645814,0.52190256,0.07063183,0.001007509
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.08089141,0.3625301,0.3625301,0.19404839
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,False,0.24001601,0.7393014,0.019701714,0.0009808906
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.972029,0.015711386,0.0014613864,0.010798266
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,True,0.0029554635,0.059362065,0.928579,0.009103468
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,True,0.76486063,0.21913625,0.015874175,0.00012901762
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,True,0.06533692,0.70243806,0.22804825,0.0041768495
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.07563056,0.8131051,0.11004181,0.001222454
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,True,0.15340249,0.7790421,0.06394767,0.0036076808
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,True,0.010167691,0.71281016,0.26222822,0.014793903
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,True,0.45336506,0.51372993,0.025577106,0.0073279636
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,True,0.05537539,0.7644336,0.1705682,0.009622799
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.018592788,0.69768924,0.25666553,0.027052347
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.14433242,0.5708458,0.23796391,0.046857875
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,True,0.4260433,0.5470504,0.024035718,0.0028706572
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.31385177,0.45665163,0.21570694,0.0137896845
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.020598873,0.77296704,0.17247227,0.033961803
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,True,0.0013576881,0.0044516874,0.96129686,0.03289377
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,True,0.0071906904,0.8311308,0.14442888,0.01724957
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.0681771,0.83056706,0.09919709,0.00205877
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.048550107,0.8605712,0.07063998,0.020238696
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,True,0.053008072,0.7317538,0.209651,0.0055870092
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.3286025,0.61391026,0.057102554,0.00038475395
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,True,0.12552455,0.562562,0.26573545,0.0461779
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.050917633,0.90253663,0.039654694,0.006890952
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,False,0.05641839,0.8825321,0.05641839,0.0046311035
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,True,0.2057582,0.55930877,0.11013443,0.124798656
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.653548,0.3087142,0.036870655,0.0008671147
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,True,0.03557632,0.9175254,0.0456809,0.0012173548
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,True,0.015316882,0.94762194,0.03674329,0.00031789174
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.3428673,0.3885196,0.26702535,0.0015877908
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,True,0.41563845,0.53369033,0.049640935,0.0010302648
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,True,0.023712074,0.42030656,0.5396843,0.016297054
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.14982787,0.52295065,0.24702439,0.08019708
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,True,0.04307204,0.7634702,0.19303548,0.0004222634
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.04422936,0.28841165,0.61056745,0.056791622
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,True,0.4885993,0.43118736,0.040106673,0.040106673
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.02771099,0.9176619,0.019045465,0.03558161
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,True,0.040695004,0.72133625,0.2341836,0.0037852253
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.09277815,0.36694473,0.36694473,0.17333241
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.008148984,0.03652121,0.9418945,0.013435403
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.00927749,0.573978,0.39448893,0.022255542
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,True,0.01125047,0.8937355,0.09419903,0.0008149813
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,False,0.13030015,0.58396477,0.24343273,0.042302266
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,True,0.3061287,0.6480745,0.041430015,0.0043666917
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.10027991,0.8396334,0.053675964,0.0064106802
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.7031524,0.074111715,0.17778477,0.04495103
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.0727735,0.7823888,0.10588481,0.038952842
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.38347945,0.38347945,0.18114287,0.0518983
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,True,0.23648846,0.1434375,0.052767713,0.56730634
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,False,0.012373273,0.98293084,0.003545002,0.0011508936
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.009671504,0.870601,0.117823035,0.001904432
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,True,0.014688265,0.90873075,0.074593164,0.0019878405
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,True,0.016238397,0.7824098,0.17457923,0.02677259
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,True,0.017193317,0.82842046,0.1439579,0.010428275
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.0007042561,0.0040527144,0.0035765078,0.9916665
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.016713422,0.91252184,0.03538231,0.03538231
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.5740605,0.30727246,0.11303922,0.005627891
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.30996576,0.30996576,0.35123724,0.028831309
