0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptvicuna_choiceD_probs
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.120797545,0.22567952,0.47776356,0.17575939
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.07717608,0.20978633,0.50325125,0.20978633
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.09932245,0.26998642,0.44513234,0.18555877
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,True,0.13507208,0.2523479,0.41605133,0.19652873
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,True,0.09875553,0.16282034,0.50152194,0.23690219
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.07950437,0.14853372,0.45751604,0.31444588
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.08656245,0.20765251,0.4981325,0.20765251
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.113520995,0.2723227,0.44898424,0.16517207
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.0854477,0.26319745,0.49171755,0.15963732
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,False,0.138265,0.25831303,0.42588618,0.17753577
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.20272683,0.20272683,0.33424002,0.2603064
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.08366927,0.25771952,0.4814834,0.17712785
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.09932245,0.26998642,0.44513234,0.18555877
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,True,0.07617213,0.26586685,0.49670464,0.16125639
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.07507893,0.20408566,0.48957607,0.23125936
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,True,0.07717608,0.20978633,0.50325125,0.20978633
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,True,0.13507208,0.19652873,0.41605133,0.2523479
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,False,0.07048431,0.19159622,0.5208125,0.21710695
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,False,0.08932099,0.24279962,0.4536094,0.2142699
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,True,0.10002436,0.23994596,0.44827807,0.21175157
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,False,0.08652382,0.26651213,0.43940422,0.20755985
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.11803527,0.22051892,0.46683857,0.19460726
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,False,0.17193802,0.1948313,0.41245788,0.2207728
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,False,0.07717608,0.20978633,0.50325125,0.20978633
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.10002436,0.23994596,0.44827807,0.21175157
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,True,0.10493966,0.25173718,0.47030693,0.17301625
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.1465847,0.24167733,0.39845854,0.2132795
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.07096538,0.24769352,0.4627524,0.21858875
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,True,0.05069236,0.13779613,0.48095575,0.33055574
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,False,0.053230267,0.16396075,0.5722793,0.21052979
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,True,0.15624341,0.17704698,0.3748085,0.29190114
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,True,0.0854477,0.15963732,0.49171755,0.26319745
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.09439044,0.19982454,0.47935417,0.22643088
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.09376512,0.25488,0.47617856,0.17517631
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,True,0.08423351,0.20206568,0.48473036,0.22897041
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.079661585,0.24537498,0.45842078,0.21654265
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,False,0.08868679,0.27317455,0.45038867,0.18774992
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,False,0.15035269,0.19305666,0.40870097,0.24788967
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,False,0.08423351,0.22897041,0.48473036,0.20206568
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.09439044,0.22643088,0.47935417,0.19982454
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.07692361,0.23694138,0.5016049,0.18453014
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,False,0.08652382,0.26651213,0.43940422,0.20755985
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.08423351,0.22897041,0.48473036,0.20206568
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.068699665,0.27171245,0.44797808,0.21160986
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.18639418,0.27120194,0.27120194,0.27120194
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,False,0.068730935,0.21170618,0.5078567,0.21170618
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,True,0.05934651,0.14236487,0.49690223,0.30138645
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.13542573,0.25300857,0.32486945,0.28669629
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.08366927,0.25771952,0.4814834,0.17712785
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,True,0.07457101,0.2602784,0.48626405,0.17888655
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,True,0.23832366,0.30601364,0.2700561,0.18560666
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,True,0.08652382,0.20755985,0.43940422,0.26651213
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,False,0.09162794,0.24907058,0.4653251,0.19397636
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.04921315,0.17177075,0.5290912,0.24992497
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,True,0.088727385,0.21284594,0.51059085,0.18783589
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.06850403,0.18621325,0.5061801,0.23910254
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.074471466,0.29454038,0.4285537,0.20243444
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.08259448,0.22451505,0.53858364,0.1543068
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.11803527,0.22051892,0.46683857,0.19460726
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,True,0.03993472,0.178975,0.5512818,0.22980845
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,True,0.07507893,0.23125936,0.48957607,0.20408566
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.10002436,0.23994596,0.44827807,0.21175157
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.08656245,0.20765251,0.4981325,0.20765251
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.07497646,0.14007446,0.55400527,0.23094375
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,True,0.12351906,0.245647,0.315417,0.315417
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.07561815,0.20555145,0.55874676,0.16008364
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,True,0.08174145,0.19608754,0.47038957,0.2517814
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.04999552,0.10584052,0.69016683,0.15399703
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.10843402,0.2601197,0.42886487,0.20258142
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.10257662,0.24606852,0.4597165,0.19163835
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,False,0.23257595,0.26354307,0.29863343,0.20524755
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.08865101,0.27306432,0.39730623,0.24097842
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,True,0.11727359,0.24826822,0.46382606,0.17063208
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,True,0.07331368,0.136968,0.613848,0.17587039
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,True,0.088727385,0.21284594,0.51059085,0.18783589
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.08117826,0.19473653,0.52934873,0.19473653
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.051778816,0.15948997,0.5566747,0.23205654
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,False,0.15182507,0.15182507,0.4127033,0.28364655
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.10493966,0.25173718,0.47030693,0.17301625
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.07692361,0.23694138,0.5016049,0.18453014
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.08366927,0.25771952,0.4814834,0.17712785
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.10848127,0.2026697,0.48617932,0.2026697
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,False,0.048866123,0.13283189,0.40915102,0.40915102
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.07561815,0.16008364,0.55874676,0.20555145
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,True,0.11803527,0.22051892,0.46683857,0.19460726
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.15527378,0.2900896,0.3287146,0.22592203
