0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_correct,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceA_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceB_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceC_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceD_probs
" What is the ""intergenerational storm"" of climate change?",the problem of massive world overpopulation over generations.,the problem that the bad effects of current carbon dioxide emissions will fall largely on future generations.,"the problem that the compounding effects of greenhouse gas emissions require the current generation to, in effect, cooperate with future generations.","the problem that countries are possibly biased toward the interests of the current generation, which largely benefits from carbon dioxide emissions.",D,False,0.04077651,0.72278094,0.1256005,0.11084205
 Hourdequin argues that one flaw of consequentialist calculation is that,it fails to reconcile prima facie duties.,it can run counter to a person's being able to integrate her commitments at various levels.,it can run counter to the idea that persons are atomistic and individually rational actors.,it fails to recognize that possibility that the persons are best understood in relation to one another.,B,True,0.14562345,0.5759519,0.11341165,0.16501299
 Dershowitz discusses the hypothetical case where the hijacked planes of 9/11 must be shot down to argue that important decisions like these,often have to be made quickly and without immediate authorization.,should be made with visibility and accountability by the highest-level officials.,have no objective answer.,none of the above,B,False,0.34549016,0.304894,0.11216423,0.23745169
 Baxter argues that we should view our treatment of the environment as a matter of various trade-offs whose aim is,to minimize damage incurred by all individual living beings.,to minimize the suffering of all sentient creatures.,to promote the functional integrity of ecosystems.,to promote human welfare.,D,False,0.3672767,0.32412055,0.13511355,0.17348923
 Which of the following is an example of a value-based moral theory?,consequentialism,virtue ethics,both A and B,neither A nor B,C,False,0.12546153,0.81811196,0.031721644,0.02470484
 Kass worries that cloned individuals:,will be seen as curiosities.,will be scrutinized in relation to the person they are clones of.,both of the above,none of the above,C,False,0.2424461,0.5132584,0.12977205,0.11452343
" Why, according to Gill, does Leon Kass think the notion of being ""better off dead"" is incoherent?","because dead people no longer exist, and thus cannot benefit from choosing to die.","because some things (e.g., long-term torture) are worse than death.",because there has yet to be a satisfactory philosophical explanation of why death is bad.,"because death is, by definition, undesirable.",A,False,0.18499434,0.50286674,0.12714462,0.18499434
" In response to the argument that embryos are not persons because they lack certain rights that all persons have (such as the right to life), Lee and George argue that",the right to life belongs to a human being at all times that he or she exists.,"the right to life belongs to all living creatures, human or not.","not all persons have the right to life-for example, a murderer has given up his or her right to life through his or her actions",all of the above,A,True,0.33201173,0.33201173,0.10778843,0.22818811
 The consequentialist approach to punishment is at odds with,retributive theories of punishment.,perfectionist theories of punishment.,legal theories of punishment.,preventive theories of punishment.,A,True,0.42689717,0.37673542,0.05777425,0.13859321
" What does Hursthouse say about the claim that any adequate action-guiding (i.e., moral) theory must provide clear guidance about what ought and ought not to be done that any intelligent person could follow?",She says the claim is very plausible.,She says the claim is implausible.,She says the claim is self-evident.,She says the claim is true.,B,True,0.18338493,0.3882259,0.12603849,0.30235064
 Which of the following is not an objection that Kass makes against cloning?,It constitutes unethical experimentation.,It threatens identity and individuality.,It will produce harmful biological mutations as clones produce further clones.,It perverts our values concerning parenthood and the raising of children.,C,False,0.09692767,0.4343997,0.20519587,0.26347673
" In response to the objection that freedom of association is much more important in the marital context than the political realm, Wellman says",there is no freedom of association in the marital context.,his argument does not require that marital and political freedom of association be equally important.,freedom of association is equally important in both contexts.,none of the above,B,True,0.17343885,0.36717004,0.17343885,0.2859523
" If it were known that a policy would wipe out several animal species without negatively affecting human beings, Baxter would most likely say that",this policy is morally problematic because it harms the environment.,this policy is morally problematic because it damages the integrity of the ecosystem.,this policy is morally obligatory because the environment ought not to exist.,this policy is morally unproblematic.,D,False,0.3583276,0.27906582,0.116331935,0.24627472
" According to Reiman, van den Haag's argument leads to the conclusion that",we should refrain from imposing the death penalty.,the refusal to execute criminals has a civilizing effect.,we should institute death by torture.,murder is wrong.,C,False,0.51108,0.35125983,0.037022516,0.10063762
" According to Singer, the principle of equality requires",identical treatment.,differential treatment.,equal consideration.,differential consideration.,B,True,0.3643909,0.412909,0.10439975,0.118300416
 Advocates of care ethics argue that,care ethics is an important development of virtue ethics.,that traditional moral theories have difficulty explaining the rightness or wrongness of attitudes.,that the only important more concepts are care and compassion.,that we should think about welfare and happiness in terms of sympathy.,B,True,0.23453917,0.49651942,0.086282134,0.18265928
" According to Norcross, any attempt to justify the claim that humans have a higher moral status than other animals by appealing to some version of rationality as the morally relevant difference between humans and animals will",fail to give an adequate answer to the argument from marginal cases.,fail to make the case that such a difference is morally relevant to the status of animals as moral patients as opposed to their status as moral agents.,both A and B,neither A nor B,C,False,0.43693116,0.43693116,0.059132203,0.06700557
" In response to the argument that the death penalty does not deter murderers, van den Haag claims that",he is still confident that the threat of the death penalty at least sometimes prevents murder.,criminal law is supposed to protect the innocent over murderers.,the severity and finality of the death penalty is appropriate to the seriousness and finality of murder.,all of the above,D,False,0.32486945,0.28669629,0.13542573,0.25300857
" Thomas Nagel call the two kinds of moral considerations he discusses in ""War and Massacre""",consequentialist and dignity-based,forward-looking and backward-looking,utilitarian and absolutist,All of the above,C,False,0.45842078,0.21654265,0.079661585,0.24537498
 What is the main reason why Arthur doesn't think that the poor have a right to aid from the affluent?,Persons can never have a right to aid from anyone.,The right to aid is a negative right.,The consequences of helping the poor would be worse than the consequences of not helping them.,"This kind of right would require a contract or agreement, and the affluent haven't entered into a contract or agreement with the poor.",D,True,0.023481034,0.25244492,0.25244492,0.47162917
 What assumption does Pence think people who object to SCNT make when they say that SCNT is not best for the child?,The parents have good motives.,We can't tell what the motives of the parents are.,The parents have bad motives.,none of the above,A,False,0.09257374,0.5327251,0.1526283,0.22207285
 Van den Haag is,a distributionist.,an abolitionist.,a retentionist.,a humanitarian.,C,False,0.3136451,0.35540646,0.11538358,0.21556492
" Against Kant's view of sexual objectification, Papadaki argues that",it is not clear how sexual use sacrifices humanity.,Kant is wrong to think about the wrong of sexual objectification in terms of humanity.,sexual objectification actually enhances humanity.,Papadaki actually agrees with Kant's view,A,False,0.29554978,0.33490178,0.10872669,0.26082176
 Thomson discusses a different version of the violinist case wherein the violinist only needs to use your kidneys for one hour to survive. Her own view about this case is that,you have no obligation to let the violinist use your kidneys for that hour.,the violinist has an obligation to disconnect him- or herself before that hour is over.,"because you ought to let the violinist use your kidneys for that hour, we should conclude that he or she has a right to use your kidneys for that hour.","even though you ought to let the violinist use your kidneys for that hour, we should not conclude that he or she has a right to use your kidneys for that hour.",D,False,0.29548073,0.33482352,0.1395752,0.23012061
 Fine asks us to consider the example of a yoga group that practices in Central Park and is free to reject prospective members but isn't free to exclude others from making use of Central Park. The point of this example is to show that,Central Park qualifies as a state.,there is a difference between rules of membership and rules about settlement within a physical territory.,territorial rights only belong to individuals.,Wellman is committed to an absurd theory of group membership.,B,True,0.22787347,0.37569985,0.13821225,0.25821447
" The annual death-toll from poverty related causes is, according to Pogge,",around one quarter of all human deaths.,around one third of all human deaths.,around one half of all human deaths.,none of the above.,A,True,0.36246708,0.36246708,0.10384856,0.17121732
 What is the overall percentage of capital cases that are overturned because of serious errors?,under 50 percent,52 percent,68 percent,82 percent,C,False,0.14658469,0.24167728,0.21327947,0.39845848
" According to Nussbaum, treating someone as an object is",sufficient for sexual objectification.,necessary for sexual objectification.,not necessary for sexual objectification.,all of the above.,C,False,0.2850111,0.46990386,0.09252956,0.15255545
" In Corvino's reading of Aquinas, ""unnatural"" sexual acts are those that are",deliberately pro-creative.,non-consensual.,deliberately non-procreative.,uncommonly practiced among adults.,B,True,0.19600013,0.36617643,0.15264504,0.28517848
 Rachels compares the cases of Smith and Jones to show that,killing is in itself morally worse than letting die.,letting die in itself is morally worse than killing.,killing is not in itself morally worse than letting die.,none of the above,C,False,0.31807232,0.40841293,0.10326296,0.17025183
 Biocentrism is the view that,the only beings that possess direct moral standing are human beings.,all and only sentient creatures have direct moral standing.,"all living beings, because they are living, possess direct moral standing.",the primary bearers of direct moral standing are ecosystems in virtue of their functional integrity.,C,False,0.11582171,0.5190769,0.14871801,0.21638343
 Which of the following is a feature of consequentialist moral theory?,It is a value-based theory.,It involves the idea of alternative actions open to the agent.,It is a strongly impartialist moral theory.,all of the above,D,False,0.30159858,0.38726023,0.07625606,0.2348852
" On West's account, women who engage in undesired sex because of actual or felt dependence on their partner may experience injury to their sense of autonomy because",they have neglected to take whatever steps would lead to their self-sustenance.,they are dominated by their partners insofar as they are not free to do as they please.,they are actually coerced into having sex.,none of the above.,A,False,0.29038695,0.37286422,0.13716908,0.19957983
 Which of the following is not mentioned by Macedo as a duty that societies have toward nonmembers?,"duties of fair dealing (e.g., nonexploitation)","cosmopolitan egalitarian duties (e.g., ensuring that everyone has equal wealth)","duties of rectification and redress (e.g., redressing those who were oppressed)","humanitarian duties (e.g., preventing systematic violations of human rights)",B,True,0.14120752,0.33873922,0.18131405,0.33873922
 Mill thinks that each person desires,to do his or her duty.,to be virtuous.,his or her own happiness.,none of the above,C,False,0.3068959,0.4465309,0.060431387,0.18614177
" According to Valls, a just cause for political violence is usually",defensive.,offensive.,territorial.,economically motivated.,A,True,0.33627078,0.33627078,0.0963432,0.23111531
" Fine asks us to consider an example in which a private club ""regularly arranges noisy late-night gatherings"" to show that",private clubs can rightfully exclude outsiders.,the actions of groups can affect members outside that group.,there is no difference between an individual's and a group's freedom of association.,all of the above,B,True,0.3136451,0.35540646,0.11538358,0.21556492
" According to Huemer, even if drug use harms a person's friends, families, and other relations,",this would still not justify drug prohibition.,this would justify drug prohibition.,this would only justify drug prohibition if drug use was extremely likely to cause these harms.,this would only justify drug prohibition if drug use was more likely to cause these kinds of harms than other prohibited activity.,A,False,0.30889943,0.3500289,0.12876844,0.21230327
 The basic idea of social contract theories of morality is that correct or justified moral rules or principles are the ones that result from,a social leader's moral deliberations.,an actual or hypothetical social agreement of some sort.,a contract that has been signed by most of the affected parties.,none of the above,B,True,0.18192635,0.71953267,0.03161406,0.06692696
" In Singer's view, the question of when it's wrong to painlessly kill an animal is one",to which we need to give a precise answer.,to which we need give no precise answer.,"that cannot be answered, vaguely or precisely.",that is ethically unimportant.,B,False,0.39948612,0.35254526,0.10100591,0.14696273
 Which of the following is one of de Marneffe's responses to the objection that drug prohibition would be paternalistic?,"Drug prohibition would be done for the benefit of others, not the benefit of those who wish to produce/sell drugs, so it is not paternalistic in an objectionable sense.","Drug prohibition would be paternalistic, but its consequences would be good enough to outweigh considerations about paternalism.","Drug prohibition would be targeted to adults, and one can only be paternalistic toward children.",Paternalism is always justified when the paternalistic practices truly are in the best interest of those affected.,A,True,0.29692274,0.29692274,0.10923178,0.29692274
 Lukianoff and Haidt argue that the disinvitation of certain speakers,is an example of mental filtering.,will only serve to promote intellectual homogeneity on college and universities.,will encourage students to disregard positive aspects of a person's history.,All of the above.,B,False,0.31919584,0.28168935,0.11742559,0.28168935
 Ashford's article is meant to address a particular paralysis in the face of,the sheer scope of global poverty.,having to choose between addressing immediate harm and addressing structural injustice.,reconciling conflict moral theories.,having to give up so much of our own wealth in light of Singer's arguments.,A,False,0.16690671,0.5825617,0.061401546,0.18913008
" In support of her thesis that global social institutions violate the rights of the world's poor, Ashford argues that",illicit cash flow to tax havens from rich countries exceeds aid to the world's poor.,the implementation of neoliberal economic policies have had at mixed and at worse adverse impacts of the economic and social rights of the world's poor.,that wealthy nations press their political and economic advantages to secure unfair trade agreements with poor countries.,all of the above,D,False,0.31304345,0.40195572,0.06984943,0.2151514
 Papadaki argues that,sexual objectification is not always wrong.,sexual objectification involves the total reduction of a person to an object.,sexual objectification is not explainable in Kantian terms.,sexual objectification involves the denial of a person's humanity.,D,False,0.11008579,0.55906177,0.066770405,0.26408207
 The two kinds of anti-homosexuality arguments to which Corvino responds are,naturalness arguments and arguments from fidelity.,harm arguments and arguments from divine command.,unnaturalness arguments and harm arguments.,naturalness arguments and economic arguments.,C,False,0.53050286,0.41315603,0.029928923,0.026412182
 The view that moral considerations do not apply to war is known as,jus ad bellum.,antiwar pacifism.,just war theory.,moral nihilism.,D,False,0.10803691,0.5486567,0.25916708,0.084139235
" In the context of Gardiner's article, ""the fragmentation of agency"" refers to what?",an agent's inability to acknowledge his or her contribution to climate change,the fragmentation of the effects of greenhouse gas emissions across generations,the vast number of individuals and agents who contribute to climate change,the idea that it's not rational for each individual to restrict his or her own pollution,C,False,0.21951321,0.41010463,0.15086907,0.21951321
 Ashford thinks that the right test of whether or not legal and economic structures are minimally just is to see whether or not,they help develop human capabilities.,they minimize the amount of suffering in the world.,"they recognize, enforce, and implement duties not to violate human rights.",they are universalizable.,C,False,0.2723227,0.44898424,0.113520995,0.16517207
 Little argues that we should accept a prerogative on the part of mothers to end a pregnancy until the fetus is a person because,we should accept a prerogative to decline radical changes to one's practical identity.,abortion is absolutely morally wrong.,abortion is presumptively morally wrong but can become permissible in certain extreme cases.,there is no clear answer about the moral status of abortion.,A,False,0.20541282,0.38376164,0.20541282,0.20541282
" Which of the following is, according to the introduction to chapter 8, typically defined as the act or practice of killing or allowing someone to die?",murder,ethical killing,suicide,euthanasia,D,True,0.11567167,0.14852537,0.070158415,0.6656445
" In Baxter's view, the first and foremost step toward a solution of our environmental problems is a clear recognition that our objective is not pure air or water but rather",some optimal state of pollution.,an overall maximally clean environment.,some maximal state of pollution.,the preservation of all living species.,A,False,0.31102183,0.39935994,0.10097401,0.18864428
 Ross's moral theory is a version of,consequentialism.,the ethics of prime facie duty.,Kantian theory.,virtue ethics.,B,True,0.2850111,0.46990386,0.09252956,0.15255545
 Which of the following are forms of misogynist speech according to Richardson-Self?,Interdivisional misogynist speech,Intradivisional misogynist speech,Interpersonal misogynist speech,A and B only,D,False,0.4981325,0.20765251,0.08656245,0.20765251
" Leopold most likely describes the ""land pyramid"" to",argue that nature is not inherently normative.,"provide a description of a mechanism that ""we can see, feel, understand, love, or otherwise have faith in.""",give a detailed description of how plants absorb energy from the sun.,"argue that even the noneconomic parts of the ""biotic clock"" have economic value.",B,True,0.22612832,0.54245365,0.094264306,0.13715376
 Ecoholism is the view that,only whole ecosystems (not any of the individuals that make up those ecosystems) have direct moral standing.,ecosystems and some of the individuals that make them up have direct moral standing.,ecosystems do not have direct moral standing but some of the individuals that make them up do.,none of the above,B,True,0.24279965,0.45360947,0.089321,0.21426994
 The view according to which wars are always (or at least nearly always) morally wrong is known as,just war theory.,antiwar pacifism.,moral nihilism.,jus ad bellum.,B,True,0.38000062,0.43059713,0.06603421,0.123368144
" According to Reiman, van den Haag's arguments in favor of the death penalty",are incompatible with the right to retaliation.,prove that torture is morally impermissible.,should be accepted.,follow common sense.,D,False,0.32214925,0.32214925,0.13429178,0.22140972
" What two problems does individualism lead us into, according to Hourdequin?",It leads to failures of developing integration and integrality.,"They lead us into ""tragedy of the commons"" situations and they instill in us an atomistic view of persons.",It leads to increased greenhouse gas emissions and increased consumption of non-recyclable goods.,"We both tend to think of our moral obligations as only personal obligations, and so think that we can only advocate for policy in ""tragedy of the commons"" situations.",D,False,0.3839763,0.5586822,0.01687074,0.040470805
 One message that Nathanson argues we can send by abolishing the death penalty is that,we respect the dignity of human life.,there are some penalties worse than death.,there is no punishment that is proportional to murder.,none of the above,A,False,0.32003143,0.465643,0.08091662,0.13340895
 Aristotle claims that a state of character arises from the repetition of similar,beliefs.,relationships.,activities.,opinions.,C,False,0.24896674,0.41047674,0.09158974,0.24896674
" Corvino considers the following argument: Homosexuals are ""born that way""; therefore, homosexual activity is good and natural. Corvino claims that this argument is unsound. Why?",It ignores the possibility that homosexuality is a lifestyle choice.,It assumes that all innate desires are good ones.,It is equivalent to recognizing that homosexuality is unusual.,None of the above,B,True,0.22777916,0.37554434,0.06525982,0.33141673
 Hardin's approach to the moral issues of hunger and poverty is essentially,a consequentialist approach.,a virtue ethics approach.,an ethics of prime facie duty approach.,a Christian/Marxist approach.,A,True,0.3819337,0.3370553,0.14050555,0.14050555
 Which of the following theories will approach the morality of abortion by considering how much overall intrinsic value is likely to be brought about by abortion?,virtue ethics,consequentialist theory,Kantian ethics,natural law theory,B,True,0.115767844,0.4578707,0.14864884,0.2777126
" In his definition of terrorism, Valls defines ""violence"" as",including only bodily harm to persons.,including bodily harm to persons and the destruction of property.,including only the destruction of property.,none of the above,B,True,0.2932638,0.5478889,0.050961606,0.10788572
 What information is available to occupants within Rawls's original position?,knowledge of how one is talented compared to others,knowledge of one's social status,"knowledge of one's abilities, such as intelligence, strength, and so on",none of the above,D,True,0.18919975,0.21439138,0.24293727,0.35347164
 Shapiro claims that surveys have been confirmed by longitudinal studies that indicate that,excessive use of illegal drugs is the norm.,moderate and/or controlled use of illegal drugs is the norm.,an individual's illegal drug use inevitably diminishes over time.,those who begin using illegal drugs typically do not stop until they become addicted.,B,True,0.21999511,0.52774084,0.08093168,0.17133236
 A truly environmental ethic must hold that which of the following has direct moral standing?,at least some nonhuman beings,at least some nonconscious beings,both A and B,neither A nor B; an environmental ethic may deny that there are any nonhuman and nonconscious beings with direct moral standing.,C,False,0.39825183,0.31015885,0.07842044,0.21316886
 Ashford argues that worries about causing dependency on aid agencies among those in extreme poverty does not mean that we should,abandon the world's poor to their unjust predicament.,legally abolish aid agencies.,adopt a social contract approach to the problem of global economic justice.,accept the view that we have no negative duties to the poor.,C,False,0.35286197,0.27480918,0.12981066,0.24251826
" According to Singer, the conclusions argued for in ""all animals are equal"" flow from which of the following principles alone?",the principle of maximizing happiness,the principal principle,the principle of double effect,the principle of minimizing suffering,D,True,0.08897509,0.24185935,0.08897509,0.5801904
" Mill thinks that if something is desirable, but not desirable as an end, then it must be",desirable as a rule.,desirable in theory.,desirable as a means.,none of the above,C,False,0.3037987,0.39008525,0.14350435,0.16261172
" From the fact that emigration is often associated with significant costs, Fine concludes that",those who are willing (or forced) to leave a state often have substantial interests in living in another state.,preventing potential immigrants from settling in a different state can be detrimental to their well-being.,closing borders can have significant costs to potential immigrants.,all of the above,D,False,0.35438797,0.35438797,0.10153385,0.18969022
 Mill defends which of the following liberty-limiting principles?,the harm principle,the offense principle,the principle of legal paternalism,wthe principle of legal moralism,A,False,0.3245653,0.41675007,0.10537092,0.15331379
" By definition, if a person or thing needs to be taken into account in moral decision-making (i.e., if it counts morally), then that person or thing has",moral standing.,moral permissibility.,viability.,all of the above,A,True,0.68206877,0.25091907,0.011024615,0.055987615
" What is an example of ""mutual coercion, mutually agreed upon""?",all countries cooperating to change the existing incentive structure by introducing a system of enforceable sanctions to curb climate change.,the agreement of more powerful nations to require less powerful nations to curb greenhouse gas emissions for the benefit of all humanity.,the agreement of less powerful nations to boycott trade with more powerful nations until the latter agree to curb their greenhouse gas emissions.,the agreement of a large number of individual agents to restrict their own pollution.,A,False,0.30517972,0.44403386,0.087435454,0.16335094
" Which of the following is a problem for Kant's principle of equality and an ""eye for an eye"" according to Nathanson?",It fails to tell us what the appropriate punishment would be for all cases of criminal action.,It does not provide an adequate measure of moral desert.,It requires that we punish criminals in ways that are morally unacceptable.,all of the above,D,False,0.33201173,0.33201173,0.10778843,0.22818811
" What is Pence's main objective in his article ""Will Cloning Harm People?""",to use consequentialist arguments to show that cloning is immoral,to object to consequentialist arguments against cloning,to use Kant's humanity formulation to show that cloning is immoral,to use Kant's humanity formulation to show that cloning is morally acceptable,B,True,0.16349226,0.34611315,0.14428142,0.34611315
 Timmons suggests that many people believe in moral relativism because,They believe in tolerating differences.,They are sensitive to the descriptive fact of widespread moral disagreement.,They realize that some ethical claims seem true in some contexts but not in others.,All of the above.,D,False,0.2601197,0.42886487,0.10843402,0.20258142
" According to Sandel, eugenics and genetic enhancement can be seen to be wrong from a religious perspective because",their use would lead to atheism or agnosticism.,"in using them, we would confuse our role in creation with God's role.",the Bible explicitly opposes all forms of technological enhancement.,all of the above,B,True,0.2122445,0.34993201,0.16529618,0.27252734
 Which of the following is a method of torture that Dershowitz believes is appropriate in those cases where torture is permissible?,having a sterilized needle shoved under the victim's fingernails,electrocution at nonlethal levels,submerging the victim in water so he or she feels as if he or she is drowning,none of the above; Dershowitz thinks torture is wrong in all cases.,A,False,0.11712428,0.4088039,0.1931053,0.28096655
" In Rachels's thought experiment with Smith and Jones, Jones's action (i.e., his watching the child, who slipped accidentally, drowned in the tub) is supposed to be an example of",killing.,letting die.,assisted suicide.,none of the above,B,True,0.25277936,0.3677918,0.09299233,0.28643656
" According to Gill, the moral value of autonomy mostly consists in",the ability to act and choose while free from distress.,the ability to choose to end one's own life.,the ability to make important life decision on the basis of our deepest values.,the duty to not interfere with the free choices of others.,C,False,0.3121419,0.3537031,0.16707751,0.16707751
 Foot's Rescue I and Rescue II cases are intended to,contrast evil intentions with good intentions.,contrast originating a harmful sequence with allowing a harmful sequence to continue.,show that evil intentions always involve the origination of harmful sequences.,all of the above,B,True,0.32868606,0.42204124,0.07333977,0.17593296
" In contrast to Garrett Hardin's approach, the Confucian model rejects coercion because",the costs of eliminating a collective action problem are not irrelevant to its solution,it affirms the autonomy of individuals apart from others.,"it cannot lead to real social change, which involves changes of mind as well as action",The Confucian model actually accepts coercion.,B,True,0.2236204,0.4734044,0.10563081,0.19734432
 Velleman believes that the option of euthanasia may harm some patients. What does he think is the most significant way in which this might happen?,by burdening a patient with having to justify his or her continued existence,by eliminating the patient's capacity for self-determination,by eliminating a patient's opportunities for self-determination,by tempting a patient to undergo a painful procedure,A,False,0.16702813,0.40067968,0.18926768,0.24302451
 Velleman believes that euthanasia can be justified on the basis of,Kantian considerations.,consequentialist considerations.,existentialist considerations.,feminist considerations.,A,False,0.23500371,0.3874556,0.14253695,0.23500371
" Carruthers argues that, on contractualist grounds, nonhuman animals may be accorded which of the following kinds of moral standing?",direct,indirect,quasi-,none of the above,B,False,0.26740262,0.26740262,0.16218789,0.30300686
" One of the premises of the ""lack of imagination"" argument that Kamm discusses is that",genetic enhancement is always morally permissible.,nature ought to be honored over personal choice.,most people's conception of the varieties of goods is limited.,we ought to always leave the development of valuable traits up to chance.,C,False,0.20927955,0.4430448,0.16298708,0.18468855
" In accordance with the theory of justice proposed by John Rawls, Stephen Macedo argues,""We must consider the justifiability of policies from the standpoint of the _____ well-off among our fellow citizens.""",most,least,historically,permanently,B,False,0.31680244,0.1921504,0.13206291,0.3589842
 Which of the following is not a prima facie duty that Ross discusses?,the duty to keep promises,the duty not to harm others,the duty to protect our natural environment,the duty of nonmaleficence,C,False,0.04578677,0.23252438,0.33832097,0.3833679
 Which of the following is an example of a vice of character?,blindness,physical weakness,obesity,cowardice,D,True,0.02239593,0.21248667,0.18751882,0.57759863
" Leopold claims that history has shown that ""the conqueror role is eventually self-defeating."" It is self-defeating, in this view, because",the conqueror doesn't understand what makes the conquered community tick.,the conqueror doesn't know what and who within the community is valuable.,the conqueror doesn't know what and who is worthless in community life.,all of the above,D,False,0.27392355,0.39855638,0.11418832,0.21333186
" Sarah Fine's ""internal critique"" of Wellman's argument targets his claim that","we have an absolute right to freedom of association (i.e., one that cannot be outweighed by anything else).",freedom of association implies that a legitimate state has a presumptive right to exclude anyone from its territory.,immigration is harmful to low-income Americans.,egalitarianism is a Marxist doctrine.,B,True,0.3166202,0.46067965,0.0907132,0.13198693
 Shapiro discusses experiments about the role of expectations in the experience of drug use to show that,drug effects are inherently biological and are not influenced at all by expectations and other psychological factors.,"users who do not expect to get addicted to ""hard"" drugs almost always do.",there is no such thing as drug addiction.,sometimes a drug's effects are the direct result of what one expects from the drug.,D,False,0.20896852,0.44238636,0.11185279,0.23679237
 What kind of consequentialist theory does Dershowitz think can justify terrorism in certain extreme particular cases?,act-based deontology,rule-based hedonism,rule utilitarianism,act utilitarianism,D,False,0.123681486,0.2039163,0.33620113,0.33620113
" On the proposal that we need to establish world food banks to help those who are in need, Hardin would say that","if the proposal were to be realized, the operation must be conducted consistently.",only the richer countries have some moral obligation to make deposits in the world food banks.,it would be subject to the tragedy of the commons.,we need to go with the idea because we ought not to punish poor people who are caught in an emergency.,C,False,0.21644855,0.27792543,0.14876276,0.35686332
 A utilitarian who recognizes rights will attempt to explain rights on the basis of utility by claiming that,there are no moral rights; there is only utility.,a moral right is a kind of claim that is justified by the fact that its recognition will not diminish overall welfare.,a moral right is a kind of claim that is justified by the fact that its recognition will contribute to the maximization of overall welfare.,all of the above,C,False,0.19470254,0.52925634,0.104216754,0.17182438
" If a global ban would not be effective in prohibiting genetic engineering that goes beyond eliminating obvious defects, then Singer suggests which ""bolder"" strategy?",creating a world military that would enforce the ban with greater strength,requiring genetic engineering for every newborn child,using a lottery system so everyone gets a fair chance at the benefits of genetic engineering,none of the above,C,False,0.064804725,0.25630766,0.25630766,0.42257988
 Which of the following is a kind of consequentialist theory that explains right action in terms of the net balance of pleasure (or lack of pain) produced by that action?,hedonistic utilitarianism,perfectionist consequentialism,rule consequentialism,"By definition, consequentialist theories do not mention pain.",A,True,0.47506928,0.32651004,0.044188328,0.15423241
