0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_correct,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceA_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceB_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceC_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceD_probs
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.066816814,0.43570036,0.0037695467,0.4937132
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,False,0.20042768,0.37444818,0.05067605,0.37444818
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.121470794,0.22693731,0.1071976,0.5443943
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.3042701,0.6441398,0.01041155,0.04117848
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.097200334,0.43562168,0.03155633,0.43562168
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,True,0.17052412,0.52525127,0.023077931,0.28114676
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,False,0.22528733,0.42089212,0.0645459,0.28927466
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,False,0.24247012,0.6591021,0.028958924,0.06946885
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.21333195,0.27392367,0.06112063,0.45162377
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.04810285,0.51715434,0.07930819,0.35543463
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.029638061,0.5952964,0.014000029,0.3610655
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,False,0.30987418,0.57892114,0.010603311,0.10060141
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.15031114,0.46299094,0.026120162,0.3605777
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.7522811,0.21553215,0.009469822,0.022716923
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.16120812,0.3412776,0.059305154,0.43820912
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,False,0.3304492,0.374448,0.09467528,0.20042758
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.28271937,0.41135424,0.023207018,0.28271937
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,True,0.04217144,0.35309714,0.022572745,0.58215874
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.028723253,0.9511835,0.0026716786,0.017421534
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,True,0.23790103,0.7327868,0.0071839886,0.022128243
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.09750336,0.34032014,0.12519678,0.4369797
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.089146554,0.31115207,0.14697783,0.45272356
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.16504662,0.30834767,0.0779625,0.4486432
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.013978019,0.103284374,0.017948132,0.8647894
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.16794284,0.31375852,0.061782714,0.45651594
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.52496505,0.46328002,0.006608335,0.005146576
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,False,0.21893676,0.08054233,0.026148265,0.6743727
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.06411421,0.47374353,0.044065014,0.4180772
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,False,0.36615485,0.47015214,0.011056919,0.15263605
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.2605561,0.7082649,0.0069435844,0.02423549
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.39560065,0.34911636,0.015339102,0.23994392
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.26856634,0.3907617,0.036346503,0.30432552
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.087043665,0.4420442,0.12664779,0.34426436
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.033409774,0.760403,0.013927267,0.19225998
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.049358826,0.22121091,0.36471513,0.36471513
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,False,0.16535495,0.27262422,0.16535495,0.3966659
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.00035573356,0.0031706188,0.00029491345,0.99617875
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.05209301,0.20603186,0.18182246,0.56005263
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.034386575,0.8868415,0.005975491,0.07279638
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,False,0.16125639,0.26586685,0.07617213,0.49670464
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.026189556,0.4096736,0.03810558,0.5260313
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.19798927,0.47495157,0.0389864,0.28807268
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.0035537053,0.985344,0.0001561389,0.0109461825
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.18057008,0.556195,0.031378377,0.23185657
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.119082384,0.41563836,0.049640924,0.41563836
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.137934,0.6181773,0.016473867,0.22741473
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,False,0.079839244,0.6684858,0.10251562,0.14915936
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.16307461,0.18478775,0.0071649984,0.6449726
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,True,0.16527313,0.39646965,0.04178759,0.39646965
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.16261172,0.39008525,0.14350435,0.3037987
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.14007446,0.55400527,0.07497646,0.23094375
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.10063762,0.51108,0.037022516,0.35125983
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.29707015,0.20417313,0.008970741,0.48978588
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.08552562,0.26343745,0.019083345,0.6319536
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.223634,0.36871013,0.082270354,0.32538554
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,True,0.13989976,0.26136714,0.045418803,0.55331427
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.061401594,0.6601293,0.08933879,0.18913022
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.041347936,0.503721,0.1853086,0.26962245
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.17954122,0.15844457,0.03535376,0.6266604
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,True,0.10352695,0.36134455,0.07115296,0.46397558
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,True,0.14295088,0.38858077,0.028148696,0.4403197
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.009640214,0.091463804,0.76581705,0.13307905
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.17163265,0.28297442,0.13366765,0.41172534
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.029250892,0.8548364,0.013817144,0.10209565
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.0030025188,0.21049282,0.39325234,0.39325234
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.109953746,0.63274014,0.024533998,0.2327721
How many sides does a rhombus have?,4,6,8,10,A,False,0.070847735,0.06252291,0.003527301,0.8631021
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.12877116,0.16534543,0.12877116,0.57711226
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.31729648,0.67171663,0.0035248455,0.007462098
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,0.017236825,0.019531881,0.022132521,0.94109875
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.017152896,0.1267437,0.1267437,0.7293597
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.18864428,0.31102183,0.10097401,0.39935994
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.12254251,0.3774575,0.12254251,0.3774575
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.03890624,0.60859597,0.026739841,0.32575795
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,True,0.03055579,0.13694155,0.04445841,0.7880442
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.2946459,0.42870724,0.016622784,0.2600241
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.11252949,0.5043222,0.036532976,0.34661523
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,True,0.1411432,0.43475166,0.040438205,0.383667
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,True,0.015266626,0.3937315,0.14484572,0.44615623
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.06432341,0.8879572,0.008705226,0.03901412
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.752442,0.24428216,0.000881019,0.002394858
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,True,0.15941042,0.29781786,0.051752985,0.49101865
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.0053488533,0.89953876,0.00030176164,0.09481069
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.23932233,0.7371647,0.003868285,0.019644773
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.7852821,0.15463121,0.009885242,0.0502014
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.18893926,0.27490503,0.022565577,0.51359016
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.40059492,0.31198364,0.012096918,0.2753246
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.17712785,0.4814834,0.08366927,0.25771952
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.10148547,0.4548263,0.042305436,0.4013828
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.114965536,0.45469752,0.029067839,0.40126914
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.2069235,0.34115916,0.11075816,0.34115916
How many stars are on the American flag?,13,48,50,51,C,False,0.23502482,0.6388637,0.00031182633,0.12579972
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,True,0.24076083,0.35030493,0.011986776,0.3969475
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.113381766,0.21182503,0.022326194,0.652467
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.04427907,0.22486766,0.25480846,0.47604483
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.16282034,0.23690219,0.09875553,0.50152194
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.1782884,0.37743655,0.016583404,0.42769164
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.21096614,0.34782434,0.047072906,0.3941366
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,False,0.29753,0.43290356,0.006997234,0.26256928
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.2244595,0.53845036,0.039005216,0.19808482
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.12116087,0.3293494,0.17628802,0.37320176
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.09062624,0.35843372,0.029422032,0.521518
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,True,0.08196116,0.4716539,0.030151825,0.41623312
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.15486352,0.22532511,0.1988487,0.4209627
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.07525809,0.55608624,0.031372238,0.33728337
What is your hallux?,earlobe,tongue,eyelid,big toe,D,True,0.017439866,0.028753478,0.0016221603,0.95218444
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,False,0.043115284,0.31858128,0.043115284,0.59518814
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.0525491,0.43998823,0.06747438,0.43998823
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.09577305,0.29500178,0.05808929,0.55113584
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.00042254393,0.015855843,0.0027553325,0.9809663
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,True,0.03475016,0.15573941,0.018600421,0.79091
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.1915206,0.3157641,0.033281293,0.45943406
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.21185486,0.5758812,0.047271207,0.16499272
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.05081934,0.9007944,0.021184655,0.027201634
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,False,0.49417344,0.3396401,0.024603445,0.14158307
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,True,0.017834524,0.45995843,0.062248603,0.45995843
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.009249431,0.83260727,0.013457843,0.14468545
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,False,0.5162696,0.31313336,0.022683304,0.14791372
