0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_choiceD_probs
"A food additive is considered to be safe when:
",No evidence of human toxicity has been observed over the period of its use,Estimated Daily Intake (EDI) from its presence in food is less than its ADI,Its toxic effects are observed only at doses 100x the EDI,Its benefits outweigh its risks,B,False,0.20481254,0.15950817,0.29800048,0.3376788
"Which of the following statements is true:
",Childhood stunting before 24 months of age affects short term cognitive performance,Childhood stunting before 24 months of age affects long term cognitive performance,Neither of the statements are correct,Both of the statements are correct,D,False,0.27949783,0.3588823,0.19209586,0.169524
"What role do women play in food security?
",Their main role is preparing meals.,"They play a central role as producers of food, managers of natural resources, income earners and caretakers of household nutrition.","They weed the fields, but never plough or plant them, as only men are strong enough for those activities.",Their efforts focus mainly on vegetable gardens and chickens; men are involved with cereal crops and larger livestock.,B,True,0.10890735,0.7101651,0.08481713,0.09611039
"The following amino acids are all essential components of the diet:
","leucine, methionine and threonine","proline, tyrosine and serine","valine, glycine and arginine","leucine, cysteine and glycine",A,False,0.20345806,0.23054817,0.3354456,0.23054817
"Which single statement about fat digestion and absorption is correct?
",Absorption of fatty acids in the intestine occurs mainly through FABP and FAT/CD36 transport proteins in the enterocytes of the distal duodenum,"After absorption, medium chain triglycerides (MCT) enter the lymphatic system, whereas long chain triglycerides enter the portal blood system.",The products of partial digestion of triglycerides (triacylglycerols) can form mixed micelles with pancreatic cholesterol and phospholipids and this increases absorption,Triglycerides (triacylglycerols) must be emulsified and digested before the fatty acids can be transported,D,True,0.18515001,0.18515001,0.23773733,0.3919626
"Which fatty acids found in plasma phospholipids are associated with reduced cardiovascular mortality?
",Palmitic acid (16:0),Long chain (=20 carbons) saturated and n-3 polyunsaturated fatty acids,á-linolenic acid (18:3),Stearic acid (18:0),B,True,0.07042242,0.40525305,0.2785261,0.24579841
"Crohn's disease:
",Always affects the colon,May lead to intestinal obstruction,Is best treated surgically,Requires a gluten free diet,B,False,0.24194632,0.24194632,0.2741611,0.24194632
"Which of the following is true about the diagnosis of ""osteopenia"" or ""osteoporosis"" in North America and Western Europe
",Women over age 80 with osteopenia have above average bone mineral density for their age,Fewer than 10% of women over age 50 have osteopenia,Fewer than 50% of women over age 80 have osteopenia or osteoporosis,Osteoporosis is defined as a bone density lower than 2.5 standard deviations below the average for age-matched controls.,A,False,0.11163973,0.14334825,0.30346826,0.4415437
"Which country has undergone the most rapid nutrition transition in the last two decades?
",China,Sweden,Britain,India,A,False,0.10326296,0.17025183,0.40841293,0.31807232
"Acute binge drinking is associated with?
",Happy heart syndrome,Home heart syndrome,Beach heart syndrome,Holiday heart syndrome,D,False,0.1395752,0.29548073,0.33482352,0.23012061
"Why are some specific indices of iron status (such as serum ferritin or transferrin receptors) generally considered to be more reliable indices of iron status, than blood haemoglobin levels are?
",Because they respond more rapidly to changes in iron levels in the diet.,"Because blood haemoglobin levels can also respond to a variety of other factors and insults, such as lead poisoning, chronic disease, etc.",Because the specific iron indices can be measured more accurately and easily.,"Because haemoglobin levels vary with subject age, and between the sexes.",B,False,0.25354847,0.22375575,0.36891085,0.15378492
"What stable isotope is commonly given for the measurement of total body water?
",Deuterium,Carbon 13,Nitrogen 15,Oxygen 18,A,False,0.13019153,0.35389727,0.4544131,0.061498124
"What are focus areas of nutritional epidemiology?
",The role of nutritional factors in causing disease in a population.,How changes in food intake in the population can promote good health.,Both of the options given are correct.,None of the options given is correct.,C,False,0.59448165,0.28081325,0.09116672,0.03353836
"Which of the following diet-derived compounds have epigenetic effects?
",Butyrate,Curcumin,Genistein,All of the options given are correct,D,False,0.1395752,0.29548073,0.33482352,0.23012061
"Which of the following does not occur with increasing age?
",A reduction in lean body mass,A reduction in bone density,An increased appetite,Impaired immune function,C,True,0.07003647,0.16800876,0.51750344,0.24445131
"Which vitamin is required for synthesis of the blood clotting proteins?
",Vitamin A,Vitamin D,Vitamin E,Vitamin K,D,True,0.0024331107,0.008492392,0.46366885,0.52540565
"What the largest endogenous substrate source in the body?
",Liver glycogen,Muscle glycogen,Intramuscular lipid,Adipose tissue,D,False,0.3858721,0.34053093,0.20654246,0.06705452
"Which of the following statements concerning transamination is correct?
",Only non-essential (dispensable) amino acids undergo transamination.,Transamination is an irreversible reaction in amino acid catabolism.,Transaminases require a coenzyme derived from vitamin B12.,Transaminases require a coenzyme derived from vitamin B6.,D,False,0.19252954,0.24721283,0.28012884,0.28012884
"What is food security?
",It relates to efforts to prevent terrorists from poisoning food supplies.,It is about ensuring everyone's access to food.,"Its component elements include availability, utilisation, and stability, as well as access.",Food security focuses primarily on ending micronutrient malnutrition.,C,False,0.1396685,0.62595075,0.20321645,0.031164251
"What is the likely reason that evidence to support the relationship between dietary cholesterol and plasma LDL cholesterol levels in humans is inconclusive?
",The complexity of the mechanisms regulating the absorption of cholesterol and its export in lipoproteins.,The complexity of the mechanism controlling the clearance of intestinally derived lipoproteins by the liver.,The multiple intrahepatic responses to increased cellular cholesterol.,All of the above.,D,False,0.1982895,0.22469144,0.28850952,0.28850952
"Which of the following statements about amino acid scoring for predicting protein quality in human nutrition is correct?
",The amino acid score is calculated by comparing the amino acid pattern of the protein to that of egg protein.,The amino acid score is calculated by comparing the amino acid pattern of the protein to that of milk protein.,A single reference pattern is used to calculate the amino acid score for all ages,Different amino acid scoring patterns are used for different age groups.,D,True,0.2236818,0.19739848,0.25346467,0.32545507
"A 20 year old student who has recently arrived in Britain from Sudan visits the university health centre to complain of abdominal cramps and diarrhoea after drinking milk. Which of the following is the most likely cause of his problem?
",Bacterial and yeast overgrowth in the small intestine,Lack of pancreatic amylase,Lack of small intestinal lactase,Lack of small intestinal sucrase-isomaltase,C,True,0.07045142,0.1915068,0.45940095,0.27864078
"Which of the following is the main nitrogenous compound in urine?
",Uric acid,Ammonia,Urea,Creatinine,C,True,0.007281584,0.025415227,0.95369935,0.01360379
"It has been observed that a reduction in family size and improved sanitary condition have led to an increase in allergic conditions. The 'hygiene hypothesis' suggests that
",The frequent use of antiseptic swipes will reduce allergies,Living on a working farm will help reducing the development of atopic diseases,Particular care must be taken during breast feeding in high risk infants,Living on a working farm will increase the development of atopic diseases,B,True,0.15527378,0.3287146,0.2900896,0.22592203
"Why might some biochemical (eg plasma or serum) indices of micronutrient status give misleading results in people with infections or inflammatory states?
","Because people who are sick often alter their diets, and may eat less food.",Because the accuracy of some laboratory assays may be compromised in samples from people who are sick.,"Because some metabolic pathways are altered in sick people, which changes their micronutrient requirements.",Because an acute phase reaction results in changes in inter-tissue distributions of certain micronutrients.,D,False,0.12112309,0.25641757,0.4227611,0.19969821
"What proportion of vegans is likely to be deficient in vitamin B12?
",3%,32%,66%,15%,B,False,0.0739435,0.2580882,0.3755161,0.29245222
"Which of these factors increases the risk for cancer of the oesophagus?
",Processed meat,Fruit and vegetables,Salt,Alcohol,D,False,0.21439138,0.18919975,0.35347164,0.24293727
"Which one of the following statements about protein nutrition is correct?
","There is a requirement for dietary protein, but it is unimportant which protein is consumed.","The requirement for dietary protein is for individual amino acids, not simply the total amount of protein in the diet.",All dietary proteins have the same amino acid content and composition.,For an adult in nitrogen equilibrium there is only a small requirement for an intake of protein since amino acids arising from tissue protein catabolism are available for new protein synthesis.,B,False,0.27312723,0.24103393,0.2127117,0.27312723
"Higher dietary sodium (salt) intake is generally associated with:
",Decreased calcium excretion in the urine,Increased risk of fracture,Decreased dietary calcium absorption,Negative calcium balance and bone mineral loss,D,False,0.14658469,0.21327947,0.39845848,0.24167728
"Which of the following is a function of vitamin B6?
",Synthesis of TMP (thymidine monophosphate),Decarboxylation of amino acids to form amine neurotransmitters,Synthesis of methionine from homocysteine,Carboxylation of pyruvate to oxaloacetate,B,True,0.1595629,0.3827715,0.29810274,0.1595629
"Which of the following statements is/are true?
There is increasing concern about the importance of adequate nutrition in the pre-conception period to support a successful pregnancy. This is because:
",in the embryonic period the foetus is vulnerable to external factors in its environment,the embryonic period often occurs before a woman knows she is pregnant,interventions in late pregnancy may be too late to be effective,all of the options given are correct,D,False,0.45961514,0.21710682,0.13168195,0.19159609
"Which of the following best explains the antioxidant action of vitamin E?
",It forms a stable radical that can be reduced back to active vitamin E by reaction with vitamin C,It is converted to a stable radical by reaction with vitamin C,It is lipid soluble and can react with free radicals in the bloodstream resulting from nitric oxide formation by vascular epithelium,It forms a stable radical that can be reduced back to active vitamin E by reaction with glutathione and glutathione peroxidase,A,False,0.039889738,0.09569051,0.4859565,0.3784633
"Which of these factors increases the risk for cancer of the stomach?
",Obesity,Sugar,Salt and salt-preserved foods,Dietary fibre,C,True,0.12798232,0.18621315,0.44670215,0.23910244
"What are the main enzyme systems for catalysing ethanol to acetaldehyde?
",Alcohol dehydrogenase (ADH),Catalase,"Alcohol dehydrogenase (ADH), cytochrome P450 2E1 (CYP2EI), catalase",cytochrome P450 2E1 (CYP2EI),C,True,0.12782294,0.23880467,0.5055495,0.12782294
"In a healthy person maintaining energy balance in equilibrium (i.e. mathematical equality of energy intake and energy expenditure) is generally achieved on a:
",day-to-day basis,2-3 day basis,3-4 day basis,1-2 week basis,D,False,0.14345418,0.3441287,0.30369252,0.2087246
"Which of the following statements is incorrect regarding fatty acid ß-oxidation?
","The major site of fatty acid ß-oxidation is the peroxisomes, the mitochondria also contain enzymes for this pathway",Within the liver peroxisomes serve to oxidise very long chain fatty acids to medium chain products,The rate of b-oxidation is regulated by the availability of fatty acids and the rate of utilisation of b-oxidation products,Peroxisomes are the site for the degradation of xenobiotics and eicosanoids,A,False,0.2236818,0.19739848,0.25346467,0.32545507
"Intestinal lactase deficiency leads to lactose maldigestion which subsequently can lead to lactose intolerance, i.e. causing clinical symptoms. Infants and children normally express sufficient lactase levels as not to experience clinical symptoms. Overall, adults can be classified as lactase-persisters or lactase non-persisters. What is the approximate percentage of Lactase non-persisters worldwide?
",45%-50%,70%-75 %,10%-15%,30%-35%,B,False,0.099067375,0.3457791,0.39181906,0.16333447
"Which of the following vitamins provides the coenzyme for carboxylation reactions?
",Biotin,Niacin,Riboflavin,Thiamin,A,False,0.08942907,0.35369885,0.51462877,0.042243302
"According to trials on diabetes prevention, high-risk individuals can reduce their risk to develop diabetes by doing the following:
",Eating a very low carbohydrate diet,Consuming a diet high in monounsaturated fats,Losing 5-7% of body weight through a hypocaloric low fat diet and 30 minutes of daily activity,Initiating metformin 850 mg BID and practicing daily vigorous exercise,C,False,0.10147619,0.089552425,0.35418668,0.45478472
"IBS
",Is primarily a psychological problem,Is a contra-indication to colonoscopy,May be associated with constipation,always resolves with a gluten free diet.,C,False,0.19095409,0.21637933,0.27783656,0.31483006
"The gut microbes metabolize L-carnitine into which metabolite that has been shown increase cardiovascular disease?
",choline,betaine,Trimethylamine,All of the above,C,True,0.03466367,0.09422562,0.542231,0.32887974
"Which of the following statements is correct?
",Sulfur dioxide is not used in foods containing thiamin because it causes destruction of the vitamin,Sulfur dioxide is not used in foods containing niacin because it causes destruction of the vitamin,Sulfur dioxide is not used in foods containing vitamin E because it causes destruction of the vitamin,Sulfur dioxide is not used in foods containing vitamin C because it causes destruction of the vitamin,A,False,0.20524755,0.23257595,0.26354307,0.29863343
"Eosinophilic oesophagitis
",Leads to oesophageal diverticular,May cause oesopgageal obstruction,Is not due to allergy,Benefits from antacid therapy,B,False,0.19095409,0.21637933,0.31483006,0.27783656
"Which of the following vitamins is required for fatty acid b-oxidation?
",Niacin,Riboflavin,Thiamin,Vitamin C,B,False,0.066034235,0.3800008,0.4879307,0.066034235
"Children who are obese should:
",Follow a different diet to the rest of the family,Eat the same and take more exercise,"Reduce their total energy intake, increase their activity level and reduce their screen time",Eat more fruit and vegetables,C,True,0.06731858,0.110989586,0.63870096,0.1829909
"Which of the treatments below has not demonstrated efficacy in BED
",Cognitive Behavioural Therapy,"Antidepressants (Fluoxetine, Sertraline)","Antiobesity agents (Orlistat, Sibutramine)","Benzodizepines (Diazepam, Alprazolam)",D,False,0.061141,0.18832752,0.3986894,0.35184214
"Which of the following is a function of biotin?
",Decarboxylation of amino acids to form amine neurotransmitters,Synthesis of methionine from homocysteine,Carboxylation of pyruvate to oxaloacetate,Synthesis of methylene tetrahydrofolate,C,False,0.17238429,0.2213458,0.28421363,0.32205623
"How is iron transported in the circulation from the intestine to the sites of metabolism in the body?
",As simple Fe2+ in the serum,Bound to albumin,Bound to ferritin,Bound to transferrin,D,False,0.06605625,0.2960436,0.5530822,0.08481791
"The safety of which of the following substances must be demonstrated prior to their introduction into food?
",Pesticide chemicals,Substances migrating from food packaging,Colour additives,All of the above,D,False,0.06972721,0.1014525,0.6615534,0.16726689
"Select the single most accurate statement about the absorptive area of the human intestine?
",The absorptive area is equivalent to that of a tennis court,All of the options given are correct,Changes in motility increase the contact time between nutrients and absorptive surface,"The presence of folds, villi and microvilli on the surface of enterocytes magnifies the absorptive area",B,False,0.030060768,0.06363865,0.22212069,0.6841799
"Infants and children with a suspected food allergy e.g. cow's milk allergy/intolerance could display the following symptoms and signs:
",severe atopic dermatitis,enterocolitis,diarrhoea,all of the above,D,True,0.113520995,0.16517207,0.2723227,0.44898424
"High intake of which of these dietary components predisposes to accelerated cognitive decline
",High glycaemic index carbohydrates,A high n-6:n-3 fat ratio,Long chain saturated fats,All of the above,D,False,0.19739848,0.2236818,0.32545507,0.25346467
"Which of the following statements is/are true?
How can smoking affect breastfeeding?
",Suppresses milk production,Alters the composition of breast milk,Increases the risk of early cessation of breastfeeding,all of the options given are correct,D,False,0.3745737,0.3745737,0.15614554,0.094707064
"Which of the following statements about the global ageing population is correct?
",It is predicted that by 2040 over 25% of the world's population will be 65yr or older.,The rate of increase in the median age of populations is greater in developing countries than wealthy countries.,In older age groups men outnumber women.,"Men have a lower mortality rate than women, over the life course.",B,False,0.35686332,0.27792543,0.14876276,0.21644855
"Which of the following changes in body composition are associated with ageing in older adults?
",Increased bone mass,Increased muscle mass,Increased body fat,All of the above,C,True,0.05937647,0.2348385,0.5633483,0.14243676
"What is the main source of protein in the British diet?
",Fish and fish products,Pulses,Meat and meat products,Milk and milk products,C,True,0.10911564,0.2617548,0.48902234,0.14010724
"What is leptin resistance?
",Deficiency of leptin caused by a mutation in the leptin gene,Lack of leptin release from the adipose tissue,High concentrations of leptin without reduction in energy intake,Low concentrations of leptin with increased energy intake,C,True,0.11838213,0.321796,0.36464265,0.19517915
"The two most common causes of foodborne illness in the United States and Europe are:
",Salmonella and Campylobacter,Listeria and Salmonella,Shigella and Staphlococcus,E. coli STECs and non-STEC subtypes,A,False,0.29514402,0.3789724,0.20284933,0.12303433
"Bariatric surgery is used for obesity treatment but how much is the incidence of type 2 diabetes reduced in obese individuals after surgery?
",80-90%,No reduction in the incidence,Approximately 50 %,None of the options given is correct,A,False,0.16094336,0.18237273,0.49574047,0.16094336
"What are the disadvantages of identifying under-reporting of usual intake using the doubly labelled water technique?
",It uses a sophisticated analytical technique,It provides a marker for energy intake only,Mis-reporting of low energy content foods would not be identified,All of the options given are correct,D,False,0.12398545,0.23163532,0.38190207,0.26247722
"Facial flushing is seen in approximately 50% of East Asians and is thought to be due to a deficiency of?
",ALDH1,ALDH2,ALDH3,ALDH4,B,True,0.32856178,0.37230927,0.225817,0.073312044
"Which of the following foods do not contain free sugars
",Cows' milk,Natural unsweetened orange juice,Honey,Agave nectar,A,False,0.19739848,0.2236818,0.32545507,0.25346467
"Which of the following inborn errors of metabolism gives rise to zinc deficiency?
",Acrodermatitis enteropathica,Wilson's disease,Menkes disease,Haemochromatosis,A,False,0.18069544,0.20475478,0.38253227,0.23201755
"Ulcerative Colitis
",Carries a risk of colonic cancer,Can be treated with a LOFFLEX diet,Can be caused by small intestinal bacterial overgrowth,Can be caused by milk intolerance,A,False,0.22638911,0.29068938,0.25653246,0.22638911
"What characteristic is not representative of a type IIb muscle fibre?
",Low oxidative capacity,High fatigue resistance,High motor unit strength,Fast contractile speed,B,False,0.11542525,0.16794273,0.4028737,0.31375834
"Which of the following statements is not true?
",Vegan diets are likely to be deficient in protein,Cereals are deficient in lysine,Legumes are deficient in methionine,Dairy products are rich source of tryptophan,A,False,0.14046311,0.1803582,0.29736042,0.38181832
"Intestinal failiure:
",Always requires parenteral nutritional suport,May follow colectomy,Is always permanent,May benefit from sodium supplementation of >=90mmol/l,D,True,0.13370606,0.13370606,0.32074416,0.41184366
"Which of the following statements is correct?
",Mycotoxins contaminate foods containing bacteria formed during storage under dry conditions,Mycotoxins contaminate foods containing fungi formed during storage under dry conditions,Mycotoxins contaminate foods containing bacteria formed during storage under moist conditions,Mycotoxins contaminate foods containing fungi formed during storage under moist conditions,D,False,0.37463313,0.37463313,0.17696416,0.07376964
"Which of the following is true about dietary calcium:
",Typical calcium intake in most adults is between 0.5mg and 2.0mg per day,Activated Vitamin D decreases absorption of dietary calcium,There is clear evidence that people who consume more than the average amount of calcium have a lower risk of bone fractures.,"Absorption efficiency is inversely related to calcium intake, so that a higher proportion is absorbed when calcium intake is low",D,True,0.15182507,0.15182507,0.28364655,0.4127033
"Oral bacterial synthesise extracellular glucans (dextran and mutan) from which host dietary component?
",glucose,Alpha limit dextrins,Sucrose,polysaccharides,C,True,0.2850849,0.1959358,0.32304353,0.1959358
"What is the definition of overweight?
",BMI > 25 kg/m2,BMI = 25 kg/m2,BMI 25-29.9 kg/m2,BMI 25-30 kg/m2,C,False,0.29681277,0.43186003,0.23115803,0.040169243
"Pregnancy and lactation is known to:
",Decrease calcium requirements,Result in bone mineral loss from the skeleton,Decrease the rate of dietary calcium absorption,Affect bone mineral content later in life,B,False,0.17042328,0.15039802,0.3607861,0.31839263
"Observational epidemiology studies have produced useful in identifying health effects of many food contaminants, but not for assessing risk, because:
",It is never possible to know whether observed effects are caused by the contaminant,Human exposure though food is usually much less than exposures that have been studied,Controlled animal studies provide more reliable information,Reliable dose-response data are difficult to acquire and often unavailable,D,False,0.3070239,0.27094764,0.21101426,0.21101426
"It is correct to state that for the treatment of Bulimia Nervosa:
",Fluoxetine is considered of benefit,The first approach is to discuss body image,It is not useful to discuss weight with patients,Treatments should target exclusively on purging practices,A,False,0.22899327,0.17834014,0.25948337,0.33318323
"The respiration quotient (RQ):
",is defined as the ratio of VO2 divided by VCO2.,decreases on a high carbohydrate diet.,increases with fasting.,goes beyond a value of 1.0 when exogenous carbohydrate is converted to endogenous fat.,D,False,0.16041066,0.16041066,0.33958936,0.33958936
"Nitrites are added to processed meats mainly to prevent the growth of the following genus of microorganisms
",salmonella,clostridium,listeria,campylobacter,B,False,0.18313685,0.26646256,0.43932247,0.11107811
"At what stage(s) during pregnancy did in utero exposure to the Dutch Hunger Winter have the biggest effects on DNA methylation in blood cells from the adult offspring?
",First trimester of pregnancy.,Second trimester of pregnancy.,Third trimester of pregnancy.,Effects were similar at all stages of pregnancy.,A,False,0.18333524,0.38812074,0.26675123,0.1617928
"The body's adjustment of heat production to changes in the plane of nutrition (under- or over-nutrition) and to minimize energy imbalance is known as:
",Basal metabolic rate,Thermic effect of food,Adaptive thermogenesis,Thermal balance,C,True,0.078764126,0.14715075,0.6594839,0.11460112
"Which drug(s) is/are approved for the treatment of obesity in Europe?
",Orlistat,Phentermine/Topiramate,Lorcaserin,Naltrexone/Bupropion,A,True,0.3501044,0.30896604,0.240623,0.10030659
"In order to achieve optimal nutritional status it is recommended that older adults consume:
",A high energy content diet.,A high nutrient dense diet.,A low energy content diet.,A daily antioxidant supplement.,B,True,0.23900674,0.3940555,0.23900674,0.12793109
"The measurement of a specific biochemical status index for a micronutrient such as vitamin C is most likely to be useful in practice to estimate:
","The presence or risk of a clinical deficiency, such as clinical scurvy.",The overall quality of a person's diet,"The tissue levels, or body status, of that nutrient.",Overall health and freedom from disease.,C,True,0.06552176,0.08413161,0.6216532,0.22869344
"Which statement about protein digestion and absorption is most correct?
",The products of protein digestion may be absorbed as free amino acids or as di- or tripeptides,Gastric digestion of all proteins is equally efficient because of the grinding action of the antrum,"Gastric zymogenic (chief) cells produce and secrete chymotrypsin, elastase and carboxypeptidase A and this initiates the process of protein digestion",The products of digestion of dietary protein by luminal and brush-border enzymes are only absorbed by one of the 14 different amino acid transporters,A,False,0.09754494,0.07596807,0.26515463,0.56133235
"What is the density of fat free mass?
",0.900 g/cm3,0.730 g/cm3,1.100 g/cm3,None of the above,C,False,0.18114278,0.38347927,0.33841926,0.09695874
"In an epidemiological context, what is the population at risk?
",The proportion of a population that engage in risky behaviours.,The group of people that may experience the outcome we want to study.,A group of people participating in a study that may be harmful to them.,The population group with the highest relative risk of disease.,B,True,0.36713627,0.41601992,0.15304518,0.063798726
"How will climate change affect future food security?
","It will have negative impacts in most developing countries because of the increased frequency of droughts, storms and floods.","The impact will be positive, because drier weather will mean less habitat for malaria mosquitoes, so fewer workers will be sick at harvest time.",The impact will be positive because there will be more carbon dioxide available for plant photosynthesis.,There currently is no scientific consensus as to whether climate change is occurring or whether it will over the next 50 years.,A,True,0.31604242,0.24613409,0.24613409,0.19168942
"What is a major limitation of using BMI (body mass index) as a method of body fat measurements?
",It is not an accurate measure for average people,It is more accurate than height-weight tables,It does not distinguish between fat and fat free mass,All of the above,C,True,0.050861686,0.20116186,0.5468146,0.20116186
"Which of the following vitamins provides the cofactor for hydroxylation reactions in collagen synthesis?
",Biotin,Niacin,Riboflavin,Vitamin C,D,False,0.040626187,0.18207395,0.6355005,0.14179933
"Endurance type exercise training modulates fuel storage and substrate use. Adaptive responses include:
",lowering intramuscular lipid storage,Increasing liver glycogen content,Increasing muscle glycogen use during exercise,Increasing intramuscular lipid use during exercise,D,False,0.105630815,0.22362043,0.47340447,0.19734433
"Which vitamins are most likely to be lacking in a vegan diet?
",Vitamin B1,Folate,Vitamin B12,Vitamin A,C,True,0.14476983,0.18588814,0.50529635,0.1640457
"A blood sample is taken from a 45 year old man after he has broken his overnight fast by eating three slices of toast and a boiled egg. Which one of the following will be at a higher concentration than if the blood sample had been taken before breakfast?
",Alanine,Glucose,Ketone bodies,Non-esterified (free) fatty acids,B,False,0.048866123,0.13283189,0.40915102,0.40915102
"In adolescence:
",Brain growth is faster than at any other stage in life,Peak bone mass occurs before the growth spurt ends,Girls physiologically increase their percentage body fat,Type 2 obesity related diabetes remains a very rare problem,C,False,0.2780262,0.1488167,0.1686314,0.40452573
"In which form is selenium found in the 25 human selenoproteins?
",Selenophosphate,Selenocysteine,Selenohistidine,Selenate,B,False,0.1493358,0.24621314,0.35823798,0.24621314
"On a global scale, trends are suggesting that with rising incomes and urbanization we are seeing a rise in which food commodities?
",Roots and Tubers,Fruits and vegetables,Beans and lentils,Meat and Dairy products,D,False,0.22134583,0.32205626,0.28421366,0.1723843
"Intestinal motility is a complex process, orchestrated by nerves, hormones and the presence of food in the stomach. Which statement about this process is correct?
",The migrating motor complex is chiefly responsible for peristaltic movement of food after a meal has been consumed,The release of insulin after eating a meal will slow the emptying of the stomach,"At the start of a meal, the stomach increases its ""tone"" in order to develop pressure which will lead to expulsion of its contents, via the pylorus","The presence of partially digested fat and starch in the duodenum, slows intestinal motility",D,True,0.11967303,0.1536632,0.2533478,0.473316
"It is possible to reduce (though not eliminate) information bias in assessment of dietary intake by
",gathering information about many different aspects of people's dietary habits.,"collecting data about dietary intake at the onset of a study, before people have experienced symptoms of disease.",collecting data on all possible confounders.,making sure that the study sample is representative of the population.,B,True,0.25180578,0.32332504,0.25180578,0.17306343
"To characterize a binge eating episode one must investigate the presence of:
","If patients feel that their eating habits are chaotic, regardless of meal size.",The consumption of large quantities of sweets between meals.,A subjective component of lack of control and an objective component of large consumption of food in a discrete period of time,The feeling that one cannot choose the type of food eaten even if their quantity is kept under control.,C,True,0.13136736,0.14885873,0.40463996,0.31513393
"Which of the factors below is NOT considered a risk factor for Eating Disorders
",Perfectionism traits,Female gender,Dieting during adolescence,Parental anxiety,D,False,0.050345387,0.10658118,0.42153674,0.42153674
"Which statement about absorption from the gastro-intestinal (GI) tract is most correct?
",The absorption of glucose is associated with sodium uptake.,Fructose is absorbed more rapidly than glucose.,Galactose and fructose are absorbed by the same transporter at the brush border membrane.,Most water absorption along the GI tract occurs in the colon.,A,False,0.25562704,0.19908254,0.25562704,0.28966337
"Of the classes of dietary fatty acids which have the most beneficial effect on plasma LDL cholesterol levels?
",n-3 and n-6 polyunsaturated fatty acids,Saturated and trans unsaturated fatty acids,Monounsaturated fatty acids,Both a and c,D,False,0.3788722,0.20279567,0.2603948,0.15793742
