0,1,2,3,4,5,alpacacode_llama2_7B_chat_correct,alpacacode_llama2_7B_chat_choiceA_probs,alpacacode_llama2_7B_chat_choiceB_probs,alpacacode_llama2_7B_chat_choiceC_probs,alpacacode_llama2_7B_chat_choiceD_probs
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.0021904388,0.19717702,0.77985024,0.020782305
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.026546534,0.77580345,0.104993574,0.09265651
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.014195559,0.6036105,0.3661083,0.016085675
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.009573466,0.080157645,0.7605146,0.14975421
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.19971155,0.4790831,0.29057857,0.030626757
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.0055041416,0.2065414,0.7209003,0.067054175
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.116633184,0.14975998,0.6711776,0.062429246
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,True,0.019608954,0.57305765,0.39385638,0.013477025
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.33416665,0.20268232,0.3786604,0.08449056
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.006363829,0.12782092,0.8334971,0.03231819
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.016675077,0.43005592,0.43005592,0.12321309
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.0051060277,0.85870177,0.13168618,0.0045060534
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.007021135,0.33829725,0.55775785,0.09692378
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,False,0.04327694,0.46527094,0.41060016,0.080851965
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.48763457,0.335146,0.15831177,0.018907644
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,True,0.31649017,0.21752031,0.14949937,0.31649017
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,False,0.025996994,0.102820106,0.5916889,0.27949402
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,False,0.010099708,0.70804423,0.26047492,0.021381084
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,False,0.035780437,0.26438364,0.49393368,0.20590219
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.17854661,0.48534,0.17854661,0.15756683
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,False,0.6494013,0.21082973,0.0118942,0.1278747
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,True,0.011523626,0.8078686,0.15907876,0.021528969
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.016951352,0.56135166,0.38581097,0.03588601
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,True,0.010068179,0.13898693,0.7998145,0.05113043
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,True,0.27904516,0.59073865,0.11632334,0.0138928415
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.05630012,0.4713951,0.41600472,0.05630012
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.021208484,0.027232233,0.33175653,0.6198028
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,False,0.07643201,0.72516674,0.18335086,0.015050355
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.8866807,0.093455456,0.0036236616,0.016240124
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,True,0.004524611,0.07077682,0.8622382,0.06246033
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.2166145,0.7560589,0.022831,0.0044956906
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,True,0.13429178,0.32214925,0.32214925,0.22140972
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.0325283,0.6533484,0.27235612,0.041767165
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,True,0.16008352,0.49309197,0.20555131,0.14127322
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,True,0.0093417615,0.74210805,0.1876343,0.06091594
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,True,0.022120649,0.7325353,0.18521392,0.06013016
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,True,0.09577305,0.55113584,0.29500178,0.05808929
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.0148184365,0.26266307,0.4907192,0.23179933
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.012618416,0.25344765,0.5365487,0.19738524
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,True,0.030590137,0.61441934,0.29023114,0.06475932
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.04215093,0.27485856,0.5818756,0.101114824
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.052548543,0.30239597,0.34265953,0.30239597
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.014569707,0.10765638,0.25825423,0.6195197
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,False,0.013450504,0.2701606,0.6480816,0.068307295
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.06641056,0.55604875,0.33726063,0.040280037
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.073533535,0.3734341,0.47949886,0.073533535
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.04049944,0.2330582,0.4933842,0.2330582
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,True,0.014925127,0.08588817,0.6346325,0.2645542
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.0817241,0.36626202,0.47028974,0.0817241
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.09877466,0.4426773,0.39066133,0.06788676
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,True,0.586882,0.24464881,0.13095108,0.03751811
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.21583171,0.1904708,0.1904708,0.4032267
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.25771952,0.4814834,0.17712785,0.08366927
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,True,0.00815913,0.7344615,0.21042675,0.04695255
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,True,0.011984875,0.44972914,0.44972914,0.08855692
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.01854887,0.057134546,0.8937347,0.03058192
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.9036562,0.09524466,0.0010580726,4.1025927e-05
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,True,0.029245187,0.04821716,0.7542433,0.16829443
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,True,0.14949937,0.21752031,0.31649017,0.31649017
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.051075283,0.17827025,0.7050725,0.06558196
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.009033397,0.12470221,0.63329005,0.2329744
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,True,0.5520651,0.42994872,0.010111425,0.007874785
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.0016254914,0.95413977,0.028812524,0.015422232
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.007838833,0.15744717,0.7995827,0.035131212
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.06443914,0.04428833,0.19848652,0.69278604
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.004566096,0.00752822,0.9860022,0.0019034321
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.0048803748,0.09802494,0.8207528,0.076341905
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.0049452335,0.27000058,0.64769775,0.077356465
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,False,0.15772158,0.42873168,0.37835437,0.035192437
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.075264215,0.38222322,0.49078432,0.051728286
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.08997342,0.7533382,0.13091056,0.025777815
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.9593128,0.013683862,0.022560876,0.0044424995
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.19460726,0.46683857,0.22051892,0.11803527
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.23509625,0.18309313,0.14259307,0.4392176
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,True,0.084608704,0.004212419,0.0015496624,0.9096292
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,False,0.008525634,0.98542935,0.004563443,0.001481533
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.0011352022,0.3147601,0.66634715,0.01775755
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.085894994,0.26457518,0.38495463,0.26457518
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,True,0.02115994,0.70072097,0.121767044,0.15635198
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,True,0.010585572,0.5779526,0.350546,0.060915757
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.0014998516,0.00055176456,0.00033466215,0.9976138
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.01085205,0.67139256,0.037877377,0.27987805
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,True,0.020752236,0.3246196,0.5352072,0.11942087
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.23505996,0.4391498,0.2663578,0.05943246
