0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_correct,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceA_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceB_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceC_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceD_probs
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,True,0.14761524,0.14761524,0.18954171,0.5152278
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.5469986,0.15671773,0.095054105,0.20122956
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,True,0.33631593,0.123723716,0.1588644,0.3810959
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.20425668,0.15907528,0.20425668,0.4324114
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.2104934,0.2104934,0.18575975,0.39325342
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.25354847,0.15378492,0.22375575,0.36891085
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.21842667,0.070912756,0.11691537,0.59374523
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.40464,0.13136737,0.14885874,0.31513393
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.2181934,0.14996198,0.16992919,0.46191543
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.478481,0.1370871,0.09421849,0.2902134
