0,1,2,3,4,5,alpacacode_llama2_7B_chat_correct,alpacacode_llama2_7B_chat_choiceA_probs,alpacacode_llama2_7B_chat_choiceB_probs,alpacacode_llama2_7B_chat_choiceC_probs,alpacacode_llama2_7B_chat_choiceD_probs
The Hawthorn Studies are most associated with which writer?,Mary Parker Follett,Elton Mayo,Lillian Gilbreth,Frederick Taylor,B,True,0.0013240585,0.99794847,0.00062544097,0.000102100435
How can you describe the thinking and outlook of transformational leaders?,Strategic,Operational,Functional,Developmental,A,False,0.081478566,0.038487747,0.0040565785,0.8759771
What are the key characteristics of transactional leaders?,"Guiding, mentoring and motivating","Guiding, commanding and motivating","Guiding, demonstrating and motivating","Guiding, mentoring and demonstrating",A,False,0.1997344,0.7899649,0.008775718,0.001524991
What is not an assumption underpinning the rational decision making model?,Incomplete information,An agreed goal,A structured problem,High level of certainty regarding the environment,A,False,0.12664008,0.06778555,0.07681109,0.72876334
Which one of the following is not one of Drucker's five guiding principles of management?,Making people's strengths effective and their weaknesses irrelevant.,Enhancing the ability of people to contribute.,To operate the organisation's status system.,"Integrating people in a common venture by thinking through, setting and exemplifying the organisational objectives, values and goals.",C,True,0.0020197243,0.008503358,0.9828545,0.0066224216
What is a paradigm?,A theoretical assumption,An illustration,A theoretical model,An example serving as a model,D,False,0.4953733,0.16082416,0.34046477,0.003337799
What one of the following is not a key management skill in planning?,Conceptual skills,Analytical skills,IT and computing skills,Communication skills,C,True,0.004142542,0.006829897,0.7894288,0.19959885
According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,Co-ordinator,Shaper,Resource investigator,Implementer,C,False,0.0064592715,0.9586409,0.032802887,0.0020970185
Which is not a recognised form of business continuity planning?,Contingency planning,Scenario planning,Financial planning,Building planning,D,True,0.0011506029,0.0021496094,0.014017214,0.9826826
What is the term for an organisation that adapts to changes in the environment by quickly responding to shifts in supply and demand conditions?,Opportunistic organisation,Enterprising organisation,International organisation,Agile organisation,D,True,0.0016982389,0.00090900174,0.00055133743,0.99684143
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,True,0.68321496,0.02337833,0.008600407,0.28480637
To what does emotional intelligence refer?,How people view and understand the world.,How people view and understand themselves.,How people view and understand others.,How people view and understand themselves and others.,D,False,0.043373246,0.4115139,0.4115139,0.133599
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,False,0.6754292,0.31905016,0.0027603249,0.0027603249
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,True,0.00070773216,0.0021799686,0.00055118237,0.9965611
Which is not a characteristic of corporate social responsibility?,Product safety,Consumer rights,Environmental policies,Price-fixing,D,True,0.00033460968,0.0014996165,0.0007083687,0.99745744
Who was a major protagonist of utilitarianism?,John Stuart Mill,Thomas Hobbes,Karl Marx,Adam Smith,A,True,0.93500054,0.05977258,0.0038211336,0.0014057164
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,False,0.16443339,0.83506167,0.00046185954,4.2959633e-05
How do you describe a work group that comprises workers with demarcated tasks and distant line managers?,Dependent,Independent,Interdependent,Collaborative,B,False,0.0018702578,0.022784404,0.9688175,0.0065278406
Specialisation is a feature of which organisational structure?,Matrix,Divisional,Multi-divisional,Functional,D,False,0.035513606,0.915908,0.035513606,0.013064725
Which one is not an element in the primary activities of a value chain?,Procurement,Inbound logistics,Outbound logistics,Service,A,False,0.00026094686,0.00037967545,0.0005524245,0.99880695
What is the term for the act of getting individuals to behave in ways that are acceptable to a group?,Indoctrination,Brainwashing,Propaganda,Socialisation,D,True,0.007139119,0.028235765,0.23641516,0.72821
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,False,0.001454566,0.013800538,0.85380906,0.13093586
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,True,0.0051780245,0.9867568,0.0040326496,0.0040326496
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,True,0.0010072361,0.003983696,0.97477823,0.020230876
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,True,0.046153482,0.8180901,0.12545818,0.010298234
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,True,0.94772184,0.04163999,0.0105282385,0.00010987203
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.00017948596,0.9995864,0.00017948596,5.4740118e-05
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,True,0.031354874,0.3370967,0.6297795,0.001768921
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,True,0.0066735535,0.99044317,0.0027819509,0.00010133256
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.0006262186,0.9991893,0.00017941465,5.0896015e-06
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.9923264,0.007576505,8.4167375e-05,1.2907484e-05
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,True,0.0016766647,0.0075142896,0.9841777,0.006631337
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.0003352288,0.999303,0.00029583837,6.601046e-05
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,True,0.9816854,0.017980196,0.00032931875,5.0004414e-06
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,True,0.0004288882,0.003169079,0.995695,0.0007071171
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.004037273,0.004037273,0.004037273,0.98788816
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,False,0.28841162,0.6105674,0.05679162,0.044229355
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.007571894,0.9917224,0.0006215389,8.4116145e-05
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,False,0.016938252,0.16070567,0.43684328,0.38551283
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.0009107983,0.9988116,0.0002609481,1.6681852e-05
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.99926895,0.0007096552,1.7765871e-05,3.7239288e-06
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,True,0.004735656,0.018729884,0.90245634,0.07407813
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.00062109553,0.007566492,0.9910149,0.0007975024
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.041552573,0.94573224,0.011905012,0.0008101462
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.23694138,0.07692361,0.5016049,0.18453014
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.008883156,0.9061066,0.08428104,0.0007291739
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.32051283,0.6785257,0.0009002546,6.126309e-05
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.011245577,0.7883758,0.19933261,0.0010460016
What is the optimal span of control?,2,5,7,None of the above,D,False,0.026500687,0.46973592,0.46973592,0.034027558
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,True,0.00019055668,0.0011673011,0.0016984132,0.9969438
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.12035259,0.0644201,0.030429898,0.78479743
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,True,0.0081539275,0.019560255,0.2382927,0.7339932
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.010981471,0.98852056,0.00048249218,1.5509686e-05
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,5.1396553e-05,0.0003351476,0.000552565,0.9990609
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,True,0.011520434,0.05850559,0.014792531,0.91518146
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,True,0.022942876,0.9755559,0.0014666889,3.449322e-05
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.00026109954,0.9993913,0.00033525843,1.2211787e-05
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.00033528788,0.9994791,0.00017946669,6.141012e-06
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,True,0.001293552,0.020234557,0.003516239,0.9749556
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,True,0.0010180762,0.010945351,0.0027674183,0.9852691
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.045438938,0.013018475,0.23075798,0.7107846
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,True,0.12470001,0.8131462,0.040484164,0.021669611
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.99825996,0.0017006554,2.9261393e-05,1.0112467e-05
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.23235402,0.71570075,0.006192025,0.04575322
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.00024879057,0.9522772,0.047411088,6.29041e-05
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.0003792356,0.0011681279,0.0008028418,0.99764985
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.16404583,0.57257617,0.077489756,0.18588826
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.036071606,0.20757776,0.031833082,0.7245176
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.00010859937,0.0024717106,0.9971591,0.00026051636
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.020079587,0.012178886,0.9674887,0.0002527647
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,True,0.0001085823,0.00070804555,0.002180934,0.9970024
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,True,0.98077434,0.01796351,0.0011483687,0.0001137039
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,False,0.0016553538,0.025894089,0.97166854,0.0007819338
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,False,0.056315467,0.36722296,0.25238842,0.32407314
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,False,0.0055965916,0.04685968,0.9412019,0.006341769
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,True,0.013984912,0.02960606,0.8652159,0.09119308
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.0024402898,0.0045590615,0.9844832,0.008517449
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.0001794861,0.00015839591,0.99958724,7.4820935e-05
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.009605573,0.007480828,0.003118473,0.9797951
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.13763215,0.79201835,0.06501283,0.0053365775
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,True,0.00033396462,0.0033729232,0.26794448,0.7283486
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,True,0.2623291,0.7130844,0.013060597,0.0115259355
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.09750336,0.12519678,0.4369797,0.34032014
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,True,0.054315988,0.089551926,0.849645,0.00648712
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.025743226,0.05449841,0.40269184,0.51706654
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,True,0.12231648,0.06547129,0.01460862,0.7976036
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.8634964,0.08031768,0.007470708,0.048715133
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.9974547,0.002472443,7.0137816e-05,2.719538e-06
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.20080759,0.7942094,0.001737326,0.0032457525
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,True,0.000107683714,0.00015667889,0.010984038,0.9887516
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,True,0.048203632,0.58724046,0.008376535,0.35617936
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,True,0.04678032,0.18501976,0.03643255,0.73176736
