0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_wizardlm70k_52000_correct,llama_7B_llamatokenizer_alpacacode_wizardlm70k_52000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_wizardlm70k_52000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_wizardlm70k_52000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_wizardlm70k_52000_choiceD_probs
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.9754406,0.022940164,0.0010079205,0.0006113347
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.2834683,0.68000513,0.015992189,0.020534376
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.54214734,0.29019058,0.13707632,0.030585859
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.14217114,0.8181384,0.014984728,0.02470564
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.49573204,0.49573204,0.0062403455,0.0022956948
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.43221554,0.075107805,0.4897644,0.0029122457
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.082457244,0.88649887,0.018398697,0.012645227
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.8349263,0.112994984,0.010510171,0.041568533
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.6463713,0.30532417,0.011838703,0.036465775
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.9764891,0.020266384,0.00013655383,0.003107951
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.306247,0.5721447,0.022184456,0.09942384
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.22789513,0.6194832,0.057620913,0.095000826
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,True,0.4896826,0.33655363,0.15897667,0.014787134
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.65581435,0.24126062,0.04192481,0.06100024
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.14112078,0.49255988,0.33853114,0.027788326
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,True,0.045917753,0.014907313,0.92228276,0.016892198
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,False,0.075912185,0.18210386,0.72023475,0.021749206
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.117526434,0.67631793,0.012387196,0.19376834
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.49174625,0.38297236,0.06655062,0.058730714
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.41705933,0.5355148,0.02076416,0.026661709
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,True,0.31659618,0.52197886,0.029448032,0.13197692
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.2617191,0.336054,0.336054,0.06617296
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.7676368,0.21993163,0.01094975,0.0014818877
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,True,0.28406695,0.41331494,0.08138654,0.22123155
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.3016215,0.6385327,0.028055169,0.03179067
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.089474626,0.84891164,0.0137213785,0.047892317
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.048020612,0.35482702,0.5850108,0.012141512
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,True,0.79564667,0.13826266,0.04488731,0.021203265
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.49645394,0.43811905,0.019249609,0.046177413
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.20902108,0.5014155,0.16278577,0.1267777
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.1581794,0.7089109,0.05819095,0.074718654
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.05330841,0.94491416,0.0011063807,0.00067105383
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,True,0.10169018,0.85144144,0.037409727,0.00945866
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.040618595,0.92447495,0.010269989,0.024636423
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,True,0.028567608,0.94602925,0.013494382,0.011908751
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,True,0.9457012,0.036668815,0.002344159,0.015285836
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.37526795,0.5460116,0.0575492,0.021171167
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.39935994,0.31102183,0.10097401,0.18864428
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,False,0.31927076,0.52638847,0.06286814,0.0914726
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.36862653,0.6077624,0.018352835,0.005258175
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.2934625,0.54826015,0.07419894,0.08407842
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,True,0.51431507,0.40054896,0.06960498,0.01553097
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.22147495,0.7730235,0.0009051174,0.004596566
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.103801884,0.8691225,0.006635832,0.020439804
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.017732017,0.96813524,0.008376011,0.005756743
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,True,0.26192713,0.7119917,0.013040584,0.013040584
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,False,0.17301625,0.47030693,0.25173718,0.10493966
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.13792454,0.15628897,0.70043856,0.0053479145
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.11139576,0.64103836,0.23582484,0.011741027
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,True,0.019680599,0.94826436,0.028635103,0.0034199753
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.002463183,0.0010268074,0.99371886,0.0027911516
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.40226957,0.5852988,0.007367824,0.0050638267
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.0251398,0.943364,0.0251398,0.0063563366
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.8656007,0.08051341,0.038031843,0.01585403
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,True,0.7673295,0.19401129,0.026256572,0.012402726
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.8172458,0.18235219,0.00021351247,0.00018842408
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.022075113,0.93865764,0.017192114,0.022075113
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.024515199,0.91992605,0.02777936,0.02777936
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,True,0.24164374,0.65685576,0.047582474,0.053918004
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,False,0.11198478,0.50188094,0.3449374,0.041196898
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,True,0.30679208,0.39392883,0.27074307,0.02853611
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.025741024,0.35534388,0.585863,0.033052128
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.0031722654,0.9966961,6.583826e-05,6.583826e-05
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.19014007,0.40252653,0.2766522,0.13068123
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,False,0.57526827,0.34891784,0.02230557,0.053508285
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.15980333,0.8115483,0.0070212684,0.02162703
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,True,0.073821604,0.6181007,0.20066792,0.1074098
Sound travels in,solids,liquids,gases,All of these,D,False,0.2774958,0.2448892,0.45751324,0.02010173
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,False,0.08745524,0.7322538,0.12724663,0.05304429
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,False,0.46241215,0.52398163,0.008469374,0.005136935
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.017233431,0.1273388,0.83035326,0.025074497
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.6449288,0.3046428,0.041228916,0.009199415
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.8978201,0.08351028,0.016444148,0.0022254738
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.6009189,0.28385398,0.08132552,0.033901524
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,False,0.5112993,0.45122007,0.025456093,0.0120246075
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,False,0.8342947,0.0776015,0.06848308,0.019620731
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,True,0.1553431,0.78889734,0.044506542,0.011253016
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,True,0.6345695,0.2334451,0.11027165,0.021713775
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.9486208,0.047229048,0.0020750996,0.0020750996
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,True,0.105491415,0.5357296,0.22332531,0.13545366
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.5552764,0.20427477,0.008975207,0.23147364
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.8324549,0.14465897,0.01727705,0.0056090374
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.013969715,0.97935265,0.0045353025,0.0021423253
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.17329884,0.77667147,0.026576236,0.023453446
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.11092897,0.81966037,0.052399132,0.017011508
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.36584428,0.6031752,0.0075928555,0.02338764
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.04478765,0.22745046,0.70059675,0.027165083
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.43005592,0.43005592,0.12321309,0.016675077
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,True,0.124885894,0.43589458,0.20590201,0.23331757
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,False,0.41967678,0.28843936,0.19824126,0.09364255
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.09395916,0.8914597,0.0046779513,0.009903222
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.31093666,0.65825295,0.008286182,0.022524176
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.92201364,0.07568349,0.0010795669,0.0012233097
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.107052855,0.79101956,0.057301268,0.04462627
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,True,0.15048698,0.52525115,0.2811467,0.04311524
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.5015442,0.052862365,0.4426112,0.0029822907
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,False,0.5325775,0.22201133,0.023399822,0.22201133
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.5217976,0.24647972,0.062319838,0.16940288
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,False,0.19310097,0.76372916,0.009613931,0.033555917
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,False,0.095672674,0.80105746,0.08443083,0.018839067
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.753322,0.08997148,0.1483379,0.008368651
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,False,0.5511895,0.29503047,0.10853565,0.04524439
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,True,0.07345122,0.61499953,0.2905052,0.021044126
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,False,0.43271548,0.49033087,0.04560788,0.031345803
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,False,0.5250523,0.36086282,0.03356547,0.080519386
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,False,0.08826666,0.39558375,0.5079396,0.008210079
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.041997667,0.95586246,0.00087163376,0.0012682196
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,False,0.23030218,0.7093807,0.008929785,0.051387366
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,True,0.44319162,0.5022019,0.041223243,0.013383227
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.6679509,0.24572542,0.07977536,0.00654836
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.13453007,0.68320006,0.11872237,0.06354751
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.40575248,0.59036636,0.0030979584,0.0007832865
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,True,0.6570543,0.2133143,0.11417892,0.015452436
