0,1,2,3,4,5,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_correct,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceA_probs,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceB_probs,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceC_probs,llama2_7B_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceD_probs
Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Decoders,Accumulators,Registers,C,False,0.24647972,0.062319838,0.16940288,0.5217976
Systematic errors are,environmental errors.,observational errors.,instrument errors.,all of the above.,D,False,0.123681486,0.33620113,0.2039163,0.33620113
Which of the following is/are the disadvantages of an open loop control system?,Inaccurate.,Unreliable.,both A and B.,none of the above.,C,False,0.044588238,0.15562825,0.2565876,0.54319596
A diode (p-n junction) when reverse biased act as,On Switch,Zener diode,Capacitor,Off Switch,D,False,0.5284271,0.24961129,0.11790803,0.104053475
Piezoelectric effect is carried out in,composite filter.,crystal filter.,m derived.,constant k prototype.,B,True,0.18973002,0.6622228,0.11507707,0.03297013
The resistivity of the conductor depends on,area of the conductor.,length of the conductor.,type of material.,none of these.,C,True,0.052433673,0.1830115,0.6387729,0.12578185
The smallest change in measured variable to which instrument will respond is,resolution.,accuracy.,precision.,sensitivity.,A,True,0.41760075,0.22352558,0.25328767,0.10558601
"In electronic communications, ""AM"" stands for",Amp Modification,Amplitude Method,Amplitude Modulation,Ampere Method,C,True,0.00026047663,0.0021809442,0.9970071,0.000551429
Which system is also known as automatic control system?,Open loop control system,Closed loop control system,Either A or B,Nether A nor B,B,True,0.010298234,0.8180901,0.12545818,0.046153482
A combinational PLD with a fixed AND array and a programmable OR array is called a,PLD,PROM,PAL,PLA,B,False,0.63845,0.06729214,0.059385106,0.23487264
A null type instrument as compared to a deflected type instrument has,a lower sensitivity.,a faster response.,a higher accuracy.,all of the above.,C,False,0.2859523,0.17343885,0.17343885,0.36717004
"Length of the cable is doubled, its capacitance C will be",one-fourth.,one-half.,doubled.,unchanged.,C,True,0.2122445,0.16529618,0.34993201,0.27252734
Electrons in p-type material of a semi-conductor are called as,either minority carriers or majority carriers,minority carriers,majority carriers,valance carriers,B,False,0.8016159,0.122931786,0.024206704,0.05124559
________ is the most detrimental impurity in the magnetic materials,Carbon.,Sulphur.,Oxygen.,Nitrogen.,A,True,0.3672767,0.13511355,0.32412055,0.17348923
Voltage controlled oscillators are used commonly in,Pulse Modulators Frequency Modulators Phase Clocked loops,Frequency Modulators,Phase Clocked loops,All the above,D,False,0.46067986,0.35877785,0.0485553,0.13198699
Low frequency supply is necessary for direct core type induction furnaces because,With normal frequeny supply the electromagnetic forces causes severe stirring action in the molten metal.,Magnetic coupling between the primary and secondary circuit is poor.,Both A and B.,None of the above.,C,False,0.6813928,0.092216484,0.1341742,0.092216484
"The moving coil-meters, damping is provided by",the aluminium frame of the coil.,the coil spring attached to the moving.,eddy current disk.,damping vane in the airtight chamber.,A,False,0.0056699123,0.012003205,0.028794192,0.95353264
Which of the following is the analogous quantity for mass element in force-voltage analogy?,Resistance.,Inductance.,Capacitance.,All of the above.,B,False,0.33424002,0.20272683,0.20272683,0.2603064
A latch is ________ sensitive,both level and edge,edge,level,,C,False,0.36029124,0.3179559,0.21852769,0.10322517
What is used to protect the SCR from over current ?,CB and fuse.,Heat sink.,Snubber circuit.,Voltage clamping device.,A,False,0.19383173,0.11756489,0.59704375,0.091559626
The errors mainly caused by human mistakes are,gross error.,instrumental error.,observational error.,systematic error.,A,False,0.21175157,0.44827807,0.23994596,0.10002436
Electrical analogous quantity for dash-pot in force-current analogy is,resistance.,conductance.,inductance.,capacitance.,B,False,0.38190207,0.23163532,0.26247722,0.12398545
Which lamp has the best Colour Rendering Index (CRI)?,LED,Fluorescent,Incandescent,High pressure sodium vapour,C,False,0.44827807,0.10002436,0.23994596,0.21175157
Power dissipation in ideal inductor is,Maximum,Minimum,Zero,A finite value,C,False,0.20814733,0.20814733,0.14305742,0.4406479
For intermittent work which of the following furnace is suitable?,Core less furnace.,Indirect arc furnace.,Either of above.,Nither of above.,B,False,0.07842044,0.21316886,0.39825183,0.31015885
In electrical resistance welding material of electrode should have,higher electrical conductivities.,higher thermal conductivities.,sufficient strength to sustain high pressure at elevated temperatures.,all of above.,D,True,0.045171376,0.018830232,0.22939919,0.70659924
Which of the following are the passive elements?,Resistor,Bulb,Both,None of these.,C,False,0.81640214,0.06701437,0.075937234,0.040646266
The main advantage of dielectric heating is that,heating occurs in the material itself.,heating occurs due to high frequency.,it can be used for drying the explosives.,None of the above.,A,True,0.7208737,0.26519462,0.009074461,0.004857209
Materials used in heat sink should have,high thermal conductivity.,large surface area.,high melting point.,All of these.,D,False,0.7998216,0.08430058,0.057938885,0.057938885
Conductor is static and the field is varying then emf will be induced. This principle is called,virtually induced emf.,dynamically induced emf.,static induced emf.,none of these,C,False,0.35203284,0.35203284,0.24194841,0.053985987
"Four identical alternators each are rated for 20 MVA, 11 KV having a subtransient reactance of 16% are working in parallel. The short circuit level at the busbar is",500 MVA,400 MVA,125 MVA,100 MVA,A,True,0.28012884,0.28012884,0.19252954,0.24721283
"According to the Bohr model, an electron gains or losses energy only by",moving faster or slower in an allowed orbit.,jumping from one allowed orbit to another.,being completely removed from an atom.,jumping from one atom to another atom.,B,False,0.9789307,0.017929742,0.0014717628,0.0016677257
A three-state buffer has the following output states,"1, 0, float","High, Low, Float",Both A and B,"Set, Reset, Halt",C,True,0.12522851,0.23395765,0.34040636,0.30040756
"By using which of the following elements, mechanical translational systems are obtained?",mass element,spring element,dash-pot,all of the above,D,False,0.28850955,0.19828953,0.22469147,0.28850955
"Four capacitors each of 40 µF are connected in parallel, the equivalent capacitance of the system will be",160 µF,10 µF,40 µF,5 µF,A,True,0.56672883,0.08691069,0.18398991,0.16237053
"The resistance of a conductor of diameter d and length l is R Ω. If the diameter of the conductor is halved and its length is doubled, the resistance will be",R Ω,2R Ω,4R Ω,8R Ω,C,False,0.21392198,0.45287284,0.16660261,0.16660261
A single phase full bridge inverter can operated in load commutation mode in case load consist of,RL.,RLC underdamped.,RLC overdamped.,RLC critically damped.,B,True,0.2700561,0.30601364,0.23832366,0.18560666
A microprocessor is ALU,and control unit on a single chip.,and memory on a single chip.,register unit and I/O device on a single chip.,register unit and control unit on a single chip.,D,True,0.067765005,0.05277544,0.23652312,0.64293647
"To obtain a high value of capacitance, the permittivity of dielectric medium should be",low,zero,high,unity,C,True,0.051817678,0.014846014,0.91849035,0.014846014
Deflection method direct measurements are most widely used as these are,least time consuming.,most simple.,most simple and least time consuming.,most accurate.,C,True,0.33086544,0.15628976,0.37491965,0.13792524
Purely mechanical instrument cannot be used for dynamic measurements because they have,high inertia.,higher response time.,large time constant.,all of the above.,D,True,0.2601197,0.10843402,0.20258142,0.42886487
Advantages of higher transmission voltage is/are,Power transfer capability of the transmission line is increased,Transmission line losses are reduced,Area of cross section and volume of the conductor is reduced,all of the above,D,True,0.13750973,0.2267152,0.15581894,0.47995612
Under over voltage condition impedance offered by the voltage clamping device is,high.,low.,moderate.,infinity.,B,False,0.4236383,0.3738595,0.13753523,0.06496704
A long wire composed of a smooth round conductor runs above and parallel to the ground (assumed to be a large conducting plane). A high voltage exists between the conductor and the ground. The maximum electric stress occurs at,lower surface of the conductor.,upper surface of the conductor.,the ground surface.,midway between the conductor and ground.,A,True,0.48534,0.15756683,0.17854661,0.17854661
In a dc machine 6 pole wave winding is used. The number of parallel paths are?,6,4,2,1,C,True,0.23163532,0.26247722,0.38190207,0.12398545
Which of the following is a digital device,Regulator of a fan,Microphone,Resistance of a material,Light switch,D,True,0.17596647,0.22594544,0.17596647,0.42212164
Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,square of instantaneous current.,square of the rate of change of current.,temperature of the inductor.,A,True,0.9984819,0.00033495337,0.0003795519,0.00080351136
Which of the following is a variable displacement transducer?,tachometer,potentiometer,synchros,none of the above,B,False,0.03155633,0.097200334,0.43562168,0.43562168
"Five capacitors each of 5 µF are connected in series, the equivalent capacitance of the system will be",5 µF,25 µF,10 µF,1 µF,D,False,0.16702813,0.40067968,0.18926768,0.24302451
Susceptibility is negative for,non magnetic substances.,diamagnetic substances.,ferromagnetic substances.,none of above.,B,True,0.10321032,0.40820473,0.40820473,0.080380276
One of the following is the primary function of an oscillator,produces sinusoidal oscillations,generates non sinusoidal waveforms,generates sustained oscillations at a constant amplitude and specific frequency,none of the above,C,True,0.1306744,0.012154613,0.8521042,0.0050667967
The metal surfaces for electrical resistance welding must be,rough.,clean.,moistened,coloured,B,True,0.25585195,0.61375695,0.07330281,0.057088293
The latching current of SCR is 20 mA. Its holding current will be,23 mA.,40 mA.,10 mA.,60 mA.,C,False,0.3030069,0.26740265,0.26740265,0.1621879
"In force-current analogy, electrical analogous quantity for displacement (x) is",voltage.,inductance.,capacitance.,flux.,D,False,0.46191543,0.2181934,0.14996198,0.16992919
Feedback circuit in an oscillator can be accomplished by,Resistive coupling between input and output,Capacitive coupling between input and output,Inductive coupling between input and output,Any one or combinations of the above methods,D,True,0.101950206,0.029209223,0.115524724,0.7533158
"Lowest critical frequency is due to zero and it may be present at the origin or nearer to the origin, then the type of network is",LC circuit.,RC circuit.,RLC circuit.,RL Circuit.,D,False,0.2506107,0.2506107,0.36463642,0.13414225
What is the value of dielectric constant of air?,Less than 1,0.,1.,none of these.,C,True,0.17297724,0.13471481,0.47020087,0.22210716
Temperature variation is a/an,Digital quantity,Analog quantity,Either Digital or Analog quantity,,B,True,0.14698048,0.74642843,0.06942866,0.037162483
The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,30,140.,150.,200.,C,False,0.15182507,0.41270334,0.28364658,0.15182507
For a dc machine shunt resistance and armature resistance values are,high and high,high and low,low and low,low and high,B,False,0.19600013,0.28517848,0.15264504,0.36617643
The change of cross sectional area of conductor in magnetic field will affect,reluctance of conductor.,resistance of conductor.,(A) and (B) both in the same way.,none of above.,C,False,0.49073792,0.23180817,0.23180817,0.04564574
Which of the following is used in SCR to protect from high dV / dt?,Snubber circuit.,Fuse.,Equalizing circuit.,Circuit breaker.,A,True,0.9468644,0.03239992,0.007229399,0.013506295
"What are the sets of commands in a program which are not translated into machine instructions during assembly process, called?",Mnemonics,Directives,Identifiers,Operands,B,False,0.87728655,0.09246532,0.014180017,0.016068064
Speed of data transmission in 4-G network of telecom is,386 kbps - 2 mbps.,2 mbps.,2 mbps – 1 gbps.,100 mbps - 1 gbps.,D,False,0.3300365,0.2570327,0.2570327,0.1558982
Which of the followings is/are active element?,Voltage source,Current source,Both,None of these.,C,False,0.30235064,0.3882259,0.18338493,0.12603849
Electrical analogous quantity for spring element (K) in force-voltage analogy is,L,R,1/C,C,C,False,0.14241846,0.12568384,0.23480834,0.49708927
A quartz crystal oscillator consists of,only series resonant frequency.,only parallel resonant frequency.,both series and parallel frequencies.,neither series nor parallel frequency.,C,True,0.06316634,0.06316634,0.76952356,0.10414369
Which of the following oscillators are used for low frequency (LF) applications,LC oscillators,RC oscillators,Both LC and RC Oscillators,,B,False,0.43598574,0.23336636,0.23336636,0.097281575
The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of diameter 1.2 m is,3 / 2.,1 / 3.,2 / 3.,2 / 5.,C,False,0.2816182,0.31911525,0.24852721,0.15073937
Relative error is same as,ratio of absolute error and true value.,absolute error.,true error.,none of the above.,A,True,0.76510745,0.091379054,0.026180537,0.11733303
If holding current of a thyristor is 2 mA then latching current should be,0.01 A.,0.002 A.,0.009 A.,0.004 A.,D,False,0.2575662,0.2575662,0.2575662,0.22730139
"In an intel 8085A, which is the first machine cycle of an instruction?",An op-code fetch cycle,A memory read cycle,A memory write cycle,An I/O read cycle,A,True,0.92445457,0.021741088,0.013186635,0.0406177
Which of the following are the disadvantages of a closed loop control system?,Reduces the overall gain.,Complex and costly.,Oscillatory response.,All of the above.,D,True,0.025064249,0.099131025,0.30534506,0.57045966
"Poles and zeros are arranged alternatively on negative real axis, then type of network is/are",LC network.,RC network.,RL network.,Both 2 and 3.,D,True,0.18575977,0.21049342,0.21049342,0.39325345
The magnetisation and applied field in ferromagnetic materials are related,sinusoidally.,non linearly.,linearly.,parabolically.,B,False,0.16504662,0.30834767,0.4486432,0.0779625
Thin laminations are used in a machine in order to reduce,Eddy current losses,Hysteresis losses,Both A and B,Copper losses,A,True,0.91392344,0.05842517,0.02149342,0.0061579677
A metal surface with 1 meter radius and surface charge density of 20 coulombs / m2 is enclosed in a 10 m side cube. The total outward electric displacement normal to the surface of the cube is,40π coulombs.,80π coulombs.,10π coulombs.,none of these.,B,False,0.40452573,0.2780262,0.1488167,0.1686314
In binary number system the first digit (bit) from right to left is called as,"LSB, Least Significant Bit","MSB, Most Significant Bit",First Bit,Last Bit,A,True,0.9373363,0.041183684,0.008109548,0.013370384
In two wattmeter method of power measurement if the total power is measured by one wattmeter only then power factor of the system is,0.,0.5.,1.,none of above.,B,True,0.17089841,0.46455002,0.17089841,0.19365326
A 0 - 100 V voltmeter has a guaranteed accuracy of 2 % of full scale reading. The voltage measured by the voltmeter is 75 V. The limiting error is in percentage,3.33 %.,2.66 %.,2 %.,1 %.,B,True,0.1686314,0.40452573,0.2780262,0.1488167
Which of the following methods is/are used for reactive or voltage compensation,shunt capacitor,series capacitor,generation excitation control,all of the above,D,True,0.2550317,0.19861889,0.17528054,0.37106892
The ROM programmed during manufacturing process itself is called,MROM,PROM,EPROM,EEPROM,A,False,0.18832752,0.35184214,0.3986894,0.061141
In 8085 name/names of the 16 bit registers is/are,stack pointer.,program counter.,both A and B.,none of these.,C,False,0.18926768,0.40067968,0.24302451,0.16702813
Stability of a transmission line can be increased by,shunt capacitor,series capacitor,shunt reactor,both A and B,D,True,0.36060196,0.15032126,0.080461174,0.40861556
Snubber circuit is used with SCR,in series.,in parallel.,either series or parallel.,anti parallel.,B,True,0.22140972,0.32214925,0.32214925,0.13429178
The number of rings in the Bohr model of any element is determined by what?,Column number on periodic table.,Atomic mass.,Row number on periodic table.,Atomic number.,C,False,0.33619508,0.14014696,0.261829,0.261829
Silicon and Germanium are ________ elements.,trivalant,pentavalant,hexavalant,tetravalant,D,False,0.048477996,0.5905829,0.1917342,0.16920485
The number of output pins in 8085 microprocessors are,27.,40.,21.,19.,A,False,0.2725977,0.30889365,0.2725977,0.14591102
If P is the power of a star connected system then what will be power of an equivalent delta connected system?,P,3P,P/3,None of the above,A,False,0.1252285,0.30040753,0.23395763,0.34040633
Which oscillators are easy to fabricate in a monolithic IC?,Crystal oscillator.,Hartley oscillator.,Wien bridge oscillator.,Relaxation oscillator.,D,False,0.7881068,0.094125934,0.07330535,0.044461943
"If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is",DC only,AC only,Either AC or DC,An Impulse,C,True,0.11782587,0.13351421,0.46601036,0.28264958
The feedback factor of a Wien bridge oscillator using Op-Amp is,1/3,1/4,1/2,1,C,False,0.46589234,0.1512531,0.24937421,0.1334804
"The length of bus cycle in 8086/8088 is four clock cycles, T1, T2, T3, T4 and an indeterminate number of wait state clock cycles denoted by Tw. The wait states are always inserted between",T1 & T2,T2 & T3,T3 & T4,T4 & T1,C,False,0.25562704,0.19908254,0.25562704,0.28966337
Which of the following is not a sinusoidal oscillator?,LC oscillator,RC phase shift oscillator,Relaxation oscillator,Crystal oscillator,C,False,0.05540276,0.24829793,0.17065251,0.52564675
A wire carrying current is bent in the form of a circular loop. Then the magnetic field around each portion of the wire will be,parallel to the plane of the wire.,perpendicular to the circumference of the wire.,parallel to half portion and perpendicular for the other half.,none of above.,A,True,0.3647619,0.3647619,0.15205537,0.11842085
