0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm_2000_Tptvicuna_choiceD_probs
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,False,0.1558982,0.2570327,0.3300365,0.2570327
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,True,0.22899328,0.33318326,0.2594834,0.17834015
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.41450858,0.2848873,0.19579999,0.10480418
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.33318326,0.2594834,0.22899328,0.17834015
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.44972438,0.30909076,0.18747301,0.053711917
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,True,0.2772748,0.2772748,0.2772748,0.16817567
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.097281575,0.23336636,0.23336636,0.43598574
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,True,0.4088039,0.28096655,0.1931053,0.11712428
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,True,0.21101426,0.27094764,0.3070239,0.21101426
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,False,0.2529349,0.2866128,0.2866128,0.17383946
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.2816182,0.31911525,0.24852721,0.15073937
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.32332504,0.25180578,0.25180578,0.17306343
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.24000832,0.3081768,0.24000832,0.21180661
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.28012884,0.28012884,0.24721283,0.19252954
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,True,0.25180578,0.32332504,0.25180578,0.17306343
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,False,0.2772748,0.2772748,0.2772748,0.16817567
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,True,0.22709173,0.42426318,0.22709173,0.121553436
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.3103132,0.3103132,0.21327494,0.16609868
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,True,0.28012884,0.28012884,0.24721283,0.19252954
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,False,0.3376788,0.29800048,0.20481254,0.15950817
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.3376788,0.29800048,0.20481254,0.15950817
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.18515001,0.3919626,0.23773733,0.18515001
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,True,0.14459555,0.23839776,0.3468667,0.27014005
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,True,0.26635766,0.38754812,0.23505981,0.1110344
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.23005158,0.29539207,0.29539207,0.17916435
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.32633546,0.36978653,0.19793248,0.10594562
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,True,0.26665846,0.34239623,0.1832715,0.20767382
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.30900928,0.39677578,0.16540074,0.12881424
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,True,0.34772635,0.44648945,0.1642543,0.04152999
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.2400083,0.21180658,0.2400083,0.30817676
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,True,0.33873922,0.33873922,0.18131405,0.14120752
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.14876276,0.27792543,0.21644855,0.35686332
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.42588618,0.25831303,0.17753577,0.138265
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,True,0.2700561,0.30601364,0.23832366,0.18560666
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,True,0.27192077,0.39564237,0.18688822,0.1455487
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,True,0.33012268,0.29133224,0.2570998,0.12144535
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.46067992,0.35877788,0.131987,0.048555303
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.14710748,0.35289252,0.35289252,0.14710748
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.25562707,0.2896634,0.25562707,0.19908255
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,True,0.30369252,0.3441287,0.2087246,0.14345418
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,False,0.20279567,0.3788722,0.2603948,0.15793742
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.16817567,0.2772748,0.2772748,0.2772748
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.16744927,0.3128364,0.27607715,0.24363723
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.30040756,0.23395765,0.34040636,0.12522851
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.2204267,0.41181126,0.24977615,0.117985904
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.06375537,0.19638038,0.60489416,0.13497013
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.22592203,0.3287146,0.2900896,0.15527378
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,True,0.24251826,0.35286197,0.27480918,0.12981066
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.40635642,0.40635642,0.14949018,0.037797038
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,True,0.23054817,0.3354456,0.23054817,0.20345806
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.3376788,0.29800048,0.20481254,0.15950817
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,True,0.13361832,0.28287,0.36321226,0.22029938
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.2772748,0.2772748,0.2772748,0.16817567
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,True,0.21891177,0.28108826,0.21891177,0.28108826
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.23619488,0.34366152,0.18394876,0.23619488
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.3890722,0.3890722,0.16218942,0.059666157
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.32205626,0.28421366,0.22134583,0.1723843
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.35686332,0.27792543,0.21644855,0.14876276
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,True,0.22469147,0.28850955,0.28850955,0.19828953
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.33482352,0.29548073,0.23012061,0.1395752
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,False,0.12522851,0.23395765,0.34040636,0.30040756
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.1931053,0.4088039,0.28096655,0.11712428
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.28102168,0.4088841,0.2188599,0.09123438
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.32567745,0.32567745,0.17432259,0.17432259
