0,1,2,3,4,5,llama_7B_alpaca_20000_dp_correct,llama_7B_alpaca_20000_dp_choiceA_probs,llama_7B_alpaca_20000_dp_choiceB_probs,llama_7B_alpaca_20000_dp_choiceC_probs,llama_7B_alpaca_20000_dp_choiceD_probs
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.021874806,0.11108944,0.14264165,0.7243941
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,False,0.081907935,0.13504335,0.3670859,0.41596282
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.063152224,0.033802953,0.13369326,0.7693516
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.31513393,0.14885874,0.13136737,0.40464
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.024336921,0.051521264,0.29648438,0.6276575
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.14937064,0.090597875,0.16925912,0.59077233
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.598621,0.22022037,0.029803583,0.15135509
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.22190745,0.118778504,0.056106992,0.603207
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,False,0.22789513,0.095000826,0.057620913,0.6194832
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.0059008417,0.000704755,0.0010254125,0.99236894
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.1188226,0.104860574,0.17288586,0.6034309
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.012474214,0.055905543,0.25055128,0.68106896
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.03466367,0.09422562,0.32887974,0.542231
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.06379871,0.15304516,0.41601986,0.36713624
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.2538866,0.13589571,0.072739735,0.53747797
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.028103407,0.052504078,0.09809054,0.821302
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.082260095,0.056536485,0.25337893,0.60782444
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.1019904,0.1019904,0.13095826,0.66506094
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,False,0.03018158,0.03018158,0.25270727,0.6869296
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.008392617,0.0107763335,0.0107763335,0.9700547
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.09746745,0.12515068,0.1418143,0.6355676
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.013175636,0.05211065,0.2998761,0.6348377
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.040328905,0.09674402,0.23207684,0.63085026
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.012408239,0.049075536,0.52761173,0.41090444
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.08591659,0.09735625,0.09735625,0.71937084
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.027338635,0.06558198,0.20200671,0.7050727
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.6670878,0.19112386,0.0258658,0.11592248
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.18621314,0.23910241,0.1279823,0.4467021
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.16282034,0.09875553,0.23690219,0.50152194
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.003560901,0.002447369,0.006652639,0.98733914
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.4859565,0.039889738,0.09569051,0.3784633
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.25912416,0.07424031,0.04502903,0.6216065
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,True,0.008562912,0.0009025243,0.00079647487,0.98973805
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.7453439,0.061181556,0.005022088,0.18845245
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,True,0.094277516,0.06479592,0.22616,0.6147666
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.025996994,0.102820106,0.27949402,0.5916889
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.036443826,0.0874242,0.14413813,0.7319938
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.017233431,0.025074497,0.1273388,0.83035326
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.053850323,0.078351766,0.025437092,0.8423608
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,True,0.27380732,0.053915862,0.015447154,0.65682966
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.10812015,0.035101473,0.05787255,0.79890585
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,True,0.32007462,0.15119255,0.11774888,0.41098395
