0,1,2,3,4,5,llama_7B_alpaca_20000/_correct,llama_7B_alpaca_20000/_choiceA_probs,llama_7B_alpaca_20000/_choiceB_probs,llama_7B_alpaca_20000/_choiceC_probs,llama_7B_alpaca_20000/_choiceD_probs
Relaxation Voltage controlled oscillators are used to generate,Sinusoidal wave,Triangular wave,Sawtooth wave,Both B and C,D,True,0.05466694,0.3564732,0.13113917,0.45772067
The supply frequency usually employed for high frequency eddy current heating is,1 KHz.,5 KHz.,10 MHz.,10 KHz to 400 KHz.,D,True,0.09924224,0.06820812,0.18540892,0.6471407
In the toggle mode a JK flip-flop has,"J = 0, K = 0.","J = 1, K = 1.","J = 0, K = 1.","J = 1, K = 0.",B,False,0.23480837,0.14241847,0.12568386,0.49708933
Electric drive is becoming more and more popular because,all of below.,it provide smooth and easy control.,it is cheaper in cost.,it is simple and reliable.,A,False,0.1674051,0.27600434,0.101536326,0.45505422
A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,0.32.,0.67.,0.45.,0.27.,B,False,0.58632034,0.08991514,0.07934983,0.24441467
A Binary number system has how many digits.,0,1,2,10,C,False,0.011497788,0.058390584,0.016729183,0.9133824
"Lowest critical frequency is due to pole and it may be present at the origin or nearer to the origin, then the type of network is",LC.,RL.,RC.,Any of the above.,C,False,0.58477193,0.037383217,0.101618126,0.2762267
Advantages of open loop control system is/are,simple and economical.,accurate.,reliable.,all of the above.,A,False,0.12078447,0.064651266,0.026950656,0.78761363
"The voltage induced in an inductor is represented as,",product of its inductance and current through it.,ratio of its inductance to current through it.,ratio of current through it to its inductance.,product of its inductance and rate of change of current through it.,D,False,0.47357792,0.17421958,0.026717437,0.32548502
"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",1,2,4,8,C,False,0.010315079,0.05935918,0.11089755,0.8194282
Induction heating takes place in,conducting but non-magnetic materials.,conducting materials which may be either magnetic or non-magentic materials.,insulating materials.,conducting and magnetic materials.,B,True,0.07202918,0.46968922,0.09248729,0.36579433
In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,100,50,1,A,False,0.20899238,0.23681939,0.052841548,0.50134665
Magnetic flux has the unit of,Newton,Ampere turn,Weber,Tesla,C,False,0.38918388,0.20831513,0.01331714,0.38918388
"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",Reciprocity theorem,Thevinin's theorem,Norton's theorem,Compensation theorem,A,False,0.22207476,0.2516437,0.056149296,0.4701323
A D-flip-flop is said to be transparent when,the output is LOW,the output is HIGH,the output follows clock,the output follow input,D,True,0.16800866,0.13084528,0.24445117,0.45669487
A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,500 Hz.,250 Hz.,400 Hz.,625 Hz.,B,False,0.39855638,0.21333186,0.11418832,0.27392355
Speed control by variation of field flux results in,constant power drive.,constant torque drive.,variable power drive.,none of the above.,A,False,0.08925607,0.21411417,0.11460706,0.58202267
Which of the following memories uses one transistor and one capacitor as basic memory unit,SRAM,DRAM,Both SRAM and DRAM,,B,False,0.060669687,0.0135372365,0.08827387,0.83751917
"What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?",2,4,5,6,A,False,0.07561815,0.16008364,0.20555145,0.55874676
"The output of the system has an effect upon the input quantity, then the system is a",open loop control system.,closed loop control system.,either A or B.,none of the above.,B,False,0.47038957,0.19608754,0.08174145,0.2517814
"A sinusoidal signal is analog signal, because",it can have a number of values between the negative and positive peaks,it is negative for one half cycle,it is positive for one half cycle,it has positive as well as negative values,A,True,0.8617382,0.037862133,0.009573046,0.090826534
FM stands for,frequent modulation.,frequency modulation.,frequency moderator.,frequent moderator.,B,True,0.2580882,0.3755161,0.0739435,0.29245222
Stack is also known as,FIFO memory,Flash memory,LIFO memory,LILO memory,C,False,0.20779695,0.040917642,0.11122569,0.64005965
"In Ward-Leonard system, the lower limit of the speed imposed by",Field resistance.,Armature resistance.,Residual magnetism of the generator.,None of above.,C,False,0.18780005,0.18780005,0.11390649,0.51049346
Colpitts oscillator is also called as,Tank circuit oscillator,LC oscillator,Resonant circuit oscillator,All of the above,D,True,0.10714532,0.12141155,0.29125115,0.48019198
An SCR has half cycle surge current rating of 3000 A for 50 Hz supply. One cycle surge current will be,1500 A.,6000 A.,2121.32 A.,4242.64 A.,C,False,0.48626405,0.17888655,0.07457101,0.2602784
Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Decoders,Accumulators,Registers,C,False,0.5215663,0.029424755,0.04281277,0.40619624
Systematic errors are,environmental errors.,observational errors.,instrument errors.,all of the above.,D,True,0.03566142,0.016845264,0.027773146,0.91972023
Which of the following is/are the disadvantages of an open loop control system?,Inaccurate.,Unreliable.,both A and B.,none of the above.,C,False,0.4123811,0.19479504,0.07166109,0.32116273
A diode (p-n junction) when reverse biased act as,On Switch,Zener diode,Capacitor,Off Switch,D,True,0.31701744,0.08015456,0.08015456,0.52267337
Piezoelectric effect is carried out in,composite filter.,crystal filter.,m derived.,constant k prototype.,B,False,0.046800844,0.16335101,0.34581408,0.44403407
The resistivity of the conductor depends on,area of the conductor.,length of the conductor.,type of material.,none of these.,C,False,0.058518548,0.058518548,0.07513931,0.8078236
The smallest change in measured variable to which instrument will respond is,resolution.,accuracy.,precision.,sensitivity.,A,False,0.2403759,0.013561081,0.0056530996,0.7404099
"In electronic communications, ""AM"" stands for",Amp Modification,Amplitude Method,Amplitude Modulation,Ampere Method,C,False,0.35102296,0.12913413,0.06912052,0.4507224
Which system is also known as automatic control system?,Open loop control system,Closed loop control system,Either A or B,Nether A nor B,B,False,0.17796798,0.15705618,0.33248794,0.33248794
A combinational PLD with a fixed AND array and a programmable OR array is called a,PLD,PROM,PAL,PLA,B,False,0.40650612,0.05501462,0.1319732,0.40650612
A null type instrument as compared to a deflected type instrument has,a lower sensitivity.,a faster response.,a higher accuracy.,all of the above.,C,False,0.24688134,0.04861382,0.033411756,0.67109305
"Length of the cable is doubled, its capacitance C will be",one-fourth.,one-half.,doubled.,unchanged.,C,False,0.017439427,0.05371722,0.08856472,0.8402787
Electrons in p-type material of a semi-conductor are called as,either minority carriers or majority carriers,minority carriers,majority carriers,valance carriers,B,True,0.25691277,0.37380585,0.039398845,0.3298825
________ is the most detrimental impurity in the magnetic materials,Carbon.,Sulphur.,Oxygen.,Nitrogen.,A,False,0.25585195,0.07330281,0.057088293,0.61375695
Voltage controlled oscillators are used commonly in,Pulse Modulators Frequency Modulators Phase Clocked loops,Frequency Modulators,Phase Clocked loops,All the above,D,True,0.2932638,0.10788572,0.050961606,0.5478889
Low frequency supply is necessary for direct core type induction furnaces because,With normal frequeny supply the electromagnetic forces causes severe stirring action in the molten metal.,Magnetic coupling between the primary and secondary circuit is poor.,Both A and B.,None of the above.,C,False,0.67105204,0.14973195,0.02948397,0.14973195
"The moving coil-meters, damping is provided by",the aluminium frame of the coil.,the coil spring attached to the moving.,eddy current disk.,damping vane in the airtight chamber.,A,False,0.12299502,0.20278451,0.12299502,0.5512254
Which of the following is the analogous quantity for mass element in force-voltage analogy?,Resistance.,Inductance.,Capacitance.,All of the above.,B,False,0.14493914,0.07758033,0.12790833,0.64957213
A latch is ________ sensitive,both level and edge,edge,level,,C,False,0.50090194,0.0870437,0.0677897,0.34426454
What is used to protect the SCR from over current ?,CB and fuse.,Heat sink.,Snubber circuit.,Voltage clamping device.,A,False,0.1832715,0.20767382,0.34239623,0.26665846
The errors mainly caused by human mistakes are,gross error.,instrumental error.,observational error.,systematic error.,A,False,0.26021603,0.031078372,0.08447977,0.6242258
Electrical analogous quantity for dash-pot in force-current analogy is,resistance.,conductance.,inductance.,capacitance.,B,False,0.05900321,0.18174268,0.124909796,0.6343443
Which lamp has the best Colour Rendering Index (CRI)?,LED,Fluorescent,Incandescent,High pressure sodium vapour,C,False,0.16344097,0.0049354895,0.09913196,0.7324916
Power dissipation in ideal inductor is,Maximum,Minimum,Zero,A finite value,C,False,0.10151351,0.03295661,0.015567602,0.84996223
For intermittent work which of the following furnace is suitable?,Core less furnace.,Indirect arc furnace.,Either of above.,Nither of above.,B,False,0.2536435,0.17432646,0.15384258,0.41818747
In electrical resistance welding material of electrode should have,higher electrical conductivities.,higher thermal conductivities.,sufficient strength to sustain high pressure at elevated temperatures.,all of above.,D,True,0.11983631,0.13579233,0.13579233,0.608579
Which of the following are the passive elements?,Resistor,Bulb,Both,None of these.,C,False,0.056106992,0.118778504,0.22190745,0.603207
The main advantage of dielectric heating is that,heating occurs in the material itself.,heating occurs due to high frequency.,it can be used for drying the explosives.,None of the above.,A,False,0.20042758,0.374448,0.09467528,0.3304492
Materials used in heat sink should have,high thermal conductivity.,large surface area.,high melting point.,All of these.,D,True,0.14258508,0.02186613,0.015028357,0.82052046
Conductor is static and the field is varying then emf will be induced. This principle is called,virtually induced emf.,dynamically induced emf.,static induced emf.,none of these,C,False,0.24363723,0.3128364,0.16744927,0.27607715
"Four identical alternators each are rated for 20 MVA, 11 KV having a subtransient reactance of 16% are working in parallel. The short circuit level at the busbar is",500 MVA,400 MVA,125 MVA,100 MVA,A,True,0.36600903,0.19591053,0.07207145,0.36600903
"According to the Bohr model, an electron gains or losses energy only by",moving faster or slower in an allowed orbit.,jumping from one allowed orbit to another.,being completely removed from an atom.,jumping from one atom to another atom.,B,True,0.39798337,0.45097426,0.03701822,0.11402415
A three-state buffer has the following output states,"1, 0, float","High, Low, Float",Both A and B,"Set, Reset, Halt",C,False,0.31265104,0.24349289,0.08957603,0.35428005
"By using which of the following elements, mechanical translational systems are obtained?",mass element,spring element,dash-pot,all of the above,D,True,0.044207107,0.044207107,0.023662359,0.8879235
"Four capacitors each of 40 µF are connected in parallel, the equivalent capacitance of the system will be",160 µF,10 µF,40 µF,5 µF,A,False,0.105871424,0.105871424,0.36952758,0.4187296
"The resistance of a conductor of diameter d and length l is R Ω. If the diameter of the conductor is halved and its length is doubled, the resistance will be",R Ω,2R Ω,4R Ω,8R Ω,C,False,0.17699106,0.15619406,0.121644065,0.54517084
A single phase full bridge inverter can operated in load commutation mode in case load consist of,RL.,RLC underdamped.,RLC overdamped.,RLC critically damped.,B,False,0.314282,0.2773529,0.13101223,0.2773529
A microprocessor is ALU,and control unit on a single chip.,and memory on a single chip.,register unit and I/O device on a single chip.,register unit and control unit on a single chip.,D,False,0.65273607,0.11342852,0.06879787,0.16503753
"To obtain a high value of capacitance, the permittivity of dielectric medium should be",low,zero,high,unity,C,False,0.1642543,0.04152999,0.34772635,0.44648945
Deflection method direct measurements are most widely used as these are,least time consuming.,most simple.,most simple and least time consuming.,most accurate.,C,True,0.14124864,0.12465149,0.43507645,0.2990234
Purely mechanical instrument cannot be used for dynamic measurements because they have,high inertia.,higher response time.,large time constant.,all of the above.,D,True,0.088276975,0.04169909,0.032475285,0.8375486
Advantages of higher transmission voltage is/are,Power transfer capability of the transmission line is increased,Transmission line losses are reduced,Area of cross section and volume of the conductor is reduced,all of the above,D,True,0.18686676,0.12843151,0.032472573,0.6522291
Under over voltage condition impedance offered by the voltage clamping device is,high.,low.,moderate.,infinity.,B,False,0.19291352,0.06262985,0.1502412,0.59421545
A long wire composed of a smooth round conductor runs above and parallel to the ground (assumed to be a large conducting plane). A high voltage exists between the conductor and the ground. The maximum electric stress occurs at,lower surface of the conductor.,upper surface of the conductor.,the ground surface.,midway between the conductor and ground.,A,True,0.52659845,0.13314494,0.09150909,0.24874748
In a dc machine 6 pole wave winding is used. The number of parallel paths are?,6,4,2,1,C,False,0.67829597,0.0810109,0.020482764,0.22021046
Which of the following is a digital device,Regulator of a fan,Microphone,Resistance of a material,Light switch,D,True,0.08793576,0.017315578,0.06043731,0.8343113
Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,square of instantaneous current.,square of the rate of change of current.,temperature of the inductor.,A,True,0.44403407,0.34581408,0.046800844,0.16335101
Which of the following is a variable displacement transducer?,tachometer,potentiometer,synchros,none of the above,B,False,0.044959195,0.08399483,0.074125186,0.7969208
"Five capacitors each of 5 µF are connected in series, the equivalent capacitance of the system will be",5 µF,25 µF,10 µF,1 µF,D,True,0.3419952,0.14256482,0.07630945,0.43913054
Susceptibility is negative for,non magnetic substances.,diamagnetic substances.,ferromagnetic substances.,none of above.,B,False,0.05322031,0.099428624,0.1126674,0.7346837
One of the following is the primary function of an oscillator,produces sinusoidal oscillations,generates non sinusoidal waveforms,generates sustained oscillations at a constant amplitude and specific frequency,none of the above,C,False,0.51142955,0.10070645,0.27374852,0.11411536
The metal surfaces for electrical resistance welding must be,rough.,clean.,moistened,coloured,B,False,0.48019198,0.10714532,0.12141155,0.29125115
The latching current of SCR is 20 mA. Its holding current will be,23 mA.,40 mA.,10 mA.,60 mA.,C,False,0.25094652,0.32222173,0.10461008,0.32222173
"In force-current analogy, electrical analogous quantity for displacement (x) is",voltage.,inductance.,capacitance.,flux.,D,False,0.3520328,0.24194838,0.053985983,0.3520328
Feedback circuit in an oscillator can be accomplished by,Resistive coupling between input and output,Capacitive coupling between input and output,Inductive coupling between input and output,Any one or combinations of the above methods,D,True,0.05006621,0.034409966,0.22438118,0.6911427
"Lowest critical frequency is due to zero and it may be present at the origin or nearer to the origin, then the type of network is",LC circuit.,RC circuit.,RLC circuit.,RL Circuit.,D,False,0.8410627,0.0197799,0.06092638,0.07823102
What is the value of dielectric constant of air?,Less than 1,0.,1.,none of these.,C,False,0.07030258,0.13134253,0.13134253,0.6670124
Temperature variation is a/an,Digital quantity,Analog quantity,Either Digital or Analog quantity,,B,False,0.37370196,0.039387897,0.107067406,0.4798428
The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,30,140.,150.,200.,C,False,0.22592203,0.2900896,0.15527378,0.3287146
For a dc machine shunt resistance and armature resistance values are,high and high,high and low,low and low,low and high,B,False,0.23480837,0.12568386,0.14241847,0.49708933
The change of cross sectional area of conductor in magnetic field will affect,reluctance of conductor.,resistance of conductor.,(A) and (B) both in the same way.,none of above.,C,False,0.261829,0.33619508,0.14014696,0.261829
Which of the following is used in SCR to protect from high dV / dt?,Snubber circuit.,Fuse.,Equalizing circuit.,Circuit breaker.,A,False,0.13641883,0.2887987,0.1545828,0.4201996
"What are the sets of commands in a program which are not translated into machine instructions during assembly process, called?",Mnemonics,Directives,Identifiers,Operands,B,False,0.6361644,0.0010837823,0.097558975,0.26519278
Speed of data transmission in 4-G network of telecom is,386 kbps - 2 mbps.,2 mbps.,2 mbps – 1 gbps.,100 mbps - 1 gbps.,D,True,0.11008579,0.26408207,0.066770405,0.55906177
Which of the followings is/are active element?,Voltage source,Current source,Both,None of these.,C,False,0.32719612,0.05685816,0.32719612,0.28874955
Electrical analogous quantity for spring element (K) in force-voltage analogy is,L,R,1/C,C,C,False,0.0943499,0.22633363,0.2564696,0.42284688
A quartz crystal oscillator consists of,only series resonant frequency.,only parallel resonant frequency.,both series and parallel frequencies.,neither series nor parallel frequency.,C,True,0.06210187,0.070370644,0.58920616,0.27832127
Which of the following oscillators are used for low frequency (LF) applications,LC oscillators,RC oscillators,Both LC and RC Oscillators,,B,False,0.23849851,0.07742913,0.23849851,0.44557387
The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of diameter 1.2 m is,3 / 2.,1 / 3.,2 / 3.,2 / 5.,C,False,0.3575235,0.16888215,0.11607089,0.3575235
Relative error is same as,ratio of absolute error and true value.,absolute error.,true error.,none of the above.,A,False,0.08360479,0.12164426,0.09473664,0.70001435
If holding current of a thyristor is 2 mA then latching current should be,0.01 A.,0.002 A.,0.009 A.,0.004 A.,D,True,0.34127745,0.16120805,0.11079656,0.386718
"In an intel 8085A, which is the first machine cycle of an instruction?",An op-code fetch cycle,A memory read cycle,A memory write cycle,An I/O read cycle,A,True,0.9153407,0.027640896,0.02152675,0.03549161
Which of the following are the disadvantages of a closed loop control system?,Reduces the overall gain.,Complex and costly.,Oscillatory response.,All of the above.,D,True,0.07902543,0.042299263,0.02907183,0.8496034
"Poles and zeros are arranged alternatively on negative real axis, then type of network is/are",LC network.,RC network.,RL network.,Both 2 and 3.,D,True,0.21701743,0.13162771,0.24591295,0.4054419
The magnetisation and applied field in ferromagnetic materials are related,sinusoidally.,non linearly.,linearly.,parabolically.,B,False,0.35428005,0.24349289,0.08957603,0.31265104
Thin laminations are used in a machine in order to reduce,Eddy current losses,Hysteresis losses,Both A and B,Copper losses,A,True,0.5042824,0.11252062,0.07733422,0.30586275
A metal surface with 1 meter radius and surface charge density of 20 coulombs / m2 is enclosed in a 10 m side cube. The total outward electric displacement normal to the surface of the cube is,40π coulombs.,80π coulombs.,10π coulombs.,none of these.,B,False,0.3567043,0.21635209,0.07023924,0.3567043
In binary number system the first digit (bit) from right to left is called as,"LSB, Least Significant Bit","MSB, Most Significant Bit",First Bit,Last Bit,A,True,0.75807047,0.05491444,0.037742104,0.14927293
In two wattmeter method of power measurement if the total power is measured by one wattmeter only then power factor of the system is,0.,0.5.,1.,none of above.,B,False,0.06733109,0.20739436,0.08645484,0.63881963
A 0 - 100 V voltmeter has a guaranteed accuracy of 2 % of full scale reading. The voltage measured by the voltmeter is 75 V. The limiting error is in percentage,3.33 %.,2.66 %.,2 %.,1 %.,B,False,0.24829793,0.17065251,0.05540276,0.52564675
Which of the following methods is/are used for reactive or voltage compensation,shunt capacitor,series capacitor,generation excitation control,all of the above,D,True,0.03831802,0.033815533,0.055752385,0.87211406
The ROM programmed during manufacturing process itself is called,MROM,PROM,EPROM,EEPROM,A,False,0.11816931,0.02987788,0.17193532,0.6800174
In 8085 name/names of the 16 bit registers is/are,stack pointer.,program counter.,both A and B.,none of these.,C,False,0.17686196,0.1072722,0.29159608,0.4242698
Stability of a transmission line can be increased by,shunt capacitor,series capacitor,shunt reactor,both A and B,D,True,0.14759038,0.10143729,0.08951809,0.6614542
Snubber circuit is used with SCR,in series.,in parallel.,either series or parallel.,anti parallel.,B,False,0.064745985,0.13706724,0.54211146,0.25607532
The number of rings in the Bohr model of any element is determined by what?,Column number on periodic table.,Atomic mass.,Row number on periodic table.,Atomic number.,C,False,0.45097426,0.11402415,0.03701822,0.39798337
Silicon and Germanium are ________ elements.,trivalant,pentavalant,hexavalant,tetravalant,D,True,0.06558196,0.051075283,0.17827025,0.7050725
The number of output pins in 8085 microprocessors are,27.,40.,21.,19.,A,False,0.07725057,0.16353945,0.11239891,0.64681107
If P is the power of a star connected system then what will be power of an equivalent delta connected system?,P,3P,P/3,None of the above,A,False,0.042240635,0.13011031,0.078915894,0.74873316
Which oscillators are easy to fabricate in a monolithic IC?,Crystal oscillator.,Hartley oscillator.,Wien bridge oscillator.,Relaxation oscillator.,D,True,0.25800633,0.12187355,0.13810083,0.48201925
"If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is",DC only,AC only,Either AC or DC,An Impulse,C,False,0.08019714,0.08019714,0.24702457,0.59258115
The feedback factor of a Wien bridge oscillator using Op-Amp is,1/3,1/4,1/2,1,C,False,0.2562958,0.106839985,0.09428596,0.5425782
"The length of bus cycle in 8086/8088 is four clock cycles, T1, T2, T3, T4 and an indeterminate number of wait state clock cycles denoted by Tw. The wait states are always inserted between",T1 & T2,T2 & T3,T3 & T4,T4 & T1,C,False,0.15848011,0.13985822,0.07486071,0.626801
Which of the following is not a sinusoidal oscillator?,LC oscillator,RC phase shift oscillator,Relaxation oscillator,Crystal oscillator,C,False,0.052693017,0.07666788,0.14323448,0.72740465
A wire carrying current is bent in the form of a circular loop. Then the magnetic field around each portion of the wire will be,parallel to the plane of the wire.,perpendicular to the circumference of the wire.,parallel to half portion and perpendicular for the other half.,none of above.,A,False,0.28643656,0.3677918,0.09299233,0.25277936
