0,1,2,3,4,5,alpacacode_llama_7B_correct,alpacacode_llama_7B_choiceA_probs,alpacacode_llama_7B_choiceB_probs,alpacacode_llama_7B_choiceC_probs,alpacacode_llama_7B_choiceD_probs
Which one of the following statements does NOT correctly describe the Green Revolution?,It changed centuries-old methods of farming.,It was an attempt to feed a growing world population.,"It centered on increased rice, wheat, and maize yields.",It greatly improved crop yields in sub-Saharan Africa.,D,False,0.21891177,0.28108826,0.28108826,0.21891177
"Historically, the world's major languages have spread by all of the following methods EXCEPT",Sanskrit records.,migration.,trade.,conquest.,A,False,0.24846093,0.36150852,0.219266,0.17076454
A primate city is,a large city located on the periphery of the country.,the most important city in a country.,when the largest city in a country is more than twice the size of the next largest city.,the largest city in a country.,C,True,0.25562707,0.25562707,0.2896634,0.19908255
"Which of the following factors would be considered a ""pull"" factor for Riva when considering a move from India to the United States?",Abject poverty,Better job and higher wages,India's caste system,Violence in her neighborhood,B,True,0.2766522,0.40252653,0.19014007,0.13068123
All of the following are reasons major cities attract young people in Latin America EXCEPT,the availability of jobs.,the potential for decent housing.,educational opportunities.,their families live there already.,D,False,0.25562707,0.2896634,0.25562707,0.19908255
"Which language family is most widely spoken in North America and Europe and includes Baltic, Celtic, Germanic, and Greek?",Dravidian,Uralic-Altaic,Sino-Tibetan,Indo-European,D,False,0.21327947,0.14658469,0.39845848,0.24167728
Which theorist(s) tried to explain the prices of farm products as they relate to patterns of land use?,Rostow,Ravenstein,Von Thünen,Burgess,C,True,0.27957204,0.27957204,0.31679663,0.12405934
Which of the following is NOT a spread effect in the core-periphery model of development?,Congestion in the core,High cost of labor in the core,High density in the core,More infrastructure in the core,D,False,0.2127117,0.27312723,0.27312723,0.24103393
Which of the following is NOT an important environmental factor influencing a country's agriculture?,Number of frost-free days per year,Availability of sufficient rainfall,Reliability of sufficient rainfall,Amount of fertilizer produced in the country,D,False,0.20818107,0.30290166,0.26730976,0.2216076
Which of the following countries is situated in the region of tectonic activity known as the Pacific Ring of Fire?,Brazil,Australia,Chile,India,C,True,0.15264504,0.28517848,0.36617643,0.19600013
"Which one of the following statements is NOT true of the ""core"" countries?",They are technologically advanced.,They are wealthy.,They are powerful.,They are less developed.,D,False,0.20767382,0.34239623,0.26665846,0.1832715
"If you wanted to find the global distribution of coal, you would use a",reference map.,topographic map.,thematic map.,location map.,C,False,0.39845854,0.24167733,0.2132795,0.1465847
Which one of the following is NOT a centripetal force in a state?,A high level of confidence in central government,The existence of strong separatist groups,The existence of national transportation networks,The national anthem,B,False,0.2617501,0.2617501,0.29660174,0.17989805
The cities of Varanasi (Benares) in India and Mecca in Saudi Arabia are alike because both are,capitals of countries formerly colonized by the English,destinations for vast numbers of pilgrims,financial centers for a large fraction of the world's economy,examples of modern urban planning,B,False,0.32047966,0.3010628,0.20691723,0.17154041
China and Vietnam's dispute over the Spratley Islands is,a positional dispute.,a territorial dispute.,a resource dispute.,a functional dispute.,C,False,0.35125372,0.24141292,0.24141292,0.16592051
Which of the following is NOT used by geographers to determine absolute location?,Longitude,Latitude,Equator,Distance to the nearest city,D,False,0.2656047,0.2656047,0.23439533,0.23439533
Which of the following is a characteristic of a developed country?,Over 50% of workforce engaged in agriculture,Women held in inferior place in society,Main disease related to age and lifestyle,High birth and death rates,C,False,0.32992664,0.29115924,0.21301666,0.16589753
"Mary lives in a neighborhood with stores, offices, and restaurants so close that she does not need to own a car; however, she feels she has very little privacy. This is an example of a(n)",win-win.,trade-off.,infill.,leapfrog development.,B,False,0.2617501,0.2617501,0.29660174,0.17989805
Which of the following items below is an absolute location?,10 miles east of Pittsburgh,Washington,3 degrees south,"479 Elm Street, Muncie, Indiana",D,False,0.32545507,0.25346467,0.19739848,0.2236818
Which one of the following groups is excluded from the caste system of Hinduism?,Scholar-priests,Warrior-landowners,Businessmen and farmers,Untouchables,D,False,0.23149459,0.26231772,0.33682263,0.16936505
Which of the following is a push factor?,Dissatisfaction with current jobs,Higher-paying jobs elsewhere,An attractive retirement community elsewhere,A pleasant climate,A,True,0.2866128,0.2866128,0.2529349,0.17383946
"The Basques, Bretons, Kashmiris, and Tamils are all examples of",regionalist groups.,separatist groups.,terrorist groups.,interventionist groups.,B,False,0.3300365,0.2570327,0.2570327,0.1558982
Which of the following factors does NOT play a role in gender relationships in a culture or society?,Biology,Advancements in technological development,Religion,Custom,A,True,0.28012884,0.24721283,0.28012884,0.19252954
The intensive agricultural practice of planting and harvesting the same crop more than once a year is called,swidden.,double cropping.,pastorialism.,intertillage.,B,True,0.2816182,0.31911525,0.24852721,0.15073937
"When a new fashion design is introduced globally, the information initially travels through a process known as",contagious diffusion,relocation diffusion,innovative diffusion,hierarchical diffusion,D,False,0.32332504,0.25180578,0.25180578,0.17306343
Opponents of genetically modified organisms (GMOs) in food are afraid that the GMOs,will hinder global trade.,make plants more resistant to disease.,may cause irreversible changes in humans.,make plants more resistant to drought.,C,False,0.27429962,0.27429962,0.27429962,0.17710115
Which one of the following is NOT an advantage of urban agriculture?,Helping to solve the problem of solid waste disposal,Fresh produce for sale to others,Beautification of a dingy urban area,Renewed or purified water supplies,D,False,0.20547281,0.28084803,0.28084803,0.23283118
Which of the following is NOT a problem Europe currently faces today?,Rising immigration,Lack of population growth,Environmental apathy,Urban ethnic ghettos on the rise,C,False,0.2236818,0.32545507,0.25346467,0.19739848
The world systems theory divides the world into,"core, periphery, and semi-periphery.",rich and poor.,developed and undeveloped.,haves and have-nots.,A,False,0.25562707,0.2896634,0.25562707,0.19908255
The majority of Kurds are found in which country?,Iran,Iraq,Turkey,Egypt,C,False,0.1959358,0.32304353,0.2850849,0.1959358
In what country are the most Basque speakers found?,Denmark,Finland,Luxembourg,Spain,D,False,0.11742559,0.28168935,0.31919584,0.28168935
The most rapidly urbanizing area of the world is:,Europe,East Asia,Sub-Saharan Africa,South Asia,C,False,0.20767382,0.34239623,0.26665846,0.1832715
The influence of neo-Malthusianism can be seen in,government programs for birth control and planning.,famine relief.,increased spending in social welfare programs.,increased total fertility rates.,A,True,0.27120194,0.27120194,0.27120194,0.18639418
