0,1,2,3,4,5,alpacacode_llama_7B_correct,alpacacode_llama_7B_choiceA_probs,alpacacode_llama_7B_choiceB_probs,alpacacode_llama_7B_choiceC_probs,alpacacode_llama_7B_choiceD_probs
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.23071584,0.15856852,0.4310339,0.17968166
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,False,0.39258745,0.26982117,0.21013694,0.12745449
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,False,0.24613409,0.31604242,0.24613409,0.19168942
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,True,0.21637933,0.31483006,0.27783656,0.19095409
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,False,0.24103393,0.27312723,0.27312723,0.2127117
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,True,0.25748104,0.33061218,0.2740871,0.13781966
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,False,0.26463422,0.26463422,0.26463422,0.20609733
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.19209586,0.27949783,0.3588823,0.169524
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.21426994,0.24279965,0.45360947,0.089321
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,False,0.24613409,0.31604242,0.24613409,0.19168942
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.21976466,0.2821834,0.24902599,0.24902599
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,False,0.19095409,0.27783656,0.31483006,0.21637933
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.31712013,0.24697341,0.21795328,0.21795328
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.32300723,0.23631714,0.2677824,0.17289332
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,False,0.21327494,0.3103132,0.3103132,0.16609868
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.24363722,0.27607712,0.31283638,0.16744925
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.31292415,0.31292415,0.24370557,0.1304462
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.41880605,0.2386285,0.19782996,0.1447355
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.38253227,0.23201755,0.18069544,0.20475478
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.31483006,0.27783656,0.21637933,0.19095409
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,False,0.15457724,0.21128204,0.3947268,0.23941392
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,False,0.26943097,0.26943097,0.23777199,0.22336611
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,False,0.3194452,0.26482937,0.23371111,0.18201439
