0,1,2,3,4,5,alpacacode_llama_7B_correct,alpacacode_llama_7B_choiceA_probs,alpacacode_llama_7B_choiceB_probs,alpacacode_llama_7B_choiceC_probs,alpacacode_llama_7B_choiceD_probs
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,False,0.21976466,0.24902599,0.2821834,0.24902599
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.30736336,0.1984487,0.23937483,0.25481316
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,False,0.23257595,0.26354307,0.29863343,0.20524755
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,False,0.17698753,0.2918031,0.33065623,0.20055315
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,True,0.30896604,0.3501044,0.240623,0.10030659
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.3070239,0.21101426,0.27094764,0.21101426
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,False,0.28421366,0.32205626,0.22134583,0.1723843
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,True,0.30601364,0.2700561,0.23832366,0.18560666
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.35686332,0.27792543,0.21644855,0.14876276
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.18627596,0.32692447,0.28850985,0.19828972
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,False,0.26531857,0.20663032,0.38603625,0.1420148
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.3128364,0.27607715,0.24363723,0.16744927
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,True,0.26531863,0.3860363,0.20663035,0.14201483
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.32675117,0.25447407,0.25447407,0.16430081
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,True,0.261829,0.261829,0.33619508,0.14014696
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.1686314,0.2780262,0.40452573,0.1488167
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.10803692,0.2591671,0.54865676,0.08413924
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.2617501,0.29660174,0.2617501,0.17989805
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,False,0.18919975,0.35347164,0.24293727,0.21439138
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.38754812,0.26635766,0.23505981,0.1110344
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.2725977,0.30889365,0.2725977,0.14591102
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,True,0.2725977,0.2725977,0.30889365,0.14591102
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.18414204,0.30359888,0.30359888,0.20866026
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.13361832,0.28287,0.36321226,0.22029938
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.19861887,0.25503168,0.3710689,0.17528053
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.20663032,0.26531857,0.38603625,0.1420148
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.2662129,0.34182414,0.2662129,0.12575008
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.26503736,0.34031472,0.23389466,0.16075328
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.31604242,0.24613409,0.24613409,0.19168942
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.21101426,0.3070239,0.27094764,0.21101426
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.29863346,0.2635431,0.23257597,0.20524758
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.24902599,0.24902599,0.2821834,0.21976466
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.26503736,0.34031472,0.23389466,0.16075328
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.19828953,0.28850955,0.28850955,0.22469147
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.2896634,0.25562707,0.25562707,0.19908255
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.3070239,0.21101426,0.27094764,0.21101426
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.35581604,0.2771098,0.2771098,0.08996438
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,True,0.20524758,0.2635431,0.29863346,0.23257597
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.19475931,0.2206912,0.36385828,0.2206912
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.17589992,0.37238014,0.22585997,0.22585997
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.28108826,0.28108826,0.21891177,0.21891177
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,True,0.23832364,0.27005607,0.3060136,0.18560664
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.32486945,0.28669629,0.25300857,0.13542573
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.28850955,0.19828953,0.28850955,0.22469147
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.29660174,0.2617501,0.2617501,0.17989805
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.3247916,0.3247916,0.19699608,0.15342069
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.26463422,0.26463422,0.26463422,0.20609733
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.26319745,0.49171755,0.15963732,0.0854477
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.37285915,0.37285915,0.17612618,0.078155525
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.24721283,0.28012884,0.28012884,0.19252954
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,True,0.20912322,0.23696765,0.3447859,0.20912322
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.20767382,0.34239623,0.26665846,0.1832715
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,False,0.2617501,0.29660174,0.2617501,0.17989805
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,True,0.16744925,0.27607712,0.31283638,0.24363722
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.41760075,0.22352558,0.25328767,0.10558601
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,False,0.25709978,0.29133222,0.33012265,0.121445335
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.22469147,0.28850955,0.28850955,0.19828953
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.3509605,0.2733283,0.18785562,0.18785562
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.22506078,0.47645366,0.19861543,0.099870116
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.28850955,0.28850955,0.19828953,0.22469147
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.2617501,0.29660174,0.2617501,0.17989805
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,False,0.2236818,0.25346467,0.32545507,0.19739848
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.21519046,0.40202868,0.21519046,0.16759048
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.23054817,0.23054817,0.3354456,0.20345806
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.27783656,0.21637933,0.31483006,0.19095409
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.16218789,0.26740262,0.30300686,0.26740262
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.1615122,0.3017445,0.3017445,0.23499885
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.22787347,0.37569985,0.25821447,0.13821225
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.19828953,0.28850955,0.28850955,0.22469147
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.2617501,0.29660174,0.2617501,0.17989805
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,False,0.40870097,0.24788967,0.19305666,0.15035269
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.24141292,0.35125372,0.24141292,0.16592051
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.32633546,0.36978653,0.19793248,0.10594562
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.24721283,0.28012884,0.28012884,0.19252954
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.28297442,0.41172534,0.17163265,0.13366765
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.14121081,0.26381654,0.43495992,0.16001281
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,False,0.21795328,0.21795328,0.31712013,0.24697341
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,True,0.23439533,0.2656047,0.2656047,0.23439533
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.1907769,0.33482388,0.33482388,0.13957535
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.2635431,0.29863346,0.23257597,0.20524758
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.19861887,0.25503168,0.3710689,0.17528053
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.26463422,0.26463422,0.26463422,0.20609733
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,False,0.2529349,0.2866128,0.2866128,0.17383946
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.24902599,0.24902599,0.2821834,0.21976466
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.21519046,0.21519046,0.40202868,0.16759048
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,False,0.17042328,0.31839263,0.3607861,0.15039802
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.14664404,0.21336582,0.45169547,0.18829468
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,True,0.24721283,0.28012884,0.28012884,0.19252954
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.24902599,0.24902599,0.2821834,0.21976466
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.30889365,0.2725977,0.2725977,0.14591102
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.07983924,0.14915934,0.66848576,0.102515616
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.20739019,0.30175093,0.28346875,0.20739019
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.20519587,0.4343997,0.26347673,0.09692767
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.20481254,0.29800048,0.3376788,0.15950817
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.21511292,0.35466126,0.21511292,0.21511292
How many sides does a rhombus have?,4,6,8,10,A,False,0.25562707,0.2896634,0.25562707,0.19908255
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.14459555,0.23839776,0.27014005,0.3468667
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.21230327,0.3500289,0.30889943,0.12876844
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.26740265,0.26740265,0.3030069,0.1621879
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.2231312,0.25284076,0.2375219,0.28650612
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.23832366,0.30601364,0.2700561,0.18560666
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.28798804,0.28798804,0.28798804,0.13603592
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.22134583,0.28421366,0.32205626,0.1723843
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.21101426,0.27094764,0.3070239,0.21101426
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.28421366,0.32205626,0.1723843,0.22134583
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.21637933,0.31483006,0.27783656,0.19095409
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,True,0.25346467,0.32545507,0.2236818,0.19739848
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.15073937,0.2816182,0.31911525,0.24852721
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.20206568,0.48473036,0.22897041,0.08423351
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.4431037,0.34508952,0.14385471,0.067952156
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.24846116,0.36150885,0.24846116,0.1415689
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.17440055,0.47406983,0.1976217,0.15390794
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.18621315,0.44670215,0.23910244,0.12798232
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.29554978,0.33490178,0.26082176,0.10872669
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.32205626,0.28421366,0.22134583,0.1723843
In British currency how many pence make a pound?,10,100,500,1000,B,True,0.2635431,0.29863346,0.23257597,0.20524758
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.18131405,0.33873922,0.33873922,0.14120752
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.2635431,0.29863346,0.23257597,0.20524758
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.26982117,0.39258745,0.21013694,0.12745449
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.24721283,0.28012884,0.28012884,0.19252954
How many stars are on the American flag?,13,48,50,51,C,False,0.25562707,0.2896634,0.25562707,0.19908255
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.314282,0.2773529,0.2773529,0.13101223
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.2896634,0.25562707,0.25562707,0.19908255
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,True,0.20345806,0.23054817,0.3354456,0.23054817
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.20524758,0.2635431,0.29863346,0.23257597
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.3103132,0.3103132,0.21327494,0.16609868
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.22730139,0.2575662,0.2575662,0.2575662
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.36891085,0.25354847,0.22375575,0.15378492
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.27014005,0.3468667,0.23839776,0.14459555
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,True,0.1921504,0.31680244,0.3589842,0.13206291
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.18560666,0.30601364,0.2700561,0.23832366
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,False,0.30359888,0.30359888,0.20866026,0.18414204
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.22446734,0.22446734,0.32659805,0.22446734
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.25354847,0.36891085,0.22375575,0.15378492
What is your hallux?,earlobe,tongue,eyelid,big toe,D,False,0.17834015,0.33318326,0.22899328,0.2594834
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.24613409,0.31604242,0.24613409,0.19168942
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.3030069,0.26740265,0.26740265,0.1621879
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,False,0.25,0.25,0.25,0.25
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,False,0.15342069,0.3247916,0.19699608,0.3247916
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,False,0.2617501,0.2617501,0.29660174,0.17989805
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.36385828,0.2206912,0.2206912,0.19475931
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.29863346,0.23257597,0.2635431,0.20524758
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.32486945,0.25300857,0.28669629,0.13542573
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,False,0.32675117,0.25447407,0.25447407,0.16430081
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,True,0.22134583,0.32205626,0.28421366,0.1723843
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.18520358,0.34600583,0.30534908,0.16344157
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.23500371,0.3874556,0.23500371,0.14253695
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,True,0.24852721,0.31911525,0.2816182,0.15073937
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,False,0.39008525,0.3037987,0.16261172,0.14350435
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,True,0.3070239,0.21101426,0.27094764,0.21101426
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.32486945,0.28669629,0.25300857,0.13542573
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.21891177,0.28108826,0.28108826,0.21891177
