0,1,2,3,4,5,alpacacode_llama_7B_correct,alpacacode_llama_7B_choiceA_probs,alpacacode_llama_7B_choiceB_probs,alpacacode_llama_7B_choiceC_probs,alpacacode_llama_7B_choiceD_probs
In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,100,50,1,A,False,0.19908255,0.25562707,0.2896634,0.25562707
Magnetic flux has the unit of,Newton,Ampere turn,Weber,Tesla,C,False,0.27252734,0.34993201,0.2122445,0.16529618
"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",Reciprocity theorem,Thevinin's theorem,Norton's theorem,Compensation theorem,A,False,0.24721283,0.28012884,0.28012884,0.19252954
A D-flip-flop is said to be transparent when,the output is LOW,the output is HIGH,the output follows clock,the output follow input,D,False,0.24194632,0.2741611,0.24194632,0.24194632
A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,500 Hz.,250 Hz.,400 Hz.,625 Hz.,B,True,0.24721283,0.28012884,0.28012884,0.19252954
Speed control by variation of field flux results in,constant power drive.,constant torque drive.,variable power drive.,none of the above.,A,False,0.25180578,0.32332504,0.25180578,0.17306343
Which of the following memories uses one transistor and one capacitor as basic memory unit,SRAM,DRAM,Both SRAM and DRAM,,B,False,0.20465285,0.27972725,0.21785182,0.29776812
"What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?",2,4,5,6,A,False,0.19168942,0.24613409,0.31604242,0.24613409
"The output of the system has an effect upon the input quantity, then the system is a",open loop control system.,closed loop control system.,either A or B.,none of the above.,B,False,0.31649017,0.31649017,0.21752031,0.14949937
"A sinusoidal signal is analog signal, because",it can have a number of values between the negative and positive peaks,it is negative for one half cycle,it is positive for one half cycle,it has positive as well as negative values,A,True,0.33318326,0.2594834,0.22899328,0.17834015
FM stands for,frequent modulation.,frequency modulation.,frequency moderator.,frequent moderator.,B,True,0.2766522,0.40252653,0.19014007,0.13068123
Stack is also known as,FIFO memory,Flash memory,LIFO memory,LILO memory,C,False,0.25562707,0.2896634,0.25562707,0.19908255
"In Ward-Leonard system, the lower limit of the speed imposed by",Field resistance.,Armature resistance.,Residual magnetism of the generator.,None of above.,C,False,0.25821447,0.37569985,0.22787347,0.13821225
Colpitts oscillator is also called as,Tank circuit oscillator,LC oscillator,Resonant circuit oscillator,All of the above,D,False,0.23012061,0.29548073,0.33482352,0.1395752
An SCR has half cycle surge current rating of 3000 A for 50 Hz supply. One cycle surge current will be,1500 A.,6000 A.,2121.32 A.,4242.64 A.,C,False,0.23499885,0.3017445,0.3017445,0.1615122
Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Decoders,Accumulators,Registers,C,False,0.2594834,0.33318326,0.22899328,0.17834015
Systematic errors are,environmental errors.,observational errors.,instrument errors.,all of the above.,D,False,0.23439533,0.2656047,0.2656047,0.23439533
Which of the following is/are the disadvantages of an open loop control system?,Inaccurate.,Unreliable.,both A and B.,none of the above.,C,False,0.3103132,0.3103132,0.21327494,0.16609868
A diode (p-n junction) when reverse biased act as,On Switch,Zener diode,Capacitor,Off Switch,D,False,0.36150852,0.24846093,0.219266,0.17076454
Piezoelectric effect is carried out in,composite filter.,crystal filter.,m derived.,constant k prototype.,B,False,0.24781555,0.24781555,0.29892263,0.20544632
The resistivity of the conductor depends on,area of the conductor.,length of the conductor.,type of material.,none of these.,C,False,0.25346467,0.32545507,0.2236818,0.19739848
The smallest change in measured variable to which instrument will respond is,resolution.,accuracy.,precision.,sensitivity.,A,True,0.37238014,0.22585997,0.22585997,0.17589992
"In electronic communications, ""AM"" stands for",Amp Modification,Amplitude Method,Amplitude Modulation,Ampere Method,C,True,0.2702055,0.2702055,0.3469507,0.1126384
Which system is also known as automatic control system?,Open loop control system,Closed loop control system,Either A or B,Nether A nor B,B,True,0.23163532,0.38190207,0.26247722,0.12398545
A combinational PLD with a fixed AND array and a programmable OR array is called a,PLD,PROM,PAL,PLA,B,False,0.33065623,0.2918031,0.20055315,0.17698753
A null type instrument as compared to a deflected type instrument has,a lower sensitivity.,a faster response.,a higher accuracy.,all of the above.,C,False,0.29068938,0.25653246,0.22638911,0.22638911
"Length of the cable is doubled, its capacitance C will be",one-fourth.,one-half.,doubled.,unchanged.,C,False,0.21891177,0.28108826,0.28108826,0.21891177
Electrons in p-type material of a semi-conductor are called as,either minority carriers or majority carriers,minority carriers,majority carriers,valance carriers,B,True,0.31839263,0.3607861,0.17042328,0.15039802
________ is the most detrimental impurity in the magnetic materials,Carbon.,Sulphur.,Oxygen.,Nitrogen.,A,False,0.20481254,0.29800048,0.3376788,0.15950817
Voltage controlled oscillators are used commonly in,Pulse Modulators Frequency Modulators Phase Clocked loops,Frequency Modulators,Phase Clocked loops,All the above,D,False,0.33065623,0.2918031,0.20055315,0.17698753
Low frequency supply is necessary for direct core type induction furnaces because,With normal frequeny supply the electromagnetic forces causes severe stirring action in the molten metal.,Magnetic coupling between the primary and secondary circuit is poor.,Both A and B.,None of the above.,C,False,0.29539207,0.29539207,0.23005158,0.17916435
"The moving coil-meters, damping is provided by",the aluminium frame of the coil.,the coil spring attached to the moving.,eddy current disk.,damping vane in the airtight chamber.,A,True,0.27312723,0.24103393,0.27312723,0.2127117
Which of the following is the analogous quantity for mass element in force-voltage analogy?,Resistance.,Inductance.,Capacitance.,All of the above.,B,True,0.24721283,0.28012884,0.28012884,0.19252954
A latch is ________ sensitive,both level and edge,edge,level,,C,False,0.23054817,0.3354456,0.23054817,0.20345806
What is used to protect the SCR from over current ?,CB and fuse.,Heat sink.,Snubber circuit.,Voltage clamping device.,A,False,0.20475478,0.23201755,0.38253227,0.18069544
The errors mainly caused by human mistakes are,gross error.,instrumental error.,observational error.,systematic error.,A,True,0.3354456,0.23054817,0.23054817,0.20345806
Electrical analogous quantity for dash-pot in force-current analogy is,resistance.,conductance.,inductance.,capacitance.,B,True,0.2617501,0.29660174,0.2617501,0.17989805
Which lamp has the best Colour Rendering Index (CRI)?,LED,Fluorescent,Incandescent,High pressure sodium vapour,C,False,0.26536164,0.21999252,0.26536164,0.2492842
Power dissipation in ideal inductor is,Maximum,Minimum,Zero,A finite value,C,False,0.28850955,0.28850955,0.19828953,0.22469147
For intermittent work which of the following furnace is suitable?,Core less furnace.,Indirect arc furnace.,Either of above.,Nither of above.,B,True,0.24613409,0.31604242,0.24613409,0.19168942
In electrical resistance welding material of electrode should have,higher electrical conductivities.,higher thermal conductivities.,sufficient strength to sustain high pressure at elevated temperatures.,all of above.,D,False,0.23257595,0.26354307,0.29863343,0.20524755
Which of the following are the passive elements?,Resistor,Bulb,Both,None of these.,C,False,0.30635518,0.34714592,0.21055464,0.13594429
The main advantage of dielectric heating is that,heating occurs in the material itself.,heating occurs due to high frequency.,it can be used for drying the explosives.,None of the above.,A,False,0.21439138,0.35347164,0.24293727,0.18919975
Materials used in heat sink should have,high thermal conductivity.,large surface area.,high melting point.,All of these.,D,False,0.24194632,0.2741611,0.24194632,0.24194632
Conductor is static and the field is varying then emf will be induced. This principle is called,virtually induced emf.,dynamically induced emf.,static induced emf.,none of these,C,False,0.2866128,0.2866128,0.2529349,0.17383946
"Four identical alternators each are rated for 20 MVA, 11 KV having a subtransient reactance of 16% are working in parallel. The short circuit level at the busbar is",500 MVA,400 MVA,125 MVA,100 MVA,A,False,0.19828953,0.28850955,0.28850955,0.22469147
"According to the Bohr model, an electron gains or losses energy only by",moving faster or slower in an allowed orbit.,jumping from one allowed orbit to another.,being completely removed from an atom.,jumping from one atom to another atom.,B,True,0.2603948,0.3788722,0.20279567,0.15793742
A three-state buffer has the following output states,"1, 0, float","High, Low, Float",Both A and B,"Set, Reset, Halt",C,False,0.31483006,0.27783656,0.19095409,0.21637933
"By using which of the following elements, mechanical translational systems are obtained?",mass element,spring element,dash-pot,all of the above,D,False,0.27312723,0.27312723,0.2127117,0.24103393
"Four capacitors each of 40 µF are connected in parallel, the equivalent capacitance of the system will be",160 µF,10 µF,40 µF,5 µF,A,False,0.22899327,0.25948337,0.33318323,0.17834014
"The resistance of a conductor of diameter d and length l is R Ω. If the diameter of the conductor is halved and its length is doubled, the resistance will be",R Ω,2R Ω,4R Ω,8R Ω,C,False,0.19828953,0.28850955,0.28850955,0.22469147
A single phase full bridge inverter can operated in load commutation mode in case load consist of,RL.,RLC underdamped.,RLC overdamped.,RLC critically damped.,B,False,0.24902599,0.24902599,0.2821834,0.21976466
A microprocessor is ALU,and control unit on a single chip.,and memory on a single chip.,register unit and I/O device on a single chip.,register unit and control unit on a single chip.,D,False,0.27783656,0.31483006,0.21637933,0.19095409
"To obtain a high value of capacitance, the permittivity of dielectric medium should be",low,zero,high,unity,C,True,0.25346467,0.2236818,0.32545507,0.19739848
Deflection method direct measurements are most widely used as these are,least time consuming.,most simple.,most simple and least time consuming.,most accurate.,C,False,0.29660174,0.2617501,0.2617501,0.17989805
Purely mechanical instrument cannot be used for dynamic measurements because they have,high inertia.,higher response time.,large time constant.,all of the above.,D,False,0.26463422,0.26463422,0.26463422,0.20609733
Advantages of higher transmission voltage is/are,Power transfer capability of the transmission line is increased,Transmission line losses are reduced,Area of cross section and volume of the conductor is reduced,all of the above,D,False,0.28012884,0.28012884,0.24721283,0.19252954
Under over voltage condition impedance offered by the voltage clamping device is,high.,low.,moderate.,infinity.,B,False,0.2866128,0.2529349,0.2866128,0.17383946
A long wire composed of a smooth round conductor runs above and parallel to the ground (assumed to be a large conducting plane). A high voltage exists between the conductor and the ground. The maximum electric stress occurs at,lower surface of the conductor.,upper surface of the conductor.,the ground surface.,midway between the conductor and ground.,A,False,0.25562707,0.2896634,0.25562707,0.19908255
In a dc machine 6 pole wave winding is used. The number of parallel paths are?,6,4,2,1,C,False,0.22638911,0.29068938,0.25653246,0.22638911
Which of the following is a digital device,Regulator of a fan,Microphone,Resistance of a material,Light switch,D,False,0.24697341,0.31712013,0.21795328,0.21795328
Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,square of instantaneous current.,square of the rate of change of current.,temperature of the inductor.,A,True,0.31292415,0.31292415,0.24370557,0.1304462
Which of the following is a variable displacement transducer?,tachometer,potentiometer,synchros,none of the above,B,True,0.19828953,0.28850955,0.28850955,0.22469147
"Five capacitors each of 5 µF are connected in series, the equivalent capacitance of the system will be",5 µF,25 µF,10 µF,1 µF,D,False,0.26463422,0.26463422,0.26463422,0.20609733
Susceptibility is negative for,non magnetic substances.,diamagnetic substances.,ferromagnetic substances.,none of above.,B,False,0.25562707,0.25562707,0.2896634,0.19908255
One of the following is the primary function of an oscillator,produces sinusoidal oscillations,generates non sinusoidal waveforms,generates sustained oscillations at a constant amplitude and specific frequency,none of the above,C,False,0.29692274,0.29692274,0.29692274,0.10923178
The metal surfaces for electrical resistance welding must be,rough.,clean.,moistened,coloured,B,False,0.33482352,0.29548073,0.23012061,0.1395752
The latching current of SCR is 20 mA. Its holding current will be,23 mA.,40 mA.,10 mA.,60 mA.,C,False,0.23499885,0.3017445,0.3017445,0.1615122
"In force-current analogy, electrical analogous quantity for displacement (x) is",voltage.,inductance.,capacitance.,flux.,D,False,0.25284103,0.3246543,0.23752218,0.18498246
Feedback circuit in an oscillator can be accomplished by,Resistive coupling between input and output,Capacitive coupling between input and output,Inductive coupling between input and output,Any one or combinations of the above methods,D,False,0.26436085,0.24834403,0.28141066,0.20588446
"Lowest critical frequency is due to zero and it may be present at the origin or nearer to the origin, then the type of network is",LC circuit.,RC circuit.,RLC circuit.,RL Circuit.,D,False,0.33767906,0.2320832,0.29800072,0.13223702
What is the value of dielectric constant of air?,Less than 1,0.,1.,none of these.,C,False,0.23257597,0.29863346,0.2635431,0.20524758
Temperature variation is a/an,Digital quantity,Analog quantity,Either Digital or Analog quantity,,B,False,0.35812342,0.2461344,0.20405258,0.19168967
The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,30,140.,150.,200.,C,False,0.2236818,0.32545507,0.25346467,0.19739848
For a dc machine shunt resistance and armature resistance values are,high and high,high and low,low and low,low and high,B,False,0.26463422,0.26463422,0.26463422,0.20609733
The change of cross sectional area of conductor in magnetic field will affect,reluctance of conductor.,resistance of conductor.,(A) and (B) both in the same way.,none of above.,C,False,0.2866128,0.2866128,0.2529349,0.17383946
Which of the following is used in SCR to protect from high dV / dt?,Snubber circuit.,Fuse.,Equalizing circuit.,Circuit breaker.,A,False,0.21891199,0.28108856,0.31851506,0.18148442
"What are the sets of commands in a program which are not translated into machine instructions during assembly process, called?",Mnemonics,Directives,Identifiers,Operands,B,False,0.37754655,0.22899356,0.21511956,0.17834036
Speed of data transmission in 4-G network of telecom is,386 kbps - 2 mbps.,2 mbps.,2 mbps – 1 gbps.,100 mbps - 1 gbps.,D,False,0.25562707,0.2896634,0.25562707,0.19908255
Which of the followings is/are active element?,Voltage source,Current source,Both,None of these.,C,False,0.2570327,0.3300365,0.2570327,0.1558982
Electrical analogous quantity for spring element (K) in force-voltage analogy is,L,R,1/C,C,C,True,0.19475931,0.2206912,0.36385828,0.2206912
A quartz crystal oscillator consists of,only series resonant frequency.,only parallel resonant frequency.,both series and parallel frequencies.,neither series nor parallel frequency.,C,True,0.23832364,0.27005607,0.3060136,0.18560664
Which of the following oscillators are used for low frequency (LF) applications,LC oscillators,RC oscillators,Both LC and RC Oscillators,,B,False,0.29443327,0.24409376,0.3134226,0.14805034
The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of diameter 1.2 m is,3 / 2.,1 / 3.,2 / 3.,2 / 5.,C,False,0.21637933,0.31483006,0.27783656,0.19095409
Relative error is same as,ratio of absolute error and true value.,absolute error.,true error.,none of the above.,A,True,0.30601364,0.2700561,0.23832366,0.18560666
If holding current of a thyristor is 2 mA then latching current should be,0.01 A.,0.002 A.,0.009 A.,0.004 A.,D,False,0.2529349,0.2866128,0.2866128,0.17383946
"In an intel 8085A, which is the first machine cycle of an instruction?",An op-code fetch cycle,A memory read cycle,A memory write cycle,An I/O read cycle,A,True,0.29660174,0.2617501,0.2617501,0.17989805
Which of the following are the disadvantages of a closed loop control system?,Reduces the overall gain.,Complex and costly.,Oscillatory response.,All of the above.,D,False,0.23439533,0.2656047,0.2656047,0.23439533
"Poles and zeros are arranged alternatively on negative real axis, then type of network is/are",LC network.,RC network.,RL network.,Both 2 and 3.,D,False,0.25265172,0.26894635,0.26894635,0.20945562
The magnetisation and applied field in ferromagnetic materials are related,sinusoidally.,non linearly.,linearly.,parabolically.,B,True,0.2594834,0.33318326,0.22899328,0.17834015
Thin laminations are used in a machine in order to reduce,Eddy current losses,Hysteresis losses,Both A and B,Copper losses,A,True,0.29539207,0.29539207,0.23005158,0.17916435
A metal surface with 1 meter radius and surface charge density of 20 coulombs / m2 is enclosed in a 10 m side cube. The total outward electric displacement normal to the surface of the cube is,40π coulombs.,80π coulombs.,10π coulombs.,none of these.,B,True,0.2700561,0.30601364,0.23832366,0.18560666
In binary number system the first digit (bit) from right to left is called as,"LSB, Least Significant Bit","MSB, Most Significant Bit",First Bit,Last Bit,A,True,0.3030892,0.3030892,0.26747528,0.12634638
In two wattmeter method of power measurement if the total power is measured by one wattmeter only then power factor of the system is,0.,0.5.,1.,none of above.,B,True,0.23257597,0.29863346,0.2635431,0.20524758
A 0 - 100 V voltmeter has a guaranteed accuracy of 2 % of full scale reading. The voltage measured by the voltmeter is 75 V. The limiting error is in percentage,3.33 %.,2.66 %.,2 %.,1 %.,B,True,0.22899328,0.33318326,0.2594834,0.17834015
Which of the following methods is/are used for reactive or voltage compensation,shunt capacitor,series capacitor,generation excitation control,all of the above,D,False,0.3128364,0.27607715,0.24363723,0.16744927
The ROM programmed during manufacturing process itself is called,MROM,PROM,EPROM,EEPROM,A,False,0.22899328,0.33318326,0.2594834,0.17834015
In 8085 name/names of the 16 bit registers is/are,stack pointer.,program counter.,both A and B.,none of these.,C,False,0.23201755,0.38253227,0.20475478,0.18069544
Stability of a transmission line can be increased by,shunt capacitor,series capacitor,shunt reactor,both A and B,D,False,0.28850955,0.28850955,0.22469147,0.19828953
Snubber circuit is used with SCR,in series.,in parallel.,either series or parallel.,anti parallel.,B,False,0.2617501,0.2617501,0.29660174,0.17989805
The number of rings in the Bohr model of any element is determined by what?,Column number on periodic table.,Atomic mass.,Row number on periodic table.,Atomic number.,C,False,0.23439533,0.2656047,0.2656047,0.23439533
Silicon and Germanium are ________ elements.,trivalant,pentavalant,hexavalant,tetravalant,D,False,0.23257597,0.29863346,0.2635431,0.20524758
The number of output pins in 8085 microprocessors are,27.,40.,21.,19.,A,False,0.22638911,0.29068938,0.25653246,0.22638911
If P is the power of a star connected system then what will be power of an equivalent delta connected system?,P,3P,P/3,None of the above,A,False,0.16817567,0.2772748,0.2772748,0.2772748
Which oscillators are easy to fabricate in a monolithic IC?,Crystal oscillator.,Hartley oscillator.,Wien bridge oscillator.,Relaxation oscillator.,D,False,0.24852718,0.28161818,0.31911522,0.15073936
"If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is",DC only,AC only,Either AC or DC,An Impulse,C,True,0.24902599,0.24902599,0.2821834,0.21976466
The feedback factor of a Wien bridge oscillator using Op-Amp is,1/3,1/4,1/2,1,C,True,0.25562707,0.25562707,0.2896634,0.19908255
"The length of bus cycle in 8086/8088 is four clock cycles, T1, T2, T3, T4 and an indeterminate number of wait state clock cycles denoted by Tw. The wait states are always inserted between",T1 & T2,T2 & T3,T3 & T4,T4 & T1,C,False,0.2127117,0.27312723,0.27312723,0.24103393
Which of the following is not a sinusoidal oscillator?,LC oscillator,RC phase shift oscillator,Relaxation oscillator,Crystal oscillator,C,True,0.24363722,0.27607712,0.31283638,0.16744925
A wire carrying current is bent in the form of a circular loop. Then the magnetic field around each portion of the wire will be,parallel to the plane of the wire.,perpendicular to the circumference of the wire.,parallel to half portion and perpendicular for the other half.,none of above.,A,False,0.25105843,0.36528784,0.22155827,0.1620955
