0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceD_probs
"A 20 year old student who has recently arrived in Britain from Sudan visits the university health centre to complain of abdominal cramps and diarrhoea after drinking milk. Which of the following is the most likely cause of his problem?
",Bacterial and yeast overgrowth in the small intestine,Lack of pancreatic amylase,Lack of small intestinal lactase,Lack of small intestinal sucrase-isomaltase,C,False,0.039098624,0.09379272,0.32736877,0.53973985
"Which of the following is the main nitrogenous compound in urine?
",Uric acid,Ammonia,Urea,Creatinine,C,False,0.011356829,0.065354034,0.37608653,0.54720265
"It has been observed that a reduction in family size and improved sanitary condition have led to an increase in allergic conditions. The 'hygiene hypothesis' suggests that
",The frequent use of antiseptic swipes will reduce allergies,Living on a working farm will help reducing the development of atopic diseases,Particular care must be taken during breast feeding in high risk infants,Living on a working farm will increase the development of atopic diseases,B,False,0.05458047,0.19050455,0.16811968,0.58679533
"Why might some biochemical (eg plasma or serum) indices of micronutrient status give misleading results in people with infections or inflammatory states?
","Because people who are sick often alter their diets, and may eat less food.",Because the accuracy of some laboratory assays may be compromised in samples from people who are sick.,"Because some metabolic pathways are altered in sick people, which changes their micronutrient requirements.",Because an acute phase reaction results in changes in inter-tissue distributions of certain micronutrients.,D,True,0.019464204,0.09884738,0.23712254,0.6445659
"What proportion of vegans is likely to be deficient in vitamin B12?
",3%,32%,66%,15%,B,False,0.040626187,0.14179933,0.18207395,0.6355005
"Which of these factors increases the risk for cancer of the oesophagus?
",Processed meat,Fruit and vegetables,Salt,Alcohol,D,True,0.032472573,0.12843151,0.18686676,0.6522291
"Which one of the following statements about protein nutrition is correct?
","There is a requirement for dietary protein, but it is unimportant which protein is consumed.","The requirement for dietary protein is for individual amino acids, not simply the total amount of protein in the diet.",All dietary proteins have the same amino acid content and composition.,For an adult in nitrogen equilibrium there is only a small requirement for an intake of protein since amino acids arising from tissue protein catabolism are available for new protein synthesis.,B,False,0.103919335,0.19414687,0.103919335,0.5980145
"Higher dietary sodium (salt) intake is generally associated with:
",Decreased calcium excretion in the urine,Increased risk of fracture,Decreased dietary calcium absorption,Negative calcium balance and bone mineral loss,D,True,0.06354751,0.11872237,0.13453007,0.68320006
"Which of the following is a function of vitamin B6?
",Synthesis of TMP (thymidine monophosphate),Decarboxylation of amino acids to form amine neurotransmitters,Synthesis of methionine from homocysteine,Carboxylation of pyruvate to oxaloacetate,B,False,0.04653274,0.3034316,0.20854527,0.44149035
"Which of the following statements is/are true?
There is increasing concern about the importance of adequate nutrition in the pre-conception period to support a successful pregnancy. This is because:
",in the embryonic period the foetus is vulnerable to external factors in its environment,the embryonic period often occurs before a woman knows she is pregnant,interventions in late pregnancy may be too late to be effective,all of the options given are correct,D,True,0.21140648,0.14529741,0.06863364,0.5746624
"Which of the following best explains the antioxidant action of vitamin E?
",It forms a stable radical that can be reduced back to active vitamin E by reaction with vitamin C,It is converted to a stable radical by reaction with vitamin C,It is lipid soluble and can react with free radicals in the bloodstream resulting from nitric oxide formation by vascular epithelium,It forms a stable radical that can be reduced back to active vitamin E by reaction with glutathione and glutathione peroxidase,A,False,0.022224765,0.07757205,0.16422004,0.73598313
"Which of these factors increases the risk for cancer of the stomach?
",Obesity,Sugar,Salt and salt-preserved foods,Dietary fibre,C,True,0.025350807,0.12874202,0.4493538,0.39655334
"What are the main enzyme systems for catalysing ethanol to acetaldehyde?
",Alcohol dehydrogenase (ADH),Catalase,"Alcohol dehydrogenase (ADH), cytochrome P450 2E1 (CYP2EI), catalase",cytochrome P450 2E1 (CYP2EI),C,False,0.05827134,0.15839794,0.23046763,0.5528631
"In a healthy person maintaining energy balance in equilibrium (i.e. mathematical equality of energy intake and energy expenditure) is generally achieved on a:
",day-to-day basis,2-3 day basis,3-4 day basis,1-2 week basis,D,True,0.07486071,0.15848011,0.13985822,0.626801
"Which of the following statements is incorrect regarding fatty acid ß-oxidation?
","The major site of fatty acid ß-oxidation is the peroxisomes, the mitochondria also contain enzymes for this pathway",Within the liver peroxisomes serve to oxidise very long chain fatty acids to medium chain products,The rate of b-oxidation is regulated by the availability of fatty acids and the rate of utilisation of b-oxidation products,Peroxisomes are the site for the degradation of xenobiotics and eicosanoids,A,False,0.048323676,0.1686662,0.115922466,0.66708773
"Intestinal lactase deficiency leads to lactose maldigestion which subsequently can lead to lactose intolerance, i.e. causing clinical symptoms. Infants and children normally express sufficient lactase levels as not to experience clinical symptoms. Overall, adults can be classified as lactase-persisters or lactase non-persisters. What is the approximate percentage of Lactase non-persisters worldwide?
",45%-50%,70%-75 %,10%-15%,30%-35%,B,False,0.02514556,0.16396967,0.23857443,0.5723103
"Which of the following vitamins provides the coenzyme for carboxylation reactions?
",Biotin,Niacin,Riboflavin,Thiamin,A,False,0.034663666,0.3288797,0.094225615,0.54223096
"According to trials on diabetes prevention, high-risk individuals can reduce their risk to develop diabetes by doing the following:
",Eating a very low carbohydrate diet,Consuming a diet high in monounsaturated fats,Losing 5-7% of body weight through a hypocaloric low fat diet and 30 minutes of daily activity,Initiating metformin 850 mg BID and practicing daily vigorous exercise,C,False,0.07068504,0.090761386,0.24671501,0.59183854
"IBS
",Is primarily a psychological problem,Is a contra-indication to colonoscopy,May be associated with constipation,always resolves with a gluten free diet.,C,False,0.09949898,0.08780754,0.07748988,0.73520356
"The gut microbes metabolize L-carnitine into which metabolite that has been shown increase cardiovascular disease?
",choline,betaine,Trimethylamine,All of the above,C,False,0.016849054,0.08556655,0.18114439,0.71643996
"Which of the following statements is correct?
",Sulfur dioxide is not used in foods containing thiamin because it causes destruction of the vitamin,Sulfur dioxide is not used in foods containing niacin because it causes destruction of the vitamin,Sulfur dioxide is not used in foods containing vitamin E because it causes destruction of the vitamin,Sulfur dioxide is not used in foods containing vitamin C because it causes destruction of the vitamin,A,False,0.083991095,0.13847792,0.15691604,0.62061495
"Eosinophilic oesophagitis
",Leads to oesophageal diverticular,May cause oesopgageal obstruction,Is not due to allergy,Benefits from antacid therapy,B,False,0.07254168,0.119601004,0.119601004,0.68825626
"Which of the following vitamins is required for fatty acid b-oxidation?
",Niacin,Riboflavin,Thiamin,Vitamin C,B,False,0.03605707,0.30190217,0.09801328,0.5640275
"Children who are obese should:
",Follow a different diet to the rest of the family,Eat the same and take more exercise,"Reduce their total energy intake, increase their activity level and reduce their screen time",Eat more fruit and vegetables,C,True,0.021125672,0.07373585,0.4808181,0.42432046
"Which of the treatments below has not demonstrated efficacy in BED
",Cognitive Behavioural Therapy,"Antidepressants (Fluoxetine, Sertraline)","Antiobesity agents (Orlistat, Sibutramine)","Benzodizepines (Diazepam, Alprazolam)",D,True,0.012717818,0.09397267,0.19894014,0.6943693
"Which of the following is a function of biotin?
",Decarboxylation of amino acids to form amine neurotransmitters,Synthesis of methionine from homocysteine,Carboxylation of pyruvate to oxaloacetate,Synthesis of methylene tetrahydrofolate,C,False,0.01711895,0.14333521,0.111629575,0.72791624
"How is iron transported in the circulation from the intestine to the sites of metabolism in the body?
",As simple Fe2+ in the serum,Bound to albumin,Bound to ferritin,Bound to transferrin,D,True,0.007916671,0.20417364,0.15901059,0.6288991
"The safety of which of the following substances must be demonstrated prior to their introduction into food?
",Pesticide chemicals,Substances migrating from food packaging,Colour additives,All of the above,D,True,0.062144477,0.102458924,0.24578618,0.5896104
"Select the single most accurate statement about the absorptive area of the human intestine?
",The absorptive area is equivalent to that of a tennis court,All of the options given are correct,Changes in motility increase the contact time between nutrients and absorptive surface,"The presence of folds, villi and microvilli on the surface of enterocytes magnifies the absorptive area",B,False,0.022587491,0.114708744,0.114708744,0.74799496
"Infants and children with a suspected food allergy e.g. cow's milk allergy/intolerance could display the following symptoms and signs:
",severe atopic dermatitis,enterocolitis,diarrhoea,all of the above,D,True,0.053260103,0.053260103,0.060351606,0.8331282
"High intake of which of these dietary components predisposes to accelerated cognitive decline
",High glycaemic index carbohydrates,A high n-6:n-3 fat ratio,Long chain saturated fats,All of the above,D,True,0.038579024,0.0816718,0.104868665,0.77488047
"Which of the following statements is/are true?
How can smoking affect breastfeeding?
",Suppresses milk production,Alters the composition of breast milk,Increases the risk of early cessation of breastfeeding,all of the options given are correct,D,True,0.09746745,0.1418143,0.12515068,0.6355676
"Which of the following statements about the global ageing population is correct?
",It is predicted that by 2040 over 25% of the world's population will be 65yr or older.,The rate of increase in the median age of populations is greater in developing countries than wealthy countries.,In older age groups men outnumber women.,"Men have a lower mortality rate than women, over the life course.",B,False,0.20408566,0.23125936,0.07507893,0.48957607
"Which of the following changes in body composition are associated with ageing in older adults?
",Increased bone mass,Increased muscle mass,Increased body fat,All of the above,C,False,0.006725512,0.06380988,0.32405332,0.6054113
"What is the main source of protein in the British diet?
",Fish and fish products,Pulses,Meat and meat products,Milk and milk products,C,False,0.03804114,0.11717497,0.17048857,0.67429537
"What is leptin resistance?
",Deficiency of leptin caused by a mutation in the leptin gene,Lack of leptin release from the adipose tissue,High concentrations of leptin without reduction in energy intake,Low concentrations of leptin with increased energy intake,C,False,0.033872698,0.13396911,0.1518069,0.6803513
"The two most common causes of foodborne illness in the United States and Europe are:
",Salmonella and Campylobacter,Listeria and Salmonella,Shigella and Staphlococcus,E. coli STECs and non-STEC subtypes,A,False,0.23331769,0.20590213,0.06684664,0.49393356
"Bariatric surgery is used for obesity treatment but how much is the incidence of type 2 diabetes reduced in obese individuals after surgery?
",80-90%,No reduction in the incidence,Approximately 50 %,None of the options given is correct,A,False,0.08091662,0.13340895,0.32003143,0.465643
"What are the disadvantages of identifying under-reporting of usual intake using the doubly labelled water technique?
",It uses a sophisticated analytical technique,It provides a marker for energy intake only,Mis-reporting of low energy content foods would not be identified,All of the options given are correct,D,True,0.028868949,0.10076254,0.21331428,0.65705425
"Facial flushing is seen in approximately 50% of East Asians and is thought to be due to a deficiency of?
",ALDH1,ALDH2,ALDH3,ALDH4,B,True,0.23257597,0.29863346,0.20524758,0.2635431
"Which of the following foods do not contain free sugars
",Cows' milk,Natural unsweetened orange juice,Honey,Agave nectar,A,False,0.04790041,0.10140516,0.18944979,0.6612447
"Which of the following inborn errors of metabolism gives rise to zinc deficiency?
",Acrodermatitis enteropathica,Wilson's disease,Menkes disease,Haemochromatosis,A,False,0.08673801,0.11137381,0.3027454,0.4991428
"Ulcerative Colitis
",Carries a risk of colonic cancer,Can be treated with a LOFFLEX diet,Can be caused by small intestinal bacterial overgrowth,Can be caused by milk intolerance,A,False,0.16008352,0.20555131,0.14127322,0.49309197
"What characteristic is not representative of a type IIb muscle fibre?
",Low oxidative capacity,High fatigue resistance,High motor unit strength,Fast contractile speed,B,False,0.064568184,0.120629236,0.120629236,0.69417334
"Which of the following statements is not true?
",Vegan diets are likely to be deficient in protein,Cereals are deficient in lysine,Legumes are deficient in methionine,Dairy products are rich source of tryptophan,A,False,0.037644036,0.11595181,0.090303354,0.7561007
"Intestinal failiure:
",Always requires parenteral nutritional suport,May follow colectomy,Is always permanent,May benefit from sodium supplementation of >=90mmol/l,D,True,0.11402187,0.1292037,0.10062394,0.6561505
"Which of the following statements is correct?
",Mycotoxins contaminate foods containing bacteria formed during storage under dry conditions,Mycotoxins contaminate foods containing fungi formed during storage under dry conditions,Mycotoxins contaminate foods containing bacteria formed during storage under moist conditions,Mycotoxins contaminate foods containing fungi formed during storage under moist conditions,D,True,0.1370871,0.2902134,0.09421849,0.478481
"Which of the following is true about dietary calcium:
",Typical calcium intake in most adults is between 0.5mg and 2.0mg per day,Activated Vitamin D decreases absorption of dietary calcium,There is clear evidence that people who consume more than the average amount of calcium have a lower risk of bone fractures.,"Absorption efficiency is inversely related to calcium intake, so that a higher proportion is absorbed when calcium intake is low",D,True,0.12391837,0.18030016,0.1404179,0.5553636
"Oral bacterial synthesise extracellular glucans (dextran and mutan) from which host dietary component?
",glucose,Alpha limit dextrins,Sucrose,polysaccharides,C,False,0.099227615,0.18538158,0.14437532,0.5710155
"What is the definition of overweight?
",BMI > 25 kg/m2,BMI = 25 kg/m2,BMI 25-29.9 kg/m2,BMI 25-30 kg/m2,C,False,0.104804166,0.28488728,0.19579996,0.41450852
"Pregnancy and lactation is known to:
",Decrease calcium requirements,Result in bone mineral loss from the skeleton,Decrease the rate of dietary calcium absorption,Affect bone mineral content later in life,B,False,0.09412181,0.13694641,0.15518062,0.61375123
"Observational epidemiology studies have produced useful in identifying health effects of many food contaminants, but not for assessing risk, because:
",It is never possible to know whether observed effects are caused by the contaminant,Human exposure though food is usually much less than exposures that have been studied,Controlled animal studies provide more reliable information,Reliable dose-response data are difficult to acquire and often unavailable,D,True,0.07828449,0.16572826,0.10051928,0.655468
"It is correct to state that for the treatment of Bulimia Nervosa:
",Fluoxetine is considered of benefit,The first approach is to discuss body image,It is not useful to discuss weight with patients,Treatments should target exclusively on purging practices,A,False,0.19470254,0.17182438,0.104216754,0.52925634
"The respiration quotient (RQ):
",is defined as the ratio of VO2 divided by VCO2.,decreases on a high carbohydrate diet.,increases with fasting.,goes beyond a value of 1.0 when exogenous carbohydrate is converted to endogenous fat.,D,True,0.060585015,0.08815068,0.113187715,0.73807657
"Nitrites are added to processed meats mainly to prevent the growth of the following genus of microorganisms
",salmonella,clostridium,listeria,campylobacter,B,False,0.022256643,0.1644556,0.23928146,0.5740064
"At what stage(s) during pregnancy did in utero exposure to the Dutch Hunger Winter have the biggest effects on DNA methylation in blood cells from the adult offspring?
",First trimester of pregnancy.,Second trimester of pregnancy.,Third trimester of pregnancy.,Effects were similar at all stages of pregnancy.,A,False,0.06901285,0.18759638,0.16555323,0.5778375
"The body's adjustment of heat production to changes in the plane of nutrition (under- or over-nutrition) and to minimize energy imbalance is known as:
",Basal metabolic rate,Thermic effect of food,Adaptive thermogenesis,Thermal balance,C,False,0.09587588,0.17911972,0.2953185,0.4296859
"Which drug(s) is/are approved for the treatment of obesity in Europe?
",Orlistat,Phentermine/Topiramate,Lorcaserin,Naltrexone/Bupropion,A,False,0.1600835,0.1412732,0.20555128,0.4930919
"In order to achieve optimal nutritional status it is recommended that older adults consume:
",A high energy content diet.,A high nutrient dense diet.,A low energy content diet.,A daily antioxidant supplement.,B,True,0.24351506,0.40148845,0.07905777,0.27593872
"The measurement of a specific biochemical status index for a micronutrient such as vitamin C is most likely to be useful in practice to estimate:
","The presence or risk of a clinical deficiency, such as clinical scurvy.",The overall quality of a person's diet,"The tissue levels, or body status, of that nutrient.",Overall health and freedom from disease.,C,True,0.045264285,0.0958245,0.4294556,0.4294556
"Which statement about protein digestion and absorption is most correct?
",The products of protein digestion may be absorbed as free amino acids or as di- or tripeptides,Gastric digestion of all proteins is equally efficient because of the grinding action of the antrum,"Gastric zymogenic (chief) cells produce and secrete chymotrypsin, elastase and carboxypeptidase A and this initiates the process of protein digestion",The products of digestion of dietary protein by luminal and brush-border enzymes are only absorbed by one of the 14 different amino acid transporters,A,False,0.07892448,0.13012446,0.13012446,0.66082656
"What is the density of fat free mass?
",0.900 g/cm3,0.730 g/cm3,1.100 g/cm3,None of the above,C,False,0.095054105,0.15671773,0.20122956,0.5469986
"In an epidemiological context, what is the population at risk?
",The proportion of a population that engage in risky behaviours.,The group of people that may experience the outcome we want to study.,A group of people participating in a study that may be harmful to them.,The population group with the highest relative risk of disease.,B,False,0.3189712,0.24841501,0.07117209,0.3614417
"How will climate change affect future food security?
","It will have negative impacts in most developing countries because of the increased frequency of droughts, storms and floods.","The impact will be positive, because drier weather will mean less habitat for malaria mosquitoes, so fewer workers will be sick at harvest time.",The impact will be positive because there will be more carbon dioxide available for plant photosynthesis.,There currently is no scientific consensus as to whether climate change is occurring or whether it will over the next 50 years.,A,False,0.25934482,0.228871,0.08419693,0.4275873
"What is a major limitation of using BMI (body mass index) as a method of body fat measurements?
",It is not an accurate measure for average people,It is more accurate than height-weight tables,It does not distinguish between fat and fat free mass,All of the above,C,False,0.024256073,0.10870818,0.15816946,0.70886636
"Which of the following vitamins provides the cofactor for hydroxylation reactions in collagen synthesis?
",Biotin,Niacin,Riboflavin,Vitamin C,D,True,0.009673664,0.19430074,0.11784936,0.6781762
"Endurance type exercise training modulates fuel storage and substrate use. Adaptive responses include:
",lowering intramuscular lipid storage,Increasing liver glycogen content,Increasing muscle glycogen use during exercise,Increasing intramuscular lipid use during exercise,D,True,0.06358553,0.15253374,0.25148562,0.53239506
"Which vitamins are most likely to be lacking in a vegan diet?
",Vitamin B1,Folate,Vitamin B12,Vitamin A,C,False,0.027089281,0.13757072,0.29123724,0.5441028
"A blood sample is taken from a 45 year old man after he has broken his overnight fast by eating three slices of toast and a boiled egg. Which one of the following will be at a higher concentration than if the blood sample had been taken before breakfast?
",Alanine,Glucose,Ketone bodies,Non-esterified (free) fatty acids,B,False,0.026398098,0.07175747,0.22102857,0.68081594
"In adolescence:
",Brain growth is faster than at any other stage in life,Peak bone mass occurs before the growth spurt ends,Girls physiologically increase their percentage body fat,Type 2 obesity related diabetes remains a very rare problem,C,False,0.26990607,0.23819129,0.04690264,0.4449999
"In which form is selenium found in the 25 human selenoproteins?
",Selenophosphate,Selenocysteine,Selenohistidine,Selenate,B,False,0.07232949,0.19661194,0.19661194,0.53444666
"On a global scale, trends are suggesting that with rising incomes and urbanization we are seeing a rise in which food commodities?
",Roots and Tubers,Fruits and vegetables,Beans and lentils,Meat and Dairy products,D,True,0.11107811,0.26646256,0.18313685,0.43932247
"Intestinal motility is a complex process, orchestrated by nerves, hormones and the presence of food in the stomach. Which statement about this process is correct?
",The migrating motor complex is chiefly responsible for peristaltic movement of food after a meal has been consumed,The release of insulin after eating a meal will slow the emptying of the stomach,"At the start of a meal, the stomach increases its ""tone"" in order to develop pressure which will lead to expulsion of its contents, via the pylorus","The presence of partially digested fat and starch in the duodenum, slows intestinal motility",D,True,0.088727385,0.21284594,0.18783589,0.51059085
"It is possible to reduce (though not eliminate) information bias in assessment of dietary intake by
",gathering information about many different aspects of people's dietary habits.,"collecting data about dietary intake at the onset of a study, before people have experienced symptoms of disease.",collecting data on all possible confounders.,making sure that the study sample is representative of the population.,B,False,0.08868679,0.27317455,0.18774992,0.45038867
"To characterize a binge eating episode one must investigate the presence of:
","If patients feel that their eating habits are chaotic, regardless of meal size.",The consumption of large quantities of sweets between meals.,A subjective component of lack of control and an objective component of large consumption of food in a discrete period of time,The feeling that one cannot choose the type of food eaten even if their quantity is kept under control.,C,False,0.086782,0.111430295,0.23589793,0.5658897
"Which of the factors below is NOT considered a risk factor for Eating Disorders
",Perfectionism traits,Female gender,Dieting during adolescence,Parental anxiety,D,True,0.012479919,0.06337826,0.15203655,0.7721053
"Which statement about absorption from the gastro-intestinal (GI) tract is most correct?
",The absorption of glucose is associated with sodium uptake.,Fructose is absorbed more rapidly than glucose.,Galactose and fructose are absorbed by the same transporter at the brush border membrane.,Most water absorption along the GI tract occurs in the colon.,A,False,0.090597875,0.16925912,0.14937064,0.59077233
