0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceD_probs
Theories of racialized discourse suggest that:,race is an objective way of categorizing people on biological grounds,the idea of race is socially constructed through powerful ideologies,race relations in Britain and America can be traced back to colonial times,people choose their racial identity and this becomes fixed,B,True,0.07792397,0.44842148,0.07792397,0.39573056
"A major car accident occurs. One man stops his car and starts helping people. After seeing him stop, others also stop and start helping. Which of the following theories best explains the scenario?",Convergence,Emergent-norm,Contagion,Value-added,B,False,0.038969815,0.2541151,0.28795016,0.41896498
A new highway extends from a major city though an area used for farmland. Which of the following is most likely to happen as a result?,Farmers will increase the acreage under production.,The city will evolve into a multiple nuclei model.,Suburbanization will develop because the time it takes to commute to the city has been decreased.,"People from the countryside will move to the city, depopulating the farmland region.",C,False,0.078628495,0.2421928,0.16645652,0.5127222
"According to W. E. B. Dubois, progress for African Americans in the aftermath of slavery",depended on the small group of African Americans receiving the same thorough and extensive education as the most talented White Americans were able to access,"involved their use of skills they already had from farming, domestic work, and labors of rural life rather than being forced to learn new skills in the late 1800s",required that they be trained and prepared as craftspeople and service employees so they could become immediately self-sufficient,"required them to move to large cities where they would be accepted as equals in government, religion, and education",A,False,0.07210768,0.17297733,0.22210729,0.5328077
Pluralist theories suggest that:,the state's power can be exercised through several different administrative structures,the ruling elite is composed of people from various class backgrounds,political parties must compete for the votes of 'consumers' in the electorate,there is a close alignment between class background and party preference,C,False,0.09421849,0.2902134,0.1370871,0.478481
The term 'over-urbanization' means that:,life in modern Western cities is so far removed from that of the Third World that we find it difficult to understand these societies,"in poorer countries, the rapidly developing cities drain resources from the rural areas",the extent to which urbanization affects development has been exaggerated,governments are so preoccupied with urbanization in the West that they forget to attend to problems in the Third World,B,False,0.10911564,0.2617548,0.14010724,0.48902234
The capitalist class of the mid-twentieth century were said to join the upper class because they:,participated in the same leisure pursuits and events of the 'social calendar',emulated the lifestyle and cultural values of the traditional aristocracy,owned companies and financial assets that generated wealth through corporations,"had direct, personal ownerships of land and businesses as physical assets",C,False,0.01692617,0.14172108,0.20620295,0.63514984
The term inter-generational mobility refers to:,movement into a different occupational category over a person's lifetime,movement into different occupational categories between generations,movement into a higher occupational category,movement into an occupation that generates a lower income,B,True,0.050199408,0.5396945,0.082764834,0.32734126
"The term 'culture industry', used by members of the Frankfurt School, referred to:",the globalization of culture through new technologies,the way in which cultural products were bought and sold for profit,the development of subcultures and counter-cultures in society,the way in which industrialization had created new means of communication,B,False,0.060356162,0.30651388,0.127774,0.50535595
"According to Hakim (1995, 1996), the majority of part-time work is done by women because:",part-time jobs pay relatively high wages and so are financially beneficial,they make a rational choice to combine employment with their 'home-centred' lives,"their choices are constrained by structural factors, such as being unable to afford childcare",full time work is not available in the kinds of occupations that they want to enter,B,False,0.04515514,0.20237131,0.20237131,0.55010223
A sect is organised around:,"beliefs that can be challenged by members, a charismatic leader, and openness to new recruits",tolerance towards other religions and the separation of church and state,"voluntary membership, democratic leadership, and high levels of emotional commitment",the idea of the secular world itself as being sacred,C,False,0.2207728,0.1948313,0.17193802,0.41245788
What is the name of the process by which we acquire a sense of identity and become members of society?,rationalization,colonization,McDonaldization,socialization,D,True,0.055154286,0.16988717,0.10304178,0.6719168
Pre-testing a questionnaire is useful for:,finding out which topics are important to the respondents,testing out your computer and printer,identifying any problems with the question wording and routing,deciding which respondents to leave out of the final sample,C,False,0.11257827,0.2383282,0.07737384,0.57171965
Judith Butler (1999) suggested that:,sexual characteristics are the biological determinants of gender,"heterosexuality and homosexuality are essential, opposing identities",the 'two-sex' model replaced the 'one-sex' model in the eighteenth century,gender is performed through bodily gestures and styles to create 'sex',D,True,0.071900524,0.2214692,0.10461464,0.6020157
Patterns of drug use in Britain reveal that:,it has increased and is no longer confined to a hedonistic youth subculture,the most commonly used recreational drug is Ecstasy,teenage girls are more likely to experiment with hard drugs than teenage boys,"despite a series of moral panics, the use of illegal drugs is very rare",A,False,0.093239516,0.15372598,0.064082526,0.688952
Murray thought that the 'underclass' consisted of people who:,formed an inferior 'race' with low levels of intelligence,lived morally unsound lives of crime and squalor,were too reliant upon welfare benefits,all of the above,D,True,0.025518235,0.1143648,0.1143648,0.74575216
"Religious organizations such as the Church of Norway, Islam, the Church of England, and the Church of Greece have which of the following characteristics in common?",They are cultures as well as churches.,They practice separation of church and state.,They exclude women as clergy.,They are monotheistic.,D,True,0.0761115,0.12548666,0.16112804,0.6372738
"A researcher mailed 1,000 questionnaires to members of a labor union and received 300 back. Most of those who returned the questionnaires indicated that they were dissatisfied with the union. Results based only on the returned questionnaires are most likely contaminated by",response rate bias,researcher bias,confusing correlation and causation,statistical regression,A,False,0.13168195,0.21710682,0.19159609,0.45961514
Role-learning theory suggests that,we internalise and take on social roles from a pre-existing framework,we create and negotiate our roles through interaction with others,social roles are not fixed or stable but fluid and pluralistic,roles have to be learned to suppress unconscious motivations,A,False,0.17628802,0.37320176,0.12116087,0.3293494
Post-modernist writers have argued that:,"we live in a world of superficial, fragmented images",no theory is better than any other: 'anything goes',society has changed and we need new kinds of theory,all of the above,A,False,0.08664515,0.16187446,0.11125458,0.6402259
"Leroy visits his parents, who live in a primarily African American working-class neighborhood. During his visit, he notices that the community is changing. Several developments have been built to accommodate single-family homes, and upscale shopping centers have been added. While Leroy appreciates these changes, he is worried that his parents will not be able to afford to continue living in their neighborhood because property values are rising. Which of the following best explains what is happening to Leroy's old neighborhood?",Gentrification,Urbanization,White flight,The demographic transition,A,False,0.04261518,0.40432158,0.1487416,0.40432158
Warner's study of the city of Natchez in the American Deep South showed that the 'colour line' there was:,no longer a powerful influence upon race relations,a way of marking out the land so that black people had less space for housing,a new policy that had been introduced to assimilate black and white groups,"a sharp division between black and white castes, underpinned by beliefs about white superiority",D,True,0.024569916,0.0971759,0.16021599,0.7180382
The social construction of childhood can be traced back to:,the introduction of compulsory education,increasingly emotional ties between parents and children,"new consumer goods for children, such as clothes, toys and books",all of the above,D,True,0.057609145,0.20107566,0.121958554,0.61935663
"In Marx's theory, the 'mode of production' means:",the way in which products are made in a factory,the average measure of productivity under capitalism,the organization of a society's technical and human resources,an integral part of the superstructure of a society,C,False,0.047072906,0.21096614,0.34782434,0.3941366
The trend of decarceration involves:,community alternatives to imprisonment and institutional care,the increased use of imprisonment as the main form of punishment,transferring the management of prisons to private companies,decentralized organization due to the mobility of capital,A,True,0.3247377,0.3247377,0.063944645,0.28658
The work of Smart suggested that:,the rates of violent crime were similar for men and women,women's sexual delinquency was more likely to be normalized than men's,women's criminal behaviour tended to reflect traditional gender roles,all of the above,C,False,0.067331046,0.20739423,0.16151878,0.5637559
Allen's (2001) study of nurses showed that:,nurses perform a great deal of emotional labour for which they are not paid,the policies of Project 2000 had the effect of de-professionalising the career of nursing,"more men were moving into nursing, which challenges some of the prevailing stereotypes about the occupation",the role of the nurse was ambiguous and had to be constantly redefined in the context of everyday interactions with other staff and patients,D,True,0.16070718,0.23382755,0.11045232,0.49501294
Which of the following best describes the practice of placing the blame for the problems of a society on one particular group?,Ethnocentrism,Stereotyping,Scapegoating,Institutionalization,C,True,0.0065480433,0.2784299,0.35751104,0.35751104
"Dahrendorf, Rex, and Habermas focused their attention on:",social solidarity and cohesion,the interpretive understanding of action,women's experiences and gendered knowledge,"power, domination, and conflict",D,True,0.13154219,0.24575315,0.10244516,0.52025944
Sreberny-Mohammadi (1996) argues that national cultures can resist American cultural domination of the media by:,"domesticating its content, including more 'home-produced' programmes",controlling the distribution of imported products by banning satellite dishes,creating 'reverse flows' of their own programmes back to imperial societies,all of the above,D,True,0.09833287,0.16212347,0.09833287,0.6412108
Mulholland (1998) argued that privatization changed the relationship between companies and managers in that:,flexibility was reduced by the introduction of detailed daily worksheets,the state had greater control than managers over production processes,ownership was transferred from small shareholders to senior managers,employment depended on performance rather than trust and commitment,D,True,0.12924996,0.21309716,0.1464594,0.5111935
Which of the following is consistent with results of current research conducted in the area of gender roles and the workplace?,"In about a quarter of households with children, men stay home with the children so their wives can work.","Most women believe that there is equal opportunity today between men and women in career choice, advancement, and income.",Most men believe that women should be homemakers because men earn more money.,Most men married to working women do not share housework and childcare obligations equally with their working wives.,D,True,0.06901285,0.18759638,0.16555323,0.5778375
Socialization is:,the formation of an attachment bond between an infant and its carer,a tendency of social theorists to explain everything in terms of social causes,the process of becoming part of a society by learning its norms and values,the historical process by which societies change from traditional to modern,C,False,0.08957602,0.24349287,0.312651,0.35428002
The term 'assets' refers to:,the culturally valued commodities and standards of living that make the poor feel relatively deprived,the flow of money a person receives from their salary or wage,"a stock of economic resources, including land, shares and bank deposits",the 'slices' of the population who own differing amounts of wealth,C,False,0.066301025,0.20422152,0.29714057,0.43233696
"In the traditional hierarchy of status and precedence, which of these members of the upper class are in the right order (from highest to lowest status)?","Prime Minister, Archbishop of York, Viscounts of England","Marquesses of England, Earls of Great Britain, King's Brothers","Esquires, Serjeants of Law, Dukes' Eldest Sons","King's Grandsons, Lord High Treasurer, Companions of the Bath",D,True,0.20066792,0.1074098,0.073821604,0.6181007
Social norms are:,"creative activities such as gardening, cookery and craftwork",the symbolic representation of social groups in the mass media,religious beliefs about how the world ought to be,rules and expectations about interaction that regulate social life,D,True,0.0062844534,0.03616453,0.024855494,0.93269557
The 'nuclear family' means:,a group of people sharing living accommodation and meals,a network of relatives extended within or between generations,the new family created when an adult leaves home and gets married,a two generation unit of parents and their children,D,True,0.10458166,0.3221342,0.10458166,0.46870247
The rise of new social movements indicates that:,people vote according to pragmatic issues and concerns,consumer identities are more important than class identities,"personal, cultural and environmental issues can mobilise political consciousness just as much as economic interests",all of the above,D,True,0.020260228,0.11658955,0.19222368,0.6709266
Which of the following sociological perspectives views society as a system of interdependent and coordinated parts?,Functionalism,Conflict theory,Symbolic interactionism,Role theory,A,False,0.13716908,0.37286422,0.19957983,0.29038695
Post-Fordist forms of media production and consumption involve:,the mass production of standardized products for passive audiences,television based on producer-broadcaster rather than publisher-broadcaster models,a diverse range of products aimed at niche markets,increasing numbers of advertisements for motoring and car-related products,C,False,0.12403356,0.26257905,0.18046775,0.43291965
Marx said that the development of the labour movement through factory-based production would turn the working class into:,a class in itself,a class by itself,a class for itself,a ruling class,C,False,0.18575977,0.21049342,0.21049342,0.39325345
"In stage 3 of the 'health transition', the main causes of illness and death are:","acute, infectious diseases such as typhus, measles and cholera",respiratory diseases such as pneumonia and asthma,"chronic, degenerative diseases, such as cancer, heart disease, and strokes",too diverse to put into one category,C,False,0.047701657,0.1886637,0.31105387,0.45258072
Sociologists like Bordo (1993) have attributed the 'epidemic' of anorexia in Western cultures to:,"a generally ascetic, frugal lifestyle that can be taken to extremes","traditional images of women as emotional, domesticated, and unassertive","the social construction of mental illness, through which 'normal' patterns of behaviour are pathologized","the new ideal of independent, self-assured femininity, combined with cultural values of achievement and control",D,True,0.017925762,0.091034524,0.21838047,0.6726592
One of the difficulties in 'operationalizing' concepts like social class is that:,"definitions and indicators can vary, making valid comparisons problematic",there are no reliable indicators of such widely contested ideas,it takes all the fun out of armchair theorising,"it has little use for applied, empirical research about the topic",A,False,0.17182438,0.19470254,0.104216754,0.52925634
"In the 1990 reform of the National Health Service, hospitals became:",self-governing trusts competing for purchasing contracts from health authorities,"state-controlled providers, dependent on funding from the central government",increasingly detached from health authorities and providers of private health care,"less inclined to run themselves efficiently, as demand for health care was falling",A,False,0.11774888,0.32007462,0.15119255,0.41098395
Law and order was privatized in the 1980s and 1990s through:,the expansion of private security companies,the building of private prisons,the introduction of market disciplines to measure police performance,all of the above,D,True,0.0380029,0.21869159,0.21869159,0.52461386
The 'correspondence principle' (Bowles & Gintis) suggests that:,schools prepare children for work by teaching them to be obedient,teachers and parents tend to have similar attitudes to learning,children who write lots of letters develop a better grasp of language,boys' and girls' educational achievements have recently become similar,A,False,0.11538605,0.1678857,0.13074952,0.5859787
Class segregation was apparent in mid-twentieth century Britain insofar as:,middle class owner-occupiers moved into the inner city through gentrification,"working class communities formed in the inner cities, while the middle classes moved out to the suburbs",the middle classes lived in the countryside while the working class lived in the city,"the upper and middle classes dominated public space, while working class people were more home-centred",B,False,0.09581512,0.37895617,0.09581512,0.4294136
Charles Cooley's theory of the looking-glass self emphasizes,the manner in which young children come to a realization that they have a separate identity,the difficulty one experiences in seeing oneself as others do,how one's self-concept is based on one's perception of how others see one,how one's self-concept is heavily influenced by one's physical appearance,C,False,0.09257374,0.5327251,0.1526283,0.22207285
Queer Theory makes the claim that:,heterosexuality is the normal and most desirable way to be,"the sexual categories and discourses we use are based upon true, underlying biological differences",deviant forms of masculinity are seen as more threatening to the gender order than deviant forms of femininity,"all sexualities are pluralistic, fragmented and frequently reconstructed",D,True,0.022354687,0.07802553,0.06076634,0.8388534
Scott (1991) introduced the term 'power elite' to describe:,"the ruling class, or bourgeoisie, who exploit the proletariat",a capitalist class dependent on property ownership and advantaged life chances,an alignment of classes with shared interests but no state power,a state elite whose members are drawn overwhelmingly from a power bloc,D,True,0.09983132,0.3075021,0.1452537,0.4474129
"A sociologist is conducting research on institutional power relations at a local hospital. The sociologist is on staff at the hospital for several weeks, recording data as field notes. This method of research is called",experimentation,secondary data analysis,participant observation,survey administration,C,True,0.056315467,0.32407314,0.36722296,0.25238842
"In Symbolic Interactionist theory, Mead defined the 'generalized other' as:",the group of structural theories of society that he was reacting against,the overall impression of ourselves that we try to give off to others,a significant figure in early childhood who teaches us the general values of society,an image of how people in the wider society might perceive our behaviour,D,True,0.0459026,0.16021581,0.16021581,0.6336658
"According to Davis (1995), women may seek cosmetic surgery because:",they have a deep-rooted sense of ineffectiveness and are striving for control,"they are in pursuit of the 'perfect' body, fuelled by images of beauty","they perceive a part of their body as stigmatizing, in relation to a cultural ideal",their male partners pressurize them to look like supermodels,C,False,0.11976141,0.22374377,0.11976141,0.5367334
Marx (1844) claimed that capitalism had alienated workers from:,the product they were making,the production process,each other and humanity in general,all of the above,D,True,0.01699232,0.11080384,0.23457174,0.6376321
Herberg's (1955) study of religion in America suggested that:,ethnic minorities practised religion to achieve social acceptance in the culture,mainstream faiths were becoming increasingly identified with national identity,the moral teachings of the main religions were becoming relatively similar,all of the above,D,True,0.111430295,0.23589793,0.086782,0.5658897
Structural-Functionalists describe society as:,a complex network of interaction at a micro-level,"a source of conflict, inequality, and alienation",an unstable structure of social relations,a normative framework of roles and institutions,D,True,0.13314494,0.24874748,0.09150909,0.52659845
Booth's (1901) study revealed that the percentage of people in London who were living in poverty was:,30.70%,27.50%,18.60%,33.20%,A,False,0.09983132,0.3075021,0.1452537,0.4474129
