0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceD_probs
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,False,0.038818795,0.15353131,0.11957031,0.6880796
To what does emotional intelligence refer?,How people view and understand the world.,How people view and understand themselves.,How people view and understand others.,How people view and understand themselves and others.,D,True,0.04251123,0.101979144,0.19052212,0.6649875
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,False,0.09959036,0.3067599,0.08788818,0.50576156
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,True,0.05277544,0.23652312,0.067765005,0.64293647
Which is not a characteristic of corporate social responsibility?,Product safety,Consumer rights,Environmental policies,Price-fixing,D,True,0.034798842,0.1214599,0.22691697,0.61682427
Who was a major protagonist of utilitarianism?,John Stuart Mill,Thomas Hobbes,Karl Marx,Adam Smith,A,False,0.315634,0.21693188,0.06215202,0.40528208
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,False,0.088358566,0.44872183,0.11345465,0.34946492
How do you describe a work group that comprises workers with demarcated tasks and distant line managers?,Dependent,Independent,Interdependent,Collaborative,B,False,0.038084082,0.11730724,0.31887412,0.52573454
Specialisation is a feature of which organisational structure?,Matrix,Divisional,Multi-divisional,Functional,D,True,0.041580874,0.2392814,0.14513151,0.57400626
Which one is not an element in the primary activities of a value chain?,Procurement,Inbound logistics,Outbound logistics,Service,A,False,0.059882123,0.11187453,0.18444993,0.64379346
What is the term for the act of getting individuals to behave in ways that are acceptable to a group?,Indoctrination,Brainwashing,Propaganda,Socialisation,D,True,0.0085870745,0.0718987,0.043608762,0.87590545
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,True,0.016473869,0.13793401,0.22741474,0.61817735
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,False,0.062144477,0.24578618,0.102458924,0.5896104
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,False,0.018420726,0.13611178,0.15423486,0.6912327
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,False,0.05540276,0.24829793,0.17065251,0.52564675
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,False,0.10326295,0.3180723,0.17025183,0.4084129
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.10544079,0.4725528,0.13538864,0.28661776
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,False,0.053008348,0.34565786,0.2096521,0.39168167
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,True,0.11976966,0.41803718,0.0932767,0.3689165
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.17445552,0.53736085,0.03435233,0.2538313
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,False,0.2536435,0.17432646,0.15384258,0.41818747
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,False,0.09162794,0.19397636,0.24907058,0.4653251
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.016001968,0.46764606,0.19494388,0.32140812
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,False,0.23694135,0.50160486,0.0769236,0.18453012
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,False,0.1412732,0.1600835,0.20555128,0.4930919
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.07623117,0.23480852,0.12568395,0.56327635
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,True,0.04953492,0.19591442,0.2220001,0.5325506
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,True,0.16595845,0.16595845,0.08883116,0.5792519
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,False,0.027311597,0.12240209,0.22867721,0.6216091
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.15710118,0.4839057,0.065489516,0.29350364
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.42089212,0.22528733,0.0645459,0.28927466
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.06982577,0.21507852,0.13045172,0.584644
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,True,0.006825075,0.12097735,0.17602101,0.6961766
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,True,0.09257374,0.22207285,0.1526283,0.5327251
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.047589134,0.1661024,0.12936068,0.65694773
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,True,0.03462336,0.09411604,0.17583191,0.6954287
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,True,0.16401862,0.09948232,0.087792836,0.6487062
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.053711917,0.30909076,0.18747301,0.44972438
What is the optimal span of control?,2,5,7,None of the above,D,True,0.025676465,0.24361153,0.21498641,0.5157256
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,True,0.08701123,0.1266006,0.14345726,0.64293087
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.040626187,0.18207395,0.14179933,0.6355005
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,True,0.02987788,0.17193532,0.11816931,0.6800174
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,False,0.046177905,0.26573548,0.12552457,0.56256205
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.011082872,0.09279575,0.11915211,0.7769693
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,True,0.15125321,0.24937436,0.071446955,0.52792555
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.07742913,0.23849851,0.23849851,0.44557387
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,False,0.14334825,0.30346826,0.11163973,0.4415437
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.20904814,0.5682517,0.05989329,0.16280685
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,True,0.020022072,0.21525754,0.10168047,0.6630399
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,True,0.029415065,0.13182917,0.169272,0.6694838
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.038818795,0.11957031,0.15353131,0.6880796
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,False,0.042333852,0.3128072,0.18972716,0.4551318
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.34012115,0.23376162,0.08599609,0.34012115
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.22495952,0.32731417,0.120412156,0.32731417
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.17524284,0.3709891,0.08277886,0.3709891
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.06733109,0.20739436,0.08645484,0.63881963
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,True,0.02984372,0.36357093,0.19460548,0.41197982
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.072094135,0.3231035,0.13468957,0.4701128
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,False,0.02997516,0.6020672,0.19546258,0.17249514
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,False,0.18680675,0.06872237,0.34900096,0.3954699
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,True,0.0736037,0.15581904,0.22671536,0.54386187
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,False,0.06269215,0.28096673,0.1931054,0.4632358
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,False,0.028954577,0.14704348,0.24243371,0.58156824
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,True,0.019684983,0.11327927,0.12836222,0.73867357
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,False,0.018318618,0.22316644,0.22316644,0.5353485
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,False,0.025135485,0.11264943,0.12764853,0.73456657
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.04140614,0.34668934,0.30595228,0.30595228
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.10408535,0.2829333,0.36329356,0.24968778
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.033201598,0.16861162,0.13131486,0.6668719
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.16404583,0.18588826,0.077489756,0.57257617
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,True,0.027311597,0.12240209,0.22867721,0.6216091
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.1674825,0.21505179,0.10158327,0.51588243
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,True,0.05458051,0.089988045,0.1905047,0.6649267
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,False,0.05943246,0.2663578,0.23505996,0.4391498
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.16609867,0.21327491,0.31031317,0.31031317
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,True,0.07912659,0.21508837,0.18981482,0.5159702
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,False,0.10890718,0.17955758,0.15845901,0.55307627
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.4343462,0.08552784,0.04577975,0.4343462
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,True,0.25411502,0.25411502,0.072805166,0.4189648
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,True,0.019100025,0.058832217,0.20534462,0.71672314
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,False,0.027509976,0.1397072,0.123291165,0.70949167
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,True,0.121644065,0.17699106,0.15619406,0.54517084
