0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_correct,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceA_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceB_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceC_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_choiceD_probs
 Which Jaina group only allows women to lead a life of semi-renunciation?,Svetambara,Jina,Agama,Digambara,D,True,0.3023506,0.12603849,0.18338493,0.38822588
What is the most important prayer in Judaism?,The Shema,The Sefirot,Deuteronomy,The Decalogue,A,True,0.7626692,0.09108785,0.043026853,0.10321605
 The socio-political alliance between the kshatriyas and the shramanas was rooted in their shared opposition to which of the following?,Brahminic orthodoxy,Legalistic asceticism,Bhakti devotionals,Unorthodox practices,A,True,0.4097933,0.17082725,0.2485522,0.17082725
 Which early battle led to the conversion of Mecca?,The Battle of Uhud,The Battle of Camel,The Battle of the Trench,The Battle of Badr,C,False,0.46191543,0.16992919,0.14996198,0.2181934
 What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,Remembering the Divine Name,Meditating on the sacred hymns,Remembering that death is inevitable,Meditating on the goodness of the created world,A,True,0.37286422,0.19957983,0.13716908,0.29038695
" During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?",Confucianism,Buddhism,Christianity,Daoism,A,True,0.31483006,0.21637933,0.19095409,0.27783656
"What is the meaning of the Punjabi word ""Sikh""?",Disciple,Faithful,Devotee,Enlightened,A,False,0.31605294,0.054921765,0.16917095,0.4598543
 Which of the following shuns politics?,The sages of the Zhuangzi,The Songs of the South,The Duke of Zhou,"The Confucian ""sage kings""",A,False,0.2213458,0.17238429,0.28421363,0.32205623
What does the Hebrew word mashiach mean?,Anointed one,God,Prophet,The line of David,A,True,0.36246708,0.10384856,0.17121732,0.36246708
"According to Jaina traditions, what does the term ajiva mean?",Soul,Sound,Non-matter,Non-soul,D,True,0.2564696,0.0943499,0.22633363,0.42284688
" In the Japanese Zen tradition, what is zazen?",A collection of statues,Veneration of ancestors,Seated meditation,Funeral rituals,C,True,0.061075628,0.028850084,0.7440535,0.16602078
 What is a central component of tantric Buddhism?,Asceticism,Bodily pleasure,Music,Sexual union,D,True,0.112578206,0.14455327,0.23832805,0.5045405
" How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?",Loving and forgiving,Wrathful and merciful,Judging and vengeful,Transcendent and immanent,B,False,0.3103132,0.3103132,0.16609868,0.21327494
" After the Bar Kochba revolt, where were the two main centres for Jewish development?",Palestine and Babylonia,Babylonia and Europe,Palestine and Spain,Spain and France,A,True,0.6109589,0.17504266,0.120304935,0.093693584
" In addition to Jainism, which other tradition began as a world-renouncing movement?",Buddhism,Hinduism,Judaism,Islam,A,True,0.3908305,0.2091965,0.16292238,0.23705068
"According to Hindu tradition, which age are we in currently?",Kali yuga,Maha yuga,Krita yuga,Satya yuga,A,True,0.39677578,0.12881424,0.16540074,0.30900928
" In the Zoroastrian tradition, the term Gathas refers to which of the following?",Hymns,Laws,Ethics,Myths,A,True,0.6293996,0.12393613,0.066338226,0.18032601
Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?,Pure Land,Tendai,Shingon,Soto Zen,A,False,0.17587885,0.08307929,0.19929686,0.541745
" According to Hindu tradition, who is considered to be the ideal wife?",Sita,Rama,Kali,Durga,A,True,0.5281224,0.13353026,0.055663694,0.28268358
Who is the woman mystic who exemplified the all-consuming love of the divine?,Rumi,Rabi'a,Fatimah,Khadija,B,False,0.35898423,0.13206293,0.19215041,0.31680247
 Who is the eighth-century CE female poet worshipped throughout many South Indian temples dedicated to Vishnu?,Andal,Devi,Ganga,Kali,A,True,0.50740993,0.16473189,0.088174626,0.23968348
 Who is associated with the stigmata and preaching to birds?,Paul of Tarsus,Clare of Assisi,Francis of Assisi,John of the Cross,C,False,0.261829,0.33619508,0.261829,0.14014696
" In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Epistemology,Morality,Religion,Aesthetics,B,False,0.31483006,0.21637933,0.19095409,0.27783656
 Which Christian denomination promotes a stripped-down Christianity?,Greek Orthodox,Roman Catholic,Puritans,Quakers,D,False,0.11667849,0.11667849,0.40724793,0.35939503
 Rome claimed that their bishop (pope) was the director successor of which leader?,Peter,Paul,Jesus,Matthew,A,True,0.6886565,0.17411964,0.09319952,0.044024337
When was the current Dalai Lama born?,1935,2000,1965,1975,A,True,0.64379346,0.11187453,0.18444993,0.059882123
" According to Jaina traditions, who were the caityavasis?",Householders who supported renouncers,Orthodox interpreters of the scriptures,Women ascetics who lived in communities,Temple-dwelling renouncers,D,False,0.27014005,0.14459555,0.3468667,0.23839776
"Zhuangzi describes a state as ziran, which means which of the following?",Thoughtfulness,Non-action,Spontaneity,Meditation,C,False,0.20767382,0.26665846,0.1832715,0.34239623
" The mudras, which are an important feature of Buddhist art, are also known as what?",hand gestures,saints,religious clothing,temples,A,True,0.7070475,0.09568848,0.058037996,0.13922592
 The Maccabean Revolt is associated with which ruler?,Julius Caesar,Alexander the Great,Cyrus of Persia,Antiochus IV Epiphanes,D,True,0.06872237,0.18680675,0.34900096,0.3954699
 How old was Guru Nanak when he started to preach the message of the divine Name?,30,40,33,52,A,True,0.40067968,0.18926768,0.16702813,0.24302451
The widely adored Egyptian goddess Hathor was depicted as which of the following?,Serpent,Eagle,Cheetah,Cow,D,True,0.27607712,0.16744925,0.24363722,0.31283638
What does the phrase Guru-Panth mean within the Sikh traditions?,Community,Scripture,Worship,Apprenticeship,A,False,0.302833,0.08676311,0.26724917,0.34315473
 After what event did the Rabbinical period begin within Judaism?,Construction of the Second Temple,Destruction of the Second Temple,The Christianization of the Roman Empire,The emergence of Islam,B,False,0.500902,0.34426457,0.08704372,0.06778971
Which monk developed Pure Land Buddhism as we know it today?,Genshin,Dogen,Honen,Shinran,C,False,0.19475931,0.2206912,0.2206912,0.36385828
Which is the largest Muslim country in the world with more than 200 million adherents?,Pakistan,Iraq,Indonesia,Turkey,C,False,0.51657975,0.16770889,0.16770889,0.14800258
Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?,Gregory,Augustine,Athanasius,Francis,A,False,0.24293725,0.18919973,0.21439137,0.3534716
"Which of the following does the term ""Arhats"" refer to?",Enlightened being,Worthy ones,Saintly ones,Sages,A,True,0.5089979,0.16524743,0.11357279,0.2121819
Which Guru was martyred when he refused to embrace Islam?,Guru Ram Das,Guru Tegh Bahadur,Guru Gobind Singh,Guru Har Rai,B,True,0.20866026,0.30359888,0.30359888,0.18414204
 Which Guru donned the two swords symbolling temporal and spiritual authority?,Guru Nanak,Guru Arjan,Guru Hargobind,Guru Ram Das,C,True,0.1507699,0.21936892,0.5262387,0.10362254
 Where is the key to liberation found within Sikhism?,In the community,In faith in God,In ascetic renunciation,In the life of the householder,D,False,0.26463422,0.26463422,0.20609733,0.26463422
Which is one of the most fundamental themes of Japanese culture and civilization?,God is eternal and merciful to those who offer worship,Humans can align themselves with life energy through worship of kami,Justice will be the final outcome in the next world,Power and force are the most divine attributes,A,True,0.2866128,0.2529349,0.17383946,0.2866128
 Which goddess is worshipped during the festival of Divali?,Durga,Sri Lakshmi,Kali,Mahavira,B,False,0.61464196,0.19954503,0.06478278,0.12103018
 Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?,China,Silla,Goguryeo,Joseon,B,False,0.27607712,0.16744925,0.24363722,0.31283638
 To whom is the Yoga Sutras attributed?,Madhva,Patanjali,Ramanuja,Aryabhatta,B,True,0.3216769,0.5303556,0.10443321,0.043534238
 Which of the following does NOT describe the Ka'ba?,It was visited by Moses.,It is a haram.,It was built by Abraham.,It is a square building.,A,False,0.12187355,0.13810083,0.25800633,0.48201925
Which elephant-headed Hindu deity is often described as the most beloved?,Parvati,Ganesha,Vishnu,Sita,B,False,0.33248794,0.33248794,0.17796798,0.15705618
Sacred literature originated with which of the following jina?,Sri Lakshmi,Mahavira,Rsabha,Nanak,C,False,0.3767352,0.3767352,0.10793645,0.13859314
 Who is the author of Admonitions for Women?,Ban Zhao,Laozi,Menicus,Liu Xiang,A,True,0.34031472,0.23389466,0.16075328,0.26503736
How many female renouncers were under the tutelage of Chandanbala?,"36,000","12,000","24,000","7,000",A,True,0.2828645,0.2828645,0.15140647,0.2828645
"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",Ultimate Reality,The gurus,The community,Sikh worship,A,True,0.5132584,0.11452343,0.12977205,0.2424461
 What term refers the divine order as an ell-embracing higher principle in Sikhism?,Sansar,Hukam,Mantar,Karam,B,False,0.31649017,0.14949937,0.21752031,0.31649017
 How many books are in the New Testament?,30,29,27,47,C,False,0.24977614,0.1179859,0.22042668,0.41181123
Which form of Buddhism focuses on social engagement that attracts lay participation?,Zen Buddhism,Chan Buddhism,Humanistic Buddhism,Pure Land Buddhism,C,False,0.23252428,0.085540906,0.2985671,0.38336772
 What was one of the distinctive beliefs or practices of the southerners (Digambara)?,They worshipped exclusively outside of the temple,They believed that nakedness was an elemental expression of non-attachment,They included women within the ranks of the leadership,They believed that the omniscient Jina must eat and sleep,B,False,0.09376512,0.17517631,0.25488,0.47617856
The central prayer in Jainism is known by which of the following names?,Namokar Mantra,The Liberation Mantra,Ahimsa,Archaryas,A,True,0.50160486,0.23694135,0.0769236,0.18453012
When did the first Jaina temples appear?,Second century CE,Fifth century CE,Fifth century BCE,Eighteenth century CE,B,False,0.32486945,0.25300857,0.28669629,0.13542573
How many Jinas have appeared during our age?,7,42,24,13,C,False,0.2829744,0.13366763,0.17163263,0.41172528
The title Dalai Lama means which of the following?,Ocean of Love,Lover of Wisdom,Ocean of Wisdom,Stillness of Love,C,False,0.46191543,0.2181934,0.16992919,0.14996198
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",Parvati,Sita,Sri (Lakshmi),Sarasvati,C,True,0.24647972,0.16940288,0.5217976,0.062319838
What is bhakti often translated as?,Gods,Yoga,Devotion,Religion,C,True,0.078239255,0.06093279,0.510184,0.350644
" Which Hindu god or goddess is speech incarnate, the power of the word, and the mother of the Vedas?",Vishnu,Ganesha,Sarasvati,Indra,C,False,0.50152194,0.09875553,0.16282034,0.23690219
 What is the name of the Jewish prayer used for mourning since the Middle Ages?,The Shema,The Kaddish,The K'nesset,The Kippah,B,True,0.28661776,0.4725528,0.10544079,0.13538864
Krishna and Rama are incarnations of which Hindu god?,Shiva,Vishnu,Brahma,Ganesha,B,True,0.33055577,0.4809558,0.13779615,0.05069237
 The kshatriyas is the caste name assigned to which group?,Priests,Servants,"Rulers, warriors",Merchants,C,True,0.09773005,0.05927627,0.8182837,0.024710026
When was the Old Babylonian version of Gilgamesh modified into the standard version?,Toward the end of the first millennium BCE,Towards the middle of the first millennium BCE,Toward the end of the second millennium BCE,Toward the middle of the second millennium BCE,C,False,0.52025944,0.24575315,0.13154219,0.10244516
 What is the meaning ofsamyak jnanawithin the Jaina traditions?,Correct knowledge,Correct practice,Correct intiution,Correct belief,C,False,0.57711226,0.12877116,0.12877116,0.16534543
 What type of Buddhist organization is the Bodu Bala Sena?,Activist and militant organization in Sri Lanka,Ecumenical organization in India,Modern organization in the United States,Peacekeeping organization in Japan,A,False,0.25300857,0.13542573,0.32486945,0.28669629
Which mystic believed that evil was a distortion that reveals divine love more clearly?,Julian of Norwich,Catherine of Siena,Teresa of Avila,John of the Cross,A,False,0.22446734,0.22446734,0.32659805,0.22446734
"In the Jaina traditions ""bad karma"" is known by which of the following terms?",Paap,Punya,Pudgala,Akash,A,True,0.31122968,0.18877034,0.18877034,0.31122968
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,Obon,Mikoshi,Omizutori,Tanabata,A,True,0.3672767,0.17348923,0.13511355,0.32412055
"What does ""Mahavira"" mean?","""Great Hero""","""Master""","""The Lesser One""","""Mendicant""",A,True,0.29863346,0.2635431,0.23257597,0.20524758
 What does the Tripitaka mean?,Three gems,Three baskets,Three bodhisattvas,Three buddhas,B,False,0.29884556,0.181259,0.3386364,0.181259
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,False,0.34668922,0.27000183,0.30595216,0.07735682
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,False,0.32545507,0.19739848,0.25346467,0.2236818
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,True,0.26257905,0.18046775,0.43291965,0.12403356
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,True,0.22029938,0.13361832,0.28287,0.36321226
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,True,0.4242698,0.29159608,0.1072722,0.17686196
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,True,0.45961514,0.21710682,0.13168195,0.19159609
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,True,0.54164827,0.10665687,0.17584744,0.17584744
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,False,0.51657975,0.16770889,0.14800258,0.16770889
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,False,0.2263891,0.25653246,0.29068935,0.2263891
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,False,0.39855638,0.27392355,0.11418832,0.21333186
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,False,0.2900896,0.15527378,0.3287146,0.22592203
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,True,0.6330269,0.11000358,0.07560428,0.18136525
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,False,0.7739328,0.17268775,0.03000863,0.023370747
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,False,0.3182897,0.19305246,0.17036821,0.3182897
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,True,0.5190769,0.21638343,0.11582171,0.14871801
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,True,0.39845854,0.24167733,0.1465847,0.2132795
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,True,0.06764542,0.09842351,0.5663882,0.26754284
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,True,0.18783589,0.088727385,0.51059085,0.21284594
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,True,0.06692696,0.03161406,0.71953267,0.18192635
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,False,0.4287649,0.2025342,0.13919958,0.22950132
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,False,0.113520995,0.16517207,0.2723227,0.44898424
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,True,0.43495992,0.14121081,0.16001281,0.26381654
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,False,0.4317147,0.4317147,0.051560972,0.08500967
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,True,0.34271342,0.38834518,0.12607722,0.14286421
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,True,0.20483434,0.18076567,0.4336343,0.18076567
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,False,0.14876276,0.21644855,0.27792543,0.35686332
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,True,0.16517207,0.113520995,0.2723227,0.44898424
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,True,0.7089109,0.1581794,0.05819095,0.074718654
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,False,0.14437532,0.5710155,0.18538158,0.099227615
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,True,0.83350646,0.11280283,0.028521022,0.025169715
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,False,0.31604242,0.19168942,0.24613409,0.24613409
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,False,0.3076567,0.2715061,0.11318058,0.3076567
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,False,0.5837308,0.1014372,0.16724168,0.14759026
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,False,0.4633112,0.19313684,0.15041512,0.19313684
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,False,0.2821834,0.24902599,0.24902599,0.21976466
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,True,0.2603948,0.15793742,0.20279567,0.3788722
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,True,0.19828953,0.28850955,0.22469147,0.28850955
 Which bodhisattva is known for conducting the souls of dead children to salvation?,Guan-yin,Kannon,Ojizo-sama,Amitabha,C,False,0.35347164,0.24293727,0.18919975,0.21439138
 The Gospel of John is associated with which theological concept?,Incarnation,Logos of God,Jesus as messiah and saviour,All of the above,D,False,0.18926768,0.16702813,0.40067968,0.24302451
Which god supplanted the earlier Mesopotamian supreme god Enil?,Horus,Inanna,Marduk,Isis,C,True,0.21327947,0.14658469,0.39845848,0.24167728
Which of the following movements was founded by Mordechai Kaplan?,Liberal Judaism,Reform Judaism,Conservative Judaism,Reconstructionist Judaism,D,False,0.42019966,0.28879872,0.15458283,0.13641885
When was the State of Israel established?,1947,1948,1945,1949,B,False,0.5859787,0.13074952,0.11538605,0.1678857
 Icons are a main feature of which church?,Anglican,Catholic,Orthodox,Lutheran,C,True,0.18607986,0.12789069,0.5731663,0.11286314
The first of the Four Noble Truths teaches which of the following cannot be escaped?,Pride,Hatred,Suffering,Fate,C,False,0.2900896,0.15527378,0.22592203,0.3287146
 The Continental Reformation started in what year?,1545,1517,1492,1705,B,False,0.6612447,0.18944979,0.04790041,0.10140516
The minimalism of Haiku is said to be derived from which tradition?,Zen Buddhism,Shinto,Pure Land Buddhism,Confucianism,A,True,0.3447859,0.20912322,0.20912322,0.23696765
Which deity is the Roman counterpart to the Greek god Zeus?,Jupiter,Juno,Dionysius,Neptune,A,True,0.8375486,0.088276975,0.032475285,0.04169909
The philosopher Laozi is associated with which tradition?,Jainism,Buddhism,Confucianism,Daoism,D,True,0.10588281,0.093441255,0.326142,0.47453383
 Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Shu and Set,Horus and Isis,Amun and Mut,Khonsu and Nekhbet,C,False,0.45092008,0.27349687,0.14639232,0.12919077
The term xin refers to which of the following?,Piety,Non-action,Heart-mind,World,C,False,0.21710682,0.13168195,0.19159609,0.45961514
 Which term in the dharma texts of the classical period denotes the four stages of life?,Kama,Samnyasin,Ashramas,Arthas,C,True,0.13715376,0.094264306,0.54245365,0.22612832
"What is the term for commentary on the Qur'an, which means ""unveiling""?",fiqh,dhikr,ijtihad,tafsir,D,True,0.19137156,0.042700764,0.24572593,0.5202018
 With which branch of Islam are the Isma'ilis are associated?,The Sunni,The Shi'a,The Sufi,The Ahmadiyya,B,True,0.14949937,0.31649017,0.31649017,0.21752031
 The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,B,False,0.25653246,0.2263891,0.2263891,0.29068935
 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?,Amaterasu,Izanami,Kannon,Guanyin,C,True,0.024085488,0.039710253,0.7976018,0.13860242
Who was the first significant anchorite hermit?,Pachomius,Athanasius,Anthony,Basil,C,True,0.3219791,0.17234299,0.41342935,0.09224856
Which are the synoptic Gospels?,"Peter, John, Mark","Matthew, Mark, John","Matthew, Mark, Luke","John, Luke, Mark",C,False,0.5323951,0.25148565,0.15253375,0.063585535
What is the English title for the divination text also known as the Yijing?,The Classic of Documents,The Lotus Sutra,The Flower Garland Sutra,The Classic of Changes,D,False,0.10352695,0.07115296,0.46397558,0.36134455
 Where was the most famous site of the mystery cults in Greece?,Ephesus,Corinth,Athens,Eleusis,D,True,0.13919958,0.2025342,0.22950132,0.4287649
"When did the Babylonian captivity of ""Exile"" begin?",515 BCE,535 BCE,586 BCE,70 CE,C,False,0.55942565,0.2332033,0.110157445,0.0972136
 The term vajrya means diamond and which of the following?,Emerald,Brilliance,Thunderbolt,Lightning,C,False,0.17628802,0.12116087,0.3293494,0.37320176
" In Jainism, what is the cycle that one must liberate oneself from?",Punya,Samsara,Samayika,Jiva,B,False,0.29539207,0.23005158,0.17916435,0.29539207
 The classic text Daodejing is known by what title in English?,Classic of Changes,Classic of the Way and Power,Classic of Women,Classic of Philosophy,B,False,0.62350917,0.20242378,0.10834965,0.065717384
 The Communidades de Base is associated with which of the following?,Bishop Oscar Romero,Resistance and renewal,Dignity of all human beings,All of the above,D,True,0.23257595,0.20524755,0.26354307,0.29863343
What does the term matsuri mean?,Amulets,Meditation,Rituals,Grand festivals,D,True,0.114644945,0.07879424,0.3531313,0.45342955
 Which Roman statesman encouraged civic religion in his work The Laws?,Varro,Plato,Cicero,Augustus,C,False,0.39564237,0.1455487,0.18688822,0.27192077
" What does ""Svetambara"" mean?","""Sky-clad""","""Naked""","""White-clad""","""Clothed""",C,False,0.44229883,0.16271265,0.12672074,0.2682678
"What is seen by Europeans, and many Muslims, as the symbol of Islam?",The Hijab,The Crescent,The Minaret,The Qur'an,B,False,0.34239623,0.26665846,0.1832715,0.20767382
 What is the purpose for hearing the Guru's Vak in the morning?,Prayers on behalf of people outside of the Sikh community,Communal confession to cleanse the community,Inspiration for personal meditation throughout the day,Doctrinal instruction for discussion in the community,C,True,0.14864884,0.115767844,0.4578707,0.2777126
 What are the rabbinical commentaries produced after the Mishnah called?,Septuagint,Talmud,Yeshiva,Gemarah,D,False,0.22693728,0.54439425,0.12147078,0.10719758
What is a mohel?,A ritual circumciser,A type of oil lame,A teacher,A covenant,A,True,0.85151976,0.08974952,0.02571367,0.033017002
"The ""Flower Sermon"" is associated with which form of Buddhism?",Theravada,Chan-Zen,Pure Land,Yogicara,B,False,0.20663032,0.1420148,0.38603625,0.26531857
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,Early Third Century BCE,Second and First Century BCE,Late Sixth Century BCE,Fourth and Third Century BCE,C,False,0.3918841,0.3458365,0.18511294,0.07716655
 What is the foremost reason for wearing the hijab in the present day?,Islamic identity,Islamic modesty,Islamic obedience,Islamic seclusion,A,True,0.68697083,0.13527258,0.07240619,0.10535039
"The Oral Torah, in its written form, is known as what?",Mishnah,Midrash,Tanakh,Pentateuch,A,True,0.49077803,0.18054715,0.20458671,0.124088116
What has been a central focus of religious traditions in China and Korea?,Peace and harmony,Power and influence,Truth and love,Wisdom and ethics,A,True,0.41605133,0.13507208,0.2523479,0.19652873
 To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?,The Buddha,Laozi,The Queen Mother of the West,Confucius,C,True,0.25562707,0.25562707,0.2896634,0.19908255
 The theological term homoousios means which of the following?,of a similar substance,of the same substance,of like substance,of human substance,B,False,0.6120844,0.1987147,0.08283661,0.10636432
"According to the Japanese origin myth, who gives birth to Amaterasu from his left eye?",Es,Izanagi,Izanami,Kami,B,True,0.41600472,0.4713951,0.05630012,0.05630012
