0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptnone_Tptvicuna_choiceD_probs
According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,Co-ordinator,Shaper,Resource investigator,Implementer,C,False,0.25821447,0.37569985,0.22787347,0.13821225
Which is not a recognised form of business continuity planning?,Contingency planning,Scenario planning,Financial planning,Building planning,D,False,0.23062675,0.38023922,0.15850729,0.23062675
What is the term for an organisation that adapts to changes in the environment by quickly responding to shifts in supply and demand conditions?,Opportunistic organisation,Enterprising organisation,International organisation,Agile organisation,D,False,0.30534908,0.34600583,0.18520358,0.16344157
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,False,0.24293727,0.35347164,0.18919975,0.21439138
To what does emotional intelligence refer?,How people view and understand the world.,How people view and understand themselves.,How people view and understand others.,How people view and understand themselves and others.,D,False,0.17042328,0.3607861,0.15039802,0.31839263
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,True,0.28879872,0.42019966,0.13641885,0.15458283
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,False,0.23505981,0.38754812,0.1110344,0.26635766
Which is not a characteristic of corporate social responsibility?,Product safety,Consumer rights,Environmental policies,Price-fixing,D,False,0.20425668,0.4324114,0.20425668,0.15907528
Who was a major protagonist of utilitarianism?,John Stuart Mill,Thomas Hobbes,Karl Marx,Adam Smith,A,True,0.44942585,0.3500132,0.10028046,0.10028046
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,False,0.29810274,0.3827715,0.1595629,0.1595629
How do you describe a work group that comprises workers with demarcated tasks and distant line managers?,Dependent,Independent,Interdependent,Collaborative,B,True,0.20866026,0.30359888,0.30359888,0.18414204
Specialisation is a feature of which organisational structure?,Matrix,Divisional,Multi-divisional,Functional,D,False,0.1988487,0.4209627,0.15486352,0.22532511
Which one is not an element in the primary activities of a value chain?,Procurement,Inbound logistics,Outbound logistics,Service,A,False,0.26665846,0.34239623,0.1832715,0.20767382
What is the term for the act of getting individuals to behave in ways that are acceptable to a group?,Indoctrination,Brainwashing,Propaganda,Socialisation,D,False,0.27120194,0.27120194,0.18639418,0.27120194
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,False,0.107231416,0.2914852,0.3742744,0.22700891
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,True,0.17528054,0.37106892,0.19861889,0.2550317
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,False,0.12981066,0.35286197,0.24251826,0.27480918
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,True,0.24575315,0.52025944,0.13154219,0.10244516
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,False,0.2444512,0.45669493,0.16800869,0.1308453
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.2267152,0.47995612,0.13750973,0.15581894
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,False,0.29038695,0.37286422,0.19957983,0.13716908
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,True,0.19994426,0.37354502,0.22656651,0.19994426
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.13798012,0.70072085,0.039531965,0.12176702
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.39258745,0.26982117,0.21013694,0.12745449
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,False,0.2866128,0.2866128,0.2529349,0.17383946
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.13254672,0.6731278,0.10322749,0.091097936
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,False,0.3478669,0.39418483,0.11293585,0.1450125
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,True,0.23071587,0.17968169,0.43103397,0.15856855
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,True,0.2536435,0.41818747,0.15384258,0.17432646
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,False,0.13361834,0.3632123,0.28287002,0.2202994
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.30971658,0.39768398,0.14629976,0.14629976
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,True,0.20345806,0.3354456,0.23054817,0.23054817
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.12919077,0.45092008,0.14639232,0.27349687
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.3500289,0.30889943,0.12876844,0.21230327
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.29800048,0.3376788,0.15950817,0.20481254
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.2617501,0.29660174,0.2617501,0.17989805
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.29190114,0.3748085,0.17704698,0.15624341
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.2733283,0.3509605,0.18785562,0.18785562
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.14629973,0.30971655,0.39768392,0.14629973
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.19168942,0.24613409,0.31604242,0.24613409
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.27998558,0.5230819,0.11671535,0.08021721
What is the optimal span of control?,2,5,7,None of the above,D,False,0.12881424,0.39677578,0.30900928,0.16540074
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,False,0.24293727,0.35347164,0.18919975,0.21439138
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.21795328,0.31712013,0.21795328,0.24697341
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,False,0.2780262,0.40452573,0.1488167,0.1686314
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.27014005,0.3468667,0.23839776,0.14459555
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,False,0.14949937,0.31649017,0.31649017,0.21752031
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,False,0.30689576,0.39406195,0.112900645,0.18614168
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.44238636,0.23679237,0.20896852,0.11185279
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.23705068,0.3908305,0.16292238,0.2091965
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.29902342,0.4350765,0.12465151,0.14124866
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,False,0.2550317,0.37106892,0.17528054,0.19861889
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,False,0.25346467,0.32545507,0.19739848,0.2236818
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.24293727,0.35347164,0.18919975,0.21439138
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,True,0.29190114,0.3748085,0.17704698,0.15624341
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,False,0.27783656,0.31483006,0.19095409,0.21637933
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.35925722,0.52271616,0.080161124,0.037865434
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.1818225,0.5600527,0.20603187,0.052093018
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.11538605,0.1678857,0.13074952,0.5859787
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.23690219,0.50152194,0.16282034,0.09875553
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.25354847,0.36891085,0.22375575,0.15378492
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.16540074,0.30900928,0.39677578,0.12881424
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,False,0.42019966,0.15458283,0.28879872,0.13641885
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,False,0.27252734,0.34993201,0.16529618,0.2122445
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,True,0.44154376,0.3034683,0.14334826,0.111639746
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,True,0.23832366,0.30601364,0.2700561,0.18560666
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,False,0.15793742,0.3788722,0.2603948,0.20279567
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,True,0.23816717,0.39267126,0.26987875,0.09928284
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,False,0.24697341,0.31712013,0.21795328,0.21795328
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.18114278,0.33841926,0.38347927,0.09695874
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.30744812,0.30744812,0.34838438,0.03671944
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,False,0.19305246,0.3182897,0.17036821,0.3182897
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.31292415,0.31292415,0.1304462,0.24370557
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,False,0.06648142,0.29794905,0.3376205,0.29794905
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,True,0.30369252,0.3441287,0.14345418,0.2087246
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.20481254,0.3376788,0.29800048,0.15950817
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,False,0.23062675,0.38023922,0.23062675,0.15850729
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.28168935,0.28168935,0.31919584,0.11742559
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.23257595,0.20524755,0.29863343,0.26354307
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.35289252,0.35289252,0.14710748,0.14710748
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.37569985,0.25821447,0.13821225,0.22787347
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.26982117,0.39258745,0.12745449,0.21013694
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,False,0.09072991,0.21764973,0.5221146,0.16950579
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,True,0.26675123,0.38812074,0.1617928,0.18333524
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,False,0.3607861,0.31839263,0.15039802,0.17042328
