0,1,2,3,4,5,alpacacode_llama2_7B_sharegpt_qy_vic_2000_Tptvicuna_correct,alpacacode_llama2_7B_sharegpt_qy_vic_2000_Tptvicuna_choiceA_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_Tptvicuna_choiceB_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_Tptvicuna_choiceC_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_Tptvicuna_choiceD_probs
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,True,0.13082445,0.054535747,0.7528427,0.061797094
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.13847792,0.15691604,0.62061495,0.083991095
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.39413646,0.21096605,0.3069538,0.08794373
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,True,0.1266005,0.16255826,0.56738406,0.14345716
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,True,0.054535747,0.13082445,0.7528427,0.061797094
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,False,0.6315997,0.18095635,0.15969342,0.027750555
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.3128364,0.24363723,0.16744927,0.27607715
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.73468363,0.09942862,0.11266739,0.053220306
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.15098543,0.4650679,0.36219525,0.021751516
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,True,0.15304518,0.41601992,0.36713627,0.063798726
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.111430295,0.23589793,0.5658897,0.086782
A capacitor can store,charge,energy,Both of these,Neither of these,C,True,0.39773816,0.12912668,0.45069638,0.02243885
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.19034772,0.101885796,0.51741874,0.19034772
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,True,0.49991152,0.09843841,0.30321166,0.09843841
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.12568386,0.14241847,0.49708933,0.23480837
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.069701955,0.7493666,0.16720629,0.013725128
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.018003799,0.10360471,0.86747164,0.010919857
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,True,0.1404179,0.12391837,0.5553636,0.18030016
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,True,0.07331368,0.136968,0.613848,0.17587039
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,True,0.3575235,0.16888215,0.3575235,0.11607089
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.4363737,0.4363737,0.11033255,0.016920045
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,False,0.12548666,0.16112806,0.63727385,0.07611151
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.06641056,0.55604875,0.33726063,0.040280037
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,True,0.08845635,0.39643383,0.34985164,0.1652582
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,True,0.6657227,0.054645848,0.14854282,0.13108858
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,True,0.18300074,0.30171722,0.43899596,0.07628606
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.05501462,0.1319732,0.40650612,0.40650612
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,False,0.12187364,0.25800648,0.54619974,0.07392009
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.09357198,0.072873935,0.7834686,0.05008547
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.075604334,0.11000367,0.717314,0.09707789
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,False,0.26990613,0.23819132,0.44499996,0.04690265
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,True,0.09311118,0.17395459,0.53581786,0.19711637
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.099131025,0.57045966,0.30534506,0.025064249
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.31894517,0.31894517,0.31894517,0.043164533
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,False,0.13989976,0.26136714,0.55331427,0.045418803
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,False,0.21052976,0.16396074,0.5722792,0.05323026
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.05899705,0.18172371,0.7187312,0.04054804
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.029461535,0.080084756,0.86099225,0.029461535
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,False,0.23299645,0.1413195,0.55892944,0.0667546
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.03786883,0.07074829,0.8618906,0.029492274
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.29884556,0.181259,0.3386364,0.181259
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.115386136,0.66400135,0.13074961,0.08986281
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.71320385,0.096521646,0.12393624,0.06633829
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,False,0.18501835,0.18501835,0.56989664,0.060066663
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.47001132,0.32303375,0.1729075,0.034047507
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.41699484,0.47251707,0.08211116,0.028376855
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.19227251,0.4612378,0.3170038,0.029485945
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,False,0.08481713,0.09611039,0.7101651,0.10890735
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,True,0.21682866,0.13151324,0.52014494,0.13151324
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.315429,0.10240481,0.5200545,0.062111657
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.05806612,0.06579753,0.801578,0.07455837
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.06820812,0.6471407,0.09924224,0.18540892
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.06515075,0.083655216,0.7936986,0.057495337
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,False,0.049713425,0.22280009,0.6862726,0.041213874
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,True,0.14933011,0.21727404,0.59061205,0.042783797
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,False,0.1307369,0.16786951,0.6639368,0.03745675
Sound travels in,solids,liquids,gases,All of these,D,False,0.06599001,0.084732845,0.8039229,0.045354225
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,True,0.10843402,0.20258142,0.42886487,0.2601197
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,True,0.58827025,0.14873801,0.24522752,0.017764222
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.043954056,0.15341473,0.7791043,0.02352691
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.72885704,0.05982823,0.14352046,0.06779427
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.48618615,0.15784153,0.2602367,0.09573573
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,True,0.016382985,0.018564353,0.42252275,0.54252994
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,True,0.35438827,0.40157452,0.21494736,0.029089961
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,True,0.15585482,0.25696117,0.48006666,0.107117355
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,False,0.05982823,0.14352046,0.72885704,0.06779427
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,False,0.09063311,0.3584609,0.4602729,0.09063311
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.8938882,0.021022236,0.05042972,0.034659807
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.12101325,0.19951712,0.54234374,0.13712597
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.20902108,0.16278577,0.5014155,0.1267777
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.51199174,0.21342991,0.24184777,0.032730535
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.10313554,0.7620743,0.116867885,0.01792227
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,True,0.06725774,0.34156296,0.5631421,0.028037194
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.10391933,0.19414686,0.5980144,0.10391933
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.23891516,0.30677313,0.3939045,0.060407214
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.040776506,0.11084204,0.7227809,0.12560049
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,True,0.28843936,0.19824126,0.41967678,0.09364255
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.25020802,0.32127345,0.41252327,0.015995262
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,False,0.30689576,0.18614168,0.39406195,0.112900645
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,False,0.14221314,0.1611486,0.637355,0.059283257
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.1642543,0.44648945,0.34772635,0.04152999
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,False,0.2830518,0.46667352,0.19453846,0.055736206
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.1356439,0.17417021,0.60791373,0.08227218
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.1111953,0.1111953,0.7250844,0.052524943
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.18780005,0.18780005,0.51049346,0.11390649
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,False,0.14501248,0.11293584,0.3941848,0.34786686
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.07725057,0.11239891,0.64681107,0.16353945
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,True,0.39646965,0.16527313,0.39646965,0.04178759
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,False,0.116633184,0.14975998,0.6711776,0.062429246
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,True,0.11756489,0.19383173,0.59704375,0.091559626
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,False,0.19593963,0.11884339,0.5326191,0.15259793
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.038997922,0.038997922,0.8875886,0.034415547
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,False,0.1931963,0.21892008,0.525162,0.062721655
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,False,0.23681939,0.20899238,0.50134665,0.052841548
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,True,0.032373477,0.834923,0.1280396,0.0046638423
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.4544581,0.4544581,0.07897297,0.012110897
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,True,0.16008352,0.20555131,0.49309197,0.14127322
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,False,0.068336874,0.30626464,0.57217765,0.053220816
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.047824573,0.08934807,0.7481022,0.11472519
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.115716316,0.4576669,0.35643134,0.0701855
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.19199842,0.40646067,0.35870028,0.042840637
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,False,0.11402187,0.1292037,0.6561505,0.10062394
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,True,0.26011756,0.3784688,0.33399755,0.02741619
