0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptalpaca_choiceD_probs
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.014566333,0.13820152,0.61937624,0.22785579
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.01602808,0.18343166,0.5650093,0.23553091
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,True,0.017764222,0.14873801,0.58827025,0.24522752
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.011069204,0.14354761,0.5010304,0.3443528
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,False,0.017226703,0.269471,0.50343806,0.2098642
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,False,0.05141094,0.23040785,0.48777342,0.23040785
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,False,0.028996117,0.2427815,0.51396847,0.21425393
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.022695202,0.14799131,0.585317,0.24399643
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.017819986,0.23109308,0.48922408,0.26186278
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,False,0.013100034,0.23220365,0.49157515,0.26312122
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.014164234,0.18368457,0.49930644,0.30284467
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.011946468,0.25542676,0.4772,0.25542676
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,True,0.016009578,0.098070554,0.49804336,0.38787657
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,False,0.029845601,0.20716953,0.49697387,0.26601097
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,True,0.012397949,0.08605882,0.561174,0.34036922
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.03303579,0.2944448,0.3780746,0.2944448
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.027113952,0.29150248,0.42413357,0.25725
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,True,0.03919799,0.272088,0.44859725,0.24011682
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,True,0.16708656,0.4266705,0.22838026,0.17786272
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,True,0.022984298,0.10965195,0.43368188,0.43368188
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,False,0.022582944,0.25844812,0.4261089,0.2928601
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.01652644,0.17767598,0.54728055,0.25851703
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,True,0.020294553,0.12431921,0.55716,0.29822627
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.013680947,0.12980121,0.58172864,0.27478915
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.02348508,0.23719089,0.50213313,0.23719089
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.012242899,0.1799081,0.62794095,0.1799081
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.03331807,0.2969607,0.48960546,0.18011579
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,True,0.005674538,0.12132698,0.61614925,0.2568492
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,True,0.021370476,0.27713653,0.4569209,0.24457213
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.014476693,0.16567698,0.510321,0.30952534
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.02010173,0.2774958,0.45751324,0.2448892
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.016992321,0.11080385,0.63763213,0.23457175
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.020704493,0.19643876,0.36699593,0.41586086
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.010324535,0.19480969,0.6000561,0.19480969
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,True,0.021994157,0.12656763,0.6427635,0.20867476
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.004893904,0.04942668,0.7731634,0.17251608
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.026248869,0.36235443,0.36235443,0.24904232
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.014575569,0.18901886,0.58221906,0.21418643
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,False,0.20260432,0.4029268,0.21567118,0.17879769
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.039579116,0.2924523,0.3755162,0.2924523
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,True,0.022452844,0.1766053,0.5439826,0.2569592
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,True,0.0073667318,0.10825333,0.7059004,0.17847957
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,True,0.011240223,0.17582667,0.6136954,0.19923772
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.021710062,0.17076287,0.5259867,0.2815404
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.01000013,0.16651712,0.58120185,0.24228097
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,False,0.07467233,0.2953348,0.2953348,0.33465815
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.020763524,0.11948583,0.6067991,0.2529515
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.009783221,0.18459584,0.56859523,0.23702575
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.013517976,0.23961185,0.5072583,0.23961185
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.019803995,0.13746697,0.6160842,0.22664472
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,False,0.008972952,0.07057774,0.46022466,0.46022466
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.017947882,0.26374218,0.5583422,0.15996774
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,True,0.010806164,0.20389736,0.5542505,0.23104598
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.06040721,0.23891515,0.39390448,0.30677313
