0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptalpaca_choiceD_probs
Which of the following would lead to a decrease in the money supply?,The FED lowers the discount rate.,The FED sells government securities in the secondary market.,The federal government spends less money.,The FED lowers reserve requirements.,B,True,0.08225823,0.41774178,0.08225823,0.41774178
Which of the following insures the value of the U.S. dollar?,The euro and other foreign currencies held by the Federal Reserve,Gold bars in secure locations like Fort Knox,The promise of the U.S. government to maintain its value,The value of the actual paper on which it is printed.,C,False,0.012164783,0.07932435,0.24433619,0.6641746
In what ways is contractionary fiscal policy in the United States likely to affect domestic interest rates and the international value of the dollar?,Interest rates increase and the dollar depreciates.,Interest rates decrease and the dollar appreciates.,Interest rates increase and the dollar appreciates.,Interest rates decrease and the dollar depreciates.,D,False,0.10518241,0.47139484,0.056300085,0.36712268
Which of the following results from stagflation?,Unemployment decreases,The price level decreases,The aggregate supply curve shifts to the right,The Phillips curve shifts to the right,D,True,0.039556228,0.15644792,0.25793898,0.54605687
What does the presence of discouraged workers do to the measurement of the unemployment rate?,"Discouraged workers are counted as ""out of the labor force"" thus the unemployment rate is understated making the economy look stronger than it is.","Discouraged workers are counted as ""out of the labor force"" thus the unemployment rate is understated making the economy look weaker than it is.",Discouraged workers are not surveyed so there is no impact on the unemployment rate.,"Discouraged workers are counted as ""unemployed"" thus the unemployment rate is understated making the economy look stronger than it is.",A,False,0.2096521,0.34565786,0.053008348,0.39168167
Which of the following statements is true?,Some of the things included in M2 are not as liquid as the things in MI.,M2 is smaller than MI.,M I is backed by gold and M2 is backed by silver.,The biggest component of M I is currency.,A,False,0.21710682,0.19159609,0.13168195,0.45961514
To close an expansionary gap,the aggregate demand curve should be shifted to the right.,the aggregate demand curve should be shifted to the left.,the aggregate supply curve should be shifted to the right.,the aggregate supply curve should be shifted to the left.,B,True,0.34015104,0.38544163,0.040625248,0.23378217
If the short-run aggregate supply curve is horizontal it is because,there exist many unemployed resources so that output can be increased without increasing wages and prices.,any increase in output requires a corresponding increase in wages and prices.,increases in output cause prices to increase but wages adjust much less quickly.,falling interest rates increase the demand for goods and services putting upward pressure on prices.,A,False,0.27470234,0.31127852,0.061294377,0.3527248
In the equation GDP = C + I + G + X X stands for,exports.,expenditures.,exports minus imports.,imports minus exports.,C,False,0.05458047,0.16811968,0.19050455,0.58679533
Which of the following represents a combination of contractionary fiscal and expansionary monetary policy? FISCAL POLICY     MONETARY POLICY,Higher taxes     Selling Treasury securities,Lower taxes     Buying Treasury securities,Lower government spending     Increasing the reserve ratio,Higher taxes     Buying Treasury securities,D,False,0.33012268,0.29133224,0.12144535,0.2570998
Inflation,hurts creditors who do not anticipate it.,hurts creditors who anticipate it.,hurts debtors.,both A and D are correct.,D,True,0.2953348,0.2953348,0.07467233,0.33465815
Stagflation most likely results from,increasing AD with constant SRAS.,decreasing SRAS with constant AD.,decreasing AD with constant SRAS.,a decrease in both AD and SRAS.,B,False,0.15331377,0.32456526,0.10537091,0.41675004
Which group of people will suffer the most from a rising price level?,debtors with fixed interest rates,people with fixed money incomes,investors in gems coins and stamps,property owners,B,False,0.101618096,0.24376912,0.06984103,0.58477175
Which of the following lists contains only Fed actions that will increase the money supply?,Raise reserve requirements; lower the discount rate; sell bonds.,Raise reserve requirements; lower the discount rate; buy bonds.,Raise reserve requirements; raise the discount rate; sell bonds.,Lower reserve requirements; lower the discount rate; buy bonds.,D,False,0.61164075,0.22501007,0.02687362,0.1364755
The government measures inflation using the,GNP,URL,CPI,FED,C,True,0.010487495,0.06838707,0.7352302,0.18589531
If people expect the price of a particular product to increase in the near future,this will not affect the demand for the product right now.,this will decrease the demand for the product.,this will not affect the demand for the product now or later.,this will increase the demand for the product.,D,False,0.13340895,0.465643,0.08091662,0.32003143
The effect of the spending multiplier is lessened if,the price level is constant with an increase in aggregate demand.,the price level falls with an increase in aggregate supply.,the price level is constant with an increase in long-run aggregate supply.,the price level rises with an increase in aggregate demand.,D,False,0.28727895,0.36887348,0.05656858,0.28727895
Operating in the intermediate range of the aggregate supply curve an increase in aggregate demand results in an increase in,price level only,real GDP only,neither price level nor real GDP,price level and real GDP,D,True,0.2202994,0.28287002,0.13361834,0.3632123
Suppose DVD players are a normal good and are exchanged in a competitive market. All else equal an increase in household income will,increase the equilibrium quantity and increase the price.,decrease the equilibrium quantity and increase the price.,increase the equilibrium price but the change in quantity is ambiguous.,decrease the equilibrium quantity and decrease the price.,A,False,0.32863423,0.4219747,0.09415528,0.15523581
According to Keynesian theory a decrease in the money supply would,lower interest rates which would encourage borrowing and therefore increase spending.,raise interest rates which would discourage borrowing and therefore increase spending.,raise interest rates which would discourage borrowing and therefore reduce spending.,lower interest rates which would discourage borrowing and therefore reduce spending.,C,False,0.4994103,0.38894114,0.013308833,0.09833972
If the money supply increases what happens in the money market (assuming money demand is downward sloping)?,The nominal interest rates rises.,The nominal interest rates falls.,The nominal interest rate does not change.,Transaction demand for money falls.,B,True,0.32736877,0.53973985,0.039098624,0.09379272
If XYZ Corporation buys an original Matisse painting to hang in its board room then,GDP decreases by the amount of the purchase because C decreases.,GDP increases by the amount of the purchase because I increases.,GDP is unaffected because it is a second hand sale.,GI)P decreases because I decreases.,C,False,0.29554978,0.33490178,0.10872669,0.26082176
The tax multiplier increases in magnitude when,the MPS increases.,the spending multiplier falls.,the MPC increases.,government spending increases.,C,False,0.240623,0.3501044,0.10030659,0.30896604
The international value of the dollar will appreciate if,American income falls relative to the rest of the world.,American interest rates fall relative to interest rates in other countries.,American prices rise.,foreigners boycott American products.,A,False,0.27669516,0.35528362,0.05448451,0.3135367
Which of the following is not included in MI?,Coins.,Paper money.,Travelers' checks.,Credit cards.,D,True,0.15125309,0.2493742,0.13348038,0.46589231
The domestic purchasing power of a currency,varies directly with the cost of living,is inversely related to the savings rate,is inversely related to the price level,varies directly with economic growth,C,False,0.05036298,0.13690078,0.19918945,0.6135467
It is unlikely that the unemployment rate will ever fall to zero because of,frictional unemployment.,cyclical unemployment.,government policies.,corporate policies.,A,False,0.108117506,0.33302537,0.07430801,0.48454905
Which of the following is an accurate statement of the money supply in the United States?,The money supply is backed by gold reserves.,The least liquid measure of money is M2.,M1 is larger than M3.,The most liquid measure of money is M1.,D,True,0.18614177,0.3068959,0.060431387,0.4465309
Which of the following is an example of an expansionary supply shock?,Rapid increasing wages,A greatly depreciated currency,Declining labor productivity,Lower factor prices in major industries,D,True,0.09421856,0.2902136,0.07337749,0.5421904
Which of the following shifts the production possibilities frontier outward?,A decrease in the price level.,An increase in labor productivity.,An increase in the money supply.,A decrease in the unemployment rate.,B,False,0.2926662,0.2926662,0.12200142,0.2926662
The money supply will increase as a result of which of the following?,A decrease in the required reserve ratio,An increase in the discount rate,The selling of bonds by the Federal Reserve,An increase in the fraction of deposits that must be held by banks,A,False,0.059168875,0.16083768,0.059168875,0.7208245
Output in country X is 30000 units and there are 3000 persons working while country Z has an output of 40000 units and 8000 workers.,The productivity of labor in country Z is 33 percent higher than in country X.,The productivity of labor in country Z is 25 percent higher than in country X.,The productivity of labor in country X is 33 percent higher than in country Z.,The productivity of labor in country X is twice as much as country Z.,D,False,0.31127852,0.3527248,0.061294377,0.27470234
Milton Friedman,never won a Nobel Prize despite his contributions to economic analysis.,is a Monetarist.,is a Keynesian.,won a Nobel Prize for his contributions to Classical economic analysis.,B,False,0.223634,0.32538554,0.082270354,0.36871013
According to Monetarist theory when the money supply is changed the economy is affected,only because a change in the money supply affects interest rates.,in several ways.,because interest rates change and so do many other factors that affect spending.,because many factors that affect spending change but not interest rates.,C,False,0.21858872,0.46275234,0.07096537,0.2476935
Which of the following is true of money and financial markets?,As the demand for bonds increases the interest rate increases.,For a given money supply if nominal GDP increases the velocity of money decreases.,When demand for stocks and bonds increases the asset demand for money falls.,A macroeconomic recession increases the demand for loanable funds.,C,False,0.26457518,0.26457518,0.085894994,0.38495463
Using the model of AD and AS what happens in the short run to real GDP the price level and unemployment with more consumption spending (C)? REAL GDP     PRICE LEVEL     UNEMPLOYMENT,Increases     Decreases     Decreases,Decreases     Increases     Increases,Increases     Increases     Decreases,Decreases     Decreases     Decreases,C,False,0.34031472,0.23389466,0.16075328,0.26503736
Suppose the economy is operating beyond full employment. Which of the following is true at this point?,The short-run aggregate supply curve is horizontal.,Further increases in aggregate demand will result in a lower price level.,A decrease in aggregate demand will result in a lower price level if prices are sticky.,Further increases in aggregate demand will not lower the unemployment rate but will create inflation.,D,False,0.223634,0.36871013,0.082270354,0.32538554
An American buys an entertainment system that was manufactured in China. How does the U.S. national income accounts treat this transaction?,Net exports and GDP both rise.,Net exports and GDP both fall.,Net exports and GDP go in opposite directions.,Net exports fall and there is no change in GDP.,B,False,0.12822981,0.34856477,0.12822981,0.39497563
A nation that must consistently borrow to cover annual budget deficits risks,a depreciation of the nation's currency as foreigners increase investment in the nation.,a decline in net exports as the nation's goods become more expensive to foreign consumers.,lower interest rates that discourage foreign investment in the nation.,an appreciation of the nation's currency as foreigners decrease investment in the nation.,B,True,0.31092778,0.39923915,0.04768232,0.24215078
All else equal when the United States exports more goods and services,the value of the dollar falls as the supply of dollars increases.,the value of the dollar rises as demand for dollars increases.,the value of the dollar falls as demand for dollars decreases.,the value of the dollar rises as the supply of dollars increases.,B,True,0.30791214,0.44800952,0.0324537,0.21162471
According to Classical analysis an economy in a recession can return to full employment through,falling wages and prices.,rising wages and prices.,expansionary monetary policy.,increased government spending.,A,False,0.10890718,0.15845901,0.17955758,0.55307627
One strategy a corporation may use to gain market share in a foreign market is,raising the price of its product.,convincing its government to put an import tariff on the product.,convincing its government to place a quota on the product.,dumping.,D,True,0.07246836,0.28661796,0.10544085,0.5354728
GDP is $10 million consumer spending is $6 million government spending is $3 million exports are $2 million and imports are $3 million. How much is spent for investments?,$0 million,$1 million,$2 million,$3 million,C,False,0.07692361,0.23694138,0.18453014,0.5016049
If the Japanese economy suffers a deep prolonged recession in what ways would U.S. net exports and the values of the dollar and yen change? U.S. NET EXPORTS     VALUE OF DOLLAR     VALUE OF YEN,Decreases     Increases     Increases,Decreases     Decreases     Decreases,Decreases     Decreases     Increases,Increases     Decreases     Increases,C,False,0.29548073,0.23012061,0.1395752,0.33482352
Of the following choices which combination of fiscal and monetary policy would most likely reduce a recessionary gap? FISCAL POLICY     MONETARY POLICY,Increase taxes.     Increase the reserve ratio.,Decrease spending.     Sell Treasury securities.,Decrease taxes.     Buy Treasury securities.,Increase spending.     Increase the reserve ratio.,C,False,0.24363722,0.27607712,0.16744925,0.31283638
The appropriate fiscal policy to remedy a recession is to,increase government spending and taxes.,reduce government spending and taxes.,increase government spending and reduce taxes.,decrease government spending and increase taxes.,C,False,0.17065251,0.52564675,0.05540276,0.24829793
If real GDP per capita was $20000 in 1980 and $21000 in 1990 then we conclude that the standard of living has increased,0.5 percent.,5.0 percent.,50 percent.,3.3 percent.,B,False,0.08138654,0.28406695,0.22123155,0.41331494
A use of easy money (expansionary) policy by the Fed could result in which of the following?,an increase in net exports,a decrease in net exports,an increase in the real interest rate,an increase in the nominal interest rate,B,False,0.21013694,0.26982117,0.12745449,0.39258745
If the inflation rate is expected to increase in the immediate future then,consumers will begin saving more now.,the velocity of money will fall.,this will put upward pressure on the nominal interest rate.,this will put downward pressure on the real interest rate.,C,False,0.067904174,0.3043254,0.23700887,0.39076155
Which of the following is not included in M2?,Currency.,Travelers' checks.,Certificates of deposit.,Credit cards.,D,True,0.07476521,0.20323291,0.09600044,0.6260015
Rising prices are a problem because,money in household savings accounts can now buy fewer goods and services.,household incomes generally do not rise with prices.,the economy could run out of money.,borrowers have to repay loans with more dollars.,A,False,0.23040785,0.48777342,0.05141094,0.23040785
According to Keynesian theory,the FED should not conduct monetary policy.,changes in the money supply have significant effects.,fiscal policy is the preferred way of shifting the aggregate demand curve.,the FED should allow the money supply to grow at a constant rate.,C,False,0.2580882,0.3755161,0.0739435,0.29245222
If the economy were experiencing a recessionary gap choose the option below that would be an appropriate fiscal policy to eliminate the gap and the predicted impact of the policy on real GDP and unemployment. FISCAL POLICY     REAL GDP     UNEMPLOYMENT,Increase taxes.     Increase     Decrease,Decrease spending.     Decrease     Increase,Decrease taxes.     Increase     Increase,Decrease taxes.     Increase     Decrease,D,True,0.26665846,0.20767382,0.1832715,0.34239623
Which of the following tends to increase the spending multiplier?,An increase in the marginal propensity to consume,A decreased velocity of money,An increase in the marginal propensity to save,An increase in the real interest rate,A,False,0.20519587,0.26347673,0.09692767,0.4343997
A negative or contractionary supply shock will,shift the Phillips curve to the left.,shift the investment demand curve to the right.,shift the money demand curve to the right.,shift the Phillips curve to the right.,D,False,0.19793253,0.4190232,0.05670862,0.32633558
The crowding-out effect from government borrowing is best described as,the rightward shift in AD in response to the decreasing interest rates from contractionary fiscal policy.,the leftward shift in AD in response to the rising interest rates from expansionary fiscal policy.,the effect of the President increasing the money supply which decreases real interest rates and increases AD.,the effect on the economy of hearing the chairperson of the central bank say that he or she believes that the economy is in a recession.,B,False,0.25167528,0.25167528,0.081707,0.41494238
Which of the following best describes a key difference between the short-run and long-run aggregate supply curve?,Short-run aggregate supply is upward sloping as nominal wages quickly respond to price level changes.,Long-run aggregate supply is upward sloping as nominal wages quickly respond to price level changes.,Short-run aggregate supply is vertical as nominal wages quickly respond to price level changes.,Short-run aggregate supply is upward sloping as nominal wages do not quickly respond to price level changes.,D,False,0.35628748,0.35628748,0.04255247,0.24487257
In order to reduce or eliminate crowding out expansionary fiscal policy can be accompanied by,an increase in government spending,a decrease in investment,expansionary monetary policy,contractionary monetary policy,C,False,0.26503736,0.23389466,0.16075328,0.34031472
For years you work as a grocery checker at a supermarket and one day you are replaced by self-serve checkout stations. What type of unemployment is this?,Cyclical,Structural,Seasonal,Frictional,B,False,0.030866377,0.20127407,0.065344125,0.7025155
Monetarists believe that V and Q are,constant.,stable.,variable.,not critical for understanding how money affects the economy.,B,False,0.18468855,0.20927955,0.16298708,0.4430448
The appropriate fiscal policy to remedy a recession,calls for the federal government to run a deficit.,calls for the federal government to run a surplus.,is increased taxes and government spending.,is decreased government spending and taxes.,A,False,0.035365503,0.380215,0.031209946,0.55320954
Suppose that Tiger Woods buys a golf ball in England for $1 and the marginal propensity to consume in England is 0.75. What is the total increase in England's real GDP resulting from Mr. Woods' purchase?,$1 ,$1.25 ,$1.75 ,$4 ,D,True,0.1526283,0.22207285,0.09257374,0.5327251
Which of the following monetary policies would lessen the effectiveness of expansionary fiscal policy?,Decreasing the value of the domestic currency.,Lowering the income tax rate.,Selling Treasury securities to commercial banks.,Lowering the discount rate.,C,False,0.17289476,0.28505525,0.07207326,0.46997666
In the equation of exchange if V and Q are constant then,changes in the price level must be proportional to changes in the money supply.,changes in the money supply have no effect on the price level.,changes in the price level have no effect on the money supply.,the equation is invalid.,A,True,0.40646067,0.35870028,0.042840637,0.19199842
In 2004 the United States had a trade deficit of $603 billion; therefore,net exports were positive.,Americans consumed more than they produced.,America's government spent more than it took in.,$603 billion worth of capital flowed out of America.,B,False,0.15697248,0.33231074,0.084021315,0.42669544
If interest rates rise in the United States relative to other nations then,the value of the dollar will tend to appreciate.,the value of the dollar will tend to depreciate.,exchange rates will be affected but not the value of the dollar.,the exchange rate will not be affected.,A,False,0.3203075,0.52809775,0.03376016,0.11783454
Use the following three responses to answer the question: Fiscal policy is not always effective because of I. crowding out. II. rational expectations. III. the balanced budget amendment.,I only,II only,II and III,I and II,D,True,0.13162771,0.24591295,0.21701743,0.4054419
The reserve ratio is .10 and Mommy Morebucks withdraws $1 million from her checking account and keeps it as cash in her refrigerator. How does this withdrawal potentially impact money in circulation?,Decreases it by $9 million,Decreases it by $1 million,Decreases it by $100000,Increases it by $1 million,A,False,0.20206568,0.22897041,0.08423351,0.48473036
Which of the following is a consequence of a protective tariff on imported steel?,Net exports fall.,Income is transferred from domestic steel consumers to domestic steel producers.,Allocative efficiency is improved.,Income is transferred from domestic steel to foreign steel producers.,B,True,0.081601374,0.5321078,0.06355121,0.3227397
Of the following choices the one most likely to be preferred by supply-side economists would be,increased government spending.,higher tariffs on imported goods.,lower taxes on household income.,a tax credit on capital investment.,D,True,0.03435946,0.072738975,0.41858387,0.47431767
