0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_choiceD_probs
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.7201579,0.06698512,0.052168068,0.16068895
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.08366927,0.25771952,0.17712785,0.4814834
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,False,0.012725446,0.03052676,0.06462515,0.8921227
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.030151825,0.4716539,0.08196116,0.41623312
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.012255606,0.025945121,0.8591844,0.10261495
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.05297613,0.041257855,0.8286862,0.077079825
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.025339944,0.06888112,0.1652372,0.74054176
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.03353836,0.09116672,0.28081325,0.59448165
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.050720472,0.61790186,0.07379785,0.2575798
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,False,0.05067735,0.17688134,0.29162803,0.48081332
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.07560505,0.06672122,0.29902378,0.55864996
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.07839412,0.57925856,0.12925006,0.21309732
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.3537031,0.3121419,0.16707751,0.16707751
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.038818795,0.6880796,0.11957031,0.15353131
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,True,0.055163804,0.08026286,0.6720327,0.1925406
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.023919675,0.48043954,0.12147414,0.3741667
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.0030244014,0.0049863947,0.95023865,0.041750573
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.0005824804,0.00037607763,0.00969917,0.9893422
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.059583135,0.052581936,0.16196376,0.7258712
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.016448623,0.03482173,0.050665323,0.8980643
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,False,0.15475905,0.19871455,0.106364235,0.54016215
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,True,0.0011328654,0.0021164715,0.029216986,0.9675337
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.121445335,0.29133222,0.25709978,0.33012265
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.004474808,0.006510807,0.02272495,0.96628946
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.08991514,0.07934983,0.24441467,0.58632034
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,True,0.028912563,0.078592494,0.14683011,0.74566483
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.020840308,0.60904306,0.08242501,0.28769156
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.0027091692,0.0069181053,0.906093,0.08427978
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.028071644,0.097979665,0.235041,0.6389077
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,True,0.047213424,0.047213424,0.06869513,0.836878
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,True,0.020458402,0.03822133,0.07140684,0.8699134
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.006219735,0.055435892,0.8671633,0.071181096
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.059926637,0.052885067,0.059926637,0.8272617
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.008705226,0.8879572,0.03901412,0.06432341
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.0029322864,0.016874142,0.92129695,0.05889654
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.06111657,0.04759763,0.04759763,0.8436882
How many sides does a rhombus have?,4,6,8,10,A,False,0.261829,0.14014696,0.261829,0.33619508
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.024712477,0.046168987,0.11075364,0.81836486
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.0059641027,0.9422387,0.032241635,0.019555539
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,0.0016850465,0.00065987365,0.008557372,0.9890977
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.038557906,0.056101423,0.22188543,0.6834552
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.16255826,0.1266005,0.14345716,0.56738406
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,True,0.06358553,0.15253374,0.53239506,0.25148562
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.04254828,0.04821352,0.054633074,0.8546051
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,True,0.025176711,0.04150938,0.099575825,0.83373815
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.13999747,0.10903013,0.12354732,0.6274251
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.02530011,0.036811445,0.100063875,0.8378246
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.71190244,0.096345514,0.1401819,0.051570043
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,True,0.004722828,0.008288822,0.02893083,0.9580575
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.031334825,0.7131773,0.075168334,0.18031946
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.87337965,0.033864602,0.04348301,0.04927271
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,True,0.11239891,0.07725057,0.16353945,0.64681107
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.014608619,0.79760355,0.065471284,0.12231647
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.0045141345,0.97478163,0.01227069,0.008433513
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,True,0.01010173,0.014697931,0.90932876,0.06587156
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,True,0.013017979,0.014751302,0.71075755,0.2614731
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.057307854,0.10706517,0.1374744,0.6981526
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,False,0.1110344,0.23505981,0.26635766,0.38754812
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,True,0.04023941,0.06634357,0.08518683,0.80823016
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,True,0.010484228,0.0134620145,0.032293692,0.9437601
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.06850403,0.23910254,0.18621325,0.5061801
How many stars are on the American flag?,13,48,50,51,C,True,0.17796798,0.15705618,0.33248794,0.33248794
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,True,0.0049733347,0.01052855,0.03674825,0.94774985
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.03465566,0.0647453,0.42219236,0.47840664
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,True,0.23062675,0.15850729,0.38023922,0.23062675
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.07045142,0.1915068,0.27864078,0.45940095
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,True,0.017344804,0.013508148,0.57438105,0.39476594
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.037203897,0.08924751,0.21409366,0.6594549
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,False,0.054011762,0.022515452,0.07858665,0.8448861
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.06617595,0.07498719,0.23097679,0.62786
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,True,0.029214852,0.089988075,0.66492695,0.21587017
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.041559484,0.14505686,0.30708537,0.5062982
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,False,0.20002012,0.20002012,0.17651713,0.4234426
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,True,0.169524,0.3588823,0.19209586,0.27949783
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,True,0.008305916,0.0060767373,0.02558402,0.9600333
What is your hallux?,earlobe,tongue,eyelid,big toe,D,True,0.0018898562,0.003316801,0.015823573,0.97896975
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.019100042,0.8121545,0.058832277,0.109913155
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.025872778,0.03764467,0.07969377,0.85678875
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.007229399,0.013506295,0.03239992,0.9468644
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.0013894533,0.0024385664,0.012384062,0.9837879
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,True,0.007303562,0.01062662,0.025491936,0.95657784
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.12388384,0.2622621,0.12388384,0.48997012
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,True,0.022023866,0.052832507,0.09870412,0.8264395
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,True,0.0049027777,0.008083314,0.93430406,0.05270983
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,True,0.069739126,0.74976623,0.10146982,0.07902478
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,False,0.06879788,0.11342853,0.16503754,0.6527361
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.024198845,0.48604682,0.22959225,0.26016212
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.01702018,0.7237165,0.076279156,0.18298419
