0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptnone_Tptvicuna_choiceD_probs
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.010902015,0.9813681,0.0058354284,0.0018944861
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,False,0.15409943,0.07279141,0.082483485,0.6906257
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,True,0.016543215,0.021241909,0.7034354,0.25877944
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.014374513,0.13638158,0.06442209,0.7848218
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,True,0.5045405,0.23832805,0.112578206,0.14455327
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,True,0.021749206,0.075912185,0.72023475,0.18210386
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.0057713054,0.0035004737,0.020143835,0.97058433
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,True,0.058248784,0.12331268,0.10882306,0.70961547
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,True,0.034250733,0.09310314,0.09310314,0.77954304
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,False,0.0142718945,0.03879503,0.0639622,0.88297087
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.033831336,0.76999766,0.091963105,0.10420785
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.64847785,0.21052994,0.053230304,0.08776193
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.031156598,0.051368546,0.43010357,0.4873712
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,True,0.012359516,0.029648937,0.19333535,0.7646562
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,True,0.0313406,0.085192576,0.07518219,0.8082847
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.06118095,0.047647774,0.31070253,0.5804687
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,True,0.02127768,0.05783873,0.12244459,0.798439
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,True,0.02142091,0.108784355,0.065981045,0.8038137
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.041639745,0.21146406,0.23962018,0.50727594
What is the optimal span of control?,2,5,7,None of the above,D,True,0.006242784,0.014975661,0.052270193,0.92651135
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,True,0.0024078505,0.008404223,0.01779174,0.97139615
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.0419735,0.05389504,0.061071087,0.8430603
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,True,0.038132135,0.062869266,0.13309424,0.7659044
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,False,0.035359483,0.17957029,0.07485603,0.71021426
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.0010250661,0.00066183246,0.006279291,0.9920338
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,True,0.006504804,0.005392672,0.022703998,0.9653985
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,True,0.10833425,0.5501667,0.20239504,0.13910393
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.021391684,0.62515664,0.05814863,0.29530308
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.025158957,0.9440829,0.013466619,0.017291483
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,True,0.004414214,0.013596735,0.02878429,0.95320475
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,True,0.011810022,0.025001816,0.025001816,0.9381863
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.029845707,0.026338745,0.07159613,0.87221944
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,False,0.06633829,0.096521646,0.12393624,0.71320385
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,False,0.14850286,0.11565414,0.14850286,0.5873402
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,False,0.021698268,0.097244896,0.06683537,0.8142215
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,True,0.0072437474,0.27181962,0.57544214,0.14549455
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.0025946891,0.0031297924,0.010924049,0.9833515
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,True,0.031619933,0.0669394,0.08595189,0.8154888
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.009074183,0.024666188,0.04066767,0.9255919
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.0049485955,0.022178067,0.7344367,0.23843668
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.013377135,0.032090075,0.827614,0.12691872
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,True,0.003062461,0.012112267,0.022628695,0.9621966
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,False,0.03688066,0.03688066,0.27251327,0.6537254
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,False,0.01287145,0.03498823,0.3319591,0.6201812
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,True,0.023655152,0.072863005,0.12013078,0.78335106
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,False,0.029911898,0.11830386,0.3215832,0.5302011
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,False,0.009838838,0.011148864,0.093348294,0.885664
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.014673681,0.027414044,0.62394077,0.33397144
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.0022438155,0.0050565163,0.9636014,0.029098243
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.009242144,0.01956562,0.028467812,0.9427244
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.0398734,0.09565131,0.15770236,0.7067729
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,True,0.002779097,0.0058833486,0.22077103,0.7705666
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.066770405,0.26408207,0.11008579,0.55906177
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,True,0.029197259,0.061810598,0.24446565,0.6645265
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,False,0.048377637,0.11605191,0.3154618,0.5201086
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.029741405,0.029741405,0.071345925,0.86917126
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,True,0.009313101,0.008218783,0.03250592,0.9499622
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,False,0.23480837,0.12568386,0.14241847,0.49708933
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.6228274,0.22912541,0.10823118,0.039816022
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,True,0.0992121,0.26968646,0.06017518,0.57092625
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,True,0.0016535452,0.0018737122,0.025865799,0.9706069
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,False,0.06944573,0.11449665,0.06944573,0.7466119
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,True,0.04391161,0.10533848,0.07239801,0.7783519
