0,1,2,3,4,5,llama_7B_alpaca_20000_dp_correct,llama_7B_alpaca_20000_dp_choiceA_probs,llama_7B_alpaca_20000_dp_choiceB_probs,llama_7B_alpaca_20000_dp_choiceC_probs,llama_7B_alpaca_20000_dp_choiceD_probs
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,True,0.64379346,0.18444993,0.059882123,0.11187453
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,False,0.18686676,0.12843151,0.032472573,0.6522291
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.7767057,0.04965313,0.0386699,0.13497122
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,False,0.030493949,0.1206059,0.15486105,0.69403905
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,False,0.1966118,0.1351292,0.1966118,0.47164723
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,False,0.9528134,0.028772471,0.006420006,0.0119941505
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.45336673,0.24266973,0.028982764,0.2749808
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,False,0.4316661,0.00790624,0.0061573866,0.55427027
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,True,0.44787547,0.08819191,0.06868393,0.3952487
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,False,0.0828901,0.02374841,0.0022089465,0.89115256
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.15331379,0.41675007,0.10537092,0.3245653
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.5138548,0.0030554924,0.3531669,0.12992284
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.51386315,0.054160774,0.07880347,0.35317263
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.07240619,0.13527258,0.10535039,0.68697083
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.9753559,0.017864266,0.0016616357,0.005118198
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.7996557,0.08428308,0.007839548,0.10822163
What kind of animal is a peregrine?,moose,cat,bird,fish,C,False,0.20471472,0.075310335,0.3375175,0.38245744
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,False,0.5263608,0.020409223,0.36176217,0.0914678
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.750741,0.054383498,0.005058453,0.18981706
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,False,0.12299502,0.20278451,0.12299502,0.5512254
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.5967954,0.062901765,0.09152154,0.24878132
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.1418405,0.031648893,0.010274892,0.8162357
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.06618226,0.014767259,0.0054325713,0.91361797
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,True,0.12745447,0.21013692,0.26982114,0.39258742
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,False,0.11341165,0.14562345,0.16501299,0.5759519
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.16794273,0.11542525,0.4028737,0.31375834
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.14932476,0.013889367,0.24619491,0.5905909
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.530306,0.05589384,0.09215336,0.32164684
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,False,0.35740936,0.10239949,0.020163655,0.5200275
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.07677493,0.14343446,0.3898953,0.3898953
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.00090785936,0.0007070416,0.0027964036,0.99558866
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,False,0.24992497,0.17177075,0.04921315,0.5290912
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.5117504,0.088928886,0.047600206,0.35172057
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.9221572,0.045911502,0.010244241,0.02168706
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,True,0.01998297,0.0064875204,0.010696113,0.9628334
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.6048941,0.13497013,0.06375537,0.19638036
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.6495722,0.12790835,0.07758034,0.14493915
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.7002598,0.13788933,0.023961572,0.13788933
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.07237673,0.030171108,0.11932905,0.77812314
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.33986974,0.04059165,0.12503108,0.49450752
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.30834767,0.4486432,0.0779625,0.16504662
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.7729323,0.0024600741,0.0031587977,0.22144881
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.06442209,0.014374513,0.13638158,0.7848218
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.5320711,0.02649026,0.11872111,0.32271746
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.23005158,0.17916435,0.29539207,0.29539207
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.52925634,0.104216754,0.17182438,0.19470254
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.5432007,0.06487607,0.018587304,0.37333602
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,True,0.20049497,0.0028599072,0.0036721933,0.792973
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,False,0.75821465,0.11627599,0.022896098,0.102613196
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.9965874,0.0021800261,0.00020277401,0.0010297714
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.51507753,0.31241032,0.042280138,0.13023199
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.023824941,0.008764706,0.07338598,0.8940243
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.13787888,0.33075425,0.33075425,0.20061259
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.21607608,0.07014963,0.048213094,0.6655612
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.38347927,0.18114278,0.09695874,0.33841926
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.9815801,0.002433094,0.0074944566,0.008492332
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,False,0.28865874,0.011192514,0.0076924944,0.6924563
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,False,0.2565876,0.15562825,0.044588238,0.54319596
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.7084783,0.12311506,0.12311506,0.0452915
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,False,0.8921131,0.073229104,0.026939481,0.0077182907
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.56812316,0.06785264,0.019440105,0.3445841
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.51130414,0.1464911,0.10068176,0.24152297
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,False,0.0923055,0.008585748,0.023338486,0.8757702
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,False,0.42520437,0.121823095,0.121823095,0.3311495
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,False,0.801578,0.05806612,0.07455837,0.06579753
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.0984999,0.2085243,0.38957468,0.30340105
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.0043295715,0.014196118,0.04654728,0.9349271
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.022491416,0.10079954,0.032724816,0.8439842
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.54211146,0.13706724,0.064745985,0.25607532
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,False,0.2986834,0.18116063,0.085574225,0.43458176
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.3525727,0.012064374,0.054068778,0.5812941
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,False,0.8179756,0.052291427,0.004292342,0.12544063
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.1678512,0.03745266,0.042439424,0.7522568
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.40841293,0.17025183,0.31807232,0.10326296
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.505762,0.05330692,0.047043193,0.39388782
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.17684586,0.54472363,0.021121226,0.25730923
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.01861718,0.021096028,0.48014337,0.48014337
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.041127983,0.0033759903,0.019427482,0.93606853
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.43171465,0.08500966,0.051560964,0.43171465
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.20481254,0.3376788,0.15950817,0.29800048
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,False,0.2986834,0.18116063,0.085574225,0.43458176
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.769087,0.020495474,0.015961891,0.19445565
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.1769912,0.12164415,0.083604716,0.61775994
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.0051645483,0.003132457,0.0075143734,0.9841887
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.33595857,0.12359226,0.10906978,0.43137935
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.06603624,0.011475378,0.6265344,0.2959539
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,False,0.2304386,0.1233449,0.15837798,0.48783854
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.3509605,0.18785562,0.18785562,0.2733283
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.4380685,0.05928613,0.006248712,0.49639666
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,True,0.28383332,0.04352725,0.071764305,0.60087514
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,True,0.027877016,0.013168169,0.035794795,0.92315996
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.07446496,0.016615378,0.80057377,0.10834587
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.20902108,0.1267777,0.16278577,0.5014155
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,False,0.46092403,0.40676403,0.029465886,0.102846056
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,False,0.013372817,0.019457333,0.23703884,0.73013103
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,True,0.5653749,0.18355036,0.0675244,0.18355036
How many sides does a rhombus have?,4,6,8,10,A,False,0.35580394,0.020073084,0.037501458,0.5866215
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.13254672,0.09109794,0.1032275,0.67312783
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,False,0.80580443,0.08493116,0.024333186,0.08493116
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,0.01583306,0.0035328332,0.0010774531,0.9795567
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.45236424,0.16641551,0.028918678,0.35230163
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.039914995,0.1788866,0.4862642,0.29493415
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.28287002,0.2202994,0.13361834,0.3632123
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.322817,0.36579958,0.026498433,0.284885
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,True,0.25574437,0.030544309,0.018526059,0.69518524
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.3844031,0.052023306,0.004270333,0.5593032
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.08918266,0.042126905,0.022548907,0.8461415
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.07839412,0.21309732,0.12925006,0.57925856
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,True,0.0046784994,0.064584695,0.039172597,0.8915642
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,False,0.52696705,0.21967255,0.033687875,0.21967255
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.85304534,0.025759738,0.005747774,0.115447134
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,True,0.21185486,0.16499272,0.047271207,0.5758812
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,False,0.010690644,0.40116346,0.0044565233,0.5836894
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,False,0.23928146,0.1644556,0.022256643,0.5740064
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.7650317,0.038088683,0.026177945,0.17070165
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.079810016,0.013868903,0.14910474,0.7572164
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.40528718,0.02590914,0.048404653,0.52039903
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,False,0.34239623,0.20767382,0.26665846,0.1832715
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,True,0.11000368,0.07560434,0.0970779,0.71731406
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,True,0.17307922,0.11895549,0.023423724,0.6845416
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.18296424,0.1424927,0.110973425,0.56356955
How many stars are on the American flag?,13,48,50,51,C,False,0.43428665,0.10980486,0.021621859,0.43428665
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,True,0.263798,0.0755794,0.027804106,0.6328185
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.40595984,0.01783663,0.05494069,0.52126276
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.08538037,0.15951154,0.12422771,0.63088036
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.11472519,0.08934807,0.047824573,0.7481022
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.020637583,0.28489304,0.011046502,0.68342286
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.1418143,0.12515068,0.09746745,0.6355676
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,False,0.103309974,0.015843099,0.015843099,0.8650038
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.33302537,0.108117506,0.07430801,0.48454905
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.28271937,0.023207018,0.28271937,0.41135424
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.06017518,0.26968646,0.0992121,0.57092625
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,False,0.2471937,0.04295582,0.03790838,0.6719421
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.027741063,0.051827133,0.20498028,0.7154515
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,True,0.11614892,0.19149719,0.10250106,0.58985287
What is your hallux?,earlobe,tongue,eyelid,big toe,D,True,0.30427474,0.30427474,0.046662044,0.34478846
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,False,0.25077534,0.04938059,0.018166102,0.681678
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.10783697,0.074115194,0.021234358,0.7968134
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.19288754,0.13256955,0.08040749,0.59413546
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.0031303044,0.005848178,0.007509209,0.98351234
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,True,0.36086282,0.03356547,0.080519386,0.5250523
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.10106664,0.019901201,0.032811534,0.8462206
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.6181007,0.1074098,0.073821604,0.20066792
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.6267179,0.108907245,0.084817044,0.1795577
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,False,0.85728854,0.020161495,0.020161495,0.102388516
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,False,0.053260103,0.060351606,0.053260103,0.8331282
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.14562345,0.5759519,0.11341165,0.16501299
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,False,0.986102,0.009667403,0.00020064057,0.0040299734
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.314965,0.048301447,0.048301447,0.5884321
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,False,0.90142,0.07399306,0.000564944,0.02402203
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.28287,0.13361832,0.36321226,0.22029938
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,True,0.46515447,0.0058554304,0.00190098,0.52708906
