0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_correct,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_choiceA_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_choiceB_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_choiceC_probs,alpacacode_llama_7B_llamatokenizer_sharegpt_qy_vic_104000_choiceD_probs
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,False,0.22446734,0.32659805,0.22446734,0.22446734
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,True,0.024980092,0.9373711,0.032075074,0.0055738124
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,False,0.059033938,0.014926117,0.9234462,0.0025937702
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.08267139,0.78436434,0.120286174,0.012678069
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,False,0.5905831,0.19173425,0.19173425,0.02594841
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,False,0.58665186,0.31401214,0.061832648,0.0375034
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.022861578,0.972099,0.0045017116,0.00053765276
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.7898351,0.050492465,0.15552776,0.004144674
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,True,0.019811193,0.01361602,0.9545567,0.012016096
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.013732857,0.96274763,0.022641655,0.0008779122
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,True,0.8773775,0.081608824,0.038549278,0.002464373
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,True,0.24394108,0.07919607,0.6631006,0.013762213
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.2918031,0.17698753,0.20055315,0.33065623
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,True,0.21951316,0.21951316,0.15086904,0.41010457
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.28383332,0.60087514,0.071764305,0.04352725
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,False,0.20730077,0.18294227,0.5635019,0.046255052
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.02561408,0.96116126,0.012099234,0.001125404
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.97890455,0.01232259,0.0074740285,0.0012987914
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.17528054,0.37106892,0.2550317,0.19861889
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.05159927,0.0276191,0.91461897,0.006162654
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.23696765,0.20912322,0.3447859,0.20912322
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,True,0.33620113,0.2039163,0.33620113,0.123681486
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.08956948,0.58406633,0.31262818,0.013735924
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.15262023,0.6839964,0.08169172,0.08169172
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.119718455,0.53654087,0.28718963,0.05655099
What is the optimal span of control?,2,5,7,None of the above,D,False,0.01106656,0.60421365,0.36647412,0.018245671
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,False,0.21170604,0.21170604,0.44818172,0.12840621
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.16046627,0.23347704,0.5600823,0.045974355
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,False,0.27764887,0.4039767,0.21623316,0.102141306
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.15924254,0.6298165,0.15924254,0.051698484
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.12515068,0.09746745,0.1418143,0.6355676
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,False,0.34012115,0.34012115,0.08599609,0.23376162
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.37777463,0.065647386,0.54965883,0.006919184
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.04717299,0.94749486,0.004971997,0.00036017023
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.06663239,0.91983175,0.010218408,0.0033174313
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,False,0.12101325,0.54234374,0.13712597,0.19951712
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,False,0.20239504,0.13910393,0.5501667,0.10833425
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.19014007,0.40252653,0.2766522,0.13068123
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,True,0.14753729,0.5835213,0.2146655,0.054275937
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.76952356,0.10414369,0.06316634,0.06316634
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.28291208,0.5989249,0.091848105,0.026314924
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.015809815,0.9781186,0.005816106,0.00025554188
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.096521646,0.06633829,0.12393624,0.71320385
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.17082725,0.2485522,0.4097933,0.17082725
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.22446734,0.22446734,0.32659805,0.22446734
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.07803392,0.07803392,0.83894366,0.0049885414
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.053073045,0.0049365624,0.94074225,0.0012481584
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,False,0.8492005,0.078987956,0.06970662,0.0021049576
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,True,0.7953407,0.13820949,0.05761429,0.008835437
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,False,0.039311238,0.05719751,0.89471966,0.008771523
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,False,0.11067709,0.11067709,0.4377364,0.34090945
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,False,0.10278023,0.13197243,0.7594489,0.0057984637
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,True,0.107303984,0.13778104,0.4243955,0.33051956
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.04672408,0.013386673,0.9384783,0.001410945
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.0123255355,0.008471209,0.97913855,6.467847e-05
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.15951143,0.15951143,0.12422763,0.5567496
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.48367804,0.06545871,0.37668884,0.074174434
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,False,0.06065922,0.27185574,0.652148,0.015337052
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.5682517,0.20904814,0.16280685,0.05989329
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.20949206,0.14398164,0.5694584,0.077067815
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,True,0.04129581,0.017214656,0.93988836,0.0016012124
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.1262052,0.111375704,0.7262608,0.036158394
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.6525771,0.14560963,0.16499732,0.03681588
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.3596176,0.28007045,0.28007045,0.08024153
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.97873527,0.012320459,0.007472736,0.001471469
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,True,0.1948313,0.2207728,0.17193802,0.41245788
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,False,0.07837826,0.041952856,0.84264565,0.037023265
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,False,0.16707751,0.3121419,0.3537031,0.16707751
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,False,0.2564696,0.22633363,0.42284688,0.0943499
