0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_firstturn_2000_gpt4op_Gptvic_Tptvicuna_choiceD_probs
"The voltage induced in an inductor is represented as,",product of its inductance and current through it.,ratio of its inductance to current through it.,ratio of current through it to its inductance.,product of its inductance and rate of change of current through it.,D,False,0.120412156,0.32731417,0.32731417,0.22495952
"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",1,2,4,8,C,True,0.03692763,0.2125038,0.50977015,0.24079837
Induction heating takes place in,conducting but non-magnetic materials.,conducting materials which may be either magnetic or non-magentic materials.,insulating materials.,conducting and magnetic materials.,B,True,0.14876276,0.35686332,0.27792543,0.21644855
In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,100,50,1,A,False,0.06112063,0.21333195,0.45162377,0.27392367
Magnetic flux has the unit of,Newton,Ampere turn,Weber,Tesla,C,True,0.05603565,0.3224629,0.46918073,0.15232068
"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",Reciprocity theorem,Thevinin's theorem,Norton's theorem,Compensation theorem,A,False,0.068699665,0.21160986,0.44797808,0.27171245
A D-flip-flop is said to be transparent when,the output is LOW,the output is HIGH,the output follows clock,the output follow input,D,False,0.075310335,0.20471472,0.38245744,0.3375175
A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,500 Hz.,250 Hz.,400 Hz.,625 Hz.,B,False,0.0984999,0.30340105,0.38957468,0.2085243
Speed control by variation of field flux results in,constant power drive.,constant torque drive.,variable power drive.,none of the above.,A,False,0.087435454,0.30517972,0.44403386,0.16335094
Which of the following memories uses one transistor and one capacitor as basic memory unit,SRAM,DRAM,Both SRAM and DRAM,,B,False,0.042826094,0.21748883,0.46042386,0.2792612
"What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?",2,4,5,6,A,False,0.06094517,0.18772434,0.51028764,0.24104281
"The output of the system has an effect upon the input quantity, then the system is a",open loop control system.,closed loop control system.,either A or B.,none of the above.,B,False,0.16001281,0.26381654,0.43495992,0.14121081
"A sinusoidal signal is analog signal, because",it can have a number of values between the negative and positive peaks,it is negative for one half cycle,it is positive for one half cycle,it has positive as well as negative values,A,False,0.20345806,0.23054817,0.3354456,0.23054817
FM stands for,frequent modulation.,frequency modulation.,frequency moderator.,frequent moderator.,B,True,0.12568395,0.56327635,0.23480852,0.07623117
Stack is also known as,FIFO memory,Flash memory,LIFO memory,LILO memory,C,True,0.07096538,0.21858875,0.4627524,0.24769352
"In Ward-Leonard system, the lower limit of the speed imposed by",Field resistance.,Armature resistance.,Residual magnetism of the generator.,None of above.,C,False,0.12881424,0.39677578,0.30900928,0.16540074
Colpitts oscillator is also called as,Tank circuit oscillator,LC oscillator,Resonant circuit oscillator,All of the above,D,False,0.06887305,0.3086676,0.50890684,0.113552466
An SCR has half cycle surge current rating of 3000 A for 50 Hz supply. One cycle surge current will be,1500 A.,6000 A.,2121.32 A.,4242.64 A.,C,True,0.062721655,0.21892008,0.525162,0.1931963
Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Decoders,Accumulators,Registers,C,True,0.09587588,0.2953185,0.4296859,0.17911972
Systematic errors are,environmental errors.,observational errors.,instrument errors.,all of the above.,D,False,0.05704008,0.17569582,0.47759074,0.28967342
Which of the following is/are the disadvantages of an open loop control system?,Inaccurate.,Unreliable.,both A and B.,none of the above.,C,False,0.19168942,0.31604242,0.24613409,0.24613409
A diode (p-n junction) when reverse biased act as,On Switch,Zener diode,Capacitor,Off Switch,D,False,0.1465847,0.24167733,0.39845854,0.2132795
Piezoelectric effect is carried out in,composite filter.,crystal filter.,m derived.,constant k prototype.,B,False,0.078628495,0.2421928,0.5127222,0.16645652
The resistivity of the conductor depends on,area of the conductor.,length of the conductor.,type of material.,none of these.,C,True,0.06793114,0.30444622,0.44296664,0.18465596
The smallest change in measured variable to which instrument will respond is,resolution.,accuracy.,precision.,sensitivity.,A,False,0.15384258,0.2536435,0.41818747,0.17432646
"In electronic communications, ""AM"" stands for",Amp Modification,Amplitude Method,Amplitude Modulation,Ampere Method,C,True,0.087081224,0.26822904,0.5678409,0.0768489
Which system is also known as automatic control system?,Open loop control system,Closed loop control system,Either A or B,Nether A nor B,B,False,0.026602022,0.28599867,0.6054592,0.081939995
A combinational PLD with a fixed AND array and a programmable OR array is called a,PLD,PROM,PAL,PLA,B,False,0.12840621,0.21170604,0.44818172,0.21170604
A null type instrument as compared to a deflected type instrument has,a lower sensitivity.,a faster response.,a higher accuracy.,all of the above.,C,True,0.113520995,0.16517207,0.44898424,0.2723227
"Length of the cable is doubled, its capacitance C will be",one-fourth.,one-half.,doubled.,unchanged.,C,True,0.084196925,0.22887099,0.42758727,0.2593448
Electrons in p-type material of a semi-conductor are called as,either minority carriers or majority carriers,minority carriers,majority carriers,valance carriers,B,True,0.20663035,0.3860363,0.26531863,0.14201483
________ is the most detrimental impurity in the magnetic materials,Carbon.,Sulphur.,Oxygen.,Nitrogen.,A,False,0.036024455,0.18294728,0.63854873,0.14247948
Voltage controlled oscillators are used commonly in,Pulse Modulators Frequency Modulators Phase Clocked loops,Frequency Modulators,Phase Clocked loops,All the above,D,False,0.1202759,0.2546241,0.37047586,0.2546241
Low frequency supply is necessary for direct core type induction furnaces because,With normal frequeny supply the electromagnetic forces causes severe stirring action in the molten metal.,Magnetic coupling between the primary and secondary circuit is poor.,Both A and B.,None of the above.,C,True,0.15378492,0.25354847,0.36891085,0.22375575
"The moving coil-meters, damping is provided by",the aluminium frame of the coil.,the coil spring attached to the moving.,eddy current disk.,damping vane in the airtight chamber.,A,False,0.116331935,0.27906582,0.3583276,0.24627472
Which of the following is the analogous quantity for mass element in force-voltage analogy?,Resistance.,Inductance.,Capacitance.,All of the above.,B,False,0.04427907,0.25480846,0.47604483,0.22486766
A latch is ________ sensitive,both level and edge,edge,level,,C,True,0.12403356,0.26257905,0.43291965,0.18046775
What is used to protect the SCR from over current ?,CB and fuse.,Heat sink.,Snubber circuit.,Voltage clamping device.,A,False,0.04578783,0.14103644,0.63208145,0.18109438
The errors mainly caused by human mistakes are,gross error.,instrumental error.,observational error.,systematic error.,A,False,0.17076454,0.219266,0.36150852,0.24846093
Electrical analogous quantity for dash-pot in force-current analogy is,resistance.,conductance.,inductance.,capacitance.,B,False,0.09224856,0.3219791,0.41342935,0.17234299
Which lamp has the best Colour Rendering Index (CRI)?,LED,Fluorescent,Incandescent,High pressure sodium vapour,C,True,0.06520723,0.12182315,0.4818199,0.33114967
Power dissipation in ideal inductor is,Maximum,Minimum,Zero,A finite value,C,True,0.04690264,0.23819129,0.4449999,0.26990607
For intermittent work which of the following furnace is suitable?,Core less furnace.,Indirect arc furnace.,Either of above.,Nither of above.,B,False,0.04988068,0.2235497,0.4732547,0.253315
In electrical resistance welding material of electrode should have,higher electrical conductivities.,higher thermal conductivities.,sufficient strength to sustain high pressure at elevated temperatures.,all of above.,D,False,0.064377695,0.19829725,0.5390278,0.19829725
Which of the following are the passive elements?,Resistor,Bulb,Both,None of these.,C,True,0.039387893,0.3737019,0.47984275,0.10706739
The main advantage of dielectric heating is that,heating occurs in the material itself.,heating occurs due to high frequency.,it can be used for drying the explosives.,None of the above.,A,False,0.10594562,0.32633546,0.36978653,0.19793248
Materials used in heat sink should have,high thermal conductivity.,large surface area.,high melting point.,All of these.,D,False,0.09299232,0.25277933,0.36779177,0.28643653
Conductor is static and the field is varying then emf will be induced. This principle is called,virtually induced emf.,dynamically induced emf.,static induced emf.,none of these,C,True,0.14121081,0.26381654,0.43495992,0.16001281
"Four identical alternators each are rated for 20 MVA, 11 KV having a subtransient reactance of 16% are working in parallel. The short circuit level at the busbar is",500 MVA,400 MVA,125 MVA,100 MVA,A,False,0.06681706,0.23321445,0.43570194,0.26426658
"According to the Bohr model, an electron gains or losses energy only by",moving faster or slower in an allowed orbit.,jumping from one allowed orbit to another.,being completely removed from an atom.,jumping from one atom to another atom.,B,True,0.17432646,0.41818747,0.2536435,0.15384258
A three-state buffer has the following output states,"1, 0, float","High, Low, Float",Both A and B,"Set, Reset, Halt",C,True,0.14459555,0.27014005,0.3468667,0.23839776
"By using which of the following elements, mechanical translational systems are obtained?",mass element,spring element,dash-pot,all of the above,D,False,0.062666126,0.28085008,0.40863445,0.24784933
"Four capacitors each of 40 µF are connected in parallel, the equivalent capacitance of the system will be",160 µF,10 µF,40 µF,5 µF,A,False,0.07048432,0.21710698,0.5208126,0.19159624
"The resistance of a conductor of diameter d and length l is R Ω. If the diameter of the conductor is halved and its length is doubled, the resistance will be",R Ω,2R Ω,4R Ω,8R Ω,C,True,0.0545367,0.24441655,0.4566302,0.24441655
A single phase full bridge inverter can operated in load commutation mode in case load consist of,RL.,RLC underdamped.,RLC overdamped.,RLC critically damped.,B,False,0.15793742,0.2603948,0.3788722,0.20279567
A microprocessor is ALU,and control unit on a single chip.,and memory on a single chip.,register unit and I/O device on a single chip.,register unit and control unit on a single chip.,D,False,0.16344157,0.34600583,0.30534908,0.18520358
"To obtain a high value of capacitance, the permittivity of dielectric medium should be",low,zero,high,unity,C,True,0.055680413,0.15135504,0.59862083,0.19434373
Deflection method direct measurements are most widely used as these are,least time consuming.,most simple.,most simple and least time consuming.,most accurate.,C,True,0.19159609,0.21710682,0.45961514,0.13168195
Purely mechanical instrument cannot be used for dynamic measurements because they have,high inertia.,higher response time.,large time constant.,all of the above.,D,False,0.11185279,0.20896852,0.44238636,0.23679237
Advantages of higher transmission voltage is/are,Power transfer capability of the transmission line is increased,Transmission line losses are reduced,Area of cross section and volume of the conductor is reduced,all of the above,D,False,0.1723843,0.32205626,0.28421366,0.22134583
Under over voltage condition impedance offered by the voltage clamping device is,high.,low.,moderate.,infinity.,B,False,0.16001281,0.26381654,0.43495992,0.14121081
A long wire composed of a smooth round conductor runs above and parallel to the ground (assumed to be a large conducting plane). A high voltage exists between the conductor and the ground. The maximum electric stress occurs at,lower surface of the conductor.,upper surface of the conductor.,the ground surface.,midway between the conductor and ground.,A,False,0.105586,0.22352557,0.41760072,0.25328764
In a dc machine 6 pole wave winding is used. The number of parallel paths are?,6,4,2,1,C,True,0.07096538,0.24769352,0.4627524,0.21858875
Which of the following is a digital device,Regulator of a fan,Microphone,Resistance of a material,Light switch,D,False,0.07625606,0.23488519,0.3872602,0.30159855
Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,square of instantaneous current.,square of the rate of change of current.,temperature of the inductor.,A,False,0.15420106,0.3699091,0.3699091,0.10598074
Which of the following is a variable displacement transducer?,tachometer,potentiometer,synchros,none of the above,B,False,0.030641666,0.19980878,0.54313654,0.22641298
"Five capacitors each of 5 µF are connected in series, the equivalent capacitance of the system will be",5 µF,25 µF,10 µF,1 µF,D,False,0.10253437,0.24596716,0.4055313,0.24596716
Susceptibility is negative for,non magnetic substances.,diamagnetic substances.,ferromagnetic substances.,none of above.,B,False,0.085574225,0.18116063,0.43458176,0.2986834
One of the following is the primary function of an oscillator,produces sinusoidal oscillations,generates non sinusoidal waveforms,generates sustained oscillations at a constant amplitude and specific frequency,none of the above,C,True,0.14505681,0.27100182,0.506298,0.07764332
The metal surfaces for electrical resistance welding must be,rough.,clean.,moistened,coloured,B,True,0.19699608,0.3247916,0.3247916,0.15342069
The latching current of SCR is 20 mA. Its holding current will be,23 mA.,40 mA.,10 mA.,60 mA.,C,True,0.079090014,0.27605128,0.45513162,0.18972708
"In force-current analogy, electrical analogous quantity for displacement (x) is",voltage.,inductance.,capacitance.,flux.,D,False,0.087435454,0.30517972,0.44403386,0.16335094
Feedback circuit in an oscillator can be accomplished by,Resistive coupling between input and output,Capacitive coupling between input and output,Inductive coupling between input and output,Any one or combinations of the above methods,D,False,0.097281575,0.23336636,0.43598574,0.23336636
"Lowest critical frequency is due to zero and it may be present at the origin or nearer to the origin, then the type of network is",LC circuit.,RC circuit.,RLC circuit.,RL Circuit.,D,False,0.23679237,0.20896852,0.44238636,0.11185279
What is the value of dielectric constant of air?,Less than 1,0.,1.,none of these.,C,True,0.064178586,0.22400527,0.5373607,0.17445548
Temperature variation is a/an,Digital quantity,Analog quantity,Either Digital or Analog quantity,,B,True,0.15705618,0.33248794,0.33248794,0.17796798
The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,30,140.,150.,200.,C,True,0.10253437,0.24596716,0.4055313,0.24596716
For a dc machine shunt resistance and armature resistance values are,high and high,high and low,low and low,low and high,B,False,0.13162771,0.21701743,0.4054419,0.24591295
The change of cross sectional area of conductor in magnetic field will affect,reluctance of conductor.,resistance of conductor.,(A) and (B) both in the same way.,none of above.,C,True,0.11505403,0.21494922,0.45504752,0.21494922
Which of the following is used in SCR to protect from high dV / dt?,Snubber circuit.,Fuse.,Equalizing circuit.,Circuit breaker.,A,False,0.046923857,0.238299,0.504479,0.21029812
"What are the sets of commands in a program which are not translated into machine instructions during assembly process, called?",Mnemonics,Directives,Identifiers,Operands,B,True,0.20481254,0.3376788,0.29800048,0.15950817
Speed of data transmission in 4-G network of telecom is,386 kbps - 2 mbps.,2 mbps.,2 mbps – 1 gbps.,100 mbps - 1 gbps.,D,False,0.11538358,0.35540646,0.3136451,0.21556492
Which of the followings is/are active element?,Voltage source,Current source,Both,None of these.,C,True,0.11163973,0.30346826,0.4415437,0.14334825
Electrical analogous quantity for spring element (K) in force-voltage analogy is,L,R,1/C,C,C,True,0.03787332,0.19233659,0.52282506,0.24696507
A quartz crystal oscillator consists of,only series resonant frequency.,only parallel resonant frequency.,both series and parallel frequencies.,neither series nor parallel frequency.,C,True,0.04853645,0.13193575,0.670025,0.14950278
Which of the following oscillators are used for low frequency (LF) applications,LC oscillators,RC oscillators,Both LC and RC Oscillators,,B,False,0.06542154,0.1569381,0.62070227,0.1569381
The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of diameter 1.2 m is,3 / 2.,1 / 3.,2 / 3.,2 / 5.,C,True,0.09221439,0.32185984,0.36471498,0.22121082
Relative error is same as,ratio of absolute error and true value.,absolute error.,true error.,none of the above.,A,False,0.089321,0.21426994,0.45360947,0.24279965
If holding current of a thyristor is 2 mA then latching current should be,0.01 A.,0.002 A.,0.009 A.,0.004 A.,D,False,0.085574225,0.2986834,0.43458176,0.18116063
"In an intel 8085A, which is the first machine cycle of an instruction?",An op-code fetch cycle,A memory read cycle,A memory write cycle,An I/O read cycle,A,False,0.14664404,0.18829468,0.45169547,0.21336582
Which of the following are the disadvantages of a closed loop control system?,Reduces the overall gain.,Complex and costly.,Oscillatory response.,All of the above.,D,True,0.10594561,0.19793247,0.32633543,0.3697865
"Poles and zeros are arranged alternatively on negative real axis, then type of network is/are",LC network.,RC network.,RL network.,Both 2 and 3.,D,False,0.1110344,0.26635766,0.38754812,0.23505981
The magnetisation and applied field in ferromagnetic materials are related,sinusoidally.,non linearly.,linearly.,parabolically.,B,False,0.10100591,0.35254526,0.39948612,0.14696273
Thin laminations are used in a machine in order to reduce,Eddy current losses,Hysteresis losses,Both A and B,Copper losses,A,False,0.13366763,0.2829744,0.41172528,0.17163263
A metal surface with 1 meter radius and surface charge density of 20 coulombs / m2 is enclosed in a 10 m side cube. The total outward electric displacement normal to the surface of the cube is,40π coulombs.,80π coulombs.,10π coulombs.,none of these.,B,False,0.12981066,0.27480915,0.35286194,0.24251823
In binary number system the first digit (bit) from right to left is called as,"LSB, Least Significant Bit","MSB, Most Significant Bit",First Bit,Last Bit,A,False,0.13894258,0.29414147,0.4279733,0.13894258
In two wattmeter method of power measurement if the total power is measured by one wattmeter only then power factor of the system is,0.,0.5.,1.,none of above.,B,False,0.08297207,0.25557196,0.37185502,0.28960097
A 0 - 100 V voltmeter has a guaranteed accuracy of 2 % of full scale reading. The voltage measured by the voltmeter is 75 V. The limiting error is in percentage,3.33 %.,2.66 %.,2 %.,1 %.,B,True,0.11351826,0.34966087,0.34966087,0.18715999
Which of the following methods is/are used for reactive or voltage compensation,shunt capacitor,series capacitor,generation excitation control,all of the above,D,False,0.25653246,0.2263891,0.29068935,0.2263891
The ROM programmed during manufacturing process itself is called,MROM,PROM,EPROM,EEPROM,A,False,0.060945176,0.24104284,0.5102877,0.18772437
In 8085 name/names of the 16 bit registers is/are,stack pointer.,program counter.,both A and B.,none of these.,C,True,0.12303433,0.29514402,0.3789724,0.20284933
Stability of a transmission line can be increased by,shunt capacitor,series capacitor,shunt reactor,both A and B,D,False,0.10322517,0.21852769,0.36029124,0.3179559
Snubber circuit is used with SCR,in series.,in parallel.,either series or parallel.,anti parallel.,B,False,0.07457101,0.2602784,0.48626405,0.17888655
The number of rings in the Bohr model of any element is determined by what?,Column number on periodic table.,Atomic mass.,Row number on periodic table.,Atomic number.,C,True,0.077141285,0.20969173,0.44391742,0.26924953
Silicon and Germanium are ________ elements.,trivalant,pentavalant,hexavalant,tetravalant,D,False,0.11466839,0.242753,0.4535223,0.18905622
The number of output pins in 8085 microprocessors are,27.,40.,21.,19.,A,False,0.085574225,0.2986834,0.43458176,0.18116063
If P is the power of a star connected system then what will be power of an equivalent delta connected system?,P,3P,P/3,None of the above,A,False,0.034563717,0.19890045,0.4771374,0.28939846
Which oscillators are easy to fabricate in a monolithic IC?,Crystal oscillator.,Hartley oscillator.,Wien bridge oscillator.,Relaxation oscillator.,D,False,0.11727359,0.24826822,0.46382606,0.17063208
"If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is",DC only,AC only,Either AC or DC,An Impulse,C,True,0.05367232,0.1287532,0.5770318,0.24054264
The feedback factor of a Wien bridge oscillator using Op-Amp is,1/3,1/4,1/2,1,C,True,0.08423351,0.22897041,0.48473036,0.20206568
"The length of bus cycle in 8086/8088 is four clock cycles, T1, T2, T3, T4 and an indeterminate number of wait state clock cycles denoted by Tw. The wait states are always inserted between",T1 & T2,T2 & T3,T3 & T4,T4 & T1,C,True,0.09583897,0.22990575,0.3790505,0.29520482
Which of the following is not a sinusoidal oscillator?,LC oscillator,RC phase shift oscillator,Relaxation oscillator,Crystal oscillator,C,True,0.036856104,0.14576872,0.5087828,0.30859238
A wire carrying current is bent in the form of a circular loop. Then the magnetic field around each portion of the wire will be,parallel to the plane of the wire.,perpendicular to the circumference of the wire.,parallel to half portion and perpendicular for the other half.,none of above.,A,False,0.11842085,0.3647619,0.3647619,0.15205537
