0,1,2,3,4,5,dp_llama_7B_sharegpt_xc_20000_correct,dp_llama_7B_sharegpt_xc_20000_choiceA_probs,dp_llama_7B_sharegpt_xc_20000_choiceB_probs,dp_llama_7B_sharegpt_xc_20000_choiceC_probs,dp_llama_7B_sharegpt_xc_20000_choiceD_probs
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,True,0.18465598,0.30444625,0.44296667,0.06793114
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,False,0.09948232,0.16401862,0.6487062,0.087792836
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,True,0.14647876,0.24150264,0.57933474,0.03268383
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,False,0.019150365,0.16034403,0.43586028,0.38464534
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,False,0.054468192,0.51677984,0.31344283,0.11530917
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,False,0.2131253,0.5793346,0.14647873,0.061061416
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,True,0.3632123,0.28287002,0.2202994,0.13361834
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,False,0.16707751,0.3537031,0.3121419,0.16707751
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,False,0.082205266,0.32512814,0.47305864,0.119607955
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,True,0.13370608,0.41184372,0.32074422,0.13370608
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,False,0.029209197,0.1904679,0.66479826,0.11552461
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,False,0.30432552,0.3907617,0.26856634,0.036346503
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,True,0.27590516,0.45489073,0.21487516,0.054328952
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,False,0.111350134,0.44039834,0.38865015,0.059601434
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,False,0.28096655,0.4088039,0.1931053,0.11712428
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,True,0.38594994,0.38594994,0.14198305,0.086117074
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,True,0.020407906,0.13307627,0.765801,0.08071483
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,True,0.050196443,0.120415,0.6929405,0.13644807
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,True,0.0022369768,0.021223843,0.90246075,0.07407849
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,True,0.111430295,0.5658897,0.23589793,0.086782
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,False,0.08842492,0.34972736,0.34972736,0.21212037
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,False,0.18910499,0.51404065,0.16688456,0.12996984
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,True,0.34672126,0.5716467,0.053171426,0.028460613
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,True,0.10601343,0.6912944,0.12012895,0.08256334
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,True,0.021738155,0.20624588,0.71986884,0.052147128
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,True,0.022172425,0.3468351,0.44534507,0.18564744
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,False,0.036927633,0.2407984,0.5097702,0.21250384
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,False,0.31375855,0.45651597,0.16794284,0.061782718
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,False,0.03875681,0.88210094,0.07240725,0.006734924
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,True,0.6764511,0.21961151,0.080790564,0.023146883
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,False,0.0816718,0.77488047,0.104868665,0.038579024
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,True,0.13206293,0.31680247,0.35898423,0.19215041
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,False,0.2672492,0.34315476,0.30283302,0.086763114
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,False,0.097281575,0.43598574,0.23336636,0.23336636
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,False,0.048555337,0.3587781,0.522019,0.07064759
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,False,0.04062524,0.23378213,0.38544157,0.34015098
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,True,0.05944888,0.82066643,0.09801463,0.021870019
 Which bodhisattva is known for conducting the souls of dead children to salvation?,Guan-yin,Kannon,Ojizo-sama,Amitabha,C,True,0.05191862,0.26366448,0.63249826,0.05191862
 The Gospel of John is associated with which theological concept?,Incarnation,Logos of God,Jesus as messiah and saviour,All of the above,D,False,0.029738713,0.08083821,0.5271313,0.36229172
Which god supplanted the earlier Mesopotamian supreme god Enil?,Horus,Inanna,Marduk,Isis,C,True,0.038952842,0.10588481,0.7823888,0.0727735
Which of the following movements was founded by Mordechai Kaplan?,Liberal Judaism,Reform Judaism,Conservative Judaism,Reconstructionist Judaism,D,False,0.034517746,0.28901356,0.5399484,0.13652034
When was the State of Israel established?,1947,1948,1945,1949,B,True,0.039678875,0.4265881,0.33222714,0.20150594
 Icons are a main feature of which church?,Anglican,Catholic,Orthodox,Lutheran,C,True,0.06672122,0.29902378,0.55864996,0.07560505
The first of the Four Noble Truths teaches which of the following cannot be escaped?,Pride,Hatred,Suffering,Fate,C,True,0.12422763,0.15951143,0.5567496,0.15951143
 The Continental Reformation started in what year?,1545,1517,1492,1705,B,True,0.13134252,0.66701233,0.13134252,0.07030258
The minimalism of Haiku is said to be derived from which tradition?,Zen Buddhism,Shinto,Pure Land Buddhism,Confucianism,A,False,0.10147619,0.45478472,0.35418668,0.089552425
Which deity is the Roman counterpart to the Greek god Zeus?,Jupiter,Juno,Dionysius,Neptune,A,True,0.39243776,0.30563083,0.26971826,0.032213252
The philosopher Laozi is associated with which tradition?,Jainism,Buddhism,Confucianism,Daoism,D,False,0.035856966,0.14181705,0.43682727,0.3854987
 Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Shu and Set,Horus and Isis,Amun and Mut,Khonsu and Nekhbet,C,True,0.18688822,0.27192077,0.39564237,0.1455487
The term xin refers to which of the following?,Piety,Non-action,Heart-mind,World,C,True,0.07045142,0.27864078,0.45940095,0.1915068
 Which term in the dharma texts of the classical period denotes the four stages of life?,Kama,Samnyasin,Ashramas,Arthas,C,True,0.07557485,0.23278694,0.6327805,0.058857758
"What is the term for commentary on the Qur'an, which means ""unveiling""?",fiqh,dhikr,ijtihad,tafsir,D,False,0.10766472,0.25827423,0.37578678,0.25827423
 With which branch of Islam are the Isma'ilis are associated?,The Sunni,The Shi'a,The Sufi,The Ahmadiyya,B,True,0.02460346,0.55997217,0.3396403,0.07578399
 The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,B,False,0.115425244,0.3137583,0.40287367,0.16794273
 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?,Amaterasu,Izanami,Kannon,Guanyin,C,True,0.0012768739,0.025646698,0.96238524,0.010691134
Who was the first significant anchorite hermit?,Pachomius,Athanasius,Anthony,Basil,C,True,0.18606234,0.1449055,0.64942133,0.019610826
Which are the synoptic Gospels?,"Peter, John, Mark","Matthew, Mark, John","Matthew, Mark, Luke","John, Luke, Mark",C,False,0.23849851,0.44557387,0.23849851,0.07742913
What is the English title for the divination text also known as the Yijing?,The Classic of Documents,The Lotus Sutra,The Flower Garland Sutra,The Classic of Changes,D,False,0.02437787,0.123801045,0.55483776,0.29698327
 Where was the most famous site of the mystery cults in Greece?,Ephesus,Corinth,Athens,Eleusis,D,False,0.029100435,0.16746143,0.4017191,0.4017191
"When did the Babylonian captivity of ""Exile"" begin?",515 BCE,535 BCE,586 BCE,70 CE,C,False,0.14398156,0.502545,0.20949192,0.14398156
 The term vajrya means diamond and which of the following?,Emerald,Brilliance,Thunderbolt,Lightning,C,False,0.17796798,0.33248794,0.33248794,0.15705618
" In Jainism, what is the cycle that one must liberate oneself from?",Punya,Samsara,Samayika,Jiva,B,True,0.03540842,0.5538809,0.2308919,0.1798188
 The classic text Daodejing is known by what title in English?,Classic of Changes,Classic of the Way and Power,Classic of Women,Classic of Philosophy,B,False,0.5349142,0.25267556,0.17366122,0.038749054
 The Communidades de Base is associated with which of the following?,Bishop Oscar Romero,Resistance and renewal,Dignity of all human beings,All of the above,D,False,0.059666153,0.16218941,0.38907218,0.38907218
What does the term matsuri mean?,Amulets,Meditation,Rituals,Grand festivals,D,False,0.033803556,0.24977638,0.4666437,0.24977638
 Which Roman statesman encouraged civic religion in his work The Laws?,Varro,Plato,Cicero,Augustus,C,True,0.21013692,0.26982114,0.39258742,0.12745447
" What does ""Svetambara"" mean?","""Sky-clad""","""Naked""","""White-clad""","""Clothed""",C,True,0.086551875,0.34231928,0.38789856,0.18323031
"What is seen by Europeans, and many Muslims, as the symbol of Islam?",The Hijab,The Crescent,The Minaret,The Qur'an,B,True,0.19305666,0.40870097,0.24788967,0.15035269
 What is the purpose for hearing the Guru's Vak in the morning?,Prayers on behalf of people outside of the Sikh community,Communal confession to cleanse the community,Inspiration for personal meditation throughout the day,Doctrinal instruction for discussion in the community,C,True,0.026460035,0.118585646,0.6824133,0.1725411
 What are the rabbinical commentaries produced after the Mishnah called?,Septuagint,Talmud,Yeshiva,Gemarah,D,False,0.021315698,0.79986566,0.15750289,0.021315698
What is a mohel?,A ritual circumciser,A type of oil lame,A teacher,A covenant,A,True,0.6488143,0.18588842,0.08780747,0.07748982
"The ""Flower Sermon"" is associated with which form of Buddhism?",Theravada,Chan-Zen,Pure Land,Yogicara,B,False,0.07934983,0.24441467,0.58632034,0.08991514
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,Early Third Century BCE,Second and First Century BCE,Late Sixth Century BCE,Fourth and Third Century BCE,C,False,0.11976966,0.41803718,0.3689165,0.0932767
 What is the foremost reason for wearing the hijab in the present day?,Islamic identity,Islamic modesty,Islamic obedience,Islamic seclusion,A,False,0.27593875,0.40148848,0.24351507,0.07905777
"The Oral Torah, in its written form, is known as what?",Mishnah,Midrash,Tanakh,Pentateuch,A,False,0.08407841,0.5482601,0.29346249,0.07419893
What has been a central focus of religious traditions in China and Korea?,Peace and harmony,Power and influence,Truth and love,Wisdom and ethics,A,False,0.17753577,0.25831303,0.42588618,0.138265
 To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?,The Buddha,Laozi,The Queen Mother of the West,Confucius,C,True,0.051935725,0.20540977,0.63270664,0.10994793
 The theological term homoousios means which of the following?,of a similar substance,of the same substance,of like substance,of human substance,B,True,0.15255547,0.46990392,0.28501114,0.092529565
"According to the Japanese origin myth, who gives birth to Amaterasu from his left eye?",Es,Izanagi,Izanami,Kami,B,False,0.14113086,0.33855534,0.43471366,0.0856002
 The numen of Augustus referred to which of the following characteristics?,Divine power,Sexual virility,Military acumen,Philosophical intellect,A,False,0.33086544,0.37491965,0.15628976,0.13792524
