0,1,2,3,4,5,dp_llama_7B_sharegpt_xc_20000_correct,dp_llama_7B_sharegpt_xc_20000_choiceA_probs,dp_llama_7B_sharegpt_xc_20000_choiceB_probs,dp_llama_7B_sharegpt_xc_20000_choiceC_probs,dp_llama_7B_sharegpt_xc_20000_choiceD_probs
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,True,0.08163427,0.13459215,0.5323223,0.25145122
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.107303984,0.13778104,0.4243955,0.33051956
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.09928284,0.23816717,0.39267126,0.26987875
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.08043519,0.19295397,0.40848356,0.31812733
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.12981066,0.27480915,0.35286194,0.24251823
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,True,0.14876276,0.35686332,0.27792543,0.21644855
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.5400717,0.28907958,0.10634643,0.06450237
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.0645459,0.22528733,0.42089212,0.28927466
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.060664162,0.2718779,0.39558002,0.2718779
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,True,0.07989146,0.31597686,0.35804868,0.24608302
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.08138654,0.22123155,0.41331494,0.28406695
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,True,0.09719268,0.29937452,0.33923578,0.26419708
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,True,0.24194632,0.24194632,0.2741611,0.24194632
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,False,0.0739435,0.2580882,0.3755161,0.29245222
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,False,0.08297207,0.25557196,0.37185502,0.28960097
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,True,0.10030659,0.30896604,0.3501044,0.240623
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,False,0.038095687,0.36144182,0.31897128,0.28149116
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.12793109,0.23900674,0.3940555,0.23900674
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,True,0.14345418,0.2087246,0.30369252,0.3441287
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,False,0.09623119,0.2615835,0.38060176,0.2615835
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.095838964,0.2952048,0.37905046,0.22990572
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,True,0.10408535,0.24968778,0.36329356,0.2829333
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.15850729,0.23062675,0.38023922,0.23062675
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.085540906,0.23252428,0.38336772,0.2985671
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.03646461,0.127274,0.39203152,0.4442299
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,False,0.13366765,0.17163265,0.41172534,0.28297442
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.12187355,0.13810083,0.25800633,0.48201925
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,True,0.07617213,0.16125639,0.49670464,0.26586685
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.0984999,0.2085243,0.38957468,0.30340105
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.09364255,0.28843936,0.41967678,0.19824126
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,True,0.072516866,0.22336768,0.41730574,0.28680977
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.13507208,0.19652873,0.41605133,0.2523479
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,False,0.048253167,0.2162557,0.45781332,0.27767783
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,False,0.13821225,0.25821447,0.37569985,0.22787347
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,False,0.04690264,0.23819129,0.4449999,0.26990607
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.051526655,0.123606026,0.4888713,0.335996
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.084196925,0.22887099,0.42758727,0.2593448
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,False,0.0984999,0.2085243,0.38957468,0.30340105
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.121445335,0.25709978,0.33012265,0.29133222
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.060407214,0.30677313,0.3939045,0.23891516
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.2419463,0.2419463,0.2419463,0.27416107
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,False,0.06889337,0.30875865,0.3498694,0.27247855
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,True,0.10480418,0.19579999,0.41450858,0.2848873
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,True,0.34115916,0.2069235,0.11075816,0.34115916
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.042316586,0.24351515,0.4014886,0.31267965
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,True,0.057396874,0.22700904,0.4241087,0.29148537
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,True,0.13712597,0.54234374,0.19951712,0.12101325
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,True,0.099032596,0.20965199,0.3456577,0.3456577
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,False,0.1304462,0.31292415,0.31292415,0.24370557
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.057774246,0.13859321,0.3767354,0.42689714
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,True,0.10843402,0.20258142,0.42886487,0.2601197
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.057628803,0.25827438,0.42582247,0.25827438
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.042316586,0.24351515,0.4014886,0.31267965
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.10766472,0.25827423,0.37578678,0.25827423
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,True,0.31680247,0.35898423,0.19215041,0.13206293
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,True,0.029911898,0.11830386,0.5302011,0.3215832
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,True,0.08865101,0.24097842,0.39730623,0.27306432
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.121445335,0.25709978,0.33012265,0.29133222
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.084196925,0.22887099,0.42758727,0.2593448
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.0736037,0.15581904,0.54386187,0.22671536
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.086763114,0.34315476,0.2672492,0.30283302
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.11838213,0.321796,0.36464265,0.19517915
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,True,0.08868679,0.27317455,0.45038867,0.18774992
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.010234192,0.06673531,0.8130025,0.110027924
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.095838964,0.2952048,0.37905046,0.22990572
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.11017012,0.29947343,0.3845315,0.20582488
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,False,0.14107904,0.55797845,0.1598635,0.14107904
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,True,0.07331204,0.37230924,0.32856175,0.22581697
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,True,0.08089341,0.17125136,0.46550944,0.28234574
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,True,0.08483246,0.1584879,0.5531771,0.20350249
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,True,0.18934473,0.18934473,0.45421442,0.16709615
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.12575006,0.26621288,0.3418241,0.26621288
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.08599609,0.23376162,0.34012115,0.34012115
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.26463422,0.26463422,0.20609733,0.26463422
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.09224856,0.17234299,0.41342935,0.3219791
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.0943499,0.2564696,0.42284688,0.22633363
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.0557129,0.24968791,0.41166577,0.28293347
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.07161171,0.10419442,0.41209692,0.41209692
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.032157753,0.11224159,0.20969489,0.64590573
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.11079656,0.16120805,0.386718,0.34127745
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,True,0.1179859,0.22042668,0.41181123,0.24977614
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.12522851,0.30040756,0.34040636,0.23395765
