0,1,2,3,4,5,llama_7B_sharegpt_xc_20000_ga/ckp25k_correct,llama_7B_sharegpt_xc_20000_ga/ckp25k_choiceA_probs,llama_7B_sharegpt_xc_20000_ga/ckp25k_choiceB_probs,llama_7B_sharegpt_xc_20000_ga/ckp25k_choiceC_probs,llama_7B_sharegpt_xc_20000_ga/ckp25k_choiceD_probs
What are the key characteristics of transactional leaders?,"Guiding, mentoring and motivating","Guiding, commanding and motivating","Guiding, demonstrating and motivating","Guiding, mentoring and demonstrating",A,False,0.25630572,0.29043245,0.21248493,0.24077696
What is not an assumption underpinning the rational decision making model?,Incomplete information,An agreed goal,A structured problem,High level of certainty regarding the environment,A,False,0.24282573,0.29290375,0.18911287,0.2751576
Which one of the following is not one of Drucker's five guiding principles of management?,Making people's strengths effective and their weaknesses irrelevant.,Enhancing the ability of people to contribute.,To operate the organisation's status system.,"Integrating people in a common venture by thinking through, setting and exemplifying the organisational objectives, values and goals.",C,False,0.2857096,0.26839933,0.20902961,0.23686156
What is a paradigm?,A theoretical assumption,An illustration,A theoretical model,An example serving as a model,D,False,0.26164928,0.26164928,0.23090468,0.24579675
What one of the following is not a key management skill in planning?,Conceptual skills,Analytical skills,IT and computing skills,Communication skills,C,False,0.24457489,0.29501364,0.2158366,0.24457489
According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,Co-ordinator,Shaper,Resource investigator,Implementer,C,False,0.23090468,0.26164928,0.24579675,0.26164928
Which is not a recognised form of business continuity planning?,Contingency planning,Scenario planning,Financial planning,Building planning,D,False,0.2668616,0.3023938,0.19524011,0.23550452
What is the term for an organisation that adapts to changes in the environment by quickly responding to shifts in supply and demand conditions?,Opportunistic organisation,Enterprising organisation,International organisation,Agile organisation,D,False,0.25730726,0.27390215,0.22707285,0.2417178
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,False,0.25394595,0.3063173,0.18579084,0.25394595
To what does emotional intelligence refer?,How people view and understand the world.,How people view and understand themselves.,How people view and understand others.,How people view and understand themselves and others.,D,False,0.26994875,0.2535934,0.23822893,0.23822893
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,True,0.26770014,0.2849653,0.1958536,0.251481
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,False,0.2469425,0.29786953,0.19231904,0.26286894
Which is not a characteristic of corporate social responsibility?,Product safety,Consumer rights,Environmental policies,Price-fixing,D,False,0.24902625,0.31975603,0.1821915,0.24902625
Who was a major protagonist of utilitarianism?,John Stuart Mill,Thomas Hobbes,Karl Marx,Adam Smith,A,False,0.25524813,0.30788803,0.21160814,0.22525571
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,False,0.24508965,0.26089656,0.21629086,0.27772295
How do you describe a work group that comprises workers with demarcated tasks and distant line managers?,Dependent,Independent,Interdependent,Collaborative,B,True,0.22242852,0.3040237,0.23677391,0.23677391
Specialisation is a feature of which organisational structure?,Matrix,Divisional,Multi-divisional,Functional,D,False,0.21580781,0.35580692,0.16807128,0.26031393
Which one is not an element in the primary activities of a value chain?,Procurement,Inbound logistics,Outbound logistics,Service,A,False,0.27400595,0.2916778,0.17691153,0.25740474
What is the term for the act of getting individuals to behave in ways that are acceptable to a group?,Indoctrination,Brainwashing,Propaganda,Socialisation,D,False,0.27390215,0.25730726,0.22707285,0.2417178
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,False,0.24121708,0.29096335,0.22660248,0.24121708
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,True,0.23342535,0.29972407,0.23342535,0.23342535
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,False,0.26089656,0.27772295,0.21629086,0.24508965
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,True,0.23752193,0.28650615,0.22313121,0.2528408
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,False,0.26010007,0.29473197,0.21563053,0.22953749
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.2631341,0.33787087,0.18084925,0.21814583
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,False,0.24479465,0.29527873,0.2299633,0.2299633
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,True,0.25791416,0.31110388,0.18869404,0.24228795
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.25481316,0.30736336,0.1984487,0.23937483
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.27717495,0.27717495,0.21586406,0.2297861
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,False,0.24457489,0.29501364,0.2158366,0.24457489
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.21908297,0.2994509,0.2332126,0.24825351
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,False,0.22185424,0.28486648,0.20841278,0.28486648
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,True,0.25683677,0.21292517,0.27340132,0.25683677
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,True,0.25346467,0.32545507,0.19739848,0.2236818
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,False,0.22707285,0.27390215,0.25730726,0.2417178
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.2469425,0.29786953,0.19231904,0.26286894
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,True,0.24077696,0.29043245,0.21248493,0.25630572
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.2363498,0.30347916,0.20857798,0.25159305
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,False,0.25238648,0.28599134,0.20923574,0.25238648
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.2792662,0.29727733,0.19193667,0.23151982
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.25683677,0.27340132,0.21292517,0.25683677
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.2769744,0.26019338,0.20263882,0.26019338
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.26203543,0.27893525,0.18009414,0.27893525
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.2299633,0.29527873,0.2299633,0.24479465
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.23283118,0.28084803,0.20547281,0.28084803
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.23677419,0.34450442,0.19629271,0.22242877
What is the optimal span of control?,2,5,7,None of the above,D,True,0.19888389,0.27184206,0.23989975,0.28937435
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,False,0.23937483,0.30736336,0.1984487,0.25481316
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.23283118,0.28084803,0.20547281,0.28084803
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,False,0.26839933,0.2857096,0.20902961,0.23686156
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.26730976,0.30290166,0.20818107,0.2216076
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.24508965,0.26089656,0.21629086,0.27772295
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,False,0.25964838,0.29422018,0.20221438,0.2439171
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.25653246,0.2263891,0.2263891,0.29068935
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,False,0.2178518,0.27972722,0.20465282,0.2977681
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.26482937,0.3194452,0.18201439,0.23371111
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,False,0.28255194,0.300775,0.18242925,0.2342438
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,False,0.27340132,0.25683677,0.21292517,0.25683677
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.24077696,0.29043245,0.21248493,0.25630572
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,True,0.23222055,0.31740785,0.21815102,0.23222055
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.27312723,0.27312723,0.2127117,0.24103393
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.23265085,0.33850497,0.18118866,0.24765554
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.22953749,0.29473197,0.21563053,0.26010007
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,False,0.26482937,0.3194452,0.18201439,0.23371111
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.22510591,0.34865084,0.18661936,0.239624
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.22879392,0.3127242,0.214932,0.24354985
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,False,0.22638911,0.29068938,0.22638911,0.25653246
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,False,0.2994509,0.21908297,0.2332126,0.24825351
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,False,0.2769747,0.29483804,0.16799366,0.26019365
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,False,0.22058694,0.30150658,0.19466728,0.28323922
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,True,0.24457489,0.29501364,0.24457489,0.2158366
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,False,0.25335753,0.2696977,0.22358723,0.25335753
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,True,0.22663091,0.27336907,0.22663091,0.27336907
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,False,0.2585631,0.31188664,0.20136915,0.22818115
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.21586406,0.27717495,0.27717495,0.2297861
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,False,0.23044772,0.27797303,0.2611315,0.23044772
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,False,0.22638911,0.29068938,0.22638911,0.25653246
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.23550452,0.3023938,0.19524011,0.2668616
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,False,0.25630572,0.29043245,0.21248493,0.24077696
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.28084803,0.28084803,0.20547281,0.23283118
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.28201237,0.2649261,0.17104915,0.28201237
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,False,0.24121708,0.29096335,0.22660248,0.24121708
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,True,0.2332126,0.2994509,0.21908297,0.24825351
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.23283118,0.28084803,0.20547281,0.28084803
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,False,0.27091485,0.28838736,0.18619688,0.25450096
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,False,0.25964838,0.29422018,0.20221438,0.2439171
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.23533094,0.32165924,0.20767881,0.23533094
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,False,0.26994875,0.2535934,0.23822893,0.23822893
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,True,0.2617501,0.29660174,0.17989805,0.2617501
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,False,0.2916778,0.25740474,0.17691153,0.27400595
