0,1,2,3,4,5,alpacacode_llama2_7B_correct,alpacacode_llama2_7B_choiceA_probs,alpacacode_llama2_7B_choiceB_probs,alpacacode_llama2_7B_choiceC_probs,alpacacode_llama2_7B_choiceD_probs
1 F is theoretically equal to,1 ohm of resistance,ratio of 1 V to 1 C,ratio of 1 C to 1 V,none of these,C,False,0.35686332,0.27792543,0.14876276,0.21644855
How many entries will be in the truth table of a 3 input NAND gate ?,3,6,8,9,C,False,0.29133224,0.33012268,0.2570998,0.12144535
In decimal number system what is MSD,First digit from left to right,First digit from right to left,Middle digit,Mean of all digits,A,True,0.3908305,0.2091965,0.16292238,0.23705068
"In Digital Logic Designs, GAL is abbreviated as",General Advance Logic,General Array Logic,Generic Advance Logic,Generic Array Logic,D,False,0.14205974,0.6366676,0.11063624,0.11063624
Inintel 8085A microprocessor ALE signal is made high to,Enable the data bus to be used as low order address bus,To latch data D0-D7 from data bus,To disable data bus,To achieve all the functions listed above,A,False,0.25800633,0.13810083,0.12187355,0.48201925
For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,111.9 ohm,11.19 ohm,108 ohm,115 ohm,A,True,0.38253227,0.23201755,0.18069544,0.20475478
The concept of V/f control of inverters driving induction motors resuls in,constant torque operation,speed reversal,reduced magnetic loss,hormonic elimination,A,True,0.2741611,0.24194632,0.24194632,0.24194632
"The energy stored in the magnetic field in a solenoid 30 cm long and 3 cm diameter wound with 1000 turns of wire carrying a current at 10 amp, is",0.015 joule.,0.15 joule.,0.015 joule.,1.15 joule.,B,True,0.22656651,0.37354502,0.19994426,0.19994426
"While operating on variable frequency supplies, the AC motor requires variable voltage in order to",protect the insulation.,avoid effect of saturation.,improve the capabilities of the inverter.,protect thyristor from dV / dt.,B,False,0.31649017,0.31649017,0.21752031,0.14949937
Which of the following windings are necessary in case of all dc machines?,closed winding,lap winding,wave winding,open type winding,A,True,0.42693272,0.2589478,0.15705977,0.15705977
Relaxation Voltage controlled oscillators are used to generate,Sinusoidal wave,Triangular wave,Sawtooth wave,Both B and C,D,False,0.30601364,0.2700561,0.18560666,0.23832366
The supply frequency usually employed for high frequency eddy current heating is,1 KHz.,5 KHz.,10 MHz.,10 KHz to 400 KHz.,D,True,0.13542573,0.25300857,0.28669629,0.32486945
In the toggle mode a JK flip-flop has,"J = 0, K = 0.","J = 1, K = 1.","J = 0, K = 1.","J = 1, K = 0.",B,True,0.17834015,0.33318326,0.22899328,0.2594834
Electric drive is becoming more and more popular because,all of below.,it provide smooth and easy control.,it is cheaper in cost.,it is simple and reliable.,A,True,0.5373607,0.22400527,0.064178586,0.17445548
A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,0.32.,0.67.,0.45.,0.27.,B,True,0.27792543,0.35686332,0.21644855,0.14876276
A Binary number system has how many digits.,0,1,2,10,C,True,0.13366763,0.2829744,0.41172528,0.17163263
"Lowest critical frequency is due to pole and it may be present at the origin or nearer to the origin, then the type of network is",LC.,RL.,RC.,Any of the above.,C,False,0.3030069,0.26740265,0.26740265,0.1621879
Advantages of open loop control system is/are,simple and economical.,accurate.,reliable.,all of the above.,A,False,0.24185935,0.08897509,0.08897509,0.5801904
"The voltage induced in an inductor is represented as,",product of its inductance and current through it.,ratio of its inductance to current through it.,ratio of current through it to its inductance.,product of its inductance and rate of change of current through it.,D,False,0.33620113,0.33620113,0.123681486,0.2039163
"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",1,2,4,8,C,False,0.14391673,0.44329473,0.26887184,0.14391673
Induction heating takes place in,conducting but non-magnetic materials.,conducting materials which may be either magnetic or non-magentic materials.,insulating materials.,conducting and magnetic materials.,B,True,0.14181429,0.63556755,0.097467445,0.12515067
In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,100,50,1,A,False,0.23342535,0.29972407,0.23342535,0.23342535
Magnetic flux has the unit of,Newton,Ampere turn,Weber,Tesla,C,False,0.19969833,0.4790514,0.25641775,0.06483256
"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",Reciprocity theorem,Thevinin's theorem,Norton's theorem,Compensation theorem,A,True,0.46793687,0.321608,0.11831297,0.09214223
A D-flip-flop is said to be transparent when,the output is LOW,the output is HIGH,the output follows clock,the output follow input,D,False,0.24613409,0.31604242,0.19168942,0.24613409
A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,500 Hz.,250 Hz.,400 Hz.,625 Hz.,B,False,0.2896634,0.25562707,0.25562707,0.19908255
Speed control by variation of field flux results in,constant power drive.,constant torque drive.,variable power drive.,none of the above.,A,False,0.25180578,0.32332504,0.25180578,0.17306343
Which of the following memories uses one transistor and one capacitor as basic memory unit,SRAM,DRAM,Both SRAM and DRAM,,B,True,0.33631596,0.38109592,0.12372373,0.15886441
"What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?",2,4,5,6,A,False,0.23257597,0.29863346,0.2635431,0.20524758
"The output of the system has an effect upon the input quantity, then the system is a",open loop control system.,closed loop control system.,either A or B.,none of the above.,B,True,0.1401819,0.71190244,0.096345514,0.051570043
"A sinusoidal signal is analog signal, because",it can have a number of values between the negative and positive peaks,it is negative for one half cycle,it is positive for one half cycle,it has positive as well as negative values,A,True,0.48280114,0.17761262,0.13832484,0.20126146
FM stands for,frequent modulation.,frequency modulation.,frequency moderator.,frequent moderator.,B,True,0.09293228,0.8817169,0.014251626,0.011099178
Stack is also known as,FIFO memory,Flash memory,LIFO memory,LILO memory,C,False,0.6512745,0.21143787,0.06864382,0.06864382
"In Ward-Leonard system, the lower limit of the speed imposed by",Field resistance.,Armature resistance.,Residual magnetism of the generator.,None of above.,C,False,0.25346467,0.32545507,0.19739848,0.2236818
Colpitts oscillator is also called as,Tank circuit oscillator,LC oscillator,Resonant circuit oscillator,All of the above,D,True,0.24141291,0.24141291,0.1659205,0.3512537
An SCR has half cycle surge current rating of 3000 A for 50 Hz supply. One cycle surge current will be,1500 A.,6000 A.,2121.32 A.,4242.64 A.,C,False,0.2529349,0.2866128,0.2866128,0.17383946
Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Decoders,Accumulators,Registers,C,False,0.32412052,0.13511354,0.17348921,0.36727667
Systematic errors are,environmental errors.,observational errors.,instrument errors.,all of the above.,D,True,0.15951143,0.12422763,0.15951143,0.5567496
Which of the following is/are the disadvantages of an open loop control system?,Inaccurate.,Unreliable.,both A and B.,none of the above.,C,True,0.17528054,0.19861889,0.37106892,0.2550317
A diode (p-n junction) when reverse biased act as,On Switch,Zener diode,Capacitor,Off Switch,D,False,0.4350765,0.29902342,0.14124866,0.12465151
Piezoelectric effect is carried out in,composite filter.,crystal filter.,m derived.,constant k prototype.,B,True,0.28501114,0.46990392,0.15255547,0.092529565
The resistivity of the conductor depends on,area of the conductor.,length of the conductor.,type of material.,none of these.,C,False,0.17834015,0.33318326,0.2594834,0.22899328
The smallest change in measured variable to which instrument will respond is,resolution.,accuracy.,precision.,sensitivity.,A,True,0.47038957,0.2517814,0.19608754,0.08174145
"In electronic communications, ""AM"" stands for",Amp Modification,Amplitude Method,Amplitude Modulation,Ampere Method,C,True,0.0073759947,0.020050032,0.96606463,0.0065092924
Which system is also known as automatic control system?,Open loop control system,Closed loop control system,Either A or B,Nether A nor B,B,True,0.05627772,0.68560296,0.1529787,0.10514063
A combinational PLD with a fixed AND array and a programmable OR array is called a,PLD,PROM,PAL,PLA,B,False,0.52925634,0.19470254,0.104216754,0.17182438
A null type instrument as compared to a deflected type instrument has,a lower sensitivity.,a faster response.,a higher accuracy.,all of the above.,C,False,0.2121819,0.11357279,0.16524743,0.5089979
"Length of the cable is doubled, its capacitance C will be",one-fourth.,one-half.,doubled.,unchanged.,C,False,0.2866128,0.2866128,0.2529349,0.17383946
Electrons in p-type material of a semi-conductor are called as,either minority carriers or majority carriers,minority carriers,majority carriers,valance carriers,B,False,0.40101793,0.3538971,0.13019146,0.11489356
________ is the most detrimental impurity in the magnetic materials,Carbon.,Sulphur.,Oxygen.,Nitrogen.,A,True,0.4227611,0.19969821,0.25641757,0.12112309
Voltage controlled oscillators are used commonly in,Pulse Modulators Frequency Modulators Phase Clocked loops,Frequency Modulators,Phase Clocked loops,All the above,D,True,0.23336636,0.23336636,0.097281575,0.43598574
Low frequency supply is necessary for direct core type induction furnaces because,With normal frequeny supply the electromagnetic forces causes severe stirring action in the molten metal.,Magnetic coupling between the primary and secondary circuit is poor.,Both A and B.,None of the above.,C,True,0.24363722,0.27607712,0.31283638,0.16744925
"The moving coil-meters, damping is provided by",the aluminium frame of the coil.,the coil spring attached to the moving.,eddy current disk.,damping vane in the airtight chamber.,A,False,0.14046311,0.1803582,0.29736042,0.38181832
Which of the following is the analogous quantity for mass element in force-voltage analogy?,Resistance.,Inductance.,Capacitance.,All of the above.,B,True,0.23257597,0.29863346,0.2635431,0.20524758
A latch is ________ sensitive,both level and edge,edge,level,,C,False,0.3789724,0.29514402,0.20284933,0.12303433
What is used to protect the SCR from over current ?,CB and fuse.,Heat sink.,Snubber circuit.,Voltage clamping device.,A,False,0.08701123,0.1266006,0.64293087,0.14345726
The errors mainly caused by human mistakes are,gross error.,instrumental error.,observational error.,systematic error.,A,False,0.2635431,0.29863346,0.23257597,0.20524758
Electrical analogous quantity for dash-pot in force-current analogy is,resistance.,conductance.,inductance.,capacitance.,B,False,0.3030069,0.26740265,0.26740265,0.1621879
Which lamp has the best Colour Rendering Index (CRI)?,LED,Fluorescent,Incandescent,High pressure sodium vapour,C,False,0.37238014,0.22585997,0.17589992,0.22585997
Power dissipation in ideal inductor is,Maximum,Minimum,Zero,A finite value,C,False,0.27607712,0.24363722,0.16744925,0.31283638
For intermittent work which of the following furnace is suitable?,Core less furnace.,Indirect arc furnace.,Either of above.,Nither of above.,B,True,0.19305246,0.3182897,0.3182897,0.17036821
In electrical resistance welding material of electrode should have,higher electrical conductivities.,higher thermal conductivities.,sufficient strength to sustain high pressure at elevated temperatures.,all of above.,D,True,0.043191195,0.020402076,0.1708245,0.76558226
Which of the following are the passive elements?,Resistor,Bulb,Both,None of these.,C,False,0.54386187,0.22671536,0.15581904,0.0736037
The main advantage of dielectric heating is that,heating occurs in the material itself.,heating occurs due to high frequency.,it can be used for drying the explosives.,None of the above.,A,False,0.19732293,0.6887247,0.06406138,0.04989105
Materials used in heat sink should have,high thermal conductivity.,large surface area.,high melting point.,All of these.,D,True,0.32550746,0.17423157,0.08230117,0.41795984
Conductor is static and the field is varying then emf will be induced. This principle is called,virtually induced emf.,dynamically induced emf.,static induced emf.,none of these,C,True,0.19957983,0.29038695,0.37286422,0.13716908
"Four identical alternators each are rated for 20 MVA, 11 KV having a subtransient reactance of 16% are working in parallel. The short circuit level at the busbar is",500 MVA,400 MVA,125 MVA,100 MVA,A,True,0.27312723,0.27312723,0.2127117,0.24103393
"According to the Bohr model, an electron gains or losses energy only by",moving faster or slower in an allowed orbit.,jumping from one allowed orbit to another.,being completely removed from an atom.,jumping from one atom to another atom.,B,True,0.21490467,0.661953,0.06157122,0.06157122
A three-state buffer has the following output states,"1, 0, float","High, Low, Float",Both A and B,"Set, Reset, Halt",C,True,0.25562707,0.25562707,0.2896634,0.19908255
"By using which of the following elements, mechanical translational systems are obtained?",mass element,spring element,dash-pot,all of the above,D,True,0.24167733,0.2132795,0.1465847,0.39845854
"Four capacitors each of 40 µF are connected in parallel, the equivalent capacitance of the system will be",160 µF,10 µF,40 µF,5 µF,A,True,0.35466126,0.21511292,0.21511292,0.21511292
"The resistance of a conductor of diameter d and length l is R Ω. If the diameter of the conductor is halved and its length is doubled, the resistance will be",R Ω,2R Ω,4R Ω,8R Ω,C,False,0.2733283,0.3509605,0.18785562,0.18785562
A single phase full bridge inverter can operated in load commutation mode in case load consist of,RL.,RLC underdamped.,RLC overdamped.,RLC critically damped.,B,True,0.23832366,0.30601364,0.2700561,0.18560666
A microprocessor is ALU,and control unit on a single chip.,and memory on a single chip.,register unit and I/O device on a single chip.,register unit and control unit on a single chip.,D,False,0.15347132,0.15347132,0.36815858,0.3248988
"To obtain a high value of capacitance, the permittivity of dielectric medium should be",low,zero,high,unity,C,True,0.110853694,0.12561369,0.63791895,0.12561369
Deflection method direct measurements are most widely used as these are,least time consuming.,most simple.,most simple and least time consuming.,most accurate.,C,True,0.2207728,0.17193802,0.41245788,0.1948313
Purely mechanical instrument cannot be used for dynamic measurements because they have,high inertia.,higher response time.,large time constant.,all of the above.,D,True,0.20122969,0.09505418,0.083885014,0.6198311
Advantages of higher transmission voltage is/are,Power transfer capability of the transmission line is increased,Transmission line losses are reduced,Area of cross section and volume of the conductor is reduced,all of the above,D,True,0.12664008,0.07681109,0.06778555,0.72876334
Under over voltage condition impedance offered by the voltage clamping device is,high.,low.,moderate.,infinity.,B,True,0.27392355,0.39855638,0.21333186,0.11418832
A long wire composed of a smooth round conductor runs above and parallel to the ground (assumed to be a large conducting plane). A high voltage exists between the conductor and the ground. The maximum electric stress occurs at,lower surface of the conductor.,upper surface of the conductor.,the ground surface.,midway between the conductor and ground.,A,True,0.32567745,0.32567745,0.17432259,0.17432259
In a dc machine 6 pole wave winding is used. The number of parallel paths are?,6,4,2,1,C,False,0.26740265,0.3030069,0.26740265,0.1621879
Which of the following is a digital device,Regulator of a fan,Microphone,Resistance of a material,Light switch,D,False,0.42693272,0.2589478,0.15705977,0.15705977
Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,square of instantaneous current.,square of the rate of change of current.,temperature of the inductor.,A,True,0.81363034,0.11011289,0.035748422,0.040508267
Which of the following is a variable displacement transducer?,tachometer,potentiometer,synchros,none of the above,B,False,0.16292238,0.23705068,0.3908305,0.2091965
"Five capacitors each of 5 µF are connected in series, the equivalent capacitance of the system will be",5 µF,25 µF,10 µF,1 µF,D,False,0.23054817,0.3354456,0.20345806,0.23054817
Susceptibility is negative for,non magnetic substances.,diamagnetic substances.,ferromagnetic substances.,none of above.,B,True,0.17796798,0.33248794,0.33248794,0.15705618
One of the following is the primary function of an oscillator,produces sinusoidal oscillations,generates non sinusoidal waveforms,generates sustained oscillations at a constant amplitude and specific frequency,none of the above,C,True,0.1411224,0.06666151,0.7166787,0.075537376
The metal surfaces for electrical resistance welding must be,rough.,clean.,moistened,coloured,B,True,0.25388646,0.47432235,0.13589562,0.13589562
The latching current of SCR is 20 mA. Its holding current will be,23 mA.,40 mA.,10 mA.,60 mA.,C,False,0.2816182,0.31911525,0.24852721,0.15073937
"In force-current analogy, electrical analogous quantity for displacement (x) is",voltage.,inductance.,capacitance.,flux.,D,False,0.40452573,0.2780262,0.1686314,0.1488167
Feedback circuit in an oscillator can be accomplished by,Resistive coupling between input and output,Capacitive coupling between input and output,Inductive coupling between input and output,Any one or combinations of the above methods,D,True,0.10492245,0.056160945,0.06363869,0.7752779
"Lowest critical frequency is due to zero and it may be present at the origin or nearer to the origin, then the type of network is",LC circuit.,RC circuit.,RLC circuit.,RL Circuit.,D,False,0.17193802,0.2207728,0.41245788,0.1948313
What is the value of dielectric constant of air?,Less than 1,0.,1.,none of these.,C,False,0.36150852,0.24846093,0.219266,0.17076454
Temperature variation is a/an,Digital quantity,Analog quantity,Either Digital or Analog quantity,,B,True,0.33841926,0.38347927,0.18114278,0.09695874
The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,30,140.,150.,200.,C,False,0.20366672,0.2963333,0.2963333,0.20366672
For a dc machine shunt resistance and armature resistance values are,high and high,high and low,low and low,low and high,B,False,0.2263891,0.25653246,0.2263891,0.29068935
The change of cross sectional area of conductor in magnetic field will affect,reluctance of conductor.,resistance of conductor.,(A) and (B) both in the same way.,none of above.,C,True,0.26419708,0.2993745,0.33923575,0.097192675
Which of the following is used in SCR to protect from high dV / dt?,Snubber circuit.,Fuse.,Equalizing circuit.,Circuit breaker.,A,True,0.6012392,0.25063378,0.09220302,0.05592396
"What are the sets of commands in a program which are not translated into machine instructions during assembly process, called?",Mnemonics,Directives,Identifiers,Operands,B,False,0.75428,0.14852653,0.05463986,0.042553563
Speed of data transmission in 4-G network of telecom is,386 kbps - 2 mbps.,2 mbps.,2 mbps – 1 gbps.,100 mbps - 1 gbps.,D,False,0.23832364,0.27005607,0.3060136,0.18560664
Which of the followings is/are active element?,Voltage source,Current source,Both,None of these.,C,False,0.30171722,0.43899596,0.18300074,0.07628606
Electrical analogous quantity for spring element (K) in force-voltage analogy is,L,R,1/C,C,C,False,0.27312723,0.27312723,0.2127117,0.24103393
A quartz crystal oscillator consists of,only series resonant frequency.,only parallel resonant frequency.,both series and parallel frequencies.,neither series nor parallel frequency.,C,True,0.14476982,0.16404569,0.5052963,0.18588813
Which of the following oscillators are used for low frequency (LF) applications,LC oscillators,RC oscillators,Both LC and RC Oscillators,,B,True,0.2715061,0.3076567,0.3076567,0.11318058
The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of diameter 1.2 m is,3 / 2.,1 / 3.,2 / 3.,2 / 5.,C,False,0.261829,0.33619508,0.261829,0.14014696
Relative error is same as,ratio of absolute error and true value.,absolute error.,true error.,none of the above.,A,True,0.59413546,0.19288754,0.08040749,0.13256955
If holding current of a thyristor is 2 mA then latching current should be,0.01 A.,0.002 A.,0.009 A.,0.004 A.,D,False,0.2617501,0.29660174,0.2617501,0.17989805
"In an intel 8085A, which is the first machine cycle of an instruction?",An op-code fetch cycle,A memory read cycle,A memory write cycle,An I/O read cycle,A,True,0.63727385,0.16112806,0.07611151,0.12548666
Which of the following are the disadvantages of a closed loop control system?,Reduces the overall gain.,Complex and costly.,Oscillatory response.,All of the above.,D,True,0.15951143,0.12422763,0.15951143,0.5567496
"Poles and zeros are arranged alternatively on negative real axis, then type of network is/are",LC network.,RC network.,RL network.,Both 2 and 3.,D,True,0.15486352,0.1988487,0.22532511,0.4209627
The magnetisation and applied field in ferromagnetic materials are related,sinusoidally.,non linearly.,linearly.,parabolically.,B,False,0.16001281,0.26381654,0.43495992,0.14121081
Thin laminations are used in a machine in order to reduce,Eddy current losses,Hysteresis losses,Both A and B,Copper losses,A,True,0.55527914,0.26229528,0.12389953,0.058525987
A metal surface with 1 meter radius and surface charge density of 20 coulombs / m2 is enclosed in a 10 m side cube. The total outward electric displacement normal to the surface of the cube is,40π coulombs.,80π coulombs.,10π coulombs.,none of these.,B,False,0.33065623,0.2918031,0.17698753,0.20055315
In binary number system the first digit (bit) from right to left is called as,"LSB, Least Significant Bit","MSB, Most Significant Bit",First Bit,Last Bit,A,True,0.75938547,0.1694418,0.03336507,0.037807576
In two wattmeter method of power measurement if the total power is measured by one wattmeter only then power factor of the system is,0.,0.5.,1.,none of above.,B,True,0.18919975,0.35347164,0.21439138,0.24293727
A 0 - 100 V voltmeter has a guaranteed accuracy of 2 % of full scale reading. The voltage measured by the voltmeter is 75 V. The limiting error is in percentage,3.33 %.,2.66 %.,2 %.,1 %.,B,False,0.22899327,0.25948337,0.33318323,0.17834014
Which of the following methods is/are used for reactive or voltage compensation,shunt capacitor,series capacitor,generation excitation control,all of the above,D,True,0.24445117,0.16800866,0.13084528,0.45669487
The ROM programmed during manufacturing process itself is called,MROM,PROM,EPROM,EEPROM,A,False,0.12235044,0.29350346,0.427045,0.15710108
In 8085 name/names of the 16 bit registers is/are,stack pointer.,program counter.,both A and B.,none of these.,C,False,0.20279567,0.3788722,0.2603948,0.15793742
Stability of a transmission line can be increased by,shunt capacitor,series capacitor,shunt reactor,both A and B,D,True,0.22347485,0.22347485,0.13554433,0.41750595
Snubber circuit is used with SCR,in series.,in parallel.,either series or parallel.,anti parallel.,B,False,0.19305666,0.24788967,0.40870097,0.15035269
The number of rings in the Bohr model of any element is determined by what?,Column number on periodic table.,Atomic mass.,Row number on periodic table.,Atomic number.,C,True,0.20866026,0.18414204,0.30359888,0.30359888
Silicon and Germanium are ________ elements.,trivalant,pentavalant,hexavalant,tetravalant,D,False,0.3788722,0.2603948,0.15793742,0.20279567
The number of output pins in 8085 microprocessors are,27.,40.,21.,19.,A,False,0.28287002,0.3632123,0.2202994,0.13361834
If P is the power of a star connected system then what will be power of an equivalent delta connected system?,P,3P,P/3,None of the above,A,False,0.18560666,0.23832366,0.2700561,0.30601364
Which oscillators are easy to fabricate in a monolithic IC?,Crystal oscillator.,Hartley oscillator.,Wien bridge oscillator.,Relaxation oscillator.,D,False,0.5326191,0.19593963,0.15259793,0.11884339
"If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is",DC only,AC only,Either AC or DC,An Impulse,C,True,0.15907528,0.20425668,0.4324114,0.20425668
The feedback factor of a Wien bridge oscillator using Op-Amp is,1/3,1/4,1/2,1,C,False,0.30601364,0.23832366,0.2700561,0.18560666
"The length of bus cycle in 8086/8088 is four clock cycles, T1, T2, T3, T4 and an indeterminate number of wait state clock cycles denoted by Tw. The wait states are always inserted between",T1 & T2,T2 & T3,T3 & T4,T4 & T1,C,False,0.2896634,0.25562707,0.19908255,0.25562707
Which of the following is not a sinusoidal oscillator?,LC oscillator,RC phase shift oscillator,Relaxation oscillator,Crystal oscillator,C,False,0.23005158,0.29539207,0.17916435,0.29539207
A wire carrying current is bent in the form of a circular loop. Then the magnetic field around each portion of the wire will be,parallel to the plane of the wire.,perpendicular to the circumference of the wire.,parallel to half portion and perpendicular for the other half.,none of above.,A,False,0.29038695,0.37286422,0.19957983,0.13716908
