0,1,2,3,4,5,llama_7B_sharegpt_xc_20000_dp_correct,llama_7B_sharegpt_xc_20000_dp_choiceA_probs,llama_7B_sharegpt_xc_20000_dp_choiceB_probs,llama_7B_sharegpt_xc_20000_dp_choiceC_probs,llama_7B_sharegpt_xc_20000_dp_choiceD_probs
What are the key characteristics of transactional leaders?,"Guiding, mentoring and motivating","Guiding, commanding and motivating","Guiding, demonstrating and motivating","Guiding, mentoring and demonstrating",A,True,0.39418483,0.3478669,0.11293585,0.1450125
What is not an assumption underpinning the rational decision making model?,Incomplete information,An agreed goal,A structured problem,High level of certainty regarding the environment,A,False,0.25827423,0.25827423,0.10766472,0.37578678
Which one of the following is not one of Drucker's five guiding principles of management?,Making people's strengths effective and their weaknesses irrelevant.,Enhancing the ability of people to contribute.,To operate the organisation's status system.,"Integrating people in a common venture by thinking through, setting and exemplifying the organisational objectives, values and goals.",C,False,0.16051309,0.18188514,0.0973561,0.5602457
What is a paradigm?,A theoretical assumption,An illustration,A theoretical model,An example serving as a model,D,False,0.3030069,0.26740265,0.26740265,0.1621879
What one of the following is not a key management skill in planning?,Conceptual skills,Analytical skills,IT and computing skills,Communication skills,C,False,0.24501953,0.14861184,0.14861184,0.45775673
According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,Co-ordinator,Shaper,Resource investigator,Implementer,C,False,0.50466263,0.27012646,0.11260546,0.11260546
Which is not a recognised form of business continuity planning?,Contingency planning,Scenario planning,Financial planning,Building planning,D,False,0.32770786,0.28920117,0.09388988,0.28920117
What is the term for an organisation that adapts to changes in the environment by quickly responding to shifts in supply and demand conditions?,Opportunistic organisation,Enterprising organisation,International organisation,Agile organisation,D,False,0.63048446,0.262825,0.03138997,0.075300634
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,False,0.15771854,0.09566114,0.12283133,0.62378895
To what does emotional intelligence refer?,How people view and understand the world.,How people view and understand themselves.,How people view and understand others.,How people view and understand themselves and others.,D,True,0.17946905,0.26112592,0.17946905,0.37993598
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,False,0.49687743,0.34149855,0.03599368,0.12563029
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,False,0.29947364,0.43573156,0.05896985,0.20582502
Which is not a characteristic of corporate social responsibility?,Product safety,Consumer rights,Environmental policies,Price-fixing,D,True,0.26675123,0.1617928,0.18333524,0.38812074
Who was a major protagonist of utilitarianism?,John Stuart Mill,Thomas Hobbes,Karl Marx,Adam Smith,A,True,0.8883973,0.09363638,0.011183271,0.006782997
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,False,0.206671,0.6365915,0.046114534,0.11062302
How do you describe a work group that comprises workers with demarcated tasks and distant line managers?,Dependent,Independent,Interdependent,Collaborative,B,False,0.43820912,0.3412776,0.059305154,0.16120812
Specialisation is a feature of which organisational structure?,Matrix,Divisional,Multi-divisional,Functional,D,False,0.24247824,0.58167505,0.061308097,0.11453861
Which one is not an element in the primary activities of a value chain?,Procurement,Inbound logistics,Outbound logistics,Service,A,False,0.30166775,0.16147111,0.09793718,0.43892398
What is the term for the act of getting individuals to behave in ways that are acceptable to a group?,Indoctrination,Brainwashing,Propaganda,Socialisation,D,False,0.41047674,0.24896674,0.09158974,0.24896674
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,True,0.08957602,0.312651,0.24349287,0.35428002
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,False,0.30489397,0.23745167,0.11216422,0.34549013
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,False,0.13084528,0.24445117,0.16800866,0.45669487
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,True,0.21013694,0.39258745,0.12745449,0.26982117
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,False,0.20481254,0.15950817,0.29800048,0.3376788
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.21787195,0.67109287,0.048613805,0.062421363
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,False,0.56433886,0.34228882,0.040880572,0.052491695
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,False,0.46570608,0.3200748,0.063026465,0.15119262
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.08703473,0.82576257,0.010394817,0.07680789
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.40464,0.31513393,0.14885874,0.13136737
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,True,0.21710682,0.19159609,0.45961514,0.13168195
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.02777936,0.91992605,0.02777936,0.024515199
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,True,0.6403108,0.26692125,0.046383962,0.046383962
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,False,0.37106892,0.17528054,0.2550317,0.19861889
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.40915102,0.40915102,0.048866123,0.13283189
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,False,0.49720788,0.2661362,0.11094208,0.12571384
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,True,0.27607712,0.24363722,0.16744925,0.31283638
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,False,0.091509104,0.24874751,0.13314496,0.5265985
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.039586835,0.9009922,0.014563182,0.04485776
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.5792519,0.16595845,0.08883116,0.16595845
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.12924996,0.21309716,0.1464594,0.5111935
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.4330672,0.38218045,0.0752558,0.109496534
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.18785562,0.3509605,0.18785562,0.2733283
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.219266,0.17076454,0.24846093,0.36150852
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.15390794,0.47406983,0.1976217,0.17440055
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.46990386,0.2850111,0.09252956,0.15255545
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.5157889,0.3128418,0.06980444,0.10156486
What is the optimal span of control?,2,5,7,None of the above,D,False,0.075537376,0.7166787,0.06666151,0.1411224
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,True,0.19593963,0.11884339,0.15259793,0.5326191
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.058248784,0.12331268,0.10882306,0.70961547
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,True,0.18829468,0.14664404,0.21336582,0.45169547
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.22207476,0.4701323,0.056149296,0.2516437
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.17288586,0.104860574,0.1188226,0.6034309
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,False,0.47733942,0.37175232,0.044399485,0.10650882
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.7629938,0.15024239,0.037987225,0.04877656
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,False,0.48403868,0.48403868,0.007823757,0.024098866
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.27189636,0.65224546,0.022318613,0.053539567
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,False,0.26503736,0.34031472,0.16075328,0.23389466
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,True,0.25800633,0.12187355,0.13810083,0.48201925
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.17297721,0.1347148,0.22210713,0.4702008
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,True,0.29496473,0.48631462,0.09576103,0.12295959
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.6895926,0.17435631,0.030298585,0.10575245
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.4156386,0.47098023,0.04964095,0.06374024
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.06550997,0.90433717,0.011383925,0.018768918
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,False,0.42956248,0.22992824,0.04527555,0.2952337
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.42520437,0.3311495,0.121823095,0.121823095
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.42019504,0.47614336,0.08274131,0.02092028
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,False,0.3227397,0.5321078,0.081601374,0.06355121
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.32633546,0.10594562,0.36978653,0.19793248
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,True,0.295144,0.20284931,0.12303432,0.37897238
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,True,0.5218308,0.27931592,0.029439678,0.16941366
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,True,0.15086907,0.41010463,0.21951321,0.21951321
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,False,0.31649017,0.14949937,0.21752031,0.31649017
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,True,0.22023195,0.528309,0.11788167,0.13357744
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,False,0.2723227,0.113520995,0.16517207,0.44898424
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.25771952,0.4814834,0.17712785,0.08366927
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,False,0.6800382,0.13390747,0.17194058,0.014113743
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,False,0.44229883,0.2682678,0.12672074,0.16271265
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.510184,0.350644,0.06093279,0.078239255
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,False,0.06827252,0.23829451,0.34671646,0.34671646
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.39643383,0.1652582,0.08845635,0.34985164
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,True,0.24977614,0.1179859,0.22042668,0.41181123
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,True,0.26503736,0.23389465,0.3403147,0.16075327
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.36150852,0.17076454,0.24846093,0.219266
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.72673637,0.23593675,0.009148261,0.028178627
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.34115916,0.2069235,0.11075816,0.34115916
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.808115,0.085174695,0.021535534,0.085174695
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,True,0.24608302,0.31597686,0.07989146,0.35804868
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,False,0.15022086,0.13256943,0.5243223,0.1928874
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,False,0.13919957,0.2295013,0.20253418,0.42876488
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,True,0.26112592,0.17946905,0.17946905,0.37993598
