0,1,2,3,4,5,llama_7B_sharegpt_xc_20000_dp_correct,llama_7B_sharegpt_xc_20000_dp_choiceA_probs,llama_7B_sharegpt_xc_20000_dp_choiceB_probs,llama_7B_sharegpt_xc_20000_dp_choiceC_probs,llama_7B_sharegpt_xc_20000_dp_choiceD_probs
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.72552276,0.161886,0.03612165,0.07646953
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,False,0.3070239,0.27094764,0.21101426,0.21101426
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.26982114,0.12745447,0.21013692,0.39258742
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.18588813,0.16404569,0.14476982,0.5052963
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.48006666,0.25696117,0.107117355,0.15585482
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.34239623,0.20767382,0.1832715,0.26665846
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.6906727,0.2540843,0.034386568,0.020856509
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,True,0.1600835,0.1412732,0.20555128,0.4930919
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.33873922,0.14120752,0.18131405,0.33873922
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.38789856,0.34231928,0.086551875,0.18323031
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.6964102,0.19952486,0.039288774,0.06477624
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.32538554,0.36871013,0.082270354,0.223634
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.2603948,0.15793742,0.3788722,0.20279567
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.32633546,0.36978653,0.10594562,0.19793248
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.55619484,0.20461266,0.0586225,0.18057002
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.102520995,0.090474464,0.21703696,0.5899676
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.42019966,0.28879872,0.13641885,0.15458283
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.19014007,0.13068123,0.40252653,0.2766522
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.74875474,0.18931484,0.029032372,0.032897986
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.4846426,0.22892895,0.10813838,0.17829005
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.4241087,0.22700904,0.057396874,0.29148537
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.13011031,0.7487331,0.04224063,0.07891589
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.6054592,0.28599867,0.026602022,0.081939995
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.2617501,0.29660174,0.17989805,0.2617501
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.17528054,0.19861889,0.2550317,0.37106892
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.10405348,0.24961132,0.117908046,0.5284272
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,False,0.30900928,0.39677578,0.12881424,0.16540074
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.20590201,0.43589458,0.124885894,0.23331757
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.91040933,0.05820052,0.016674729,0.014715396
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.6147666,0.22616,0.06479592,0.094277516
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,False,0.3819337,0.3370553,0.14050555,0.14050555
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.43899596,0.18300074,0.07628606,0.30171722
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.28991833,0.61375713,0.03923618,0.057088308
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,False,0.3432353,0.20818275,0.05964536,0.38893658
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.42877087,0.37838897,0.084429994,0.108410254
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.17753577,0.42588618,0.138265,0.25831303
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.311186,0.51305896,0.061276156,0.11447893
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.34231928,0.18323031,0.38789856,0.086551875
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.2773529,0.13101223,0.314282,0.2773529
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.24363722,0.27607712,0.16744925,0.31283638
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.20852432,0.30340108,0.09849991,0.3895747
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.32623175,0.32623175,0.09346696,0.25406954
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.334106,0.3785917,0.10846834,0.17883405
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.54164827,0.17584744,0.10665687,0.17584744
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.24647972,0.5217976,0.062319838,0.16940288
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.45478472,0.35418668,0.10147619,0.089552425
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.2838788,0.5303554,0.08133264,0.10443317
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.32623175,0.32623175,0.09346696,0.25406954
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.39843497,0.5116006,0.028862532,0.06110198
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.28661776,0.13538864,0.4725528,0.10544079
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.1769912,0.083604716,0.12164415,0.61775994
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.29068938,0.25653246,0.22638911,0.22638911
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.18515001,0.3919626,0.23773733,0.18515001
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.23694135,0.50160486,0.0769236,0.18453012
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.386718,0.16120805,0.11079656,0.34127745
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.44628197,0.39384246,0.047037773,0.112837754
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.24620031,0.1162968,0.1162968,0.5212061
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.26305002,0.29807472,0.14080052,0.29807472
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.17704698,0.29190114,0.3748085,0.15624341
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,False,0.3789724,0.29514402,0.12303433,0.20284933
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.17504266,0.093693584,0.6109589,0.120304935
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.45985436,0.16917098,0.054921772,0.31605297
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.44670215,0.23910244,0.12798232,0.18621315
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.37427446,0.29148525,0.10723143,0.22700894
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.058518548,0.058518548,0.8078236,0.07513931
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.08442999,0.37838894,0.10841025,0.42877084
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,False,0.45766687,0.35643134,0.07018549,0.11571631
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.18877034,0.18877034,0.31122968,0.31122968
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.14179945,0.72011703,0.040626224,0.097457245
How many sides does a rhombus have?,4,6,8,10,A,True,0.5062982,0.30708537,0.041559484,0.14505686
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.058248784,0.10882306,0.12331268,0.70961547
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.39519525,0.50744075,0.060605157,0.036758885
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.46589234,0.24937421,0.1334804,0.1512531
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.1617928,0.26675123,0.18333524,0.38812074
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.19600013,0.15264504,0.36617643,0.28517848
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.34040636,0.23395765,0.12522851,0.30040756
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,True,0.55604875,0.33726063,0.040280037,0.06641056
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.38453156,0.20582493,0.11017014,0.29947346
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,True,0.6808159,0.22102855,0.026398096,0.071757466
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.5127222,0.2421928,0.078628495,0.16645652
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.41181126,0.2204267,0.117985904,0.24977615
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,True,0.114893556,0.35389706,0.13019145,0.4010179
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.24956502,0.67838806,0.038272034,0.033774953
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.8754137,0.09226792,0.014149745,0.018168632
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.3954699,0.34900096,0.06872237,0.18680675
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,False,0.44329014,0.44329014,0.03638747,0.077032275
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.23585764,0.6411275,0.046443123,0.07657176
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.62786007,0.23097682,0.074987195,0.06617596
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.3767352,0.13859314,0.10793645,0.3767352
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.46570608,0.3200748,0.063026465,0.15119262
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.31771013,0.4622655,0.103145376,0.116879016
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,True,0.31597686,0.24608302,0.07989146,0.35804868
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.5656312,0.26718527,0.04097419,0.1262094
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.25800636,0.4820193,0.13810085,0.121873565
How many stars are on the American flag?,13,48,50,51,C,False,0.5978284,0.24921194,0.049072742,0.103887
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.8350117,0.09972793,0.036687855,0.02857253
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.2816182,0.24852721,0.15073937,0.31911525
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.18394874,0.23619486,0.23619486,0.3436615
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.44797808,0.27171245,0.068699665,0.21160986
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.16534543,0.12877116,0.12877116,0.57711226
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.35670432,0.35670432,0.070239246,0.2163521
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.3699091,0.15420106,0.10598074,0.3699091
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.5837367,0.2757377,0.061525397,0.079000175
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.3179559,0.36029124,0.21852769,0.10322517
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.26419708,0.2993745,0.097192675,0.33923575
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,False,0.43570194,0.23321445,0.06681706,0.26426658
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,True,0.2603948,0.3788722,0.15793742,0.20279567
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.25300857,0.32486945,0.13542573,0.28669629
What is your hallux?,earlobe,tongue,eyelid,big toe,D,False,0.23342535,0.29972407,0.23342535,0.23342535
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,False,0.38440463,0.29937464,0.052023508,0.2641972
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.24902599,0.2821834,0.24902599,0.21976466
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.088614404,0.10041328,0.06901297,0.74195933
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.080078565,0.080078565,0.080078565,0.7597643
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,True,0.17440052,0.15390792,0.19762167,0.47406977
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.39845854,0.2132795,0.1465847,0.24167733
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.4861861,0.26023668,0.09573572,0.1578415
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.26740265,0.3030069,0.26740265,0.1621879
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,True,0.1404179,0.5553636,0.12391837,0.18030016
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,True,0.24606852,0.4597165,0.10257662,0.19163835
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.25641757,0.4227611,0.12112309,0.19969821
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.38765773,0.49776238,0.028081832,0.086498134
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.39406195,0.30689576,0.112900645,0.18614168
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.33175653,0.6198028,0.021208484,0.027232233
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.2493742,0.15125309,0.13348038,0.46589231
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.6172824,0.25732157,0.03073268,0.09466332
