0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceD_probs
What one of the following is not a key management skill in planning?,Conceptual skills,Analytical skills,IT and computing skills,Communication skills,C,True,0.01670413,0.0069633177,0.48816627,0.48816627
According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,Co-ordinator,Shaper,Resource investigator,Implementer,C,False,0.03073268,0.25732157,0.09466332,0.6172824
Which is not a recognised form of business continuity planning?,Contingency planning,Scenario planning,Financial planning,Building planning,D,True,0.0008972554,0.0066298703,0.008512922,0.98396
What is the term for an organisation that adapts to changes in the environment by quickly responding to shifts in supply and demand conditions?,Opportunistic organisation,Enterprising organisation,International organisation,Agile organisation,D,True,0.0011692537,9.59782e-05,0.00012323844,0.99861145
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,True,0.6499473,0.036667515,0.0063718585,0.30701336
To what does emotional intelligence refer?,How people view and understand the world.,How people view and understand themselves.,How people view and understand others.,How people view and understand themselves and others.,D,True,0.0031526783,0.0031526783,0.0031526783,0.990542
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,True,0.104120135,0.7693495,0.008546701,0.11798357
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,True,0.00017946932,0.00012334733,0.00020336539,0.99949384
Which is not a characteristic of corporate social responsibility?,Product safety,Consumer rights,Environmental policies,Price-fixing,D,True,0.001030464,0.00080252613,0.00090938126,0.99725765
Who was a major protagonist of utilitarianism?,John Stuart Mill,Thomas Hobbes,Karl Marx,Adam Smith,A,False,0.22006762,0.005175494,0.006645466,0.76811147
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,False,0.018672518,0.89969236,0.007783864,0.07385124
How do you describe a work group that comprises workers with demarcated tasks and distant line managers?,Dependent,Independent,Interdependent,Collaborative,B,False,0.0054183034,0.011470548,0.43042916,0.552682
Specialisation is a feature of which organisational structure?,Matrix,Divisional,Multi-divisional,Functional,D,True,0.04282427,0.3585632,0.007441742,0.5911708
Which one is not an element in the primary activities of a value chain?,Procurement,Inbound logistics,Outbound logistics,Service,A,False,0.006679944,0.0010244027,0.0009040322,0.99139166
What is the term for the act of getting individuals to behave in ways that are acceptable to a group?,Indoctrination,Brainwashing,Propaganda,Socialisation,D,True,0.001417365,0.0026479864,0.05318623,0.9427485
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,True,7.479742e-05,2.5849296e-05,0.0006262712,0.9992731
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,True,0.00073561043,0.5544327,0.013039008,0.43179262
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,True,0.0059374454,0.007623831,0.881195,0.105243735
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,True,0.0014085557,0.7296499,0.05989331,0.2090482
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,False,0.004752291,0.005385051,0.9056263,0.08423637
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.000674445,0.9496893,0.0023540447,0.047282245
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,True,0.056789584,0.03903087,0.783956,0.12022355
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,True,0.0018851353,0.97652423,0.0058066254,0.015784044
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.00042812715,0.9939282,0.00042812715,0.0052156565
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.9984151,0.00048732167,6.595181e-05,0.00103166
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,True,0.00047075818,0.00047075818,0.85115075,0.14790782
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.00038260684,0.8882495,0.005281725,0.10608628
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,True,0.99032474,0.0066727553,0.0005477331,0.0024547698
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,True,0.0003429263,0.0022361602,0.7961282,0.20129274
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.05683366,0.044262096,0.009876209,0.889028
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,True,0.0013553516,0.0032513195,0.37580144,0.61959183
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.009098008,0.63781965,0.0116820745,0.34140027
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,False,0.08934807,0.11472519,0.047824573,0.7481022
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.0008706751,0.95481116,0.0023667403,0.041951474
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.9963898,0.0021795938,0.00010851559,0.0013219905
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,True,0.040343355,0.085406885,0.4914827,0.3827671
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.00016838025,0.0008551055,0.7303104,0.26866618
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,True,0.00037929643,0.00048702623,0.0013238746,0.9978098
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.10911574,0.040141437,0.29660735,0.55413544
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,True,0.003237883,0.20032072,0.004157524,0.79228383
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,True,0.0031360614,0.46543276,0.0040267827,0.5274044
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.002521684,0.121501535,0.1767837,0.69919306
What is the optimal span of control?,2,5,7,None of the above,D,True,0.011987062,0.14603232,0.1875092,0.6544714
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,True,0.0007082079,0.0010304364,0.0010304364,0.99723095
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.041379366,0.013433913,0.0033966254,0.94179004
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,True,0.005165749,0.008516881,0.11757191,0.86874545
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.02155816,0.808964,0.010183354,0.15929446
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,3.535429e-05,1.01291735e-05,4.5395806e-05,0.99990916
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,True,0.0016971113,0.0013217116,0.0008016586,0.9961796
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,True,0.014913961,0.81427467,0.04593823,0.12487307
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.0003261072,0.9721119,0.0016561091,0.025905903
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.00055203354,0.9981001,0.00017921907,0.001168655
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,True,0.0013120234,0.006663005,0.0031473807,0.9888776
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,True,0.006612337,0.008490409,0.0035393292,0.9813579
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.08714432,0.032058604,0.23688284,0.6439143
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,False,0.06569605,0.25983292,0.05116414,0.6233068
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.9757178,0.0010082069,0.00032731684,0.022946684
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.015835991,0.9797381,0.00042201488,0.0040039658
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,True,0.0007564651,0.3918586,0.44403398,0.16335097
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.00017949949,3.5345543e-05,0.00012336807,0.9996618
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,True,0.0051489333,0.008489156,0.0051489333,0.98121303
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.009572229,0.00745486,0.006578891,0.976394
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.00015528277,0.0024290313,0.864795,0.13262062
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.0054098805,0.010106986,0.90980196,0.074681096
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,True,0.00043013413,0.00043013413,0.0005523031,0.9985875
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,True,0.9917487,0.0035768044,0.0006215554,0.00405305
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,False,0.0032071369,0.0013369335,0.10620579,0.88925016
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,True,7.4552365e-05,0.0003341205,0.0035921342,0.9959992
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,False,0.00046171524,0.00021809884,0.053367026,0.9459532
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,False,0.0016801957,0.00029197423,0.32018858,0.6778393
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,8.959234e-05,0.00021492084,0.9321694,0.067526124
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,8.449712e-05,0.000108496446,0.9962141,0.003592909
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.032414906,0.015311717,0.004970987,0.9473024
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.05148137,0.058336042,0.08487843,0.80530417
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,True,0.000108547116,3.9932253e-05,0.0031722118,0.9966793
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.071171746,0.24841382,0.0051556644,0.67525876
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,True,0.10588281,0.093441255,0.326142,0.47453383
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,True,0.0017279539,0.009943688,0.6151942,0.37313414
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.02193624,0.009144384,0.036166742,0.9327526
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,True,0.0040628565,0.00029431234,0.0014946414,0.99414825
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.8430221,0.07841328,0.009365129,0.069199465
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.99773514,0.00062530726,0.00013952491,0.0015000341
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.0016392637,0.8491596,0.0016392637,0.14756182
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,True,6.595174e-05,1.8895491e-05,0.0015010547,0.99841404
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,False,0.056150246,0.15263219,0.016087314,0.7751302
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,True,0.012195502,0.009497867,0.009497867,0.96880877
