0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_correct,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceA_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceB_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceC_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceD_probs
"Which classical conditioning term best describes the following scenario: Later in his classical conditioning experiments, Ivan Pavlov's dogs began to salivate whenever they heard any sound similar to a bell, such as a doorbell or someone accidentally clinking a water glass.",discrimination,spontaneous recovery,trace conditioning,generalization,D,True,0.0042918553,0.067135915,0.20679316,0.72177905
"Sal meets Petunia for the first time. She is outgoing and funny. He walks away with the opinion that Petunia is a fun person, whereas in actuality Petunia is temporarily gleeful because she just won the lottery. Sal's opinion that Petunia is funny is best explained by",the mere-exposure effect.,self-serving bias.,equipotentiality.,the fundamental attribution error.,D,True,0.09439044,0.19982454,0.22643088,0.47935417
All of the following are examples of punishment EXCEPT,grounding a teenager for staying out past curfew,spanking a child for misbehavior,permanently revoking the driving privileges of a third-time DWI driver,refusing to return the boss' phone call after not getting the expected raise,D,True,0.0850715,0.18009636,0.18009636,0.55473584
Which of the following must be done when universal screening data show that very few students are successfully meeting school competencies?,Changes must be made in the delivery of the core program.,Students who are not meeting competencies must be given strategic or supplemental instruction.,Students must be given more time to develop competencies.,Students who are not meeting competencies must be evaluated for learning disabilities.,A,False,0.05934651,0.30138645,0.14236487,0.49690223
Substances that are toxic to humans often taste,sour,sweet,salty,bitter,D,True,0.05209301,0.20603186,0.18182246,0.56005263
All public institutions subscribe to all of the following ethical guidelines EXCEPT,avoiding unnecessary deception to humans,avoiding unnecessary pain to humans and other animals,avoiding use of animals when computers are available,protecting confidentiality,C,False,0.16147111,0.30166775,0.09793718,0.43892398
Which of the following kinds of tests is most likely to be an achievement test?,an IQ test,a classroom test over a chapter in a textbook,an entrance exam for law school,a personality test based on the Big Five personality traits,B,False,0.02336509,0.15235952,0.2216818,0.6025936
A fetus with the genotype XXY will most likely,result in a miscarriage.,suffer from sterility as an adult.,be color blind.,grow into a depressed adult.,B,False,0.0652613,0.13815817,0.17739859,0.61918193
"Susan is a first-grade student who is referred to the school psychologist because she will not remain seated at her desk. Her teacher reports that Susan is ""always getting up and walking around the room."" What observation data is LEAST relevant to the referral concern?",Frequency,Duration,Intensity,Peer comparison,C,False,0.02266206,0.07909836,0.1477752,0.7504644
"In order to prove a psychological theory,",you need to run an experiment.,you need to find statistically significant results.,you must replicate your findings.,it is impossible to prove a theory.,D,True,0.121470794,0.22693731,0.1071976,0.5443943
Research indicates that which of the following factors most influence a person's sexual orientation?,parenting style,masculine/feminine personality traits,hormones released in the womb,sexual orientation of parents,C,False,0.034563717,0.19890045,0.28939846,0.4771374
Which of the following usually increases with age in healthy adults between the ages of 18 and 70?,fluid intelligence,crystallized intelligence,g,speededness,B,False,0.1021413,0.27764884,0.21623315,0.40397668
The left cerebral hemisphere is specialized for which of the following functions?,"verbal, mathematical, and recognizing emotional expressions","mathematical, spatial, and musical","verbal, analytic, and mathematical","mathematical, spatial, and analytic",C,False,0.08227218,0.17417021,0.1356439,0.60791373
Runners in a park were found to pick up their pace when another runner came into view; this finding illustrates the phenomenon of,social facilitation.,conformity.,deindividuation.,norms.,A,True,0.43892398,0.30166775,0.09793718,0.16147111
"A researcher tests the problem solving skills of twenty 10-year-old, twenty 20-year-old, and twenty 30-year-old participants for a study on age and problem solving. What research method is this researcher using?",longitudinal,stage,developmental,cross-sectional,D,True,0.015930932,0.10388273,0.28238252,0.59780383
"Bessie could barely detect sweetness in a sip of water from a pitcher in which one quarter of a teaspoon of water was mixed into a half gallon of water. For taste, this is Bessie's",absolute threshold,difference threshold,subliminal stimulation,distal stimulus,A,False,0.1488167,0.2780262,0.1686314,0.40452573
"During assigned seat-work time, Mary, a firstgrade student, sometimes leaves her seat and attempts to play with a block collection. When she leaves her seat, she fails to complete her seat work. Which of the following behavioral intervention strategies will most effectively increase the long-term likelihood that Mary will complete her seat work?",Allowing Mary to read from a teacherselected book for a specific period of time before beginning her seat work,Allowing Mary to play with the blocks afterward if she remains in her seat throughout the assigned seat-work time,Explaining to Mary the value of completing seat work in terms of the objectives of the lesson,Removing the blocks from the classroom during the assigned seat-work time,B,False,0.07457101,0.17888655,0.2602784,0.48626405
Which of the following are most directly designed to help determine whether the findings of a study reflect a truly replicable phenomenon rather than the outcomes of chance processes?,Inferential statistics,Descriptive statistics,Standard deviation,Extraneous variables,A,False,0.18323031,0.34231928,0.086551875,0.38789856
An unjustifiable and usually negative attitude toward a group and its members is called,prejudice,ethnocentrism,in-group bias,discrimination,A,False,0.101536326,0.27600434,0.1674051,0.45505422
"Calvin's fear of dogs was so great that he could not even visit his friends who had dogs or who lived in a neighborhood that had a lot of dogs. Once he sought help, he worked to overcome this fear first by witnessing his counselor playing with a dog and then, after a while, by actually touching and petting a dog himself. The method used to help Calvin overcome his fears is known as",countertransference,peer-counselor alliance,rational-emotive therapy,systematic desensitization,D,True,0.037383217,0.101618126,0.2762267,0.58477193
"Mr. Gordon suffered damage to the back of his right frontal lobe. As a result, he is unable to",understand information he hears,understand information he reads,speak intelligibly,move his left hand,D,True,0.13471481,0.22210716,0.17297724,0.47020087
"During the manic phase of a bipolar disorder, individuals are most likely to experience",high self-esteem,delusions of persecution,uncontrollable grief and despair,visual hallucinations,A,False,0.14761524,0.18954171,0.14761524,0.5152278
"According to Kohlberg, at the third (postconventional) level of moral development, individuals",follow rules in order to obtain reward,follow rules in order to avoid punishment,"define what is right by what they have learned from others, especially authority figures",self-define principles that may or may not match the dominant morals of the times,D,True,0.017419247,0.16526923,0.24046528,0.57684624
"To which perspective are the roles of knowledge, information processing, and their interactions most central?",Psychoanalytic,Cognitive,Behaviorist,Evolutionary,B,False,0.017741943,0.16833088,0.45757076,0.35635647
Which of the following is primarily a chemical sense?,Touch,Vision,Taste,Hearing,C,False,0.08256333,0.12012894,0.10601342,0.6912943
"A 7-year-old student arrived in the United States one year ago from a non-Englishspeaking country, where she achieved high scores in reading. Over the year, she has become fluent in social English. After a few months in a monolingual English second grade, her teacher refers her for evaluation because she has great difficulty with the basal reader used in the class. Two English proficiency tests administered to the student show that she performs above the mean for monolingual English grade peers in speaking and listening but well below the mean in reading and writing. She also performs well above the mean for grade peers on reading tests in her native language. Based on this information alone, which of the following is the most accurate interpretation?",Continued use of the student's native language in her home environment is interfering with her development of English.,The student's reading difficulty is an early indicator that she will have increased academic problems as her coursework requires more reading.,The discrepancy between the student's English social language skills and reading skills is expected given the richer context in which social skills are acquired., The discrepancy between the student's native language reading skills and English reading skills is related to the greater complexity of English.,C,False,0.07742913,0.23849851,0.23849851,0.44557387
The limbic system plays an important role in,maintaining balance.,regulating emotion.,monitoring arousal.,processing sensory information.,B,False,0.06887305,0.3086676,0.113552466,0.50890684
"To demonstrate causation, a researcher must",manipulate the way a participant responds to some aspect of a situation,operationalize dependent and independent variables,develop a hypothesis that predicts the relationship between variables,show that the manipulation of one variable invariably leads to predicted changes in another,D,True,0.04655942,0.18414608,0.12656161,0.6427329
A special diet can prevent the expression of the trait for,Tay-Sachs syndrome,PKU (phenylketonuria),Huntington's disease,Down syndrome,B,False,0.2773529,0.2773529,0.13101223,0.314282
Which of the following is an example of an implicit memory?,describing the taste of the cake at your last birthday party,remembering how to tie a tie,recalling the name of your junior high school shop teacher,recognizing a celebrity,B,False,0.07735682,0.30595216,0.27000183,0.34668922
"After collecting and analyzing the responses of 2,000 randomly selected study participants, Adeel finds that college juniors who work at paying jobs 15 hours a week get higher grades than juniors who don't have paying jobs or who work full time. Which of the following research methods did Adeel use?",experimental,naturalistic observation,case study,survey,D,True,0.1959358,0.2850849,0.1959358,0.32304353
"Nat's therapist tells him to relax, close his eyes, and breathe slowly whenever he begins to experience fear associated with being in an enclosed space. The therapist is using a technique that is central to",person-centered therapy,psychoanalysis,rational-emotive therapy,systematic desensitization,D,True,0.033422057,0.10294719,0.19233067,0.6713
Periods of special sensitivity to specific types of learning that shape the capacity for future development are known as,maturation periods,critical periods,primary development periods,secondary development periods,B,True,0.13162771,0.4054419,0.24591295,0.21701743
Areas of the brain that are damaged are referred to as having,brain lesions,hemispheres,brain lobes,cortical adhesions,A,False,0.21710695,0.19159622,0.07048431,0.5208125
Which of the following best summarizes a view of classical behaviorism?,"Behavior is under the control of external stimuli that either reinforce or punish actions, thereby affecting the likelihood of the occurrence of these behaviors.",Behavior can be controlled by introspection.,Behavior is the result of competing motives that result from mental events that occur outside of one's awareness.,Behavior is influenced by internal drives and motivation.,A,True,0.52516216,0.19319637,0.03357249,0.24806903
"A sixth-grade teacher is concerned because Kerry, a student in class, has been hostile to classmates. Which of the following teacher strategies is most likely to encourage Kerry to be more cooperative with classmates?",Preventing Kerry from participating in play or recess activities as a consequence of hostile behavior,Having Kerry memorize rules of behavior and write examples of how they would apply in the classroom,Withholding attention or approval from Kerry in response to hostile behavior,Implementing social skills training to teach Kerry appropriate replacement behaviors for hostile behaviors,D,True,0.028281236,0.14362396,0.18441683,0.64367795
Daniel is a toddler who lags behind his peers in terms of speech development. He avoids eye contact with people and resists alterations to routine. Daniel is most likely to be diagnosed with,Down syndrome.,fetal alcohol syndrome.,mental retardation.,autism.,D,True,0.016142549,0.030158252,0.07234588,0.8813533
Garcia and Koelling's research regarding learned aversions established that which of the following UCS and CS pairs are the most powerful and learned most quickly?,performing a task and receiving a food reward,nausea and food or drink,movement and shock,punishments and rewards,B,False,0.22709171,0.22709171,0.12155343,0.42426315
Which structure is found in the inner ear?,hammer,basilar membrane,tympanic membrane,pinna,B,True,0.03691076,0.44966513,0.24068841,0.2727357
Psychogenic amnesia is an indication of which kind of psychological disorder?,schizophrenic,anxiety,mood,dissociative,D,True,0.0048911185,0.04640564,0.12614362,0.82255965
"Although a man watched in horror as his wife and children were killed by a speeding truck as they crossed the street, he has no memory of the event and gets upset when people tell him he must remember. The man is most likely suffering from",panic disorder,post-traumatic stress disorder,dissociative amnesia,bipolar disorder,C,False,0.05900321,0.124909796,0.18174268,0.6343443
"Michelle watches David Letterman on television, but doesn't recognize him when she walks past him in Manhattan. Which effect on perception does this best illustrate?",convergence,context,proximity,closure,B,False,0.020345837,0.1412281,0.20548566,0.6329404
"In a meeting with the school psychologist, Ms. Harcar, a new sixth-grade teacher, expresses some concerns about a student, Anthony. The school psychologist has worked with the boy and knows him well. Anthony has a mild learning disability and receives academic support. He is doing well on a daily basis but has difficulty performing on tests. The school psychologist discusses ways in which Ms. Harcar could incorporate study-skills training into classroom activities. With regard to study-skills training, the school psychologist should stress which of the following principles while advising Ms. Harcar?","The study skills of students with disabilities are improved when they are given a single, specific study strategy to follow for all subjects.",Students with disabilities often develop study skills on their own and need only some guidance and reinforcement by the teacher.,Training in study skills needs to include helping students to guide their own thinking to organize their own study behaviors and to use varied study approaches.,Study strategies are best taught in a small group by having students practice collaborative problem-solving activities modeled by the teacher.,C,False,0.07309273,0.22514144,0.22514144,0.47662443
"In class, John's teacher tells him that she will give him the coin and bill for each picture he can correctly identify on the face of the penny, nickel, dime, quarter, half-dollar, dollar bill, and five-dollar bill. John cannot identify any of them although he has been handling money for 17 years. His inability to remember the pictures most likely results from",confabulation,failure to reconstruct,failure to encode,deep processing,C,False,0.041459493,0.09945616,0.21054868,0.6485356
The somatic nervous system is part of the,central nervous system.,peripheral nervous system.,autonomic nervous system.,parasympathetic nervous system.,B,True,0.23745169,0.34549016,0.11216423,0.304894
Professor Ek is interested in studying online bullying behaviors of middle school students. Which of the following research method choices (and the rationale for the choice) is the most appropriate?,Experiment-the most convenient and ethical way to study online bullying is to randomly assign half of the participants to a group who experiences the independent variable (online bullying).,"Correlation-it would be unethical to purposefully expose middle school students to bullying behaviors, so Professor Ek should examine variables that correlate with existing instances of online bullying.","Naturalistic observation-observing instances of online bullying by monitoring middle school students' social networking behavior would provide the most accurate data and not raise important privacy concerns, because social networks are considered ""public"" space.",Survey-self-reports about online bullying behaviors and responses to these behaviors would likely provide the most accurate descriptions of bullying and its impact.,B,False,0.26646256,0.11107811,0.18313685,0.43932247
"In the rock opera Tommy, Tommy becomes deaf and blind after witnessing a terrible murder, although there is nothing organically wrong with his ears or eyes. Tommy is suffering from",panic disorder,post-traumatic stress disorder,conversion disorder,obsessive-compulsive disorder,C,False,0.044962186,0.09518495,0.37646377,0.48338905
"The ""c"" in the word cat is best described as a",phoneme.,morpheme.,holophrase.,syllable.,A,False,0.24103393,0.27312723,0.2127117,0.27312723
"Xavier is beginning his first year of college. He is eager to find a few other freshmen to ""hang out"" with. Psychologists would say that Xavier is motivated by a(n)",fraternization need,assimilation need,attachment need,affiliation need,D,False,0.35581604,0.2771098,0.08996438,0.2771098
Research indicates that a test participant exposed to a list of positive words and then asked to recall the words from that list a week later will be more likely to remember those words if he,is tested by a researcher who deliberately exhibits a positive attitude,is in a positive mood when initially exposed to the words,"considers himself a ""positive"" person, regardless of his mood during the experience",considers the initial testing experience positive,B,False,0.1904708,0.21583171,0.1904708,0.4032267
All of the following are characteristic of physiological arousal EXCEPT,dilation of the pupils,increase in salivation,increase in perspiration,increase in secretion of stress hormones,B,False,0.02744771,0.07461062,0.09580193,0.8021397
What color are the shortest electromagnetic waves humans can see?,green,violet,red,orange,B,False,0.087792836,0.09948232,0.16401862,0.6487062
One cause of the deinstitutionalization of many psychiatric patients in the mid-1900s was,an increase in government funding.,the movement for the rights of the mentally ill.,the creation of new medications.,an improvement in psychotherapy.,C,False,0.09959036,0.50576156,0.08788818,0.3067599
Which of the following would play a role in quickly alerting you to a gas leak in your car?,olfactory receptors,gustatory receptors,feature detectors,basilar membrane,A,False,0.2794978,0.19209585,0.16952398,0.35888228
Garcia and Koelling's research regarding learned aversions established that which of the following UCS and CS pairs are the most powerful and learned most quickly?,performing a task and receiving a food reward,nausea and food or drink,movement and shock,punishments and rewards,B,False,0.22709171,0.22709171,0.12155343,0.42426315
"A school psychologist is providing feedback to a student's parents regarding the student's performance on a measure of academic achievement. To explain the concept of grade equivalent, the school psychologist should explain that it is",the average score on that measure obtained by students in a given grade,the average score on that measure obtained by students at a given age,the grade in which a student should be placed in school,utilized to determine accountability among peers,A,False,0.22700894,0.37427446,0.10723143,0.29148525
Which of the following types of data involves counting the number of occurrences of a behavior observed during a specified time period?,Duration recording,Latency recording,Event recording,Whole-interval recording,C,False,0.025135485,0.12764853,0.11264943,0.73456657
Which of the following structures is located at the most central and protected part of the brain?,somato-sensory cortex,cerebellum,cerebral cortex,medulla,D,False,0.086782,0.111430295,0.5658897,0.23589793
Abnormal behavior can be defined as maladaptive behavior according to,biologists,behaviorists,psychoanalysts,humanists,B,False,0.1412732,0.1600835,0.20555128,0.4930919
Which personality theory is criticized for having an unrealistically optimistic view of human nature?,cognitive,biological,humanistic,trait,C,False,0.030641666,0.19980878,0.22641298,0.54313654
"""Get cookie,"" best exemplifies",babbling,cooing,holophrases,telegraphic speech,D,True,0.068730935,0.21170618,0.21170618,0.5078567
"What area of psychology focuses on the study of subjective well-being, optimism, and happiness?",psychometrics,human factors psychology,social psychology,positive psychology,D,True,0.011186724,0.05013542,0.15442796,0.7842499
"A disorder characterized by delusions of persecution, hallucinations, and disordered thinking is",paranoid schizophrenia,anorexia nervosa,conversion disorder,hypochondriasis,A,False,0.1464594,0.12924996,0.21309716,0.5111935
Which of the following responses was most likely acquired through classical conditioning?,The anxiety reaction of a woman who is driving on the highway for the first time after being involved in a major accident on that highway,The frightened cry of a baby who is disoriented upon waking up from a nap,The uncontrollable blinking of a contact lens wearer who has just gotten something in his eye,The startled cry of a child who has just been awakened in the middle of the night by a loud clap of thunder,A,False,0.035560828,0.1406458,0.10953506,0.7142583
Which of the following disorders is most likely related to the amount of light to which a susceptible person is exposed?,seasonal affective disorder,claustrophobia,Alzheimer's disease,catatonic schizophrenia,A,False,0.16344157,0.18520358,0.30534908,0.34600583
Which of the following clinicians most likely follows Carl Rogers's approach to psychotherapy?,"Dr. Jones, who emphasizes the need for modification of undesirable behaviors in his patients","Terence Springer, who counsels individuals to find their inner spirituality and develop their relationship with a supreme being","Cathy Cooper, who is an empathic counselor who encourages clients through unconditional support to find their own path to better health and growth","Utrese Leed, who creates a framework for her patients that defines ideal psychological growth and development and who supports their efforts toward professional achievement",C,True,0.031361915,0.20450538,0.38206634,0.38206634
Children who suffer brain damage may be able to regain their physical and mental abilities more quickly than older brain damage patients due to which of the following properties of the brain?,contralateral control,Klinefelter's syndrome,effective psychological environment,brain plasticity,D,True,0.016556874,0.12233967,0.15708725,0.7040162
"Mr. Thomas, a school psychologist, works with Ms. Riddle, a special education teacher, to meet the needs of Mark, a student with autism spectrum disorder. Mr. Thomas does not work with Mark directly; Ms. Riddle acts as his mediator. This collaboration is an example of which consultation model?",Systems,Resource,Triadic,Adaptive learning environments,C,False,0.041941725,0.11400943,0.18796979,0.656079
Which of the following approaches emphasizes the importance of people's feelings and views human nature as naturally positive and growth seeking?,biological,behavioral,cognitive,humanistic,D,True,0.011509677,0.18004164,0.18004164,0.62840706
A pigeon trained to peck at a green light pecks at a yellow light also. This illustrates,generalization,discrimination,extinction,spontaneous recovery,A,False,0.11582171,0.14871801,0.21638343,0.5190769
The medical model of psychologically disordered behavior is most likely to be criticized for neglecting the importance of,depression,anxiety disorders,neurotransmitters,social circumstances,D,True,0.061061412,0.21312527,0.14647871,0.57933456
"Javier wants to study the effects on achievement of taking a course in chemistry in the afternoon, rather than in the morning. A teacher has chemistry classes with the same number of students at 8:30 A.M. and 1:00 P.M., and volunteers to participate with her classes. A major problem in this study would be",poor replication,lack of a hypothesis,confounding variables,difficulty in obtaining informed consent,C,False,0.03810443,0.11736991,0.24847211,0.5960536
Learned helplessness is most likely to be directly related to,the Barnum effect.,self-serving bias.,an external locus of control.,unconditional positive regard.,C,False,0.05653644,0.15368198,0.25337875,0.5364028
Which of the following is the strongest piece of evidence for the idea that animals are capable of developing and using a sophisticated language?,The discovery of physical structures in animal brains are analogous to the language acquisition device in humans.,Primates quickly learn words that result in food rewards.,Systems of communication have been documented in species from honeybees to dolphins.,Apes have been able to use the words they know to express novel concepts.,D,True,0.051935717,0.10994792,0.20540975,0.6327066
"The scores of Brian's team on the quiz were: 8, 6, 9, 7, 10, 9, 5, 4, 9. The median of the team's scores is",9,8,7.5,7,B,False,0.023077931,0.28114676,0.17052412,0.52525127
Alpha waves are most closely associated with,the hypnagogic state,Stage 2 sleep,Stage 3 sleep,Stage 4 sleep,A,False,0.06114868,0.21342985,0.21342985,0.5119916
Which of the following scans can image brain function?,I only,II only,III only,II and III only,C,False,0.007726801,0.120867506,0.17586118,0.6955445
Memory research indicates that memories may be physically stored in the brain through strengthened connections between brain neurons. What is this process called?,proactive interference,long-term potentiation,state-dependent memory,semantic memory,B,True,0.021768194,0.38585046,0.20653088,0.38585046
Human senses can be divided into which two major categories based on what the senses gather from the outside world?,sensation and perception,conduction and transduction,energy and chemical,bichromatic and trichromatic,C,False,0.72229034,0.1422274,0.024715416,0.11076681
"Within a multimethod model of assessment, child interviews are most helpful for which purpose?",Incorporating a strength-based perspective,Meeting legal guidelines for a comprehensive assessment,Providing an accurate timeline of when a problem began and how it changed over time,Establishing rapport to better understand the child's perspective on a problem,D,True,0.033831276,0.19468556,0.1718094,0.59967375
Which of the following samples would be considered most representative of male college students?,A group of thirty fraternity brothers from Penn State,A random sample taken between classes in the business wing of various universities,"Sixty male members of each class from Princeton, Yale, Harvard, Dartmouth, and Columbia",Twenty male members of each class from a cross-section of colleges and universities,D,True,0.04631539,0.08652855,0.14266145,0.72449464
A person who experiences flashbacks and nightmares after being involved in a serious car accident is likely to be diagnosed with which psychological disorder?,dissociative identity disorder,bipolar disorder,schizophrenia,post-traumatic stress disorder,D,True,0.011987072,0.10036653,0.14603244,0.7416139
Hunger and eating are primarily regulated by the,somatosensory cortex,hypothalamus,medulla oblongata,occipital lobes,B,False,0.09573572,0.26023668,0.1578415,0.4861861
The most widely used self-report inventory for personality assessment is the,MMPI-2,TAT,WAIS-R,Rorschach,A,False,0.08407836,0.2934623,0.13862178,0.48383754
"In a crisis, the adrenal glands of the body secrete ""emergency"" hormones, while the body prepares for fight-or-flight, directed by",the central nervous system,the somatic nervous system,the sensorimotor nervous system,the sympathetic nervous system,D,True,0.034798842,0.1214599,0.22691697,0.61682427
"During periods of darkness, the pineal gland in the middle of the brain produces which of the following hormones that is essential to sleep regulation?",Estrogen,Adrenaline,Testosterone,Melatonin,D,True,0.013561489,0.1002066,0.14579974,0.7404322
"According to Selye's General Adaptation Syndrome (GAS) theory, of the following stages, we are most susceptible to disease during",resolution,resistance,alarm,exhaustion,D,True,0.039873365,0.15770222,0.17870004,0.6237244
Which of the following is a hallucination?,thinking you are President of the United States,being sure that your boss is out to get you,thinking this is 2010,hearing voices that are not actually there,D,True,0.0042918595,0.067135975,0.11068851,0.8178836
"Jupiter pilots his newly created perfectionism scale on a high school psychology class. He returns one month later to administer the same test to the same students, and then he correlates the two sets of results. What is Jupiter probably doing?",checking for outliers,standardizing the test,looking to see if the mean level of perfectionism has changed,measuring the test's reliability,D,True,0.014246756,0.11205942,0.30460912,0.5690847
"Stranded in a deserted area after a boating accident, Harry was able to survive by eating leaves and insects, and drinking water he boiled in a fire he made. According to Gardner's Theory of Multiple Intelligences, Harry displayed a high level of which of the following intelligences?",naturalistic,interpersonal,verbal-linguistic,mathematical,A,False,0.13162771,0.24591295,0.21701743,0.4054419
Someone who is unable to encode new memories is said to suffer from,overgeneralization.,belief bias.,state-dependent memory.,anterograde amnesia.,D,True,0.1785466,0.1785466,0.1575668,0.48533994
"According to cognitive theorist Jean Piaget, children in which of the following stages of cognitive development are egocentric, or unable to understand another person's perspective?",Sensorimotor,Preoperational,Concrete operational,Formal operational,B,False,0.03748784,0.27699974,0.16800882,0.5175036
Nell decides not to throw her stuffed animal in the toilet after she witnesses her brother Matthew being punished for putting his stuffed animal in the toilet. Nell's decision exemplifies,prepared conditioning,tutelage,scheduled reinforcement,vicarious learning,D,True,0.058622498,0.20461263,0.18057,0.5561948
B. F. Skinner was well known for his work involving the,biological perspective,behavioral perspective,cognitive perspective,psychodynamic perspective,B,True,0.042228833,0.748524,0.042228833,0.1670183
"Answering multiple-choice questions is often easier than answering fill-in or completion questions, because multiple choice questions",provide more retrieval cues,enhance retention of information,check memorization rather than critical thinking,are definitional rather than conceptual,A,False,0.24445117,0.16800866,0.13084528,0.45669487
Which of the following psychological disorders is characterized by an abnormally elevated or expansive mood?,Depression,Schizophrenia,Euphoria,Mania,D,True,0.051156882,0.13905881,0.25979605,0.54998827
"Quinn awoke from a dream, shaking and covered with sweat. When his wife asked him what had happened, he said he had dreamed he was falling to his death. Quinn's experience is often categorized as a",hallucination,phobia,narcoleptic event,nightmare,D,True,0.070158415,0.11567167,0.14852537,0.6656445
The case study of Phineas Gage's brain injury was significant for which of the following reasons?,Gage's accident was one of the first to be treated with drugs that alter the neurotransmitters in the brain.,It was one of the first well-documented examples of a specific brain area being associated with a set of physical and emotional changes.,This accident provided psychiatrists with one of the first opportunities to treat a brain-damaged patient with psychotherapeutic techniques.,The CAT scan was used for the first time in the Phineas Gage case to document the extent of brain injury.,B,False,0.068633646,0.2114065,0.14529742,0.57466245
"What is the mode of the following set of scores? 70, 70, 80, 80, 60, 60, 50, 90, 90, 90",74,75,90,40,C,False,0.035401504,0.14001566,0.33588013,0.48870268
"The ability to perceive your front door as a rectangle even when it is open, displaying a different retinal image is known as",color constancy,closure,shape constancy,size constancy,C,False,0.11838213,0.321796,0.19517915,0.36464265
It has been suggested that learned helplessness may be related to,major depressive disorder.,paranoia.,obsessive-compulsive disorder.,paraphilias.,A,False,0.105491415,0.13545366,0.22332531,0.5357296
A low level of glucose in Sam's bloodstream is most likely to make him want to,engage in risky behavior.,pursue a romantic interest.,eat a meal.,study to improve his grades.,C,False,0.13832484,0.17761262,0.20126146,0.48280114
