0,1,2,3,4,5,llama2_7B_alpacacode_alpaca_52000_correct,llama2_7B_alpacacode_alpaca_52000_choiceA_probs,llama2_7B_alpacacode_alpaca_52000_choiceB_probs,llama2_7B_alpacacode_alpaca_52000_choiceC_probs,llama2_7B_alpacacode_alpaca_52000_choiceD_probs
Inintel 8085A microprocessor ALE signal is made high to,Enable the data bus to be used as low order address bus,To latch data D0-D7 from data bus,To disable data bus,To achieve all the functions listed above,A,False,0.4033788,0.005753889,0.0039545866,0.5869127
For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,111.9 ohm,11.19 ohm,108 ohm,115 ohm,A,True,0.55874676,0.16008364,0.07561815,0.20555145
The concept of V/f control of inverters driving induction motors resuls in,constant torque operation,speed reversal,reduced magnetic loss,hormonic elimination,A,True,0.68454134,0.04376126,0.11895545,0.15274182
"The energy stored in the magnetic field in a solenoid 30 cm long and 3 cm diameter wound with 1000 turns of wire carrying a current at 10 amp, is",0.015 joule.,0.15 joule.,0.015 joule.,1.15 joule.,B,False,0.3199398,0.17125143,0.043299142,0.46550962
"While operating on variable frequency supplies, the AC motor requires variable voltage in order to",protect the insulation.,avoid effect of saturation.,improve the capabilities of the inverter.,protect thyristor from dV / dt.,B,False,0.42391843,0.03070855,0.42391843,0.12145466
Which of the following windings are necessary in case of all dc machines?,closed winding,lap winding,wave winding,open type winding,A,True,0.84779286,0.013703295,0.03724942,0.10125442
Relaxation Voltage controlled oscillators are used to generate,Sinusoidal wave,Triangular wave,Sawtooth wave,Both B and C,D,True,0.08403049,0.0047406754,0.007816052,0.9034128
The supply frequency usually employed for high frequency eddy current heating is,1 KHz.,5 KHz.,10 MHz.,10 KHz to 400 KHz.,D,True,0.039949365,0.039949365,0.2951881,0.6249132
In the toggle mode a JK flip-flop has,"J = 0, K = 0.","J = 1, K = 1.","J = 0, K = 1.","J = 1, K = 0.",B,False,0.04420397,0.011176514,0.8878605,0.05675902
Electric drive is becoming more and more popular because,all of below.,it provide smooth and easy control.,it is cheaper in cost.,it is simple and reliable.,A,True,0.9251003,0.031655192,0.0025984163,0.040646072
A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,0.32.,0.67.,0.45.,0.27.,B,False,0.18688822,0.27192077,0.39564237,0.1455487
A Binary number system has how many digits.,0,1,2,10,C,False,0.17528054,0.19861889,0.2550317,0.37106892
"Lowest critical frequency is due to pole and it may be present at the origin or nearer to the origin, then the type of network is",LC.,RL.,RC.,Any of the above.,C,False,0.035556626,0.0017702602,0.04565561,0.91701746
Advantages of open loop control system is/are,simple and economical.,accurate.,reliable.,all of the above.,A,False,0.0027978816,0.0001788626,0.00090833916,0.99611485
"The voltage induced in an inductor is represented as,",product of its inductance and current through it.,ratio of its inductance to current through it.,ratio of current through it to its inductance.,product of its inductance and rate of change of current through it.,D,False,0.9825606,0.0075019426,0.0024355242,0.0075019426
"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",1,2,4,8,C,True,0.112578206,0.14455327,0.5045405,0.23832805
Induction heating takes place in,conducting but non-magnetic materials.,conducting materials which may be either magnetic or non-magentic materials.,insulating materials.,conducting and magnetic materials.,B,False,0.024878899,0.14316818,0.008076996,0.82387596
In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,100,50,1,A,False,0.17089841,0.19365326,0.46455002,0.17089841
Magnetic flux has the unit of,Newton,Ampere turn,Weber,Tesla,C,True,0.008454145,0.010855337,0.9771663,0.003524212
"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",Reciprocity theorem,Thevinin's theorem,Norton's theorem,Compensation theorem,A,True,0.96160156,0.0044530984,0.008319483,0.025625814
A D-flip-flop is said to be transparent when,the output is LOW,the output is HIGH,the output follows clock,the output follow input,D,False,0.0064592715,0.0020970185,0.9586409,0.032802887
A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,500 Hz.,250 Hz.,400 Hz.,625 Hz.,B,False,0.1543068,0.08259448,0.22451505,0.53858364
Speed control by variation of field flux results in,constant power drive.,constant torque drive.,variable power drive.,none of the above.,A,False,0.0051554427,0.0027595095,0.98245347,0.009631635
Which of the following memories uses one transistor and one capacitor as basic memory unit,SRAM,DRAM,Both SRAM and DRAM,,B,False,0.039053332,0.17502491,0.61089694,0.17502491
"What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?",2,4,5,6,A,False,0.29133222,0.121445335,0.25709978,0.33012265
"The output of the system has an effect upon the input quantity, then the system is a",open loop control system.,closed loop control system.,either A or B.,none of the above.,B,True,0.0095084775,0.96989113,0.012209128,0.008391202
"A sinusoidal signal is analog signal, because",it can have a number of values between the negative and positive peaks,it is negative for one half cycle,it is positive for one half cycle,it has positive as well as negative values,A,True,0.8430221,0.009365129,0.07841328,0.069199465
FM stands for,frequent modulation.,frequency modulation.,frequency moderator.,frequent moderator.,B,True,0.0013178797,0.9932915,0.00017835564,0.0052123154
Stack is also known as,FIFO memory,Flash memory,LIFO memory,LILO memory,C,True,0.08843201,0.025336193,0.7404321,0.14579973
"In Ward-Leonard system, the lower limit of the speed imposed by",Field resistance.,Armature resistance.,Residual magnetism of the generator.,None of above.,C,False,0.12544063,0.004292342,0.052291427,0.8179756
Colpitts oscillator is also called as,Tank circuit oscillator,LC oscillator,Resonant circuit oscillator,All of the above,D,True,0.0075692013,0.00015709376,0.0009040122,0.9913697
An SCR has half cycle surge current rating of 3000 A for 50 Hz supply. One cycle surge current will be,1500 A.,6000 A.,2121.32 A.,4242.64 A.,C,True,0.13468957,0.072094135,0.4701128,0.3231035
Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Decoders,Accumulators,Registers,C,False,0.009693062,0.00010115619,0.0014864793,0.9887193
Systematic errors are,environmental errors.,observational errors.,instrument errors.,all of the above.,D,True,0.004066872,0.00017868589,0.00062367506,0.9951308
Which of the following is/are the disadvantages of an open loop control system?,Inaccurate.,Unreliable.,both A and B.,none of the above.,C,True,0.008553382,0.00090151984,0.98863655,0.0019085176
A diode (p-n junction) when reverse biased act as,On Switch,Zener diode,Capacitor,Off Switch,D,True,0.0040595634,0.000905811,0.0016922777,0.99334234
Piezoelectric effect is carried out in,composite filter.,crystal filter.,m derived.,constant k prototype.,B,True,0.021596896,0.91832334,0.03560726,0.024472488
The resistivity of the conductor depends on,area of the conductor.,length of the conductor.,type of material.,none of these.,C,True,0.0007948241,0.00054627407,0.9876867,0.010972207
The smallest change in measured variable to which instrument will respond is,resolution.,accuracy.,precision.,sensitivity.,A,False,0.015676662,0.0006078502,0.013834606,0.9698808
"In electronic communications, ""AM"" stands for",Amp Modification,Amplitude Method,Amplitude Modulation,Ampere Method,C,True,0.0001233101,0.0006262204,0.9991922,5.8247573e-05
Which system is also known as automatic control system?,Open loop control system,Closed loop control system,Either A or B,Nether A nor B,B,True,0.0005507469,0.99577385,0.0021782464,0.0014970854
A combinational PLD with a fixed AND array and a programmable OR array is called a,PLD,PROM,PAL,PLA,B,False,0.8425925,0.0016265862,0.009360357,0.14642061
A null type instrument as compared to a deflected type instrument has,a lower sensitivity.,a faster response.,a higher accuracy.,all of the above.,C,False,0.01588776,0.0001557581,0.0010156705,0.98294085
"Length of the cable is doubled, its capacitance C will be",one-fourth.,one-half.,doubled.,unchanged.,C,True,0.00013962644,0.00023020506,0.9984611,0.0011690777
Electrons in p-type material of a semi-conductor are called as,either minority carriers or majority carriers,minority carriers,majority carriers,valance carriers,B,False,0.63877296,0.052433677,0.12578185,0.18301152
________ is the most detrimental impurity in the magnetic materials,Carbon.,Sulphur.,Oxygen.,Nitrogen.,A,True,0.876848,0.00022908405,0.104724556,0.018198399
Voltage controlled oscillators are used commonly in,Pulse Modulators Frequency Modulators Phase Clocked loops,Frequency Modulators,Phase Clocked loops,All the above,D,True,0.020299342,0.00061298703,0.0010106447,0.97807705
Low frequency supply is necessary for direct core type induction furnaces because,With normal frequeny supply the electromagnetic forces causes severe stirring action in the molten metal.,Magnetic coupling between the primary and secondary circuit is poor.,Both A and B.,None of the above.,C,True,0.041843813,0.0034347493,0.95236075,0.0023606664
"The moving coil-meters, damping is provided by",the aluminium frame of the coil.,the coil spring attached to the moving.,eddy current disk.,damping vane in the airtight chamber.,A,False,0.0058198464,0.0014714875,0.013961084,0.9787476
Which of the following is the analogous quantity for mass element in force-voltage analogy?,Resistance.,Inductance.,Capacitance.,All of the above.,B,False,0.0014962183,0.00013916999,0.0031674944,0.9951971
A latch is ________ sensitive,both level and edge,edge,level,,C,True,0.23650959,0.021998817,0.6428997,0.098591864
What is used to protect the SCR from over current ?,CB and fuse.,Heat sink.,Snubber circuit.,Voltage clamping device.,A,False,0.00042892358,0.00020260915,0.99577713,0.003591333
The errors mainly caused by human mistakes are,gross error.,instrumental error.,observational error.,systematic error.,A,True,0.6845416,0.023423724,0.17307922,0.11895549
Electrical analogous quantity for dash-pot in force-current analogy is,resistance.,conductance.,inductance.,capacitance.,B,False,0.009941415,0.00063553336,0.7897444,0.19967864
Which lamp has the best Colour Rendering Index (CRI)?,LED,Fluorescent,Incandescent,High pressure sodium vapour,C,False,0.7098878,0.001759636,0.10886482,0.17948775
Power dissipation in ideal inductor is,Maximum,Minimum,Zero,A finite value,C,False,0.13172792,0.0035104302,0.005787721,0.8589739
For intermittent work which of the following furnace is suitable?,Core less furnace.,Indirect arc furnace.,Either of above.,Nither of above.,B,False,0.001921923,0.0016960911,0.99558073,0.0008011767
In electrical resistance welding material of electrode should have,higher electrical conductivities.,higher thermal conductivities.,sufficient strength to sustain high pressure at elevated temperatures.,all of above.,D,True,0.005215942,0.00017847974,0.00062295544,0.9939826
Which of the following are the passive elements?,Resistor,Bulb,Both,None of these.,C,True,0.020259097,0.0021352933,0.976138,0.001467564
The main advantage of dielectric heating is that,heating occurs in the material itself.,heating occurs due to high frequency.,it can be used for drying the explosives.,None of the above.,A,False,0.2532023,0.008664106,0.04985849,0.68827516
Materials used in heat sink should have,high thermal conductivity.,large surface area.,high melting point.,All of these.,D,True,0.008566505,0.00048328916,0.0007968091,0.9901534
Conductor is static and the field is varying then emf will be induced. This principle is called,virtually induced emf.,dynamically induced emf.,static induced emf.,none of these,C,True,0.000803771,9.599676e-05,0.99880457,0.0002956908
"Four identical alternators each are rated for 20 MVA, 11 KV having a subtransient reactance of 16% are working in parallel. The short circuit level at the busbar is",500 MVA,400 MVA,125 MVA,100 MVA,A,True,0.39406195,0.112900645,0.18614168,0.30689576
"According to the Bohr model, an electron gains or losses energy only by",moving faster or slower in an allowed orbit.,jumping from one allowed orbit to another.,being completely removed from an atom.,jumping from one atom to another atom.,B,True,0.04706431,0.945312,0.0012542214,0.0063694622
A three-state buffer has the following output states,"1, 0, float","High, Low, Float",Both A and B,"Set, Reset, Halt",C,True,0.022283655,0.010526053,0.9475251,0.019665254
"By using which of the following elements, mechanical translational systems are obtained?",mass element,spring element,dash-pot,all of the above,D,True,0.010966948,0.00013805351,0.001681836,0.9872132
"Four capacitors each of 40 µF are connected in parallel, the equivalent capacitance of the system will be",160 µF,10 µF,40 µF,5 µF,A,False,0.26276976,0.021569455,0.6303519,0.08530885
"The resistance of a conductor of diameter d and length l is R Ω. If the diameter of the conductor is halved and its length is doubled, the resistance will be",R Ω,2R Ω,4R Ω,8R Ω,C,False,0.048403207,0.5896718,0.11611326,0.24581178
A single phase full bridge inverter can operated in load commutation mode in case load consist of,RL.,RLC underdamped.,RLC overdamped.,RLC critically damped.,B,False,0.09685903,0.027750576,0.7156968,0.15969355
A microprocessor is ALU,and control unit on a single chip.,and memory on a single chip.,register unit and I/O device on a single chip.,register unit and control unit on a single chip.,D,True,0.046805337,0.0026405766,0.010443683,0.9401104
"To obtain a high value of capacitance, the permittivity of dielectric medium should be",low,zero,high,unity,C,True,0.000108847446,0.00015837209,0.9994369,0.000295878
Deflection method direct measurements are most widely used as these are,least time consuming.,most simple.,most simple and least time consuming.,most accurate.,C,True,0.005146951,0.0031217835,0.9808352,0.010896095
Purely mechanical instrument cannot be used for dynamic measurements because they have,high inertia.,higher response time.,large time constant.,all of the above.,D,True,0.015891876,0.00012133597,0.00079121,0.9831956
Advantages of higher transmission voltage is/are,Power transfer capability of the transmission line is increased,Transmission line losses are reduced,Area of cross section and volume of the conductor is reduced,all of the above,D,True,0.0040663127,0.00013914157,0.0008007044,0.99499387
Under over voltage condition impedance offered by the voltage clamping device is,high.,low.,moderate.,infinity.,B,False,0.50576156,0.08788818,0.09959036,0.3067599
A long wire composed of a smooth round conductor runs above and parallel to the ground (assumed to be a large conducting plane). A high voltage exists between the conductor and the ground. The maximum electric stress occurs at,lower surface of the conductor.,upper surface of the conductor.,the ground surface.,midway between the conductor and ground.,A,False,0.19798927,0.0389864,0.47495157,0.28807268
In a dc machine 6 pole wave winding is used. The number of parallel paths are?,6,4,2,1,C,False,0.9429705,0.006353685,0.0092445575,0.041431233
Which of the following is a digital device,Regulator of a fan,Microphone,Resistance of a material,Light switch,D,False,0.58196646,0.16673619,0.03720387,0.2140935
Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,square of instantaneous current.,square of the rate of change of current.,temperature of the inductor.,A,True,0.6405092,0.34283987,0.015063332,0.0015876637
Which of the following is a variable displacement transducer?,tachometer,potentiometer,synchros,none of the above,B,False,0.0064402632,0.0006787987,0.037061155,0.9558198
"Five capacitors each of 5 µF are connected in series, the equivalent capacitance of the system will be",5 µF,25 µF,10 µF,1 µF,D,False,0.41184372,0.13370608,0.13370608,0.32074422
Susceptibility is negative for,non magnetic substances.,diamagnetic substances.,ferromagnetic substances.,none of above.,B,False,0.018727971,0.021221574,0.90236425,0.057686213
One of the following is the primary function of an oscillator,produces sinusoidal oscillations,generates non sinusoidal waveforms,generates sustained oscillations at a constant amplitude and specific frequency,none of the above,C,False,0.775567,0.00090809556,0.22220367,0.0013212713
The metal surfaces for electrical resistance welding must be,rough.,clean.,moistened,coloured,B,True,0.00037164136,0.9776718,0.0016655811,0.02029093
The latching current of SCR is 20 mA. Its holding current will be,23 mA.,40 mA.,10 mA.,60 mA.,C,True,0.18511294,0.07716655,0.3918841,0.3458365
"In force-current analogy, electrical analogous quantity for displacement (x) is",voltage.,inductance.,capacitance.,flux.,D,True,0.42284542,0.0036583296,0.09434956,0.47914663
Feedback circuit in an oscillator can be accomplished by,Resistive coupling between input and output,Capacitive coupling between input and output,Inductive coupling between input and output,Any one or combinations of the above methods,D,True,0.029084548,0.0012778859,0.0064896396,0.96314794
"Lowest critical frequency is due to zero and it may be present at the origin or nearer to the origin, then the type of network is",LC circuit.,RC circuit.,RLC circuit.,RL Circuit.,D,False,0.017480532,0.0026807261,0.95440465,0.025434023
What is the value of dielectric constant of air?,Less than 1,0.,1.,none of these.,C,True,0.19131811,0.1489987,0.5893013,0.07038201
Temperature variation is a/an,Digital quantity,Analog quantity,Either Digital or Analog quantity,,B,False,0.02842463,0.008143793,0.94129443,0.022137124
The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,30,140.,150.,200.,C,True,0.19095409,0.27783656,0.31483006,0.21637933
For a dc machine shunt resistance and armature resistance values are,high and high,high and low,low and low,low and high,B,False,0.068304636,0.022175267,0.07739929,0.8321208
The change of cross sectional area of conductor in magnetic field will affect,reluctance of conductor.,resistance of conductor.,(A) and (B) both in the same way.,none of above.,C,True,0.059117652,0.009065986,0.9247557,0.0070605967
Which of the following is used in SCR to protect from high dV / dt?,Snubber circuit.,Fuse.,Equalizing circuit.,Circuit breaker.,A,False,0.02233566,0.008216829,0.019711148,0.94973636
"What are the sets of commands in a program which are not translated into machine instructions during assembly process, called?",Mnemonics,Directives,Identifiers,Operands,B,False,0.94403976,0.036604393,0.0020650786,0.01729069
Speed of data transmission in 4-G network of telecom is,386 kbps - 2 mbps.,2 mbps.,2 mbps – 1 gbps.,100 mbps - 1 gbps.,D,False,0.016058708,0.04365209,0.87677574,0.06351343
Which of the followings is/are active element?,Voltage source,Current source,Both,None of these.,C,True,0.009674828,0.0024461797,0.9868593,0.0010197194
Electrical analogous quantity for spring element (K) in force-voltage analogy is,L,R,1/C,C,C,False,0.15075786,0.0027612266,0.17083104,0.6756499
A quartz crystal oscillator consists of,only series resonant frequency.,only parallel resonant frequency.,both series and parallel frequencies.,neither series nor parallel frequency.,C,True,0.007529904,0.0016801488,0.9862228,0.0045671174
Which of the following oscillators are used for low frequency (LF) applications,LC oscillators,RC oscillators,Both LC and RC Oscillators,,B,False,0.005851993,0.0014796153,0.9841538,0.008514599
The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of diameter 1.2 m is,3 / 2.,1 / 3.,2 / 3.,2 / 5.,C,True,0.10322749,0.091097936,0.6731278,0.13254672
Relative error is same as,ratio of absolute error and true value.,absolute error.,true error.,none of the above.,A,True,0.9270593,0.013223791,0.031722225,0.027994765
If holding current of a thyristor is 2 mA then latching current should be,0.01 A.,0.002 A.,0.009 A.,0.004 A.,D,False,0.0992121,0.06017518,0.57092625,0.26968646
"In an intel 8085A, which is the first machine cycle of an instruction?",An op-code fetch cycle,A memory read cycle,A memory write cycle,An I/O read cycle,A,True,0.9817224,0.0011494787,0.0031246075,0.014003518
Which of the following are the disadvantages of a closed loop control system?,Reduces the overall gain.,Complex and costly.,Oscillatory response.,All of the above.,D,True,0.0019250448,7.4642085e-05,0.00080247805,0.99719787
"Poles and zeros are arranged alternatively on negative real axis, then type of network is/are",LC network.,RC network.,RL network.,Both 2 and 3.,D,True,0.11221685,0.0118275685,0.046778943,0.8291766
The magnetisation and applied field in ferromagnetic materials are related,sinusoidally.,non linearly.,linearly.,parabolically.,B,False,0.0014986135,0.00090895506,0.99679023,0.00080215
Thin laminations are used in a machine in order to reduce,Eddy current losses,Hysteresis losses,Both A and B,Copper losses,A,False,0.012389635,0.0014797308,0.9842306,0.001900012
A metal surface with 1 meter radius and surface charge density of 20 coulombs / m2 is enclosed in a 10 m side cube. The total outward electric displacement normal to the surface of the cube is,40π coulombs.,80π coulombs.,10π coulombs.,none of these.,B,False,0.4924566,0.20528644,0.096970454,0.20528644
In binary number system the first digit (bit) from right to left is called as,"LSB, Least Significant Bit","MSB, Most Significant Bit",First Bit,Last Bit,A,True,0.61125124,0.0017168788,0.37074262,0.016289294
In two wattmeter method of power measurement if the total power is measured by one wattmeter only then power factor of the system is,0.,0.5.,1.,none of above.,B,False,0.02569596,0.0027083342,0.0073620155,0.96423376
A 0 - 100 V voltmeter has a guaranteed accuracy of 2 % of full scale reading. The voltage measured by the voltmeter is 75 V. The limiting error is in percentage,3.33 %.,2.66 %.,2 %.,1 %.,B,False,0.019211946,0.035892643,0.92568344,0.019211946
Which of the following methods is/are used for reactive or voltage compensation,shunt capacitor,series capacitor,generation excitation control,all of the above,D,True,0.0040609734,0.000333345,0.001918268,0.99368745
The ROM programmed during manufacturing process itself is called,MROM,PROM,EPROM,EEPROM,A,False,0.0033227215,0.024551775,0.6331986,0.33892682
In 8085 name/names of the 16 bit registers is/are,stack pointer.,program counter.,both A and B.,none of these.,C,True,0.022551551,0.012070976,0.95891637,0.0064611277
Stability of a transmission line can be increased by,shunt capacitor,series capacitor,shunt reactor,both A and B,D,True,0.0753625,0.0010749884,0.005459242,0.9181033
Snubber circuit is used with SCR,in series.,in parallel.,either series or parallel.,anti parallel.,B,False,0.005192812,0.002779512,0.98957485,0.0024529109
The number of rings in the Bohr model of any element is determined by what?,Column number on periodic table.,Atomic mass.,Row number on periodic table.,Atomic number.,C,False,0.067322046,0.0023036336,0.0010222312,0.9293521
Silicon and Germanium are ________ elements.,trivalant,pentavalant,hexavalant,tetravalant,D,True,0.0095113,0.00017420556,0.020135423,0.9701791
The number of output pins in 8085 microprocessors are,27.,40.,21.,19.,A,False,0.11098968,0.06731865,0.7237436,0.097948045
If P is the power of a star connected system then what will be power of an equivalent delta connected system?,P,3P,P/3,None of the above,A,False,0.1133764,0.100054316,0.04726231,0.739307
Which oscillators are easy to fabricate in a monolithic IC?,Crystal oscillator.,Hartley oscillator.,Wien bridge oscillator.,Relaxation oscillator.,D,False,0.83033055,0.010452319,0.11237302,0.046844043
"If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is",DC only,AC only,Either AC or DC,An Impulse,C,True,0.017566632,0.000771824,0.9591056,0.022556003
The feedback factor of a Wien bridge oscillator using Op-Amp is,1/3,1/4,1/2,1,C,False,0.3300263,0.018618809,0.034784514,0.6165703
"The length of bus cycle in 8086/8088 is four clock cycles, T1, T2, T3, T4 and an indeterminate number of wait state clock cycles denoted by Tw. The wait states are always inserted between",T1 & T2,T2 & T3,T3 & T4,T4 & T1,C,True,0.16758789,0.05440782,0.66282296,0.115181364
Which of the following is not a sinusoidal oscillator?,LC oscillator,RC phase shift oscillator,Relaxation oscillator,Crystal oscillator,C,True,0.062053006,0.19113672,0.6671327,0.079677634
A wire carrying current is bent in the form of a circular loop. Then the magnetic field around each portion of the wire will be,parallel to the plane of the wire.,perpendicular to the circumference of the wire.,parallel to half portion and perpendicular for the other half.,none of above.,A,False,0.2849178,0.049511287,0.19582094,0.46975002
