0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_sharegpt_xc_52000_correct,llama_7B_llamatokenizer_alpacacode_sharegpt_xc_52000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_xc_52000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_xc_52000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_xc_52000_choiceD_probs
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,True,0.114644945,0.07879424,0.45342955,0.3531313
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.16038576,0.045951292,0.49402294,0.29964006
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.1370871,0.09421849,0.478481,0.2902134
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.031105213,0.031105213,0.22983815,0.70795137
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,True,0.45940095,0.07045142,0.27864078,0.1915068
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.05522445,0.01232224,0.17010327,0.76234996
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,True,0.12077456,0.073253475,0.47767264,0.32829928
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.22297144,0.08202661,0.47203055,0.22297144
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.12187355,0.13810083,0.48201925,0.25800633
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,True,0.11774888,0.15119255,0.41098395,0.32007462
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.2188599,0.09123438,0.4088841,0.28102168
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,False,0.065489516,0.15710118,0.4839057,0.29350364
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,False,0.70891094,0.058190953,0.15817942,0.07471866
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,False,0.20243444,0.074471466,0.29454038,0.4285537
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,True,0.12295959,0.09576103,0.29496473,0.48631462
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.10803691,0.084139235,0.5486567,0.25916708
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,False,0.2188599,0.09123438,0.4088841,0.28102168
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.21852769,0.10322517,0.36029124,0.3179559
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.07497646,0.14007446,0.55400527,0.23094375
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,True,0.08178344,0.049604163,0.7759397,0.09267279
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,False,0.1988487,0.15486352,0.4209627,0.22532511
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,True,0.13753521,0.064967036,0.42363828,0.37385947
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,True,0.55307627,0.10890718,0.15845901,0.17955758
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.12867172,0.11355239,0.44910842,0.30866742
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,True,0.17704698,0.15624341,0.3748085,0.29190114
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.24621314,0.1493358,0.35823798,0.24621314
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.17125136,0.08089341,0.28234574,0.46550944
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,False,0.24596716,0.10253437,0.24596716,0.4055313
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.091087766,0.043026812,0.19283281,0.6730526
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,True,0.20258142,0.10843402,0.42886487,0.2601197
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.12109691,0.08322861,0.42266974,0.37300473
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.1545828,0.13641883,0.4201996,0.2887987
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.09503798,0.065318584,0.5469058,0.2927376
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.9330917,0.028176928,0.0193657,0.0193657
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.047039255,0.032329574,0.3475757,0.57305545
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,True,0.06605625,0.08481791,0.5530822,0.2960436
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.14474021,0.06837043,0.3934447,0.3934447
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.092142224,0.118312955,0.4679368,0.32160798
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.05330692,0.047043193,0.505762,0.39388782
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.12112309,0.19969821,0.25641757,0.4227611
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.10443317,0.08133264,0.5303554,0.2838788
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,True,0.20814733,0.14305742,0.4406479,0.20814733
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.004317287,0.0038099925,0.9322744,0.059598308
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.05116414,0.06569605,0.6233068,0.25983292
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.086504385,0.086504385,0.4393055,0.38768575
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,False,0.2624772,0.12398544,0.38190204,0.2316353
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.22787347,0.13821225,0.37569985,0.25821447
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,True,0.19313684,0.15041512,0.4633112,0.19313684
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.27235427,0.053629734,0.16519122,0.50882477
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.42089212,0.0645459,0.28927466,0.22528733
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.0927626,0.04965224,0.32377326,0.53381187
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,True,0.14080915,0.058697984,0.08540507,0.71508783
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,False,0.30971655,0.14629973,0.14629973,0.39768392
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.15963732,0.0854477,0.49171755,0.26319745
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.074939296,0.074939296,0.55373067,0.29639068
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.09020804,0.14872791,0.40428436,0.3567797
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.09215336,0.05589384,0.32164684,0.530306
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.20843361,0.041043013,0.18394202,0.5665813
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,True,0.07930955,0.020052595,0.14816976,0.7524681
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.100280516,0.053676292,0.3966171,0.44942608
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.4039767,0.102141306,0.27764887,0.21623316
