0,1,2,3,4,5,alpacacode_llama_7B_correct,alpacacode_llama_7B_choiceA_probs,alpacacode_llama_7B_choiceB_probs,alpacacode_llama_7B_choiceC_probs,alpacacode_llama_7B_choiceD_probs
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.28012884,0.28012884,0.19252954,0.24721283
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.2900896,0.3287146,0.15527378,0.22592203
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.28421366,0.32205626,0.1723843,0.22134583
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.2236818,0.32545507,0.25346467,0.19739848
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.2635431,0.29863346,0.20524758,0.23257597
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.2617548,0.48902234,0.10911564,0.14010724
What is the optimal span of control?,2,5,7,None of the above,D,False,0.19739848,0.32545507,0.25346467,0.2236818
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,False,0.27252734,0.34993201,0.16529618,0.2122445
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.2594834,0.33318326,0.17834015,0.22899328
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,False,0.30534908,0.34600583,0.16344157,0.18520358
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.2918031,0.33065623,0.20055315,0.17698753
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.17698753,0.2918031,0.20055315,0.33065623
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,False,0.30889943,0.3500289,0.12876844,0.21230327
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.33424002,0.2603064,0.20272683,0.20272683
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.2202994,0.3632123,0.13361834,0.28287002
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.28297442,0.41172534,0.13366765,0.17163265
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,False,0.24621314,0.35823798,0.1493358,0.24621314
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,False,0.3017445,0.3017445,0.1615122,0.23499885
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.28421366,0.32205626,0.1723843,0.22134583
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,True,0.2850849,0.32304353,0.1959358,0.1959358
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.3588823,0.27949783,0.169524,0.19209586
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.36952758,0.4187296,0.105871424,0.105871424
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.14334826,0.44154376,0.3034683,0.111639746
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.21096605,0.3069538,0.08794373,0.39413646
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.28364658,0.41270334,0.15182507,0.15182507
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.24921542,0.3626063,0.19408917,0.19408917
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,False,0.2529349,0.2866128,0.2866128,0.17383946
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.27783656,0.19095409,0.31483006,0.21637933
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,False,0.29800048,0.3376788,0.15950817,0.20481254
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,True,0.32567745,0.32567745,0.17432259,0.17432259
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,True,0.27094764,0.3070239,0.21101426,0.21101426
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,False,0.24613409,0.31604242,0.19168942,0.24613409
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,True,0.22899328,0.33318326,0.2594834,0.17834015
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,False,0.3128364,0.27607715,0.16744927,0.24363723
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.20481254,0.29800048,0.3376788,0.15950817
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,False,0.36304057,0.28273627,0.28273627,0.07148693
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,False,0.24363723,0.3128364,0.16744927,0.27607715
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.3017445,0.3017445,0.1615122,0.23499885
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,False,0.16592051,0.35125372,0.24141292,0.24141292
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.3287146,0.2900896,0.15527378,0.22592203
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.2603064,0.33424002,0.20272683,0.20272683
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,False,0.2603064,0.33424002,0.20272683,0.20272683
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.27312723,0.27312723,0.24103393,0.2127117
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.31604242,0.24613409,0.19168942,0.24613409
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.34445453,0.34445453,0.12671775,0.18437323
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.38190207,0.26247722,0.12398545,0.23163532
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.27014005,0.3468667,0.14459555,0.23839776
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,False,0.14014696,0.261829,0.33619508,0.261829
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,True,0.30889943,0.3500289,0.12876844,0.21230327
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,False,0.33248794,0.33248794,0.15705618,0.17796798
